"","uni","metric","metrix","stage","col","ASnormalized.ahya1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.393106092054312,1.52753181893944e-56
"2","Sigma.1.0","Sigma","2","1","1",4.83275130787796,3.19993277885626e-49
"3","Connect.1.0","Connect","3","1","1",0.296210862990429,2.61491129198568e-17
"4","Tau1.1.0","Tau1","4","1","1",1184.03617390172,3.73800076110276e-21
"5","Tau2.1.0","Tau2","5","1","1",542965.456905128,5.77957026159277e-26
"6","NPQ.1.0","NPQ","6","1","1",0.554099935051532,2.610236156101e-84
"7","qP.1.0","qP","7","1","1",1.25600288970375,3.05506363787887e-56
"8","ABQ.1.0","ABQ","8","1","1",0,3.19993277885626e-49
"9","qm.1.0","qm","9","1","1",0,1.52753181893944e-56
"10","nTau1.1.0","nTau1","10","1","1",1,3.73800076110276e-21
"11","nTau2.1.0","nTau2","11","1","1",1,5.77957026159277e-26
"12","nCon.1.0","nCon","12","1","1",1,2.61491129198568e-17
"13","Fm.1.0","Fm","13","1","1",1796.48754465588,2.610236156101e-84
"14","Fo.1.0","Fo","14","1","1",1090.27734655196,3.05506363787887e-56
"15","Quant.3.0","Quant","1","3","1",0.0302334417790536,1.03308403022911e-83
"16","Sigma.3.0","Sigma","2","3","1",3.09291836156956,8.17603976313589e-25
"17","Connect.3.0","Connect","3","3","1",0.476783263177463,9.71556438362852e-10
"18","Tau1.3.0","Tau1","4","3","1",5567.49761678861,0.00018551910701399
"19","Tau2.3.0","Tau2","5","3","1",8410862.15214636,1.76370701392498e-06
"20","NPQ.3.0","NPQ","6","3","1",0.0350317159772957,7.09368474941091e-97
"21","qP.3.0","qP","7","3","1",0.129942991974993,2.06616806045815e-83
"22","ABQ.3.0","ABQ","8","3","1",0.360008789087133,8.17603976313589e-25
"23","qm.3.0","qm","9","3","1",0.923090884648828,1.03308403022911e-83
"24","nTau1.3.0","nTau1","10","3","1",4.70213473161229,0.00018551910701399
"25","nTau2.3.0","nTau2","11","3","1",15.4906026620695,1.76370701392498e-06
"26","nCon.3.0","nCon","12","3","1",1.60960762331282,9.71556438362852e-10
"27","Fm.3.0","Fm","13","3","1",2697.42572461599,7.09368474941091e-97
"28","Fo.3.0","Fo","14","3","1",2615.87326101749,2.06616806045815e-83
"29","Quant.4.0","Quant","1","4","1",0.0339448171822568,2.30621060292375e-82
"30","Sigma.4.0","Sigma","2","4","1",2.794618824242,1.58794671558009e-23
"31","Connect.4.0","Connect","3","4","1",0.551295168294788,8.97763250587818e-11
"32","Tau1.4.0","Tau1","4","4","1",5945.50028510855,0.000408782358287174
"33","Tau2.4.0","Tau2","5","4","1",6218361.1138039,1.03215778230717e-05
"34","NPQ.4.0","NPQ","6","4","1",0.113624453141411,2.15286068997657e-93
"35","qP.4.0","qP","7","4","1",0.273075224421894,4.61242120582597e-82
"36","ABQ.4.0","ABQ","8","4","1",0.421733367556811,1.58794671558009e-23
"37","qm.4.0","qm","9","4","1",0.913649730013426,2.30621060292375e-82
"38","nTau1.4.0","nTau1","10","4","1",5.02138398822436,0.000408782358287174
"39","nTau2.4.0","nTau2","11","4","1",11.4525906477517,1.03215778230717e-05
"40","nCon.4.0","nCon","12","4","1",1.86115783441947,8.97763250587818e-11
"41","Fm.4.0","Fm","13","4","1",2507.05807383709,2.15286068997657e-93
"42","Fo.4.0","Fo","14","4","1",2421.95644585539,4.61242120582597e-82
"43","Quant.5.0","Quant","1","5","1",0.0330157830085922,4.79171650889207e-83
"44","Sigma.5.0","Sigma","2","5","1",3.41244655984819,4.41596090685382e-23
"45","Connect.5.0","Connect","3","5","1",0.478271896836788,5.78533108957261e-08
"46","Tau1.5.0","Tau1","4","5","1",4652.81406153451,9.10374109192524e-08
"47","Tau2.5.0","Tau2","5","5","1",9635189.43550688,7.61319466149261e-07
"48","NPQ.5.0","NPQ","6","5","1",0.167310425740276,2.99934543263258e-97
"49","qP.5.0","qP","7","5","1",0.353652339640589,9.58343301778412e-83
"50","ABQ.5.0","ABQ","8","5","1",0.293891544908281,4.41596090685382e-23
"51","qm.5.0","qm","9","5","1",0.916013046666215,4.79171650889207e-83
"52","nTau1.5.0","nTau1","10","5","1",3.92962154712066,9.10374109192524e-08
"53","nTau2.5.0","nTau2","11","5","1",17.7454924857041,7.61319466149261e-07
"54","nCon.5.0","nCon","12","5","1",1.61463321097796,5.78533108957261e-08
"55","Fm.5.0","Fm","13","5","1",2391.75553897758,2.99934543263258e-97
"56","Fo.5.0","Fo","14","5","1",2312.7898570931,9.58343301778412e-83
"57","Quant.6.0","Quant","1","6","1",0.0324731632192277,8.9519649402238e-84
"58","Sigma.6.0","Sigma","2","6","1",3.76751012637418,9.17181888656037e-24
"59","Connect.6.0","Connect","3","6","1",0.207855368743889,0.0191913015691776
"60","Tau1.6.0","Tau1","4","6","1",2977.31091554965,5.34537137244892e-08
"61","Tau2.6.0","Tau2","5","6","1",8987283.24621937,1.87005358137847e-05
"62","NPQ.6.0","NPQ","6","6","1",0.208970459878889,1.75116132591406e-101
"63","qP.6.0","qP","7","6","1",0.411552437445964,1.79039298804476e-83
"64","ABQ.6.0","ABQ","8","6","1",0.220421270129773,9.17181888656037e-24
"65","qm.6.0","qm","9","6","1",0.917393385969859,8.9519649402238e-84
"66","nTau1.6.0","nTau1","10","6","1",2.51454388064733,5.34537137244892e-08
"67","nTau2.6.0","nTau2","11","6","1",16.5522191732903,1.87005358137847e-05
"68","nCon.6.0","nCon","12","6","1",0.701714199963709,0.0191913015691776
"69","Fm.6.0","Fm","13","6","1",2309.33779535877,1.75116132591406e-101
"70","Fo.6.0","Fo","14","6","1",2234.34629220175,1.79039298804476e-83
"71","Quant.7.0","Quant","1","7","1",0.0379726689961263,2.04039243054865e-78
"72","Sigma.7.0","Sigma","2","7","1",3.76936076185191,7.4340383781687e-24
"73","Connect.7.0","Connect","3","7","1",0.373463555491012,1.88262646602048e-06
"74","Tau1.7.0","Tau1","4","7","1",2114.34456494248,3.09585769284299e-09
"75","Tau2.7.0","Tau2","5","7","1",9426898.64368522,0.000113898574002834
"76","NPQ.7.0","NPQ","6","7","1",0.2403737900424,1.7375960192304e-97
"77","qP.7.0","qP","7","7","1",0.4624430407465,4.08078486109729e-78
"78","ABQ.7.0","ABQ","8","7","1",0.220038333918113,7.4340383781687e-24
"79","qm.7.0","qm","9","7","1",0.903403509221424,2.04039243054865e-78
"80","nTau1.7.0","nTau1","10","7","1",1.78570943316295,3.09585769284299e-09
"81","nTau2.7.0","nTau2","11","7","1",17.3618754633453,0.000113898574002834
"82","nCon.7.0","nCon","12","7","1",1.26080303646082,1.88262646602048e-06
"83","Fm.7.0","Fm","13","7","1",2250.87082529787,1.7375960192304e-97
"84","Fo.7.0","Fo","14","7","1",2165.3992524958,4.08078486109729e-78
"85","Quant.8.0","Quant","1","8","1",0.0416819143043058,2.50654592680945e-84
"86","Sigma.8.0","Sigma","2","8","1",3.47658301948926,1.47997868003321e-27
"87","Connect.8.0","Connect","3","8","1",0.349002906340911,2.17180369899266e-06
"88","Tau1.8.0","Tau1","4","8","1",2268.50434648339,1.10293172160379e-10
"89","Tau2.8.0","Tau2","5","8","1",11377114.5426418,1.65938848289938e-05
"90","NPQ.8.0","NPQ","6","8","1",0.266407699468191,3.47684956275789e-99
"91","qP.8.0","qP","7","8","1",0.501335713646193,5.01309185361891e-84
"92","ABQ.8.0","ABQ","8","8","1",0.280620334462065,1.47997868003321e-27
"93","qm.8.0","qm","9","8","1",0.89396777321236,2.50654592680945e-84
"94","nTau1.8.0","nTau1","10","8","1",1.91590797349379,1.10293172160379e-10
"95","nTau2.8.0","nTau2","11","8","1",20.9536617807894,1.65938848289938e-05
"96","nCon.8.0","nCon","12","8","1",1.17822453510825,2.17180369899266e-06
"97","Fm.8.0","Fm","13","8","1",2204.59902260782,3.47684956275789e-99
"98","Fo.8.0","Fo","14","8","1",2112.70711507212,5.01309185361891e-84
"99","Quant.9.0","Quant","1","9","1",0.0419881017302333,3.90698482803826e-82
"100","Sigma.9.0","Sigma","2","9","1",3.84893724447037,1.07494044632792e-26
"101","Connect.9.0","Connect","3","9","1",0.485441262910949,1.34089681252481e-10
"102","Tau1.9.0","Tau1","4","9","1",2538.44388824659,1.82760470154527e-09
"103","Tau2.9.0","Tau2","5","9","1",13973815.523083,0.0213759696412098
"104","NPQ.9.0","NPQ","6","9","1",0.28472706705363,1.59667594645327e-98
"105","qP.9.0","qP","7","9","1",0.524063064901049,7.81396965607651e-82
"106","ABQ.9.0","ABQ","8","9","1",0.203572251235823,1.07494044632792e-26
"107","qm.9.0","qm","9","9","1",0.893188880612839,3.90698482803826e-82
