"","uni","metric","metrix","stage","col","ASnormalized.aglo4.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.38244724857489,8.68565467541781e-57
"2","Sigma.1.0","Sigma","2","1","1",4.2588371500009,2.5839764978033e-48
"3","Connect.1.0","Connect","3","1","1",0.325953114110245,6.18232635533502e-19
"4","Tau1.1.0","Tau1","4","1","1",854.821862850475,3.86281408738468e-28
"5","Tau2.1.0","Tau2","5","1","1",1022837.31012204,1.81548191613437e-25
"6","NPQ.1.0","NPQ","6","1","1",0.726733349674915,3.24171900333389e-83
"7","qP.1.0","qP","7","1","1",1.37874481911777,1.73713093508356e-56
"8","ABQ.1.0","ABQ","8","1","1",0,2.5839764978033e-48
"9","qm.1.0","qm","9","1","1",0,8.68565467541781e-57
"10","nTau1.1.0","nTau1","10","1","1",1,3.86281408738468e-28
"11","nTau2.1.0","nTau2","11","1","1",1,1.81548191613437e-25
"12","nCon.1.0","nCon","12","1","1",1,6.18232635533502e-19
"13","Fm.1.0","Fm","13","1","1",1989.02845384465,3.24171900333389e-83
"14","Fo.1.0","Fo","14","1","1",1228.32999433459,1.73713093508356e-56
"15","Quant.3.0","Quant","1","3","1",0.0533385775008578,8.95594919706181e-85
"16","Sigma.3.0","Sigma","2","3","1",3.01505395970638,1.73881777847881e-34
"17","Connect.3.0","Connect","3","3","1",0.444384262042438,5.30711859117112e-15
"18","Tau1.3.0","Tau1","4","3","1",3190.75397083581,1.39338738002137e-06
"19","Tau2.3.0","Tau2","5","3","1",7388916.73712499,7.63967324772631e-05
"20","NPQ.3.0","NPQ","6","3","1",0.067261622457697,2.46136819108325e-97
"21","qP.3.0","qP","7","3","1",0.242540372960371,1.79118983941212e-84
"22","ABQ.3.0","ABQ","8","3","1",0.29204760512955,1.73881777847881e-34
"23","qm.3.0","qm","9","3","1",0.860533504425479,8.95594919706181e-85
"24","nTau1.3.0","nTau1","10","3","1",3.73265367850557,1.39338738002137e-06
"25","nTau2.3.0","nTau2","11","3","1",7.22394134825152,7.63967324772631e-05
"26","nCon.3.0","nCon","12","3","1",1.36333798575747,5.30711859117112e-15
"27","Fm.3.0","Fm","13","3","1",3218.06920855717,2.46136819108325e-97
"28","Fo.3.0","Fo","14","3","1",3046.42197467342,1.79118983941212e-84
"29","Quant.4.0","Quant","1","4","1",0.0362788087532146,8.01489134123618e-86
"30","Sigma.4.0","Sigma","2","4","1",2.69827140349319,6.34759784883282e-28
"31","Connect.4.0","Connect","3","4","1",0.574813207519482,4.04223823404678e-15
"32","Tau1.4.0","Tau1","4","4","1",8008.75074746078,6.69941619738041e-05
"33","Tau2.4.0","Tau2","5","4","1",6700539.55980645,0.000689108295717925
"34","NPQ.4.0","NPQ","6","4","1",0.0431240458806098,1.55101398777452e-96
"35","qP.4.0","qP","7","4","1",0.163383074975777,1.60297826823173e-85
"36","ABQ.4.0","ABQ","8","4","1",0.366430011654092,6.34759784883282e-28
"37","qm.4.0","qm","9","4","1",0.905140358864131,8.01489134123618e-86
"38","nTau1.4.0","nTau1","10","4","1",9.36891192833432,6.69941619738041e-05
"39","nTau2.4.0","nTau2","11","4","1",6.55093385184292,0.000689108295717925
"40","nCon.4.0","nCon","12","4","1",1.76348432531025,4.04223823404678e-15
"41","Fm.4.0","Fm","13","4","1",3292.53436182314,1.55101398777452e-96
"42","Fo.4.0","Fo","14","4","1",3173.08513739717,1.60297826823173e-85
"43","Quant.5.0","Quant","1","5","1",0.0387946950032043,3.57974624520537e-81
"44","Sigma.5.0","Sigma","2","5","1",2.9793798336253,2.9129003774227e-27
"45","Connect.5.0","Connect","3","5","1",0.477577129771415,1.60744240771826e-12
"46","Tau1.5.0","Tau1","4","5","1",3341.7212448066,4.36614338796041e-07
"47","Tau2.5.0","Tau2","5","5","1",7495178.8840926,4.17393371006025e-05
"48","NPQ.5.0","NPQ","6","5","1",0.0727508464409766,2.69446808853928e-97
"49","qP.5.0","qP","7","5","1",0.223182560692145,7.15949249041073e-81
"50","ABQ.5.0","ABQ","8","5","1",0.300424099657187,2.9129003774227e-27
"51","qm.5.0","qm","9","5","1",0.898561971231942,3.57974624520537e-81
"52","nTau1.5.0","nTau1","10","5","1",3.90926038515598,4.36614338796041e-07
"53","nTau2.5.0","nTau2","11","5","1",7.32783093647443,4.17393371006025e-05
"54","nCon.5.0","nCon","12","5","1",1.46517124426026,1.60744240771826e-12
"55","Fm.5.0","Fm","13","5","1",3201.60247470367,2.69446808853928e-97
"56","Fo.5.0","Fo","14","5","1",3077.39728317603,7.15949249041073e-81
"57","Quant.6.0","Quant","1","6","1",0.0388352041115686,2.12972287190811e-87
"58","Sigma.6.0","Sigma","2","6","1",3.16350379411145,2.92145395466071e-31
"59","Connect.6.0","Connect","3","6","1",0.455179672237175,1.87192726036768e-13
"60","Tau1.6.0","Tau1","4","6","1",1923.78342618697,7.01434441183891e-07
"61","Tau2.6.0","Tau2","5","6","1",8185237.50893295,0.000229631380281808
"62","NPQ.6.0","NPQ","6","6","1",0.0958004512663447,2.23817370761687e-102
"63","qP.6.0","qP","7","6","1",0.26371541713273,4.25944574381621e-87
"64","ABQ.6.0","ABQ","8","6","1",0.257190711292922,2.92145395466071e-31
"65","qm.6.0","qm","9","6","1",0.898456050458515,2.12972287190811e-87
"66","nTau1.6.0","nTau1","10","6","1",2.25050798276491,7.01434441183891e-07
"67","nTau2.6.0","nTau2","11","6","1",8.00248233803312,0.000229631380281808
"68","nCon.6.0","nCon","12","6","1",1.39645750426309,1.87192726036768e-13
"69","Fm.6.0","Fm","13","6","1",3134.25839598517,2.23817370761687e-102
"70","Fo.6.0","Fo","14","6","1",3012.53883143869,4.25944574381621e-87
"71","Quant.7.0","Quant","1","7","1",0.0410405459465473,2.49503317252514e-82
"72","Sigma.7.0","Sigma","2","7","1",3.66704175763284,2.99838209415503e-27
"73","Connect.7.0","Connect","3","7","1",0.216953064749636,0.00222186867307513
"74","Tau1.7.0","Tau1","4","7","1",2070.44574891095,4.72869979482045e-12
"75","Tau2.7.0","Tau2","5","7","1",9186806.24554425,2.06027601443094e-05
"76","NPQ.7.0","NPQ","6","7","1",0.13261308411961,8.19291842223972e-101
"77","qP.7.0","qP","7","7","1",0.329085841741513,4.99006634505028e-82
"78","ABQ.7.0","ABQ","8","7","1",0.138957037220345,2.99838209415503e-27
"79","qm.7.0","qm","9","7","1",0.892689655633617,2.49503317252514e-82
"80","nTau1.7.0","nTau1","10","7","1",2.42207860946241,4.72869979482045e-12
"81","nTau2.7.0","nTau2","11","7","1",8.98168863672767,2.06027601443094e-05
"82","nCon.7.0","nCon","12","7","1",0.665595925787833,0.00222186867307513
