"","uni","metric","metrix","stage","col","ASnormalized.aglo12.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.366748623787404,9.43549846628154e-58
"2","Sigma.1.0","Sigma","2","1","1",4.42317610207166,2.90356375239577e-48
"3","Connect.1.0","Connect","3","1","1",0.319544107463275,2.79303324385791e-18
"4","Tau1.1.0","Tau1","4","1","1",817.298541758326,3.96109051630936e-30
"5","Tau2.1.0","Tau2","5","1","1",1116923.60979386,3.77508016371324e-27
"6","NPQ.1.0","NPQ","6","1","1",0.7669644914494,4.70241370303248e-84
"7","qP.1.0","qP","7","1","1",1.61398420599852,1.88709969325631e-57
"8","ABQ.1.0","ABQ","8","1","1",0,2.90356375239577e-48
"9","qm.1.0","qm","9","1","1",0,9.43549846628154e-58
"10","nTau1.1.0","nTau1","10","1","1",1,3.96109051630936e-30
"11","nTau2.1.0","nTau2","11","1","1",1,3.77508016371324e-27
"12","nCon.1.0","nCon","12","1","1",1,2.79303324385791e-18
"13","Fm.1.0","Fm","13","1","1",1887.37993857351,4.70241370303248e-84
"14","Fo.1.0","Fo","14","1","1",1195.18594353772,1.88709969325631e-57
"15","Quant.3.0","Quant","1","3","1",0.0521150654294039,3.18712980963886e-84
"16","Sigma.3.0","Sigma","2","3","1",2.79392308971545,2.56844978162719e-33
"17","Connect.3.0","Connect","3","3","1",0.471578632246222,7.44418000913238e-15
"18","Tau1.3.0","Tau1","4","3","1",3377.2677925458,2.61920212363996e-06
"19","Tau2.3.0","Tau2","5","3","1",7155750.78123282,6.25675813358476e-05
"20","NPQ.3.0","NPQ","6","3","1",0.0600790184915536,7.35655090100615e-95
"21","qP.3.0","qP","7","3","1",0.266229177142624,6.37425961920416e-84
"22","ABQ.3.0","ABQ","8","3","1",0.368344595548236,2.56844978162719e-33
"23","qm.3.0","qm","9","3","1",0.85789976553637,3.18712980963886e-84
"24","nTau1.3.0","nTau1","10","3","1",4.13223273992388,2.61920212363996e-06
"25","nTau2.3.0","nTau2","11","3","1",6.40666086604925,6.25675813358476e-05
"26","nCon.3.0","nCon","12","3","1",1.47578572482492,7.44418000913238e-15
"27","Fm.3.0","Fm","13","3","1",3145.92900638558,7.35655090100615e-95
"28","Fo.3.0","Fo","14","3","1",2981.97871038154,6.37425961920416e-84
"29","Quant.4.0","Quant","1","4","1",0.0341602522900887,4.09602036106907e-86
"30","Sigma.4.0","Sigma","2","4","1",2.77976712897169,1.41834375530776e-28
"31","Connect.4.0","Connect","3","4","1",0.470773520873976,1.91765185504358e-12
"32","Tau1.4.0","Tau1","4","4","1",6302.08134677675,3.374688379088e-05
"33","Tau2.4.0","Tau2","5","4","1",5490426.39792647,3.83455636598528e-05
"34","NPQ.4.0","NPQ","6","4","1",0.0228787434881395,1.07827257177747e-99
"35","qP.4.0","qP","7","4","1",0.140272213118991,8.19204072213803e-86
"36","ABQ.4.0","ABQ","8","4","1",0.371545001866477,1.41834375530776e-28
"37","qm.4.0","qm","9","4","1",0.906856494954728,4.09602036106907e-86
"38","nTau1.4.0","nTau1","10","4","1",7.71086821373563,3.374688379088e-05
"39","nTau2.4.0","nTau2","11","4","1",4.91566867221991,3.83455636598528e-05
"40","nCon.4.0","nCon","12","4","1",1.47326616225612,1.91765185504358e-12
"41","Fm.4.0","Fm","13","4","1",3260.3408317596,1.07827257177747e-99
"42","Fo.4.0","Fo","14","4","1",3148.96676639501,8.19204072213803e-86
"43","Quant.5.0","Quant","1","5","1",0.0389478567096067,2.86204340119005e-84
"44","Sigma.5.0","Sigma","2","5","1",3.02855974780913,5.68919300245733e-29
"45","Connect.5.0","Connect","3","5","1",0.399283421891049,7.19968188013824e-10
"46","Tau1.5.0","Tau1","4","5","1",3210.97678460833,4.91550064813769e-06
"47","Tau2.5.0","Tau2","5","5","1",6133481.95751326,1.8112548876049e-06
"48","NPQ.5.0","NPQ","6","5","1",0.0363128635655543,1.47462453949762e-99
"49","qP.5.0","qP","7","5","1",0.182684379003436,5.72408680238011e-84
"50","ABQ.5.0","ABQ","8","5","1",0.315297497110581,5.68919300245733e-29
"51","qm.5.0","qm","9","5","1",0.89380230985629,2.86204340119005e-84
"52","nTau1.5.0","nTau1","10","5","1",3.92876852282187,4.91550064813769e-06
"53","nTau2.5.0","nTau2","11","5","1",5.49140684620789,1.8112548876049e-06
"54","nCon.5.0","nCon","12","5","1",1.24954086952437,7.19968188013824e-10
"55","Fm.5.0","Fm","13","5","1",3218.07578635964,1.47462453949762e-99
"56","Fo.5.0","Fo","14","5","1",3092.73863175185,5.72408680238011e-84
"57","Quant.6.0","Quant","1","6","1",0.0394125132361551,9.88446855351742e-85
"58","Sigma.6.0","Sigma","2","6","1",3.18530686158401,2.66454413420535e-29
"59","Connect.6.0","Connect","3","6","1",0.397555586991683,6.96895553777547e-10
"60","Tau1.6.0","Tau1","4","6","1",3627.24137102029,5.63183164361816e-07
"61","Tau2.6.0","Tau2","5","6","1",14446338.9990217,0.0214116359912196
"62","NPQ.6.0","NPQ","6","6","1",0.0535982430890857,1.61212619034291e-100
"63","qP.6.0","qP","7","6","1",0.222066000088368,1.97689371070348e-84
"64","ABQ.6.0","ABQ","8","6","1",0.279859813835556,2.66454413420535e-29
"65","qm.6.0","qm","9","6","1",0.892535347974471,9.88446855351742e-85
"66","nTau1.6.0","nTau1","10","6","1",4.4380861896764,5.63183164361816e-07
"67","nTau2.6.0","nTau2","11","6","1",12.9340438973153,0.0214116359912196
"68","nCon.6.0","nCon","12","6","1",1.24413368203754,6.96895553777547e-10
"69","Fm.6.0","Fm","13","6","1",3165.27989222487,1.61212619034291e-100
"70","Fo.6.0","Fo","14","6","1",3040.52825657642,1.97689371070348e-84
"71","Quant.7.0","Quant","1","7","1",0.0395828960288786,1.58684119068883e-86
"72","Sigma.7.0","Sigma","2","7","1",3.61985169277606,6.12515302733146e-31
"73","Connect.7.0","Connect","3","7","1",0.246158013373558,2.36646180986093e-05
