"","uni","metric","metrix","stage","col","cclong2025.lpv6.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.383295003666114,1.36199058344158e-55
"2","Sigma.1.0","Sigma","2","1","1",4.61700193372937,1.45385691616943e-46
"3","Connect.1.0","Connect","3","1","1",0.196421077349957,1.26377384083121e-09
"4","Tau1.1.0","Tau1","4","1","1",588.117319619406,1.0347976120659e-25
"5","Tau2.1.0","Tau2","5","1","1",945614.684487078,1.54855086198496e-20
"6","NPQ.1.0","NPQ","6","1","1",0.84911104440627,1.58333722037929e-84
"7","qP.1.0","qP","7","1","1",0.964758034827625,2.72398116688317e-55
"8","ABQ.1.0","ABQ","8","1","1",0,1.45385691616943e-46
"9","qm.1.0","qm","9","1","1",0,1.36199058344158e-55
"10","nTau1.1.0","nTau1","10","1","1",1,1.0347976120659e-25
"11","nTau2.1.0","nTau2","11","1","1",1,1.54855086198496e-20
"12","nCon.1.0","nCon","12","1","1",1,1.26377384083121e-09
"13","Fm.1.0","Fm","13","1","1",1970.15289242337,1.58333722037929e-84
"14","Fo.1.0","Fo","14","1","1",1215.00313229915,2.72398116688317e-55
"15","Quant.3.0","Quant","1","3","1",0.0994689759653415,6.37326980499825e-65
"16","Sigma.3.0","Sigma","2","3","1",3.58464840697977,1.25694933037132e-17
"17","Connect.3.0","Connect","3","3","1",0.00617381366608323,0.966232199431903
"18","Tau1.3.0","Tau1","4","3","1",1175.21190502706,1.81616964478407e-10
"19","Tau2.3.0","Tau2","5","3","1",3085418.57162446,7.83894954116001e-18
"20","NPQ.3.0","NPQ","6","3","1",0.200347435615194,4.7956403811121e-78
"21","qP.3.0","qP","7","3","1",0.361556362733182,1.2746539609996e-64
"22","ABQ.3.0","ABQ","8","3","1",0.223598244394869,1.25694933037132e-17
"23","qm.3.0","qm","9","3","1",0.740489766331553,6.37326980499825e-65
"24","nTau1.3.0","nTau1","10","3","1",1.99826100307263,1.81616964478407e-10
"25","nTau2.3.0","nTau2","11","3","1",3.26287083126048,7.83894954116001e-18
"26","nCon.3.0","nCon","12","3","1",0.0314315232834384,0.966232199431903
"27","Fm.3.0","Fm","13","3","1",3034.98084342715,4.7956403811121e-78
"28","Fo.3.0","Fo","14","3","1",2733.09440685702,1.2746539609996e-64
"29","Quant.4.0","Quant","1","4","1",0.0870927157650331,7.3823269338084e-69
"30","Sigma.4.0","Sigma","2","4","1",3.57874176985902,2.10293102098493e-15
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",2160.65266303964,1.44887060123014e-09
"33","Tau2.4.0","Tau2","5","4","1",2900274.49492362,9.72609671298394e-21
"34","NPQ.4.0","NPQ","6","4","1",0.20285551528235,3.57673005673699e-80
"35","qP.4.0","qP","7","4","1",0.348926999172029,1.4764653867581e-68
"36","ABQ.4.0","ABQ","8","4","1",0.22487756747195,2.10293102098493e-15
"37","qm.4.0","qm","9","4","1",0.772778891109942,7.3823269338084e-69
"38","nTau1.4.0","nTau1","10","4","1",3.67384634147126,1.44887060123014e-09
"39","nTau2.4.0","nTau2","11","4","1",3.06707852839319,9.72609671298394e-21
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3028.65259065955,3.57673005673699e-80
"42","Fo.4.0","Fo","14","4","1",2764.87901143021,1.4764653867581e-68
"43","Quant.5.0","Quant","1","5","1",0.101912332345886,1.42346793929262e-66
"44","Sigma.5.0","Sigma","2","5","1",3.59107193881753,1.80567505676504e-18
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",2003.47954666823,5.90879693707236e-10
"47","Tau2.5.0","Tau2","5","5","1",2613931.24466445,8.03495538033776e-18
"48","NPQ.5.0","NPQ","6","5","1",0.259281762526512,1.76395499141564e-80
"49","qP.5.0","qP","7","5","1",0.415188488247613,2.84693587858522e-66
"50","ABQ.5.0","ABQ","8","5","1",0.222206966693461,1.80567505676504e-18
"51","qm.5.0","qm","9","5","1",0.734115155764824,1.42346793929262e-66
"52","nTau1.5.0","nTau1","10","5","1",3.40659844529788,5.90879693707236e-10
"53","nTau2.5.0","nTau2","11","5","1",2.7642667648317,8.03495538033776e-18
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",2892.94388353561,1.76395499141564e-80
"56","Fo.5.0","Fo","14","5","1",2598.11722501874,2.84693587858522e-66
"57","Quant.6.0","Quant","1","6","1",0.122135961587526,9.88888406294856e-66
"58","Sigma.6.0","Sigma","2","6","1",3.72778781064926,1.21171126111161e-22
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",1361.55693792994,3.32181492782798e-13
"61","Tau2.6.0","Tau2","5","6","1",2025482.23009474,8.11375682790266e-21
"62","NPQ.6.0","NPQ","6","6","1",0.34520153121759,5.68856309607772e-82
"63","qP.6.0","qP","7","6","1",0.502887507400096,1.97777681258971e-65
"64","ABQ.6.0","ABQ","8","6","1",0.19259557085822,1.21171126111161e-22
"65","qm.6.0","qm","9","6","1",0.681352586338646,9.88888406294856e-66
"66","nTau1.6.0","nTau1","10","6","1",2.31511110540165,3.32181492782798e-13
"67","nTau2.6.0","nTau2","11","6","1",2.1419741712169,8.11375682790266e-21
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",2708.16780088823,5.68856309607772e-82
"70","Fo.6.0","Fo","14","6","1",2377.40312238637,1.97777681258971e-65
"71","Quant.7.0","Quant","1","7","1",0.129718322450699,1.55336842083316e-66
"72","Sigma.7.0","Sigma","2","7","1",3.43322734922672,3.18838556778463e-25
"73","Connect.7.0","Connect","3","7","1",0.03543271580869,0.71177773958791
"74","Tau1.7.0","Tau1","4","7","1",901.727021334957,2.96097858590523e-12
"75","Tau2.7.0","Tau2","5","7","1",1905741.50946309,1.28237500228588e-18
"76","NPQ.7.0","NPQ","6","7","1",0.397138134377932,7.44249013810659e-82
"77","qP.7.0","qP","7","7","1",0.545859076296626,3.10673684166632e-66
"78","ABQ.7.0","ABQ","8","7","1",0.256394647759323,3.18838556778463e-25
"79","qm.7.0","qm","9","7","1",0.661570536505882,1.55336842083316e-66
"80","nTau1.7.0","nTau1","10","7","1",1.53324343843249,2.96097858590523e-12
"81","nTau2.7.0","nTau2","11","7","1",2.01534677995912,1.28237500228588e-18
"82","nCon.7.0","nCon","12","7","1",0.180391617268042,0.71177773958791
"83","Fm.7.0","Fm","13","7","1",2607.49555316594,7.44249013810659e-82
"84","Fo.7.0","Fo","14","7","1",2269.2556042116,3.10673684166632e-66
"85","Quant.8.0","Quant","1","8","1",0.135727866526897,1.04704422710755e-65
"86","Sigma.8.0","Sigma","2","8","1",3.46999424365614,6.63305975353844e-26
"87","Connect.8.0","Connect","3","8","1",0.0177286280711623,0.847106882554844
"88","Tau1.8.0","Tau1","4","8","1",900.917285093054,2.33472134476451e-13
"89","Tau2.8.0","Tau2","5","8","1",1825270.29780925,1.95508432271172e-19
"90","NPQ.8.0","NPQ","6","8","1",0.458664969210347,3.78358414260118e-82
"91","qP.8.0","qP","7","8","1",0.589855439593717,2.0940884542151e-65
"92","ABQ.8.0","ABQ","8","8","1",0.248431277815546,6.63305975353844e-26
"93","qm.8.0","qm","9","8","1",0.645891897288781,1.04704422710755e-65
"94","nTau1.8.0","nTau1","10","8","1",1.5318666106893,2.33472134476451e-13
"95","nTau2.8.0","nTau2","11","8","1",1.93024741234778,1.95508432271172e-19
"96","nCon.8.0","nCon","12","8","1",0.0902582773211033,0.847106882554844
"97","Fm.8.0","Fm","13","8","1",2497.51077145644,3.78358414260118e-82
"98","Fo.8.0","Fo","14","8","1",2158.52896281871,2.0940884542151e-65
"99","Quant.9.0","Quant","1","9","1",0.141051041721342,3.36957983227212e-65
"100","Sigma.9.0","Sigma","2","9","1",3.63903961562434,4.90634725985351e-27
"101","Connect.9.0","Connect","3","9","1",0.054642794870513,0.515987489210545
"102","Tau1.9.0","Tau1","4","9","1",905.54314227561,1.41022744696053e-14
"103","Tau2.9.0","Tau2","5","9","1",1947736.42553474,3.02437984476897e-18
"104","NPQ.9.0","NPQ","6","9","1",0.50458150349168,6.46985252240102e-83
"105","qP.9.0","qP","7","9","1",0.62115111847607,6.73915966454423e-65
"106","ABQ.9.0","ABQ","8","9","1",0.211817610679466,4.90634725985351e-27
"107","qm.9.0","qm","9","9","1",0.632003964642828,3.36957983227212e-65
"108","nTau1.9.0","nTau1","10","9","1",1.53973214538491,1.41022744696053e-14
"109","nTau2.9.0","nTau2","11","9","1",2.05975695755109,3.02437984476897e-18
"110","nCon.9.0","nCon","12","9","1",0.27819211465355,0.515987489210545
"111","Fm.9.0","Fm","13","9","1",2421.29220922538,6.46985252240102e-83
"112","Fo.9.0","Fo","14","9","1",2079.76642080237,6.73915966454423e-65
"113","Quant.10.0","Quant","1","10","1",0.255841679056837,7.77767476264285e-62
"114","Sigma.10.0","Sigma","2","10","1",3.71824496950791,1.92021776083312e-39
"115","Connect.10.0","Connect","3","10","1",0.163632091349609,6.53609138560764e-05
"116","Tau1.10.0","Tau1","4","10","1",880.541372849681,1.91797706248074e-17
"117","Tau2.10.0","Tau2","5","10","1",964572.089625928,5.48945845791121e-17
"118","NPQ.10.0","NPQ","6","10","1",0.807164380121179,5.73939022665611e-84
"119","qP.10.0","qP","7","10","1",0.851462759515639,1.55553495252857e-61
"120","ABQ.10.0","ABQ","8","10","1",0.194662462160915,1.92021776083312e-39
"121","qm.10.0","qm","9","10","1",0.332520182601443,7.77767476264285e-62
"122","nTau1.10.0","nTau1","10","10","1",1.49722061139011,1.91797706248074e-17
"123","nTau2.10.0","nTau2","11","10","1",1.02004770595238,5.48945845791121e-17
"124","nCon.10.0","nCon","12","10","1",0.833067884349655,6.53609138560764e-05
"125","Fm.10.0","Fm","13","10","1",2015.88273464351,5.73939022665611e-84
"126","Fo.10.0","Fo","14","10","1",1500.13591103062,1.55553495252857e-61
"127","Quant.11.0","Quant","1","11","1",0.27093754681939,9.16703295810447e-62
"128","Sigma.11.0","Sigma","2","11","1",3.54969180353379,7.44867349073214e-41
"129","Connect.11.0","Connect","3","11","1",0.178180416864089,4.47696325372389e-06
"130","Tau1.11.0","Tau1","4","11","1",862.717267542813,1.43432255619984e-17
"131","Tau2.11.0","Tau2","5","11","1",903840.393010009,8.11913908121487e-17
"132","NPQ.11.0","NPQ","6","11","1",0.764296901174726,1.39599808908692e-83
"133","qP.11.0","qP","7","11","1",0.849365505557699,1.83340659162089e-61
"134","ABQ.11.0","ABQ","8","11","1",0.231169522022156,7.44867349073214e-41
"135","qm.11.0","qm","9","11","1",0.293135719933877,9.16703295810447e-62
"136","nTau1.11.0","nTau1","10","11","1",1.46691355408664,1.43432255619984e-17
"137","nTau2.11.0","nTau2","11","11","1",0.955823135826482,8.11913908121487e-17
"138","nCon.11.0","nCon","12","11","1",0.907134912749872,4.47696325372389e-06
"139","Fm.11.0","Fm","13","11","1",2064.86304551313,1.39599808908692e-83
"140","Fo.11.0","Fo","14","11","1",1505.41411744379,1.83340659162089e-61
"141","Quant.12.0","Quant","1","12","1",0.276499311934316,5.78829568314199e-63
"142","Sigma.12.0","Sigma","2","12","1",3.59204188986334,9.32184296904232e-43
"143","Connect.12.0","Connect","3","12","1",0.191170301769633,1.13937888208479e-07
"144","Tau1.12.0","Tau1","4","12","1",853.243537309695,1.76197767405906e-17
"145","Tau2.12.0","Tau2","5","12","1",870884.722060479,1.39325502047161e-16
"146","NPQ.12.0","NPQ","6","12","1",0.746887739704542,3.61806321063111e-85
"147","qP.12.0","qP","7","12","1",0.848012974160865,1.1576591366284e-62
"148","ABQ.12.0","ABQ","8","12","1",0.221996884250409,9.32184296904232e-43
"149","qm.12.0","qm","9","12","1",0.278625316558591,5.78829568314199e-63
"150","nTau1.12.0","nTau1","10","12","1",1.45080498200914,1.76197767405906e-17
"151","nTau2.12.0","nTau2","11","12","1",0.920972079164428,1.39325502047161e-16
"152","nCon.12.0","nCon","12","12","1",0.973267758984089,1.13937888208479e-07
"153","Fm.12.0","Fm","13","12","1",2085.44109031596,3.61806321063111e-85
"154","Fo.12.0","Fo","14","12","1",1508.81806376404,1.1576591366284e-62
"155","Quant.13.0","Quant","1","13","1",0.281574115758888,3.06325806684142e-61
"156","Sigma.13.0","Sigma","2","13","1",3.61888926859184,5.62666373619267e-41
"157","Connect.13.0","Connect","3","13","1",0.159561930824766,2.98822882805088e-05
"158","Tau1.13.0","Tau1","4","13","1",864.15695742222,1.19607790247613e-17
"159","Tau2.13.0","Tau2","5","13","1",855350.997165103,7.63634207658687e-17
"160","NPQ.13.0","NPQ","6","13","1",0.747214395039955,1.69172532231354e-83
"161","qP.13.0","qP","7","13","1",0.852329425698392,6.12651613368283e-61
"162","ABQ.13.0","ABQ","8","13","1",0.216181989841905,5.62666373619267e-41
"163","qm.13.0","qm","9","13","1",0.265385374018166,3.06325806684142e-61
"164","nTau1.13.0","nTau1","10","13","1",1.46936151783704,1.19607790247613e-17
"165","nTau2.13.0","nTau2","11","13","1",0.904544960222422,7.63634207658687e-17
"166","nCon.13.0","nCon","12","13","1",0.81234627656827,2.98822882805088e-05
"167","Fm.13.0","Fm","13","13","1",2085.05120086634,1.69172532231354e-83
"168","Fo.13.0","Fo","14","13","1",1497.9547526704,6.12651613368283e-61
"169","Quant.14.0","Quant","1","14","1",0.282198540402124,6.42082165864108e-63
"170","Sigma.14.0","Sigma","2","14","1",3.53362536828959,2.5747581822358e-43
"171","Connect.14.0","Connect","3","14","1",0.18607188089392,1.12336189213642e-07
"172","Tau1.14.0","Tau1","4","14","1",841.601507043827,5.1870239448647e-17
"173","Tau2.14.0","Tau2","5","14","1",827033.085114135,1.12121125376624e-16
"174","NPQ.14.0","NPQ","6","14","1",0.745180757638916,3.99709157508208e-85
"175","qP.14.0","qP","7","14","1",0.852153771253436,1.28416433172822e-62
"176","ABQ.14.0","ABQ","8","14","1",0.234649363589218,2.5747581822358e-43
"177","qm.14.0","qm","9","14","1",0.26375627727215,6.42082165864108e-63
"178","nTau1.14.0","nTau1","10","14","1",1.43100956045379,5.1870239448647e-17
"179","nTau2.14.0","nTau2","11","14","1",0.874598394760267,1.12121125376624e-16
"180","nCon.14.0","nCon","12","14","1",0.947311171511406,1.12336189213642e-07
"181","Fm.14.0","Fm","13","14","1",2087.48088506186,3.99709157508208e-85
"182","Fo.14.0","Fo","14","14","1",1498.39682618007,1.28416433172822e-62
"183","Quant.15.0","Quant","1","15","1",0.288903002574136,9.9095091324894e-60
"184","Sigma.15.0","Sigma","2","15","1",3.62799487214549,6.71854211175827e-40
"185","Connect.15.0","Connect","3","15","1",0.164880966764939,4.49983939267662e-05
"186","Tau1.15.0","Tau1","4","15","1",852.289003363682,8.72205946815119e-18
"187","Tau2.15.0","Tau2","5","15","1",827471.53852793,5.38496500263208e-17
"188","NPQ.15.0","NPQ","6","15","1",0.7547086799968,4.90872247968612e-82
"189","qP.15.0","qP","7","15","1",0.860917396192533,1.98190182649788e-59
"190","ABQ.15.0","ABQ","8","15","1",0.214209800164631,6.71854211175827e-40
"191","qm.15.0","qm","9","15","1",0.246264626956113,9.9095091324894e-60
"192","nTau1.15.0","nTau1","10","15","1",1.44918194879082,8.72205946815119e-18
"193","nTau2.15.0","nTau2","11","15","1",0.875062065027859,5.38496500263208e-17
"194","nCon.15.0","nCon","12","15","1",0.839426038129177,4.49983939267662e-05
"195","Fm.15.0","Fm","13","15","1",2076.14603727592,4.90872247968612e-82
