"","uni","metric","metrix","stage","col","barefoot2025.bpv12.003","pval"
"1","Quant.1.0","Quant","1","1","1",0.406904321589471,1.67439785043628e-57
"2","Sigma.1.0","Sigma","2","1","1",3.84246741373008,6.1283873714783e-51
"3","Connect.1.0","Connect","3","1","1",0.279879187415857,1.30131141040151e-17
"4","Tau1.1.0","Tau1","4","1","1",578.967407844232,9.40019320761643e-24
"5","Tau2.1.0","Tau2","5","1","1",723976.646916711,1.72436726774721e-18
"6","NPQ.1.0","NPQ","6","1","1",0.706671404554919,1.19370530694908e-85
"7","qP.1.0","qP","7","1","1",0.953425770908823,3.34879570087255e-57
"8","ABQ.1.0","ABQ","8","1","1",0,6.1283873714783e-51
"9","qm.1.0","qm","9","1","1",0,1.67439785043628e-57
"10","nTau1.1.0","nTau1","10","1","1",1,9.40019320761643e-24
"11","nTau2.1.0","nTau2","11","1","1",1,1.72436726774721e-18
"12","nCon.1.0","nCon","12","1","1",1,1.30131141040151e-17
"13","Fm.1.0","Fm","13","1","1",2325.48061797757,1.19370530694908e-85
"14","Fo.1.0","Fo","14","1","1",1379.23250474994,3.34879570087255e-57
"15","Quant.3.0","Quant","1","3","1",0.0908655809180921,1.22955809680191e-74
"16","Sigma.3.0","Sigma","2","3","1",3.01176933693872,4.94180686640245e-29
"17","Connect.3.0","Connect","3","3","1",0.115935173669465,0.108506948316576
"18","Tau1.3.0","Tau1","4","3","1",1331.27661050704,2.95373287023714e-09
"19","Tau2.3.0","Tau2","5","3","1",3140592.98169351,2.65243979897347e-14
"20","NPQ.3.0","NPQ","6","3","1",0.0997128615689811,1.82698829551032e-89
"21","qP.3.0","qP","7","3","1",0.253227875831131,2.45911619360381e-74
"22","ABQ.3.0","ABQ","8","3","1",0.216188710884851,4.94180686640245e-29
"23","qm.3.0","qm","9","3","1",0.776690548374743,1.22955809680191e-74
"24","nTau1.3.0","nTau1","10","3","1",2.29939819145263,2.95373287023714e-09
"25","nTau2.3.0","nTau2","11","3","1",4.33797553425064,2.65243979897347e-14
"26","nCon.3.0","nCon","12","3","1",0.414232922211553,0.108506948316576
"27","Fm.3.0","Fm","13","3","1",3608.97049697738,1.82698829551032e-89
"28","Fo.3.0","Fo","14","3","1",3281.03929625327,2.45911619360381e-74
"29","Quant.4.0","Quant","1","4","1",0.079856754951713,6.75853010483119e-80
"30","Sigma.4.0","Sigma","2","4","1",2.8869184115074,4.15465832465472e-31
"31","Connect.4.0","Connect","3","4","1",0.188796112501525,0.00408155602687368
"32","Tau1.4.0","Tau1","4","4","1",1532.85083383129,4.09194273611714e-08
"33","Tau2.4.0","Tau2","5","4","1",2404714.71800046,2.23835429249114e-18
"34","NPQ.4.0","NPQ","6","4","1",0.0856600227740686,2.27084206219314e-94
"35","qP.4.0","qP","7","4","1",0.222774367749014,1.35170602096624e-79
"36","ABQ.4.0","ABQ","8","4","1",0.248681094550929,4.15465832465472e-31
