"","uni","metric","metrix","stage","col","cclong2025.lpv12.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.36937208477462,6.44696475524749e-61
"2","Sigma.1.0","Sigma","2","1","1",5.03478289805056,1.08682768671782e-50
"3","Connect.1.0","Connect","3","1","1",0.268853554547688,1.92928350755213e-17
"4","Tau1.1.0","Tau1","4","1","1",503.459671924466,1.26618967838047e-24
"5","Tau2.1.0","Tau2","5","1","1",1132122.58209947,4.59019208013821e-17
"6","NPQ.1.0","NPQ","6","1","1",0.786227794535242,4.74592591984549e-87
"7","qP.1.0","qP","7","1","1",0.977293889829166,1.2893929510495e-60
"8","ABQ.1.0","ABQ","8","1","1",0,1.08682768671782e-50
"9","qm.1.0","qm","9","1","1",0,6.44696475524749e-61
"10","nTau1.1.0","nTau1","10","1","1",1,1.26618967838047e-24
"11","nTau2.1.0","nTau2","11","1","1",1,4.59019208013821e-17
"12","nCon.1.0","nCon","12","1","1",1,1.92928350755213e-17
"13","Fm.1.0","Fm","13","1","1",1811.55670686359,4.74592591984549e-87
"14","Fo.1.0","Fo","14","1","1",1142.41822936194,1.2893929510495e-60
"15","Quant.3.0","Quant","1","3","1",0.0602049304567539,3.63601946383313e-76
"16","Sigma.3.0","Sigma","2","3","1",4.07441851133737,2.52758365202153e-18
"17","Connect.3.0","Connect","3","3","1",0.0379199696153068,0.777383723466878
"18","Tau1.3.0","Tau1","4","3","1",613.756140954657,6.30631809160875e-06
"19","Tau2.3.0","Tau2","5","3","1",3888991.86533777,2.94068027051401e-13
"20","NPQ.3.0","NPQ","6","3","1",0.0774871034952176,1.3790940752718e-85
"21","qP.3.0","qP","7","3","1",0.193041762061528,7.27203892628716e-76
"22","ABQ.3.0","ABQ","8","3","1",0.19074593803936,2.52758365202153e-18
"23","qm.3.0","qm","9","3","1",0.837007362119719,3.63601946383313e-76
"24","nTau1.3.0","nTau1","10","3","1",1.21907706849406,6.30631809160875e-06
"25","nTau2.3.0","nTau2","11","3","1",3.43513319743682,2.94068027051401e-13
"26","nCon.3.0","nCon","12","3","1",0.141043214693971,0.777383723466878
"27","Fm.3.0","Fm","13","3","1",3003.14772277071,1.3790940752718e-85
"28","Fo.3.0","Fo","14","3","1",2822.34342296994,7.27203892628716e-76
"29","Quant.4.0","Quant","1","4","1",0.0751407652959671,6.70157554394498e-76
"30","Sigma.4.0","Sigma","2","4","1",4.25154992787747,3.20399037862258e-23
"31","Connect.4.0","Connect","3","4","1",0.027763031985341,0.794871719450275
"32","Tau1.4.0","Tau1","4","4","1",995.617829047144,5.82359813365422e-07
"33","Tau2.4.0","Tau2","5","4","1",2968472.00601244,3.43040436864275e-14
"34","NPQ.4.0","NPQ","6","4","1",0.104543272977333,1.59280332354101e-89
"35","qP.4.0","qP","7","4","1",0.245743083352063,1.34031510878898e-75
"36","ABQ.4.0","ABQ","8","4","1",0.155564397916016,3.20399037862258e-23
"37","qm.4.0","qm","9","4","1",0.796571618719331,6.70157554394498e-76
"38","nTau1.4.0","nTau1","10","4","1",1.97755229379428,5.82359813365422e-07
"39","nTau2.4.0","nTau2","11","4","1",2.62204115786433,3.43040436864275e-14
"40","nCon.4.0","nCon","12","4","1",0.103264515256452,0.794871719450275
"41","Fm.4.0","Fm","13","4","1",2929.58458065126,1.59280332354101e-89
