"","uni","metric","metrix","stage","col","cclong2025.lpv22.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.376754750264739,9.58845482199978e-60
"2","Sigma.1.0","Sigma","2","1","1",5.47893322962499,2.50388011804333e-50
"3","Connect.1.0","Connect","3","1","1",0.238191257719963,1.01780620082062e-14
"4","Tau1.1.0","Tau1","4","1","1",567.55888047383,4.76429280043218e-27
"5","Tau2.1.0","Tau2","5","1","1",1246728.79006243,6.02643422244543e-20
"6","NPQ.1.0","NPQ","6","1","1",0.785343649183969,4.4949923388095e-87
"7","qP.1.0","qP","7","1","1",0.975521561464832,1.91769096439996e-59
"8","ABQ.1.0","ABQ","8","1","1",0,2.50388011804333e-50
"9","qm.1.0","qm","9","1","1",0,9.58845482199978e-60
"10","nTau1.1.0","nTau1","10","1","1",1,4.76429280043218e-27
"11","nTau2.1.0","nTau2","11","1","1",1,6.02643422244543e-20
"12","nCon.1.0","nCon","12","1","1",1,1.01780620082062e-14
"13","Fm.1.0","Fm","13","1","1",1961.21741627946,4.4949923388095e-87
"14","Fo.1.0","Fo","14","1","1",1222.31943839424,1.91769096439996e-59
"15","Quant.3.0","Quant","1","3","1",0.0480328919932624,2.78129448947132e-81
"16","Sigma.3.0","Sigma","2","3","1",3.94277865136312,6.21931486153315e-21
"17","Connect.3.0","Connect","3","3","1",0.185615778518028,0.103474575027397
"18","Tau1.3.0","Tau1","4","3","1",2951.24478148037,0.000221450923334202
"19","Tau2.3.0","Tau2","5","3","1",5822612.66816894,1.87090496154355e-06
"20","NPQ.3.0","NPQ","6","3","1",0.0286107097846819,1.31711428495245e-89
"21","qP.3.0","qP","7","3","1",0.111671064664388,5.5625889657715e-81
"22","ABQ.3.0","ABQ","8","3","1",0.280374757983136,6.21931486153315e-21
"23","qm.3.0","qm","9","3","1",0.872508861641398,2.78129448947132e-81
"24","nTau1.3.0","nTau1","10","3","1",5.19989182270659,0.000221450923334202
"25","nTau2.3.0","nTau2","11","3","1",4.67031219185799,1.87090496154355e-06
"26","nCon.3.0","nCon","12","3","1",0.779272003073484,0.103474575027397
"27","Fm.3.0","Fm","13","3","1",3404.05463944322,1.31711428495245e-89
"28","Fo.3.0","Fo","14","3","1",3240.54805060768,5.5625889657715e-81
"29","Quant.4.0","Quant","1","4","1",0.0578601059494009,1.07338469358592e-78
"30","Sigma.4.0","Sigma","2","4","1",4.25926541899011,3.5564266544573e-20
"31","Connect.4.0","Connect","3","4","1",0.0449098078520599,0.719364118692964
"32","Tau1.4.0","Tau1","4","4","1",3195.84649550879,1.76041855125482e-05
"33","Tau2.4.0","Tau2","5","4","1",4797638.5162307,1.35156833113521e-07
"34","NPQ.4.0","NPQ","6","4","1",0.0350587503702023,5.02197015595443e-91
"35","qP.4.0","qP","7","4","1",0.134540998744981,2.14676938717135e-78
"36","ABQ.4.0","ABQ","8","4","1",0.222610453443755,3.5564266544573e-20
"37","qm.4.0","qm","9","4","1",0.846425012800121,1.07338469358592e-78
"38","nTau1.4.0","nTau1","10","4","1",5.63086334380094,1.76041855125482e-05
"39","nTau2.4.0","nTau2","11","4","1",3.84818138032285,1.35156833113521e-07
"40","nCon.4.0","nCon","12","4","1",0.188545156031123,0.719364118692964
"41","Fm.4.0","Fm","13","4","1",3382.84861373443,5.02197015595443e-91
"42","Fo.4.0","Fo","14","4","1",3187.11663453297,2.14676938717135e-78
"43","Quant.5.0","Quant","1","5","1",0.0645935731035333,1.77950147436239e-79
"44","Sigma.5.0","Sigma","2","5","1",4.17432592224329,9.74404024732692e-25
"45","Connect.5.0","Connect","3","5","1",0.0966868540487796,0.31464993163494
"46","Tau1.5.0","Tau1","4","5","1",1400.91819663601,2.83743323789897e-07
"47","Tau2.5.0","Tau2","5","5","1",3509089.86846205,2.16396553798003e-12
"48","NPQ.5.0","NPQ","6","5","1",0.0758183546287606,1.05452529793113e-92
"49","qP.5.0","qP","7","5","1",0.195605402307431,3.55900294872468e-79
"50","ABQ.5.0","ABQ","8","5","1",0.238113379503803,9.74404024732692e-25
"51","qm.5.0","qm","9","5","1",0.82855273076678,1.77950147436239e-79
"52","nTau1.5.0","nTau1","10","5","1",2.46832222141683,2.83743323789897e-07
"53","nTau2.5.0","nTau2","11","5","1",2.81463771145152,2.16396553798003e-12
"54","nCon.5.0","nCon","12","5","1",0.405921086165356,0.31464993163494
"55","Fm.5.0","Fm","13","5","1",3254.68239480985,1.05452529793113e-92
"56","Fo.5.0","Fo","14","5","1",3044.45082961192,3.55900294872468e-79
"57","Quant.6.0","Quant","1","6","1",0.0846189791504297,8.5876835999372e-76
"58","Sigma.6.0","Sigma","2","6","1",4.29760384931506,2.2526293836129e-26
"59","Connect.6.0","Connect","3","6","1",0.0388758021486512,0.661358116916331
