"","uni","metric","metrix","stage","col","barefoot2025.bpv6.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.383684256059472,6.00452717869173e-56
"2","Sigma.1.0","Sigma","2","1","1",6.11471368943389,4.21852310073998e-48
"3","Connect.1.0","Connect","3","1","1",0.256603473888109,1.13548434847698e-13
"4","Tau1.1.0","Tau1","4","1","1",603.217846929651,2.57607408383143e-20
"5","Tau2.1.0","Tau2","5","1","1",712156.320677299,8.36379638844739e-16
"6","NPQ.1.0","NPQ","6","1","1",0.836694462647005,1.07296267669963e-84
"7","qP.1.0","qP","7","1","1",0.980422993733981,1.20090543573835e-55
"8","ABQ.1.0","ABQ","8","1","1",0,4.21852310073998e-48
"9","qm.1.0","qm","9","1","1",0,6.00452717869173e-56
"10","nTau1.1.0","nTau1","10","1","1",1,2.57607408383143e-20
"11","nTau2.1.0","nTau2","11","1","1",1,8.36379638844739e-16
"12","nCon.1.0","nCon","12","1","1",1,1.13548434847698e-13
"13","Fm.1.0","Fm","13","1","1",1891.22145739216,1.07296267669963e-84
"14","Fo.1.0","Fo","14","1","1",1165.58955946894,1.20090543573835e-55
"15","Quant.3.0","Quant","1","3","1",0.060206490406654,7.4204024286313e-76
"16","Sigma.3.0","Sigma","2","3","1",4.6790615692915,9.87943675578324e-19
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",495.594756989933,8.59082430276354e-06
"19","Tau2.3.0","Tau2","5","3","1",3421350.36603654,4.49735301032303e-14
"20","NPQ.3.0","NPQ","6","3","1",0.0603372463187629,9.17869984043501e-89
"21","qP.3.0","qP","7","3","1",0.16774763735174,1.48408048572617e-75
"22","ABQ.3.0","ABQ","8","3","1",0.234786482746227,9.87943675578324e-19
"23","qm.3.0","qm","9","3","1",0.843083239784221,7.4204024286313e-76
"24","nTau1.3.0","nTau1","10","3","1",0.82158503683617,8.59082430276354e-06
"25","nTau2.3.0","nTau2","11","3","1",4.80421259588436,4.49735301032303e-14
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3275.93507677945,9.17869984043501e-89
"28","Fo.3.0","Fo","14","3","1",3078.70252300651,1.48408048572617e-75
"29","Quant.4.0","Quant","1","4","1",0.066332041763554,3.95186970657383e-77
"30","Sigma.4.0","Sigma","2","4","1",4.81812446704028,7.60476540608759e-23
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",1036.10814552181,9.40039035490255e-06
"33","Tau2.4.0","Tau2","5","4","1",2813986.77029481,4.60694230413013e-13
"34","NPQ.4.0","NPQ","6","4","1",0.0840450111654562,1.44663275766845e-93
"35","qP.4.0","qP","7","4","1",0.204686892785136,7.90373941314766e-77
"36","ABQ.4.0","ABQ","8","4","1",0.21204414274279,7.60476540608759e-23
"37","qm.4.0","qm","9","4","1",0.827118155837824,3.95186970657383e-77
"38","nTau1.4.0","nTau1","10","4","1",1.71763509782669,9.40039035490255e-06
"39","nTau2.4.0","nTau2","11","4","1",3.95136108266028,4.60694230413013e-13
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3204.29128186929,1.44663275766845e-93
"42","Fo.4.0","Fo","14","4","1",2991.74409873775,7.90373941314766e-77
"43","Quant.5.0","Quant","1","5","1",0.0873911876976401,1.67973786816976e-74
"44","Sigma.5.0","Sigma","2","5","1",4.87453709602336,1.57137074162555e-26
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1053.03278406525,1.8057170139316e-07
"47","Tau2.5.0","Tau2","5","5","1",2588927.1381076,2.74184930432419e-12
"48","NPQ.5.0","NPQ","6","5","1",0.131253253410724,2.28479389957129e-92
"49","qP.5.0","qP","7","5","1",0.285190055737454,3.35947573633951e-74
"50","ABQ.5.0","ABQ","8","5","1",0.2028184239523,1.57137074162555e-26
"51","qm.5.0","qm","9","5","1",0.772231499423072,1.67973786816976e-74
"52","nTau1.5.0","nTau1","10","5","1",1.74569235546517,1.8057170139316e-07
"53","nTau2.5.0","nTau2","11","5","1",3.63533547753306,2.74184930432419e-12
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3070.57324958712,2.28479389957129e-92
"56","Fo.5.0","Fo","14","5","1",2802.2322063931,3.35947573633951e-74
"57","Quant.6.0","Quant","1","6","1",0.0982784561876042,1.58508419888817e-73
"58","Sigma.6.0","Sigma","2","6","1",4.80285158909399,3.19994238070792e-28
"59","Connect.6.0","Connect","3","6","1",0.00783238261196551,0.921356556378203
"60","Tau1.6.0","Tau1","4","6","1",683.837490050485,8.5223680109648e-09
"61","Tau2.6.0","Tau2","5","6","1",2142120.11228266,9.46219148829499e-15
"62","NPQ.6.0","NPQ","6","6","1",0.179752471627211,1.24292077182631e-91
"63","qP.6.0","qP","7","6","1",0.347742676306095,3.17016839777634e-73
"64","ABQ.6.0","ABQ","8","6","1",0.21454186851083,3.19994238070792e-28
"65","qm.6.0","qm","9","6","1",0.74385590590308,1.58508419888817e-73
"66","nTau1.6.0","nTau1","10","6","1",1.13364930021746,8.5223680109648e-09
