"","uni","metric","metrix","stage","col","barefoot2025.bpv7.003","pval"
"1","Quant.1.0","Quant","1","1","1",0.405621785265411,1.95759668739981e-56
"2","Sigma.1.0","Sigma","2","1","1",4.07542619441123,4.29171859047875e-50
"3","Connect.1.0","Connect","3","1","1",0.27340400356371,2.92697882120964e-16
"4","Tau1.1.0","Tau1","4","1","1",630.523172381261,4.20323772731666e-24
"5","Tau2.1.0","Tau2","5","1","1",771331.137858172,3.17322722114655e-21
"6","NPQ.1.0","NPQ","6","1","1",0.701732979095624,3.10857080760787e-85
"7","qP.1.0","qP","7","1","1",0.998596423348785,3.91519337479961e-56
"8","ABQ.1.0","ABQ","8","1","1",0,4.29171859047875e-50
"9","qm.1.0","qm","9","1","1",0,1.95759668739981e-56
"10","nTau1.1.0","nTau1","10","1","1",1,4.20323772731666e-24
"11","nTau2.1.0","nTau2","11","1","1",1,3.17322722114655e-21
"12","nCon.1.0","nCon","12","1","1",1,2.92697882120964e-16
"13","Fm.1.0","Fm","13","1","1",2331.25385554659,3.10857080760787e-85
"14","Fo.1.0","Fo","14","1","1",1385.64650475291,3.91519337479961e-56
"15","Quant.3.0","Quant","1","3","1",0.0787879507080039,3.95570934798176e-77
"16","Sigma.3.0","Sigma","2","3","1",3.05329567873221,1.63236127519633e-29
"17","Connect.3.0","Connect","3","3","1",0.197365909816486,0.00446318161048144
"18","Tau1.3.0","Tau1","4","3","1",2345.61351961688,1.43624364020814e-12
"19","Tau2.3.0","Tau2","5","3","1",3834645.85519039,4.64991142830565e-15
"20","NPQ.3.0","NPQ","6","3","1",0.080098946390752,8.71295207697796e-92
"21","qP.3.0","qP","7","3","1",0.225745542943554,7.91141869596351e-77
"22","ABQ.3.0","ABQ","8","3","1",0.250803343483609,1.63236127519633e-29
"23","qm.3.0","qm","9","3","1",0.805760061293428,3.95570934798176e-77
"24","nTau1.3.0","nTau1","10","3","1",3.7201067658756,1.43624364020814e-12
"25","nTau2.3.0","nTau2","11","3","1",4.97146512954009,4.64991142830565e-15
"26","nCon.3.0","nCon","12","3","1",0.721883758993659,0.00446318161048144
"27","Fm.3.0","Fm","13","3","1",3672.97050134537,8.71295207697796e-92
"28","Fo.3.0","Fo","14","3","1",3383.58468253342,7.91141869596351e-77
"29","Quant.4.0","Quant","1","4","1",0.0752735652117489,2.87987113359847e-78
"30","Sigma.4.0","Sigma","2","4","1",2.95178032359786,2.23465080336372e-28
"31","Connect.4.0","Connect","3","4","1",0.167667279546904,0.0280268386650439
"32","Tau1.4.0","Tau1","4","4","1",2752.16175451622,2.09327390045214e-12
"33","Tau2.4.0","Tau2","5","4","1",2861402.11466284,1.16185051587257e-19
"34","NPQ.4.0","NPQ","6","4","1",0.0591822183633895,3.40548703076749e-93
"35","qP.4.0","qP","7","4","1",0.194806502827637,5.75974226719693e-78
"36","ABQ.4.0","ABQ","8","4","1",0.275712481888216,2.23465080336372e-28
"37","qm.4.0","qm","9","4","1",0.814424254450498,2.87987113359847e-78
"38","nTau1.4.0","nTau1","10","4","1",4.36488597892809,2.09327390045214e-12
"39","nTau2.4.0","nTau2","11","4","1",3.70969350804165,1.16185051587257e-19
"40","nCon.4.0","nCon","12","4","1",0.613258318683814,0.0280268386650439
"41","Fm.4.0","Fm","13","4","1",3745.50431441096,3.40548703076749e-93
"42","Fo.4.0","Fo","14","4","1",3463.56685114926,5.75974226719693e-78
"43","Quant.5.0","Quant","1","5","1",0.102831843463061,2.19639516285315e-76
"44","Sigma.5.0","Sigma","2","5","1",3.05537885469638,9.22455740507648e-34
"45","Connect.5.0","Connect","3","5","1",0.147075289416982,0.00835856391659311
"46","Tau1.5.0","Tau1","4","5","1",1681.98597710771,7.34032831133806e-11
"47","Tau2.5.0","Tau2","5","5","1",2103455.17221936,1.15308780075217e-16
"48","NPQ.5.0","NPQ","6","5","1",0.112533159109694,1.26008068886957e-93
"49","qP.5.0","qP","7","5","1",0.297068641173218,4.3927903257063e-76
"50","ABQ.5.0","ABQ","8","5","1",0.250292188118553,9.22455740507648e-34
"51","qm.5.0","qm","9","5","1",0.746483430627931,2.19639516285315e-76
"52","nTau1.5.0","nTau1","10","5","1",2.66760374683051,7.34032831133806e-11
"53","nTau2.5.0","nTau2","11","5","1",2.72704558260182,1.15308780075217e-16
"54","nCon.5.0","nCon","12","5","1",0.537941242629647,0.00835856391659311
"55","Fm.5.0","Fm","13","5","1",3565.89063089336,1.26008068886957e-93
"56","Fo.5.0","Fo","14","5","1",3199.20352373094,4.3927903257063e-76
"57","Quant.6.0","Quant","1","6","1",0.121099011608067,1.70996697193282e-75
"58","Sigma.6.0","Sigma","2","6","1",3.16381813170328,2.37782641688429e-36
"59","Connect.6.0","Connect","3","6","1",0.163646189202382,0.000735203466263131
"60","Tau1.6.0","Tau1","4","6","1",1299.58888198169,4.29069587232824e-13
"61","Tau2.6.0","Tau2","5","6","1",1836211.72870827,2.54456843431562e-18
"62","NPQ.6.0","NPQ","6","6","1",0.157830398403488,1.0254479853985e-93
"63","qP.6.0","qP","7","6","1",0.369695363313218,3.41993394386564e-75
"64","ABQ.6.0","ABQ","8","6","1",0.223684105470508,2.37782641688429e-36
"65","qm.6.0","qm","9","6","1",0.701448452703723,1.70996697193282e-75
"66","nTau1.6.0","nTau1","10","6","1",2.06112786794752,4.29069587232824e-13
"67","nTau2.6.0","nTau2","11","6","1",2.38057513638961,2.54456843431562e-18
"68","nCon.6.0","nCon","12","6","1",0.598550815164813,0.000735203466263131
"69","Fm.6.0","Fm","13","6","1",3426.38401453072,1.0254479853985e-93
"70","Fo.6.0","Fo","14","6","1",3011.45229698137,3.41993394386564e-75
"71","Quant.7.0","Quant","1","7","1",0.121853946995543,2.84962015025565e-76
"72","Sigma.7.0","Sigma","2","7","1",3.12332126747675,1.26652754444431e-37
"73","Connect.7.0","Connect","3","7","1",0.167067771280383,0.000227162253138508
"74","Tau1.7.0","Tau1","4","7","1",1278.98718804351,8.26078281852134e-13
"75","Tau2.7.0","Tau2","5","7","1",1859383.45163137,3.99438832360372e-17
"76","NPQ.7.0","NPQ","6","7","1",0.183126035208711,1.43587535282238e-94
"77","qP.7.0","qP","7","7","1",0.395580583349666,5.69924030051131e-76
"78","ABQ.7.0","ABQ","8","7","1",0.233620946992031,1.26652754444431e-37
"79","qm.7.0","qm","9","7","1",0.699587272128862,2.84962015025565e-76
"80","nTau1.7.0","nTau1","10","7","1",2.02845389997837,8.26078281852134e-13
"81","nTau2.7.0","nTau2","11","7","1",2.41061634928222,3.99438832360372e-17
"82","nCon.7.0","nCon","12","7","1",0.611065562693752,0.000227162253138508
"83","Fm.7.0","Fm","13","7","1",3353.12675959127,1.43587535282238e-94
"84","Fo.7.0","Fo","14","7","1",2944.5350291587,5.69924030051131e-76
"85","Quant.8.0","Quant","1","8","1",0.12889077161582,3.43279930960218e-75
"86","Sigma.8.0","Sigma","2","8","1",3.21400513397591,3.39774869544232e-37
"87","Connect.8.0","Connect","3","8","1",0.107971162815754,0.0186460537998867
"88","Tau1.8.0","Tau1","4","8","1",1148.97624854108,4.7217556024204e-13
"89","Tau2.8.0","Tau2","5","8","1",1892430.91042342,3.68596990525395e-16
"90","NPQ.8.0","NPQ","6","8","1",0.209202753656221,4.11626183231762e-94
"91","qP.8.0","qP","7","8","1",0.429074168386096,6.86559861920436e-75
"92","ABQ.8.0","ABQ","8","8","1",0.211369564640041,3.39774869544232e-37
"93","qm.8.0","qm","9","8","1",0.682239030796921,3.43279930960218e-75
"94","nTau1.8.0","nTau1","10","8","1",1.82225856062007,4.7217556024204e-13
"95","nTau2.8.0","nTau2","11","8","1",2.45346105912217,3.68596990525395e-16
"96","nCon.8.0","nCon","12","8","1",0.394914344370946,0.0186460537998867
"97","Fm.8.0","Fm","13","8","1",3280.81585708605,4.11626183231762e-94
"98","Fo.8.0","Fo","14","8","1",2857.94896973681,6.86559861920436e-75
"99","Quant.9.0","Quant","1","9","1",0.131297676093377,6.022698995349e-76
"100","Sigma.9.0","Sigma","2","9","1",3.13485723665312,1.64143864721491e-38
"101","Connect.9.0","Connect","3","9","1",0.148853522398954,0.000578897581912451
"102","Tau1.9.0","Tau1","4","9","1",1097.09468441534,4.28172150043796e-13
"103","Tau2.9.0","Tau2","5","9","1",1747018.54059283,8.09311726642875e-17
"104","NPQ.9.0","NPQ","6","9","1",0.236728418898628,2.10824161822902e-94
"105","qP.9.0","qP","7","9","1",0.456666249878956,1.2045397990698e-75
"106","ABQ.9.0","ABQ","8","9","1",0.230790330358072,1.64143864721491e-38
"107","qm.9.0","qm","9","9","1",0.676305166874939,6.022698995349e-76
"108","nTau1.9.0","nTau1","10","9","1",1.73997520229433,4.28172150043796e-13
"109","nTau2.9.0","nTau2","11","9","1",2.26493973190807,8.09311726642875e-17
"110","nCon.9.0","nCon","12","9","1",0.544445291432127,0.000578897581912451
"111","Fm.9.0","Fm","13","9","1",3207.79526693535,2.10824161822902e-94
"112","Fo.9.0","Fo","14","9","1",2786.6192030034,1.2045397990698e-75
"113","Quant.10.0","Quant","1","10","1",0.262667859528497,5.28020101173362e-69
"114","Sigma.10.0","Sigma","2","10","1",3.40542507623191,4.79061342829462e-49
"115","Connect.10.0","Connect","3","10","1",0.19666343747774,6.53106015422643e-12
"116","Tau1.10.0","Tau1","4","10","1",1082.46753289193,4.04509997390614e-16
"117","Tau2.10.0","Tau2","5","10","1",888603.357123223,5.78782492862012e-16
"118","NPQ.10.0","NPQ","6","10","1",0.527424276905582,1.00772786030067e-92
"119","qP.10.0","qP","7","10","1",0.793802922570065,1.05604020234672e-68
"120","ABQ.10.0","ABQ","8","10","1",0.164400258087883,4.79061342829462e-49
"121","qm.10.0","qm","9","10","1",0.352431577715618,5.28020101173362e-69
"122","nTau1.10.0","nTau1","10","10","1",1.71677676619535,4.04509997390614e-16
"123","nTau2.10.0","nTau2","11","10","1",1.15203874640753,5.78782492862012e-16
"124","nCon.10.0","nCon","12","10","1",0.719314402548289,6.53106015422643e-12
"125","Fm.10.0","Fm","13","10","1",2597.29508598918,1.00772786030067e-92
"126","Fo.10.0","Fo","14","10","1",1915.06914518852,1.05604020234672e-68
"127","Quant.11.0","Quant","1","11","1",0.273188945391923,8.38844746425978e-70
"128","Sigma.11.0","Sigma","2","11","1",3.35451591215075,5.84218309627348e-51
"129","Connect.11.0","Connect","3","11","1",0.222392195819063,4.01515616447495e-15
"130","Tau1.11.0","Tau1","4","11","1",1055.85911212138,1.35476078464535e-16
"131","Tau2.11.0","Tau2","5","11","1",845837.94251689,3.04429781715174e-16
"132","NPQ.11.0","NPQ","6","11","1",0.510387236242851,2.05687477898393e-93
"133","qP.11.0","qP","7","11","1",0.79613655002057,1.67768949285196e-69
"134","ABQ.11.0","ABQ","8","11","1",0.176891998007249,5.84218309627348e-51
"135","qm.11.0","qm","9","11","1",0.326493410078636,8.38844746425978e-70
"136","nTau1.11.0","nTau1","10","11","1",1.67457622236749,1.35476078464535e-16
"137","nTau2.11.0","nTau2","11","11","1",1.09659509515668,3.04429781715174e-16
"138","nCon.11.0","nCon","12","11","1",0.813419675353219,4.01515616447495e-15
"139","Fm.11.0","Fm","13","11","1",2626.5923555445,2.05687477898393e-93
"140","Fo.11.0","Fo","14","11","1",1909.03635995881,1.67768949285196e-69
"141","Quant.12.0","Quant","1","12","1",0.27490920756559,1.03395020156857e-66
"142","Sigma.12.0","Sigma","2","12","1",3.37213786787212,4.64740269145739e-48
"143","Connect.12.0","Connect","3","12","1",0.208762547502143,5.77818692848901e-12
"144","Tau1.12.0","Tau1","4","12","1",1042.6546251006,3.10266996769335e-16
"145","Tau2.12.0","Tau2","5","12","1",827364.182498415,6.33963046583854e-16
"146","NPQ.12.0","NPQ","6","12","1",0.511932388319739,1.52926965611762e-90
"147","qP.12.0","qP","7","12","1",0.798637287712081,2.06790040313713e-66
"148","ABQ.12.0","ABQ","8","12","1",0.172568043927173,4.64740269145739e-48
"149","qm.12.0","qm","9","12","1",0.322252360322048,1.03395020156857e-66
"150","nTau1.12.0","nTau1","10","12","1",1.65363411016738,3.10266996769335e-16
"151","nTau2.12.0","nTau2","11","12","1",1.07264460345246,6.33963046583854e-16
"152","nCon.12.0","nCon","12","12","1",0.763567997472634,5.77818692848901e-12
"153","Fm.12.0","Fm","13","12","1",2623.90805255273,1.52926965611762e-90
"154","Fo.12.0","Fo","14","12","1",1902.57156910049,2.06790040313713e-66
"155","Quant.13.0","Quant","1","13","1",0.278996716627458,8.04387214179767e-67
"156","Sigma.13.0","Sigma","2","13","1",3.3719192083062,1.8624986509494e-48
"157","Connect.13.0","Connect","3","13","1",0.211022539274809,2.08982788814029e-12
"158","Tau1.13.0","Tau1","4","13","1",1034.34973852634,1.71190371073086e-16
"159","Tau2.13.0","Tau2","5","13","1",831143.159346548,4.55790193924459e-16
"160","NPQ.13.0","NPQ","6","13","1",0.514948434250044,1.02574247765354e-90
"161","qP.13.0","qP","7","13","1",0.804243006516575,1.60877442835953e-66
"162","ABQ.13.0","ABQ","8","13","1",0.172621697104901,1.8624986509494e-48
"163","qm.13.0","qm","9","13","1",0.312175216513823,8.04387214179767e-67
"164","nTau1.13.0","nTau1","10","13","1",1.64046268850037,1.71190371073086e-16
"165","nTau2.13.0","nTau2","11","13","1",1.07754389593873,4.55790193924459e-16
"166","nCon.13.0","nCon","12","13","1",0.771834122851957,2.08982788814029e-12
"167","Fm.13.0","Fm","13","13","1",2618.68422643134,1.02574247765354e-90
"168","Fo.13.0","Fo","14","13","1",1888.07992537288,1.60877442835953e-66
"169","Quant.14.0","Quant","1","14","1",0.282751112836823,2.20610755405635e-67
"170","Sigma.14.0","Sigma","2","14","1",3.32312696690911,4.96617677838549e-49
"171","Connect.14.0","Connect","3","14","1",0.19881902056765,4.35890827092122e-12
"172","Tau1.14.0","Tau1","4","14","1",1046.67277354644,3.82280919112275e-16
"173","Tau2.14.0","Tau2","5","14","1",819053.16966413,7.78984810219837e-16
"174","NPQ.14.0","NPQ","6","14","1",0.515390377008221,2.92808080135025e-91
"175","qP.14.0","qP","7","14","1",0.808257987958366,4.4122151081127e-67
"176","ABQ.14.0","ABQ","8","14","1",0.184594001121594,4.96617677838549e-49
"177","qm.14.0","qm","9","14","1",0.30291931274892,2.20610755405635e-67
"178","nTau1.14.0","nTau1","10","14","1",1.66000683145955,3.82280919112275e-16
"179","nTau2.14.0","nTau2","11","14","1",1.06186970739762,7.78984810219837e-16
"180","nCon.14.0","nCon","12","14","1",0.727198643677946,4.35890827092122e-12
"181","Fm.14.0","Fm","13","14","1",2617.92052319858,2.92808080135025e-91
"182","Fo.14.0","Fo","14","14","1",1877.70058194582,4.4122151081127e-67
"183","Quant.15.0","Quant","1","15","1",0.282843917188116,6.80161958633173e-68
"184","Sigma.15.0","Sigma","2","15","1",3.2938723575485,1.23520402310162e-49
"185","Connect.15.0","Connect","3","15","1",0.205377703997505,6.35771988503317e-13
"186","Tau1.15.0","Tau1","4","15","1",1048.8775185997,1.48238362566925e-16
"187","Tau2.15.0","Tau2","5","15","1",825484.969077465,7.24954051271359e-16
"188","NPQ.15.0","NPQ","6","15","1",0.518671781904041,1.42870783774897e-91
"189","qP.15.0","qP","7","15","1",0.809921173681286,1.36032391726635e-67
"190","ABQ.15.0","ABQ","8","15","1",0.191772295602973,1.23520402310162e-49
"191","qm.15.0","qm","9","15","1",0.302690517465569,6.80161958633173e-68
"192","nTau1.15.0","nTau1","10","15","1",1.66350352301639,1.48238362566925e-16
"193","nTau2.15.0","nTau2","11","15","1",1.07020827834031,7.24954051271359e-16
"194","nCon.15.0","nCon","12","15","1",0.751187624615917,6.35771988503317e-13
"195","Fm.15.0","Fm","13","15","1",2612.26396374705,1.42870783774897e-91
"196","Fo.15.0","Fo","14","15","1",1873.40099151148,1.36032391726635e-67
"197","Quant.16.0","Quant","1","16","1",0.0954862703155631,1.15580792677199e-76
"198","Sigma.16.0","Sigma","2","16","1",3.33077396303072,1.87679444780649e-32
"199","Connect.16.0","Connect","3","16","1",0.0754896706600173,0.209114573294092
"200","Tau1.16.0","Tau1","4","16","1",889.222771211691,4.03213229668729e-11
"201","Tau2.16.0","Tau2","5","16","1",2739549.06963997,2.24695284757531e-13
"202","NPQ.16.0","NPQ","6","16","1",0.143493268109582,1.94630212347698e-95
"203","qP.16.0","qP","7","16","1",0.320716828711322,2.31161585354398e-76
"204","ABQ.16.0","ABQ","8","16","1",0.182717633900885,1.87679444780649e-32
"205","qm.16.0","qm","9","16","1",0.764592845393934,1.15580792677199e-76
"206","nTau1.16.0","nTau1","10","16","1",1.41029356280978,4.03213229668729e-11
"207","nTau2.16.0","nTau2","11","16","1",3.55171590407608,2.24695284757531e-13
"208","nCon.16.0","nCon","12","16","1",0.276110333704117,0.209114573294092
"209","Fm.16.0","Fm","13","16","1",3469.34405235805,1.94630212347698e-95
"210","Fo.16.0","Fo","14","16","1",3138.0693283569,2.31161585354398e-76
"211","Quant.17.0","Quant","1","17","1",0.0925665568244419,2.04266683940004e-76
"212","Sigma.17.0","Sigma","2","17","1",3.20497847505898,3.26461684276827e-31
"213","Connect.17.0","Connect","3","17","1",0.145282830225513,0.0240443074562431
"214","Tau1.17.0","Tau1","4","17","1",1012.40804839386,8.27108701155691e-11
"215","Tau2.17.0","Tau2","5","17","1",2676151.74976262,1.45377410972136e-13
"216","NPQ.17.0","NPQ","6","17","1",0.172824189416631,9.22897577596716e-94
"217","qP.17.0","qP","7","17","1",0.347254197511216,4.08533367880008e-76
"218","ABQ.17.0","ABQ","8","17","1",0.213584464011623,3.26461684276827e-31
"219","qm.17.0","qm","9","17","1",0.771790963436856,2.04266683940004e-76
"220","nTau1.17.0","nTau1","10","17","1",1.60566350729087,8.27108701155691e-11
