"","uni","metric","metrix","stage","col","cclong2025.lpv7.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.38662077981972,5.35755926304247e-58
"2","Sigma.1.0","Sigma","2","1","1",4.02714266723153,4.85240389824649e-49
"3","Connect.1.0","Connect","3","1","1",0.224803981278262,3.18711474565235e-13
"4","Tau1.1.0","Tau1","4","1","1",509.367472846904,4.74831708759399e-28
"5","Tau2.1.0","Tau2","5","1","1",1021177.82281643,3.57802678313865e-25
"6","NPQ.1.0","NPQ","6","1","1",0.655670138531178,7.04999438800334e-86
"7","qP.1.0","qP","7","1","1",0.990501546793546,1.07151185260849e-57
"8","ABQ.1.0","ABQ","8","1","1",0,4.85240389824649e-49
"9","qm.1.0","qm","9","1","1",0,5.35755926304247e-58
"10","nTau1.1.0","nTau1","10","1","1",1,4.74831708759399e-28
"11","nTau2.1.0","nTau2","11","1","1",1,3.57802678313865e-25
"12","nCon.1.0","nCon","12","1","1",1,3.18711474565235e-13
"13","Fm.1.0","Fm","13","1","1",1927.70537039372,7.04999438800334e-86
"14","Fo.1.0","Fo","14","1","1",1182.41441682944,1.07151185260849e-57
"15","Quant.3.0","Quant","1","3","1",0.0883295707205456,2.8925251350145e-69
"16","Sigma.3.0","Sigma","2","3","1",3.3299885948983,1.24026886782307e-20
"17","Connect.3.0","Connect","3","3","1",0.012269859176874,0.920185661195981
"18","Tau1.3.0","Tau1","4","3","1",1765.53771674977,3.52469404802259e-10
"19","Tau2.3.0","Tau2","5","3","1",3684839.62996521,1.13463200037589e-13
"20","NPQ.3.0","NPQ","6","3","1",0.139327024915193,5.43205451015883e-83
"21","qP.3.0","qP","7","3","1",0.314392269311858,5.78505027002895e-69
"22","ABQ.3.0","ABQ","8","3","1",0.173113825344681,1.24026886782307e-20
"23","qm.3.0","qm","9","3","1",0.77153434235549,2.8925251350145e-69
"24","nTau1.3.0","nTau1","10","3","1",3.46613753501379,3.52469404802259e-10
"25","nTau2.3.0","nTau2","11","3","1",3.60842112669697,1.13463200037589e-13
"26","nCon.3.0","nCon","12","3","1",0.0545802574629956,0.920185661195981
"27","Fm.3.0","Fm","13","3","1",2801.34162347692,5.43205451015883e-83
"28","Fo.3.0","Fo","14","3","1",2553.90032043361,5.78505027002895e-69
"29","Quant.4.0","Quant","1","4","1",0.0822819149179761,1.65643802830267e-71
"30","Sigma.4.0","Sigma","2","4","1",3.42102107960763,1.22165334986033e-19
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",3123.02650562313,6.13417070907564e-08
"33","Tau2.4.0","Tau2","5","4","1",3377788.36822509,7.76710162922436e-14
"34","NPQ.4.0","NPQ","6","4","1",0.102894796047343,9.24821400778158e-86
"35","qP.4.0","qP","7","4","1",0.264175354501009,3.31287605660534e-71
"36","ABQ.4.0","ABQ","8","4","1",0.150509092353706,1.22165334986033e-19
"37","qm.4.0","qm","9","4","1",0.787176687822253,1.65643802830267e-71
"38","nTau1.4.0","nTau1","10","4","1",6.13118558232278,6.13417070907564e-08
"39","nTau2.4.0","nTau2","11","4","1",3.30773768559631,7.76710162922436e-14
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",2893.8791162,9.24821400778158e-86
"42","Fo.4.0","Fo","14","4","1",2655.76520097792,3.31287605660534e-71
"43","Quant.5.0","Quant","1","5","1",0.0920506354539338,8.69437040679438e-70
"44","Sigma.5.0","Sigma","2","5","1",3.23721260827036,2.15990471156299e-20
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",2045.15884999497,1.29002771263758e-08
"47","Tau2.5.0","Tau2","5","5","1",2767514.70344432,1.96461394138049e-14
"48","NPQ.5.0","NPQ","6","5","1",0.175415325937413,1.2627617113063e-83
"49","qP.5.0","qP","7","5","1",0.358028163979052,1.73887408135886e-69
"50","ABQ.5.0","ABQ","8","5","1",0.196151496044268,2.15990471156299e-20
"51","qm.5.0","qm","9","5","1",0.761909756902211,8.69437040679438e-70
"52","nTau1.5.0","nTau1","10","5","1",4.01509511112748,1.29002771263758e-08
"53","nTau2.5.0","nTau2","11","5","1",2.71012025683388,1.96461394138049e-14
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",2715.3331654083,1.2627617113063e-83
"56","Fo.5.0","Fo","14","5","1",2465.38502206332,1.73887408135886e-69
"57","Quant.6.0","Quant","1","6","1",0.106782143575358,2.43028220627294e-69
"58","Sigma.6.0","Sigma","2","6","1",3.3041843112192,1.56492759583622e-24
"59","Connect.6.0","Connect","3","6","1",0.0111578229327514,0.910784524633366
"60","Tau1.6.0","Tau1","4","6","1",1710.92017374155,1.12230152712628e-10
"61","Tau2.6.0","Tau2","5","6","1",2593862.25334324,6.0156254136972e-14
"62","NPQ.6.0","NPQ","6","6","1",0.268833998253142,2.57890145621895e-85
"63","qP.6.0","qP","7","6","1",0.465778524551617,4.86056441254587e-69
"64","ABQ.6.0","ABQ","8","6","1",0.17952141648593,1.56492759583622e-24
"65","qm.6.0","qm","9","6","1",0.723806507179592,2.43028220627294e-69
"66","nTau1.6.0","nTau1","10","6","1",3.3589113261965,1.12230152712628e-10
"67","nTau2.6.0","nTau2","11","6","1",2.54006911958714,6.0156254136972e-14
"68","nCon.6.0","nCon","12","6","1",0.0496335646250865,0.910784524633366
"69","Fm.6.0","Fm","13","6","1",2515.415115012,2.57890145621895e-85
"70","Fo.6.0","Fo","14","6","1",2246.81369704916,4.86056441254587e-69
"71","Quant.7.0","Quant","1","7","1",0.121983288594575,3.3157174539362e-68
"72","Sigma.7.0","Sigma","2","7","1",3.29268444204419,9.56864655939482e-27
"73","Connect.7.0","Connect","3","7","1",0.0621822419726984,0.469389331857688
"74","Tau1.7.0","Tau1","4","7","1",1159.14696418911,8.26235349031192e-11
"75","Tau2.7.0","Tau2","5","7","1",2210378.49720571,1.41743377492778e-13
"76","NPQ.7.0","NPQ","6","7","1",0.360772913142158,1.45091179218045e-84
"77","qP.7.0","qP","7","7","1",0.558190224085134,6.63143490787241e-68
"78","ABQ.7.0","ABQ","8","7","1",0.182377006695976,9.56864655939482e-27
"79","qm.7.0","qm","9","7","1",0.684488535118429,3.3157174539362e-68
"80","nTau1.7.0","nTau1","10","7","1",2.27565956991821,8.26235349031192e-11
"81","nTau2.7.0","nTau2","11","7","1",2.16453828884517,1.41743377492778e-13
"82","nCon.7.0","nCon","12","7","1",0.276606497888173,0.469389331857688
"83","Fm.7.0","Fm","13","7","1",2345.46424816558,1.45091179218045e-84
"84","Fo.7.0","Fo","14","7","1",2059.35680589334,6.63143490787241e-68
"85","Quant.8.0","Quant","1","8","1",0.131321524276482,2.70861341779328e-67
"86","Sigma.8.0","Sigma","2","8","1",3.42886150417558,1.11437766750087e-27
"87","Connect.8.0","Connect","3","8","1",0.00745278384263988,0.927774347942579
"88","Tau1.8.0","Tau1","4","8","1",1179.21219980115,2.03279473319076e-11
"89","Tau2.8.0","Tau2","5","8","1",2262789.43132599,2.83877950122646e-12
"90","NPQ.8.0","NPQ","6","8","1",0.435309264531923,2.53024314085128e-85
"91","qP.8.0","qP","7","8","1",0.621147442145625,5.41722683558656e-67
"92","ABQ.8.0","ABQ","8","8","1",0.148562197193584,1.11437766750087e-27
"93","qm.8.0","qm","9","8","1",0.66033505923371,2.70861341779328e-67
"94","nTau1.8.0","nTau1","10","8","1",2.31505202562389,2.03279473319076e-11
"95","nTau2.8.0","nTau2","11","8","1",2.21586229231377,2.83877950122646e-12
"96","nCon.8.0","nCon","12","8","1",0.0331523658978923,0.927774347942579
"97","Fm.8.0","Fm","13","8","1",2223.6630784153,2.53024314085128e-85
"98","Fo.8.0","Fo","14","8","1",1931.64825348047,5.41722683558656e-67
"99","Quant.9.0","Quant","1","9","1",0.138209309328585,2.82546535172032e-68
"100","Sigma.9.0","Sigma","2","9","1",3.36719611497074,1.59310118013011e-30
"101","Connect.9.0","Connect","3","9","1",0.121706420259901,0.0702647275603079
"102","Tau1.9.0","Tau1","4","9","1",859.944077906275,3.21420324393754e-13
"103","Tau2.9.0","Tau2","5","9","1",2191727.15466641,1.57398565812069e-13
"104","NPQ.9.0","NPQ","6","9","1",0.499758505978999,7.19811609697985e-86
"105","qP.9.0","qP","7","9","1",0.669294808370255,5.65093070344064e-68
"106","ABQ.9.0","ABQ","8","9","1",0.163874639364209,1.59310118013011e-30
"107","qm.9.0","qm","9","9","1",0.642519707830935,2.82546535172032e-68
"108","nTau1.9.0","nTau1","10","9","1",1.68825872036933,3.21420324393754e-13
"109","nTau2.9.0","nTau2","11","9","1",2.14627374948428,1.57398565812069e-13
"110","nCon.9.0","nCon","12","9","1",0.541389078466776,0.0702647275603079
"111","Fm.9.0","Fm","13","9","1",2128.10542825603,7.19811609697985e-86
"112","Fo.9.0","Fo","14","9","1",1833.98144683835,5.65093070344064e-68
"113","Quant.10.0","Quant","1","10","1",0.242740932076767,2.17223841220967e-64
"114","Sigma.10.0","Sigma","2","10","1",3.4740333591535,2.37964675512105e-41
"115","Connect.10.0","Connect","3","10","1",0.169480385862182,5.76272405796064e-06
"116","Tau1.10.0","Tau1","4","10","1",1019.88348484768,1.8533416278536e-16
"117","Tau2.10.0","Tau2","5","10","1",1246640.03001666,2.55776364265368e-11
"118","NPQ.10.0","NPQ","6","10","1",0.726919484633876,1.64760277043596e-86
"119","qP.10.0","qP","7","10","1",0.883461438345211,4.34447682441933e-64
"120","ABQ.10.0","ABQ","8","10","1",0.137345347255419,2.37964675512105e-41
"121","qm.10.0","qm","9","10","1",0.372147218289828,2.17223841220967e-64
"122","nTau1.10.0","nTau1","10","10","1",2.00225483411309,1.8533416278536e-16
"123","nTau2.10.0","nTau2","11","10","1",1.22078643127835,2.55776364265368e-11
"124","nCon.10.0","nCon","12","10","1",0.753902955359138,5.76272405796064e-06
"125","Fm.10.0","Fm","13","10","1",1848.17198835632,1.64760277043596e-86
"126","Fo.10.0","Fo","14","10","1",1399.54499726453,4.34447682441933e-64
"127","Quant.11.0","Quant","1","11","1",0.255584081956401,3.65980940682194e-64
"128","Sigma.11.0","Sigma","2","11","1",3.50095592233504,6.2158397443413e-43
"129","Connect.11.0","Connect","3","11","1",0.185017566419827,1.37312182061555e-07
"130","Tau1.11.0","Tau1","4","11","1",1094.60713454474,3.04257820354236e-15
"131","Tau2.11.0","Tau2","5","11","1",1060506.4503187,3.08100385671831e-11
