"","uni","metric","metrix","stage","col","cclong2025.lpv4.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.384961567116139,1.72744846001552e-60
"2","Sigma.1.0","Sigma","2","1","1",5.03005881875519,1.71760216553869e-51
"3","Connect.1.0","Connect","3","1","1",0.255852056628167,5.76280714914347e-17
"4","Tau1.1.0","Tau1","4","1","1",560.487783983343,2.14828816568429e-26
"5","Tau2.1.0","Tau2","5","1","1",1174380.3968395,7.53066382201727e-20
"6","NPQ.1.0","NPQ","6","1","1",0.783319467041464,6.88716037399045e-87
"7","qP.1.0","qP","7","1","1",0.931813017176958,3.45489692003104e-60
"8","ABQ.1.0","ABQ","8","1","1",0,1.71760216553869e-51
"9","qm.1.0","qm","9","1","1",0,1.72744846001552e-60
"10","nTau1.1.0","nTau1","10","1","1",1,2.14828816568429e-26
"11","nTau2.1.0","nTau2","11","1","1",1,7.53066382201727e-20
"12","nCon.1.0","nCon","12","1","1",1,5.76280714914347e-17
"13","Fm.1.0","Fm","13","1","1",2081.87594461653,6.88716037399045e-87
"14","Fo.1.0","Fo","14","1","1",1280.43371843556,3.45489692003104e-60
"15","Quant.3.0","Quant","1","3","1",0.0518005653523735,1.19631406572633e-79
"16","Sigma.3.0","Sigma","2","3","1",4.00574622766208,2.12539754635179e-20
"17","Connect.3.0","Connect","3","3","1",0.0723675731798228,0.548234510408081
"18","Tau1.3.0","Tau1","4","3","1",1459.86726411695,1.06988409550465e-05
"19","Tau2.3.0","Tau2","5","3","1",4889827.74476694,2.17207589894787e-10
"20","NPQ.3.0","NPQ","6","3","1",0.00933207831330435,1.39298803712486e-89
"21","qP.3.0","qP","7","3","1",0.0861488924027956,2.39262813131337e-79
"22","ABQ.3.0","ABQ","8","3","1",0.203638292910977,2.12539754635179e-20
"23","qm.3.0","qm","9","3","1",0.865439644428853,1.19631406572633e-79
"24","nTau1.3.0","nTau1","10","3","1",2.60463707833521,1.06988409550465e-05
"25","nTau2.3.0","nTau2","11","3","1",4.16375116438122,2.17207589894787e-10
"26","nCon.3.0","nCon","12","3","1",0.282849292413528,0.548234510408081
"27","Fm.3.0","Fm","13","3","1",3678.32349706373,1.39298803712486e-89
"28","Fo.3.0","Fo","14","3","1",3487.78426036691,2.39262813131337e-79
"29","Quant.4.0","Quant","1","4","1",0.0604411705414282,8.08437305492726e-82
"30","Sigma.4.0","Sigma","2","4","1",4.01567300311418,1.18869719814814e-26
"31","Connect.4.0","Connect","3","4","1",0.135095045979564,0.115768121152558
"32","Tau1.4.0","Tau1","4","4","1",1389.2891931644,2.84743363995089e-05
"33","Tau2.4.0","Tau2","5","4","1",3408548.05477483,8.29874120915778e-12
"34","NPQ.4.0","NPQ","6","4","1",0.0410100258667994,1.10317760487998e-94
"35","qP.4.0","qP","7","4","1",0.138615839003368,1.61687461098534e-81
"36","ABQ.4.0","ABQ","8","4","1",0.201664801981787,1.18869719814814e-26
"37","qm.4.0","qm","9","4","1",0.842994273443422,8.08437305492726e-82
"38","nTau1.4.0","nTau1","10","4","1",2.47871449274207,2.84743363995089e-05
"39","nTau2.4.0","nTau2","11","4","1",2.90242247226533,8.29874120915778e-12
"40","nCon.4.0","nCon","12","4","1",0.528020168217366,0.115768121152558
"41","Fm.4.0","Fm","13","4","1",3566.39206899919,1.10317760487998e-94
"42","Fo.4.0","Fo","14","4","1",3350.83515773922,1.61687461098534e-81
"43","Quant.5.0","Quant","1","5","1",0.0852691476338435,1.84408194850522e-76
"44","Sigma.5.0","Sigma","2","5","1",4.39995780527119,1.53231004164066e-28
"45","Connect.5.0","Connect","3","5","1",0.103264451291821,0.176048048655928
"46","Tau1.5.0","Tau1","4","5","1",1019.09472994007,5.78193441912275e-08
"47","Tau2.5.0","Tau2","5","5","1",2575829.69562597,1.6465409249462e-13
"48","NPQ.5.0","NPQ","6","5","1",0.122559390197467,2.79250620465282e-92
"49","qP.5.0","qP","7","5","1",0.263333706623643,3.68816389701045e-76
"50","ABQ.5.0","ABQ","8","5","1",0.125267126327548,1.53231004164066e-28
"51","qm.5.0","qm","9","5","1",0.778499583029496,1.84408194850522e-76
"52","nTau1.5.0","nTau1","10","5","1",1.818228263063,5.78193441912275e-08
"53","nTau2.5.0","nTau2","11","5","1",2.19335208809519,1.6465409249462e-13
"54","nCon.5.0","nCon","12","5","1",0.403610010616004,0.176048048655928
"55","Fm.5.0","Fm","13","5","1",3307.30822121306,2.79250620465282e-92
"56","Fo.5.0","Fo","14","5","1",3025.29686822782,3.68816389701045e-76
"57","Quant.6.0","Quant","1","6","1",0.0998882237709998,7.13421939452677e-74
"58","Sigma.6.0","Sigma","2","6","1",4.07667799289832,2.11148204184034e-28
"59","Connect.6.0","Connect","3","6","1",0.0986544470781723,0.206171117683662
"60","Tau1.6.0","Tau1","4","6","1",1065.41849102905,1.23102944430714e-10
"61","Tau2.6.0","Tau2","5","6","1",2476100.1262431,1.40684566681032e-14
"62","NPQ.6.0","NPQ","6","6","1",0.209641653749471,3.76503015873102e-88
"63","qP.6.0","qP","7","6","1",0.363962332628514,1.42684387890535e-73
"64","ABQ.6.0","ABQ","8","6","1",0.189536715217338,2.11148204184034e-28
"65","qm.6.0","qm","9","6","1",0.740524165777659,7.13421939452677e-74
"66","nTau1.6.0","nTau1","10","6","1",1.9008772741793,1.23102944430714e-10
"67","nTau2.6.0","nTau2","11","6","1",2.10843107813005,1.40684566681032e-14
"68","nCon.6.0","nCon","12","6","1",0.385591768846119,0.206171117683662
"69","Fm.6.0","Fm","13","6","1",3069.21466245153,3.76503015873102e-88
"70","Fo.6.0","Fo","14","6","1",2762.63626144734,1.42684387890535e-73
"71","Quant.7.0","Quant","1","7","1",0.094679902566048,3.07426988272523e-77
"72","Sigma.7.0","Sigma","2","7","1",4.22358594067589,1.86802304006533e-32
"73","Connect.7.0","Connect","3","7","1",0.197028131791902,0.00116592364166096
"74","Tau1.7.0","Tau1","4","7","1",1061.76967855493,1.39125275091759e-10
"75","Tau2.7.0","Tau2","5","7","1",2641569.34989221,5.20813321022622e-14
"76","NPQ.7.0","NPQ","6","7","1",0.263371150054501,9.78361226382154e-93
"77","qP.7.0","qP","7","7","1",0.403110951241082,6.14853976545045e-77
"78","ABQ.7.0","ABQ","8","7","1",0.160330705293596,1.86802304006533e-32
"79","qm.7.0","qm","9","7","1",0.754053623390711,3.07426988272523e-77
"80","nTau1.7.0","nTau1","10","7","1",1.89436720816466,1.39125275091759e-10
"81","nTau2.7.0","nTau2","11","7","1",2.24933024853039,5.20813321022622e-14
"82","nCon.7.0","nCon","12","7","1",0.770086175536379,0.00116592364166096
"83","Fm.7.0","Fm","13","7","1",2938.68504108222,9.78361226382154e-93
"84","Fo.7.0","Fo","14","7","1",2660.45062772025,6.14853976545045e-77
"85","Quant.8.0","Quant","1","8","1",0.0993303733883672,1.27340694170271e-77
"86","Sigma.8.0","Sigma","2","8","1",4.05226669535983,1.46328562117381e-33
