"","uni","metric","metrix","stage","col","barefoot2025.bpv17.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.403775714859935,2.36592230780381e-55
"2","Sigma.1.0","Sigma","2","1","1",4.0251890564571,1.62295020977089e-47
"3","Connect.1.0","Connect","3","1","1",0.185477992782617,1.52483066939076e-09
"4","Tau1.1.0","Tau1","4","1","1",644.173207993698,3.64701458327067e-28
"5","Tau2.1.0","Tau2","5","1","1",1031965.68959739,2.75888176523284e-23
"6","NPQ.1.0","NPQ","6","1","1",0.808565162619658,6.37694940916691e-84
"7","qP.1.0","qP","7","1","1",1.00765707711221,4.73184461560763e-55
"8","ABQ.1.0","ABQ","8","1","1",0,1.62295020977089e-47
"9","qm.1.0","qm","9","1","1",0,2.36592230780381e-55
"10","nTau1.1.0","nTau1","10","1","1",1,3.64701458327067e-28
"11","nTau2.1.0","nTau2","11","1","1",1,2.75888176523284e-23
"12","nCon.1.0","nCon","12","1","1",1,1.52483066939076e-09
"13","Fm.1.0","Fm","13","1","1",2019.82124109994,6.37694940916691e-84
"14","Fo.1.0","Fo","14","1","1",1204.26647558553,4.73184461560763e-55
"15","Quant.3.0","Quant","1","3","1",0.0813094326900686,1.60047429497358e-70
"16","Sigma.3.0","Sigma","2","3","1",3.53156523921786,1.64884160785422e-19
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",1687.78716817428,5.92656800726248e-09
"19","Tau2.3.0","Tau2","5","3","1",7389029.72166581,7.85758597824823e-07
"20","NPQ.3.0","NPQ","6","3","1",0.0835427458079043,2.73206613569417e-84
"21","qP.3.0","qP","7","3","1",0.228702448024153,3.20094858994713e-70
"22","ABQ.3.0","ABQ","8","3","1",0.12263369752717,1.64884160785422e-19
"23","qm.3.0","qm","9","3","1",0.798627233640651,1.60047429497358e-70
"24","nTau1.3.0","nTau1","10","3","1",2.62008283987928,5.92656800726248e-09
"25","nTau2.3.0","nTau2","11","3","1",7.16015057104131,7.85758597824823e-07
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3371.32830754069,2.73206613569417e-84
"28","Fo.3.0","Fo","14","3","1",3097.20751544258,3.20094858994713e-70
"29","Quant.4.0","Quant","1","4","1",0.0717635052004841,5.48769852056219e-71
"30","Sigma.4.0","Sigma","2","4","1",3.9199434139571,2.13926632642876e-14
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",2794.83881541156,2.31929226973429e-09
"33","Tau2.4.0","Tau2","5","4","1",4319471.41530173,1.79214177879288e-14
"34","NPQ.4.0","NPQ","6","4","1",0.0442722016209506,5.7074800243997e-85
"35","qP.4.0","qP","7","4","1",0.167032163482716,1.09753970411243e-70
"36","ABQ.4.0","ABQ","8","4","1",0.0261467575867433,2.13926632642876e-14
"37","qm.4.0","qm","9","4","1",0.82226889196301,5.48769852056219e-71
"38","nTau1.4.0","nTau1","10","4","1",4.33864491836939,2.31929226973429e-09
"39","nTau2.4.0","nTau2","11","4","1",4.18567347620531,1.79214177879288e-14
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3498.10932983018,5.7074800243997e-85
"42","Fo.4.0","Fo","14","4","1",3247.07274274705,1.09753970411243e-70
"43","Quant.5.0","Quant","1","5","1",0.0848595099986856,5.38506032389723e-71
"44","Sigma.5.0","Sigma","2","5","1",3.70322551956888,7.1551265313785e-20
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1883.37760333665,3.41179327689319e-10
"47","Tau2.5.0","Tau2","5","5","1",3573807.63630147,3.36445836526832e-15
"48","NPQ.5.0","NPQ","6","5","1",0.0757380364844543,1.38306154144395e-86
"49","qP.5.0","qP","7","5","1",0.224416380088762,1.07701206477945e-70
"50","ABQ.5.0","ABQ","8","5","1",0.0799871837999078,7.1551265313785e-20
"51","qm.5.0","qm","9","5","1",0.789835032480539,5.38506032389723e-71
"52","nTau1.5.0","nTau1","10","5","1",2.92371303240397,3.41179327689319e-10
"53","nTau2.5.0","nTau2","11","5","1",3.46310703187791,3.36445836526832e-15
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3395.78801481316,1.38306154144395e-86
"56","Fo.5.0","Fo","14","5","1",3107.6231078167,1.07701206477945e-70
"57","Quant.6.0","Quant","1","6","1",0.096931890760213,2.6841515816172e-70
"58","Sigma.6.0","Sigma","2","6","1",3.54481946540746,1.95172000143624e-22
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",1556.06563698441,1.11120705282969e-10
"61","Tau2.6.0","Tau2","5","6","1",2796282.93212287,1.24412748962906e-15
"62","NPQ.6.0","NPQ","6","6","1",0.106469761429735,4.17833327913539e-86
"63","qP.6.0","qP","7","6","1",0.276335765457106,5.3683031632344e-70
"64","ABQ.6.0","ABQ","8","6","1",0.119340876741936,1.95172000143624e-22
"65","qm.6.0","qm","9","6","1",0.75993630326718,2.6841515816172e-70
"66","nTau1.6.0","nTau1","10","6","1",2.415601297407,1.11120705282969e-10
"67","nTau2.6.0","nTau2","11","6","1",2.70966657158321,1.24412748962906e-15
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",3301.47145336563,4.17833327913539e-86
"70","Fo.6.0","Fo","14","6","1",2981.45358310003,5.3683031632344e-70
"71","Quant.7.0","Quant","1","7","1",0.103450836890117,6.83332512241441e-68
"72","Sigma.7.0","Sigma","2","7","1",3.94133614174967,1.10880609895883e-21
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",1698.27040114302,1.24318582302493e-10
"75","Tau2.7.0","Tau2","5","7","1",2921981.98035518,5.93711262296992e-13
"76","NPQ.7.0","NPQ","6","7","1",0.133823661371718,1.29070270002273e-85
"77","qP.7.0","qP","7","7","1",0.314577545419885,1.36666502448288e-67
"78","ABQ.7.0","ABQ","8","7","1",0.0208320437950393,1.10880609895883e-21
"79","qm.7.0","qm","9","7","1",0.743791334934536,6.83332512241441e-68
"80","nTau1.7.0","nTau1","10","7","1",2.63635677496174,1.24318582302493e-10
"81","nTau2.7.0","nTau2","11","7","1",2.83147202451581,5.93711262296992e-13
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",3221.82227786031,1.29070270002273e-85
"84","Fo.7.0","Fo","14","7","1",2888.52206690444,1.36666502448288e-67
"85","Quant.8.0","Quant","1","8","1",0.101414652811273,1.3188231681533e-68
"86","Sigma.8.0","Sigma","2","8","1",3.57910099998453,1.09621584530795e-22
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",1142.71404867404,3.55583940034203e-11
"89","Tau2.8.0","Tau2","5","8","1",2506654.9226007,3.80474748894919e-16
"90","NPQ.8.0","NPQ","6","8","1",0.152583800104372,1.1784310700362e-85
"91","qP.8.0","qP","7","8","1",0.331268950490999,2.6376463363066e-68
"92","ABQ.8.0","ABQ","8","8","1",0.110824125330701,1.09621584530795e-22
"93","qm.8.0","qm","9","8","1",0.748834194135592,1.3188231681533e-68
"94","nTau1.8.0","nTau1","10","8","1",1.77392358839802,3.55583940034203e-11
"95","nTau2.8.0","nTau2","11","8","1",2.42900994468007,3.80474748894919e-16
"96","nCon.8.0","nCon","12","8","1",0,1
"97","Fm.8.0","Fm","13","8","1",3169.38198423555,1.1784310700362e-85
"98","Fo.8.0","Fo","14","8","1",2847.960210678,2.6376463363066e-68
"99","Quant.9.0","Quant","1","9","1",0.103687205211618,1.51683029332318e-69
"100","Sigma.9.0","Sigma","2","9","1",3.48341372408077,4.24804523329039e-24
"101","Connect.9.0","Connect","3","9","1",0,1
"102","Tau1.9.0","Tau1","4","9","1",1117.97844566382,1.43136659407944e-10
"103","Tau2.9.0","Tau2","5","9","1",2699291.40897944,9.55100706485808e-14
"104","NPQ.9.0","NPQ","6","9","1",0.170508525961372,2.63560473067863e-86
"105","qP.9.0","qP","7","9","1",0.352134258884876,3.03366058664637e-69
"106","ABQ.9.0","ABQ","8","9","1",0.134596244990586,4.24804523329039e-24
"107","qm.9.0","qm","9","9","1",0.743205939843147,1.51683029332318e-69
"108","nTau1.9.0","nTau1","10","9","1",1.735524594613,1.43136659407944e-10
"109","nTau2.9.0","nTau2","11","9","1",2.6156794127841,9.55100706485808e-14
"110","nCon.9.0","nCon","12","9","1",0,1
"111","Fm.9.0","Fm","13","9","1",3120.84726454449,2.63560473067863e-86
"112","Fo.9.0","Fo","14","9","1",2797.25533379155,3.03366058664637e-69
"113","Quant.10.0","Quant","1","10","1",0.22501963790065,8.76609008726735e-65
"114","Sigma.10.0","Sigma","2","10","1",3.52681926299703,2.05865476580217e-39
"115","Connect.10.0","Connect","3","10","1",0.135433323479508,0.000829755036327018
"116","Tau1.10.0","Tau1","4","10","1",1011.43120504583,1.84120761206479e-16
"117","Tau2.10.0","Tau2","5","10","1",1111918.43460891,8.45485256153852e-19
"118","NPQ.10.0","NPQ","6","10","1",0.502179456115786,1.83714178439925e-86
"119","qP.10.0","qP","7","10","1",0.727702190930064,1.75321801745347e-64
"120","ABQ.10.0","ABQ","8","10","1",0.12381276667256,2.05865476580217e-39
"121","qm.10.0","qm","9","10","1",0.442711313188544,8.76609008726735e-65
"122","nTau1.10.0","nTau1","10","10","1",1.57012305462993,1.84120761206479e-16
"123","nTau2.10.0","nTau2","11","10","1",1.07747616593988,8.45485256153852e-19
"124","nCon.10.0","nCon","12","10","1",0.730185406083393,0.000829755036327018
"125","Fm.10.0","Fm","13","10","1",2431.78557428693,1.83714178439925e-86
"126","Fo.10.0","Fo","14","10","1",1884.58606490886,1.75321801745347e-64
"127","Quant.11.0","Quant","1","11","1",0.234637416575391,5.86174889880182e-65
"128","Sigma.11.0","Sigma","2","11","1",3.49223560674647,7.26230326109304e-41
"129","Connect.11.0","Connect","3","11","1",0.143680931696038,0.000139660862283333
"130","Tau1.11.0","Tau1","4","11","1",967.260332301124,2.51839575563063e-17
"131","Tau2.11.0","Tau2","5","11","1",1106035.06679322,1.4269150789992e-18
"132","NPQ.11.0","NPQ","6","11","1",0.515167746033514,6.65051428002334e-87
"133","qP.11.0","qP","7","11","1",0.743891987881909,1.17234977976036e-64
"134","ABQ.11.0","ABQ","8","11","1",0.13240457584363,7.26230326109304e-41
"135","qm.11.0","qm","9","11","1",0.418891706608,5.86174889880182e-65
"136","nTau1.11.0","nTau1","10","11","1",1.50155318522745,2.51839575563063e-17
"137","nTau2.11.0","nTau2","11","11","1",1.07177503859137,1.4269150789992e-18
"138","nCon.11.0","nCon","12","11","1",0.774652181320695,0.000139660862283333
"139","Fm.11.0","Fm","13","11","1",2410.93987179671,6.65051428002334e-87
"140","Fo.11.0","Fo","14","11","1",1845.24316875972,1.17234977976036e-64
"141","Quant.12.0","Quant","1","12","1",0.244777719537546,2.49095679422289e-64
"142","Sigma.12.0","Sigma","2","12","1",3.55178576531093,4.85108566670592e-41
"143","Connect.12.0","Connect","3","12","1",0.139319753316313,0.00019183406412428
"144","Tau1.12.0","Tau1","4","12","1",1014.15128113031,2.01950794748765e-18
