"","uni","metric","metrix","stage","col","barefoot2025.bpv21.003","pval"
"1","Quant.1.0","Quant","1","1","1",0.414472325866317,1.40601284717858e-58
"2","Sigma.1.0","Sigma","2","1","1",4.05883982894647,5.69814755936135e-53
"3","Connect.1.0","Connect","3","1","1",0.299686341289239,4.60259146880481e-20
"4","Tau1.1.0","Tau1","4","1","1",544.35110731857,4.68514714148468e-26
"5","Tau2.1.0","Tau2","5","1","1",722809.925278965,7.69607946331332e-22
"6","NPQ.1.0","NPQ","6","1","1",0.788802216121405,4.51641408661845e-87
"7","qP.1.0","qP","7","1","1",0.975029972881719,2.81202569435716e-58
"8","ABQ.1.0","ABQ","8","1","1",0,5.69814755936135e-53
"9","qm.1.0","qm","9","1","1",0,1.40601284717858e-58
"10","nTau1.1.0","nTau1","10","1","1",1,4.68514714148468e-26
"11","nTau2.1.0","nTau2","11","1","1",1,7.69607946331332e-22
"12","nCon.1.0","nCon","12","1","1",1,4.60259146880481e-20
"13","Fm.1.0","Fm","13","1","1",2216.80762491169,4.51641408661845e-87
"14","Fo.1.0","Fo","14","1","1",1298.00221261636,2.81202569435716e-58
"15","Quant.3.0","Quant","1","3","1",0.0962237407017292,1.05483700181941e-75
"16","Sigma.3.0","Sigma","2","3","1",3.1033869807663,9.37555727209613e-33
"17","Connect.3.0","Connect","3","3","1",0.190840023253401,0.000921720373456581
"18","Tau1.3.0","Tau1","4","3","1",1000.34480041836,6.29957374999939e-11
"19","Tau2.3.0","Tau2","5","3","1",2125312.18792016,2.43946926255656e-22
"20","NPQ.3.0","NPQ","6","3","1",0.167056074670261,8.40378686093139e-92
"21","qP.3.0","qP","7","3","1",0.326995219448064,2.10967400363882e-75
"22","ABQ.3.0","ABQ","8","3","1",0.235400481035531,9.37555727209613e-33
"23","qm.3.0","qm","9","3","1",0.767840372694111,1.05483700181941e-75
"24","nTau1.3.0","nTau1","10","3","1",1.83768304494865,6.29957374999939e-11
"25","nTau2.3.0","nTau2","11","3","1",2.94034726639913,2.43946926255656e-22
"26","nCon.3.0","nCon","12","3","1",0.636799202901322,0.000921720373456581
"27","Fm.3.0","Fm","13","3","1",3397.80622218796,8.40378686093139e-92
"28","Fo.3.0","Fo","14","3","1",3070.85659730942,2.10967400363882e-75
"29","Quant.4.0","Quant","1","4","1",0.0919134229196761,6.21466724346289e-77
"30","Sigma.4.0","Sigma","2","4","1",2.94840013250727,4.14555218236205e-31
"31","Connect.4.0","Connect","3","4","1",0.169277942268342,0.00955820857934552
"32","Tau1.4.0","Tau1","4","4","1",1901.82342883355,3.49727506762357e-10
"33","Tau2.4.0","Tau2","5","4","1",1920545.2614892,1.31607349803823e-24
"34","NPQ.4.0","NPQ","6","4","1",0.14981563065055,2.12686333844948e-92
"35","qP.4.0","qP","7","4","1",0.304730697527261,1.24293344869258e-76
"36","ABQ.4.0","ABQ","8","4","1",0.273585493204206,4.14555218236205e-31
"37","qm.4.0","qm","9","4","1",0.778239903647218,6.21466724346289e-77
"38","nTau1.4.0","nTau1","10","4","1",3.49374402525198,3.49727506762357e-10
"39","nTau2.4.0","nTau2","11","4","1",2.65705435733741,1.31607349803823e-24
"40","nCon.4.0","nCon","12","4","1",0.564850375029153,0.00955820857934552
"41","Fm.4.0","Fm","13","4","1",3448.75324917376,2.12686333844948e-92
"42","Fo.4.0","Fo","14","4","1",3131.76653323685,1.24293344869258e-76
"43","Quant.5.0","Quant","1","5","1",0.127553789051667,2.78144275156037e-74
"44","Sigma.5.0","Sigma","2","5","1",3.05654730501017,5.56507017430242e-36
"45","Connect.5.0","Connect","3","5","1",0.181782136830284,0.00027176932906265
"46","Tau1.5.0","Tau1","4","5","1",1129.69731455822,1.4495656980579e-11
"47","Tau2.5.0","Tau2","5","5","1",1488310.11618732,5.03635726665749e-21
"48","NPQ.5.0","NPQ","6","5","1",0.246334140005237,7.68922862949403e-92
"49","qP.5.0","qP","7","5","1",0.434833019177556,5.56288550312073e-74
"50","ABQ.5.0","ABQ","8","5","1",0.246940644661126,5.56507017430242e-36
"51","qm.5.0","qm","9","5","1",0.692250167040567,2.78144275156037e-74
"52","nTau1.5.0","nTau1","10","5","1",2.07531003312001,1.4495656980579e-11
"53","nTau2.5.0","nTau2","11","5","1",2.059061537669,5.03635726665749e-21
"54","nCon.5.0","nCon","12","5","1",0.606574647507338,0.00027176932906265
"55","Fm.5.0","Fm","13","5","1",3181.67517431577,7.68922862949403e-92
"56","Fo.5.0","Fo","14","5","1",2775.84045030018,5.56288550312073e-74
"57","Quant.6.0","Quant","1","6","1",0.140685338511371,2.46504564866237e-74
"58","Sigma.6.0","Sigma","2","6","1",3.10326760050784,1.01973913450323e-38
"59","Connect.6.0","Connect","3","6","1",0.169777886492947,7.67845677972076e-05
"60","Tau1.6.0","Tau1","4","6","1",1337.65394775456,4.82480931055193e-13
"61","Tau2.6.0","Tau2","5","6","1",1535369.86608713,1.10396433596392e-18
"62","NPQ.6.0","NPQ","6","6","1",0.314191414766414,5.13466928774083e-93
"63","qP.6.0","qP","7","6","1",0.501707599044687,4.93009129732474e-74
"64","ABQ.6.0","ABQ","8","6","1",0.235429893444861,1.01973913450323e-38
"65","qm.6.0","qm","9","6","1",0.660567594670369,2.46504564866237e-74
"66","nTau1.6.0","nTau1","10","6","1",2.45733668907874,4.82480931055193e-13
"67","nTau2.6.0","nTau2","11","6","1",2.12416821129644,1.10396433596392e-18
"68","nCon.6.0","nCon","12","6","1",0.566518599955438,7.67845677972076e-05
"69","Fm.6.0","Fm","13","6","1",3017.39179513791,5.13466928774083e-93
"70","Fo.6.0","Fo","14","6","1",2592.8890090175,4.93009129732474e-74
"71","Quant.7.0","Quant","1","7","1",0.14849887365785,1.19164478057433e-75
"72","Sigma.7.0","Sigma","2","7","1",3.13947020766943,3.03456168820855e-41
"73","Connect.7.0","Connect","3","7","1",0.183016431990271,1.95626605734683e-06
"74","Tau1.7.0","Tau1","4","7","1",1056.02211334563,5.59465197981877e-12
"75","Tau2.7.0","Tau2","5","7","1",1443663.20332751,1.0935896177804e-17
"76","NPQ.7.0","NPQ","6","7","1",0.369378779357108,1.19441616697334e-94
"77","qP.7.0","qP","7","7","1",0.548174892215155,2.38328956114866e-75
"78","ABQ.7.0","ABQ","8","7","1",0.226510446339952,3.03456168820855e-41
"79","qm.7.0","qm","9","7","1",0.641715829042476,1.19164478057433e-75
"80","nTau1.7.0","nTau1","10","7","1",1.93996503203147,5.59465197981877e-12
"81","nTau2.7.0","nTau2","11","7","1",1.99729299894483,1.0935896177804e-17
"82","nCon.7.0","nCon","12","7","1",0.610693270847585,1.95626605734683e-06
"83","Fm.7.0","Fm","13","7","1",2895.787821408,1.19441616697334e-94
"84","Fo.7.0","Fo","14","7","1",2465.76659157679,2.38328956114866e-75
"85","Quant.8.0","Quant","1","8","1",0.157913615021982,4.25887195123668e-73
"86","Sigma.8.0","Sigma","2","8","1",3.18081001255056,1.63996085636485e-40
"87","Connect.8.0","Connect","3","8","1",0.167936377824585,1.59125197813027e-05
"88","Tau1.8.0","Tau1","4","8","1",933.126652259568,9.52950933405218e-15
"89","Tau2.8.0","Tau2","5","8","1",1441725.83743696,7.06807351405745e-19
"90","NPQ.8.0","NPQ","6","8","1",0.431686359281788,5.16937009033677e-93
"91","qP.8.0","qP","7","8","1",0.596932371261794,8.51774390247335e-73
"92","ABQ.8.0","ABQ","8","8","1",0.216325317923131,1.63996085636485e-40
"93","qm.8.0","qm","9","8","1",0.619000823053949,4.25887195123668e-73
"94","nTau1.8.0","nTau1","10","8","1",1.71419997078003,9.52950933405218e-15
"95","nTau2.8.0","nTau2","11","8","1",1.99461267342246,7.06807351405745e-19
"96","nCon.8.0","nCon","12","8","1",0.560373813174565,1.59125197813027e-05
"97","Fm.8.0","Fm","13","8","1",2769.7619429343,5.16937009033677e-93
"98","Fo.8.0","Fo","14","8","1",2332.37882177524,8.51774390247335e-73
"99","Quant.9.0","Quant","1","9","1",0.163299006786431,2.3100733555579e-74
"100","Sigma.9.0","Sigma","2","9","1",3.19991045769244,1.47880123344909e-42
"101","Connect.9.0","Connect","3","9","1",0.208692549036059,1.46334265711719e-08
"102","Tau1.9.0","Tau1","4","9","1",942.56073535074,2.0482135411839e-14
"103","Tau2.9.0","Tau2","5","9","1",1404709.67920104,2.15295507459078e-17
"104","NPQ.9.0","NPQ","6","9","1",0.490193805659944,2.75403367625364e-94
"105","qP.9.0","qP","7","9","1",0.635643519619694,4.62014671111579e-74
"106","ABQ.9.0","ABQ","8","9","1",0.211619430047077,1.47880123344909e-42
"107","qm.9.0","qm","9","9","1",0.606007454309264,2.3100733555579e-74
"108","nTau1.9.0","nTau1","10","9","1",1.73153084962703,2.0482135411839e-14
"109","nTau2.9.0","nTau2","11","9","1",1.94340120420857,2.15295507459078e-17
"110","nCon.9.0","nCon","12","9","1",0.69636990507566,1.46334265711719e-08
"111","Fm.9.0","Fm","13","9","1",2661.0165584474,2.75403367625364e-94
"112","Fo.9.0","Fo","14","9","1",2226.4751974107,4.62014671111579e-74
"113","Quant.10.0","Quant","1","10","1",0.305260757121226,9.50041617553483e-68
"114","Sigma.10.0","Sigma","2","10","1",3.41811807223129,6.20044612354745e-52
"115","Connect.10.0","Connect","3","10","1",0.234215052136684,1.72743579322864e-16
"116","Tau1.10.0","Tau1","4","10","1",1015.18691799665,2.52539854241462e-16
"117","Tau2.10.0","Tau2","5","10","1",755428.300399183,1.68042171772198e-13
"118","NPQ.10.0","NPQ","6","10","1",0.768818692882946,3.41049530177613e-92
"119","qP.10.0","qP","7","10","1",0.880174233003067,1.90008323510697e-67
"120","ABQ.10.0","ABQ","8","10","1",0.157858349606638,6.20044612354745e-52
"121","qm.10.0","qm","9","10","1",0.263495442106588,9.50041617553483e-68
