"","uni","metric","metrix","stage","col","barefoot2025.bpv20.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.404229967064002,1.21881232181101e-55
"2","Sigma.1.0","Sigma","2","1","1",5.61117443054813,6.91398051463548e-49
"3","Connect.1.0","Connect","3","1","1",0.243688384476336,1.38708444446271e-13
"4","Tau1.1.0","Tau1","4","1","1",574.106044198348,3.85097844654242e-23
"5","Tau2.1.0","Tau2","5","1","1",730361.575029033,9.4363833470541e-17
"6","NPQ.1.0","NPQ","6","1","1",0.884582870890369,5.40234460499008e-84
"7","qP.1.0","qP","7","1","1",0.984176708949835,2.43762464362201e-55
"8","ABQ.1.0","ABQ","8","1","1",0,6.91398051463548e-49
"9","qm.1.0","qm","9","1","1",0,1.21881232181101e-55
"10","nTau1.1.0","nTau1","10","1","1",1,3.85097844654242e-23
"11","nTau2.1.0","nTau2","11","1","1",1,9.4363833470541e-17
"12","nCon.1.0","nCon","12","1","1",1,1.38708444446271e-13
"13","Fm.1.0","Fm","13","1","1",1932.77955010408,5.40234460499008e-84
"14","Fo.1.0","Fo","14","1","1",1151.49213622353,2.43762464362201e-55
"15","Quant.3.0","Quant","1","3","1",0.0654289366807539,1.89634517369038e-75
"16","Sigma.3.0","Sigma","2","3","1",4.26168461168523,2.75818400034439e-21
"17","Connect.3.0","Connect","3","3","1",0.0896132703319923,0.436483836098725
"18","Tau1.3.0","Tau1","4","3","1",1062.43249075988,4.3033588189335e-07
"19","Tau2.3.0","Tau2","5","3","1",3428972.66999011,1.27830821341544e-14
"20","NPQ.3.0","NPQ","6","3","1",0.0841736731625998,3.03382970039456e-87
"21","qP.3.0","qP","7","3","1",0.198581497686834,3.79269034737773e-75
"22","ABQ.3.0","ABQ","8","3","1",0.240500422071369,2.75818400034439e-21
"23","qm.3.0","qm","9","3","1",0.838139321644121,1.89634517369038e-75
"24","nTau1.3.0","nTau1","10","3","1",1.85058579594542,4.3033588189335e-07
"25","nTau2.3.0","nTau2","11","3","1",4.69489741413875,1.27830821341544e-14
"26","nCon.3.0","nCon","12","3","1",0.367737143173906,0.436483836098725
"27","Fm.3.0","Fm","13","3","1",3359.68611256533,3.03382970039456e-87
"28","Fo.3.0","Fo","14","3","1",3139.86542263909,3.79269034737773e-75
"29","Quant.4.0","Quant","1","4","1",0.0825796936059282,5.10518418895633e-74
"30","Sigma.4.0","Sigma","2","4","1",4.33723281353817,5.32755812233089e-24
"31","Connect.4.0","Connect","3","4","1",0.010845471153609,0.91591370339447
"32","Tau1.4.0","Tau1","4","4","1",1553.96475065984,6.33988788661787e-08
"33","Tau2.4.0","Tau2","5","4","1",2705416.67692683,2.63935062165378e-13
"34","NPQ.4.0","NPQ","6","4","1",0.141421697369675,4.42435923750734e-89
"35","qP.4.0","qP","7","4","1",0.282424949878917,1.02103683779127e-73
"36","ABQ.4.0","ABQ","8","4","1",0.227036538032825,5.32755812233089e-24
