"","uni","metric","metrix","stage","col","cclong2025.lpv9.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.387053733732143,2.91838568036231e-57
"2","Sigma.1.0","Sigma","2","1","1",4.56610457381359,2.11535737918583e-49
"3","Connect.1.0","Connect","3","1","1",0.266445622959388,1.36601507905958e-15
"4","Tau1.1.0","Tau1","4","1","1",558.44775705277,2.33590103283429e-26
"5","Tau2.1.0","Tau2","5","1","1",924032.947984377,3.62422748744344e-23
"6","NPQ.1.0","NPQ","6","1","1",0.715355025574882,3.03746599734903e-86
"7","qP.1.0","qP","7","1","1",0.932215206980425,5.83677136072461e-57
"8","ABQ.1.0","ABQ","8","1","1",0,2.11535737918583e-49
"9","qm.1.0","qm","9","1","1",0,2.91838568036231e-57
"10","nTau1.1.0","nTau1","10","1","1",1,2.33590103283429e-26
"11","nTau2.1.0","nTau2","11","1","1",1,3.62422748744344e-23
"12","nCon.1.0","nCon","12","1","1",1,1.36601507905958e-15
"13","Fm.1.0","Fm","13","1","1",2203.0412846747,3.03746599734903e-86
"14","Fo.1.0","Fo","14","1","1",1350.3459298753,5.83677136072461e-57
"15","Quant.3.0","Quant","1","3","1",0.0921340106088291,1.74509238269639e-68
"16","Sigma.3.0","Sigma","2","3","1",3.3195806355493,7.68105922726076e-21
"17","Connect.3.0","Connect","3","3","1",0.00802123144524205,0.947326410365166
"18","Tau1.3.0","Tau1","4","3","1",1217.07804264867,5.53427163415133e-11
"19","Tau2.3.0","Tau2","5","3","1",2617813.76812286,4.04361855114877e-21
"20","NPQ.3.0","NPQ","6","3","1",0.21482705236674,2.15549900938694e-82
"21","qP.3.0","qP","7","3","1",0.366518907009171,3.49018476539276e-68
"22","ABQ.3.0","ABQ","8","3","1",0.272995048210907,7.68105922726076e-21
"23","qm.3.0","qm","9","3","1",0.761960672177394,1.74509238269639e-68
"24","nTau1.3.0","nTau1","10","3","1",2.17939462962811,5.53427163415133e-11
"25","nTau2.3.0","nTau2","11","3","1",2.83303076349516,4.04361855114877e-21
"26","nCon.3.0","nCon","12","3","1",0.030104572017926,0.947326410365166
"27","Fm.3.0","Fm","13","3","1",3110.72916252021,2.15549900938694e-82
"28","Fo.3.0","Fo","14","3","1",2824.12520885938,3.49018476539276e-68
"29","Quant.4.0","Quant","1","4","1",0.0846178353708091,1.36506896975852e-70
"30","Sigma.4.0","Sigma","2","4","1",3.33585552832131,1.52252921206306e-19
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",2048.60475565042,1.33073385979209e-08
"33","Tau2.4.0","Tau2","5","4","1",2349916.45801461,1.73795065104877e-22
"34","NPQ.4.0","NPQ","6","4","1",0.191842900437289,9.30665078742622e-85
"35","qP.4.0","qP","7","4","1",0.336466625755028,2.73013793951702e-70
"36","ABQ.4.0","ABQ","8","4","1",0.269430764364817,1.52252921206306e-19
"37","qm.4.0","qm","9","4","1",0.781379617359878,1.36506896975852e-70
"38","nTau1.4.0","nTau1","10","4","1",3.66839105319719,1.33073385979209e-08
"39","nTau2.4.0","nTau2","11","4","1",2.54310894772806,1.73795065104877e-22
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3170.71816917244,9.30665078742622e-85
"42","Fo.4.0","Fo","14","4","1",2902.41886112617,2.73013793951702e-70
"43","Quant.5.0","Quant","1","5","1",0.11311417366741,1.30355117142997e-68
