"","uni","metric","metrix","stage","col","cclong2025.lpv18.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.353293408986394,2.04076073594134e-58
"2","Sigma.1.0","Sigma","2","1","1",4.86731527801385,3.43678833853448e-47
"3","Connect.1.0","Connect","3","1","1",0.223291717205114,5.80303335164338e-12
"4","Tau1.1.0","Tau1","4","1","1",584.741344508387,1.88486296488953e-25
"5","Tau2.1.0","Tau2","5","1","1",1135820.52962766,2.21119520473745e-21
"6","NPQ.1.0","NPQ","6","1","1",0.535745720167404,2.98794480602896e-87
"7","qP.1.0","qP","7","1","1",0.928790746283683,4.08152147188267e-58
"8","ABQ.1.0","ABQ","8","1","1",0,3.43678833853448e-47
"9","qm.1.0","qm","9","1","1",0,2.04076073594134e-58
"10","nTau1.1.0","nTau1","10","1","1",1,1.88486296488953e-25
"11","nTau2.1.0","nTau2","11","1","1",1,2.21119520473745e-21
"12","nCon.1.0","nCon","12","1","1",1,5.80303335164338e-12
"13","Fm.1.0","Fm","13","1","1",1966.99299937679,2.98794480602896e-87
"14","Fo.1.0","Fo","14","1","1",1272.06733717459,4.08152147188267e-58
"15","Quant.3.0","Quant","1","3","1",0.0880180551759815,5.16549075442485e-66
"16","Sigma.3.0","Sigma","2","3","1",3.74411685460079,7.51299010356842e-16
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",1224.60121336254,2.33953793498857e-08
"19","Tau2.3.0","Tau2","5","3","1",3478002.85539002,5.49198758962033e-15
"20","NPQ.3.0","NPQ","6","3","1",0.140800531336954,4.30699517654341e-79
"21","qP.3.0","qP","7","3","1",0.321808789163726,1.03309815088493e-65
"22","ABQ.3.0","ABQ","8","3","1",0.230763441293121,7.51299010356842e-16
"23","qm.3.0","qm","9","3","1",0.750864145955886,5.16549075442485e-66
"24","nTau1.3.0","nTau1","10","3","1",2.09426137704032,2.33953793498857e-08
"25","nTau2.3.0","nTau2","11","3","1",3.06210599708932,5.49198758962033e-15
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",2647.96605314686,4.30699517654341e-79
"28","Fo.3.0","Fo","14","3","1",2414.89723097686,1.03309815088493e-65
"29","Quant.4.0","Quant","1","4","1",0.0838788353587399,5.76966285780788e-67
"30","Sigma.4.0","Sigma","2","4","1",4.10007635832643,6.21403889229679e-11
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",2862.11853931549,5.19190667766651e-07
"33","Tau2.4.0","Tau2","5","4","1",3871397.79507076,2.84265183179153e-13
"34","NPQ.4.0","NPQ","6","4","1",0.11085344137158,2.42492511386628e-78
"35","qP.4.0","qP","7","4","1",0.281253214147866,1.15393257155915e-66
"36","ABQ.4.0","ABQ","8","4","1",0.157630824358781,6.21403889229679e-11
"37","qm.4.0","qm","9","4","1",0.762580242865583,5.76966285780788e-67
"38","nTau1.4.0","nTau1","10","4","1",4.89467448504394,5.19190667766651e-07
"39","nTau2.4.0","nTau2","11","4","1",3.40845907789663,2.84265183179153e-13
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",2719.35159750898,2.42492511386628e-78
"42","Fo.4.0","Fo","14","4","1",2491.255552579,1.15393257155915e-66
"43","Quant.5.0","Quant","1","5","1",0.0879696139233379,3.4361997036878e-67
"44","Sigma.5.0","Sigma","2","5","1",3.67913657968341,1.43560725390232e-14
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1375.56727491948,9.65206430592881e-10
"47","Tau2.5.0","Tau2","5","5","1",3095238.08317365,6.03163429420827e-17
"48","NPQ.5.0","NPQ","6","5","1",0.16950699036644,1.55287364827404e-79
"49","qP.5.0","qP","7","5","1",0.35322486545867,6.87239940737405e-67
"50","ABQ.5.0","ABQ","8","5","1",0.244113773294604,1.43560725390232e-14
"51","qm.5.0","qm","9","5","1",0.751001259333638,3.4361997036878e-67
"52","nTau1.5.0","nTau1","10","5","1",2.35243717215852,9.65206430592881e-10
"53","nTau2.5.0","nTau2","11","5","1",2.72511193664401,6.03163429420827e-17
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",2582.9696660861,1.55287364827404e-79
"56","Fo.5.0","Fo","14","5","1",2355.74682178481,6.87239940737405e-67
"57","Quant.6.0","Quant","1","6","1",0.100956515556589,1.18182250461228e-66
"58","Sigma.6.0","Sigma","2","6","1",3.7986982289009,1.92535504369973e-19
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",1404.07900574337,5.74380758339679e-11
"61","Tau2.6.0","Tau2","5","6","1",2818332.87054789,1.26148274115023e-15
"62","NPQ.6.0","NPQ","6","6","1",0.24572504489073,1.90348966517378e-82
"63","qP.6.0","qP","7","6","1",0.446503496749119,2.36364500922457e-66
"64","ABQ.6.0","ABQ","8","6","1",0.219549584950864,1.92535504369973e-19
"65","qm.6.0","qm","9","6","1",0.714241723766555,1.18182250461228e-66
"66","nTau1.6.0","nTau1","10","6","1",2.40119673241821,5.74380758339679e-11
"67","nTau2.6.0","nTau2","11","6","1",2.48131883253755,1.26148274115023e-15
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",2424.93405168484,1.90348966517378e-82
"70","Fo.6.0","Fo","14","6","1",2180.12115937222,2.36364500922457e-66
"71","Quant.7.0","Quant","1","7","1",0.121338056608149,3.65066885096712e-66
"72","Sigma.7.0","Sigma","2","7","1",3.67406025731837,3.58316447476446e-23
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",969.229559764263,1.5775587899821e-11
"75","Tau2.7.0","Tau2","5","7","1",2401016.63227462,1.49741563526335e-14
"76","NPQ.7.0","NPQ","6","7","1",0.324665868307464,2.03180868028626e-82
"77","qP.7.0","qP","7","7","1",0.540192626464594,7.30133770193424e-66
"78","ABQ.7.0","ABQ","8","7","1",0.245156714233312,3.58316447476446e-23
"79","qm.7.0","qm","9","7","1",0.656551598411444,3.65066885096712e-66
"80","nTau1.7.0","nTau1","10","7","1",1.65753553920346,1.5775587899821e-11
"81","nTau2.7.0","nTau2","11","7","1",2.11390494329391,1.49741563526335e-14
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",2280.42493783875,2.03180868028626e-82
"84","Fo.7.0","Fo","14","7","1",2003.72260764063,7.30133770193424e-66
"85","Quant.8.0","Quant","1","8","1",0.131125256234336,5.80901343536031e-63
"86","Sigma.8.0","Sigma","2","8","1",4.00234719704584,3.76751876842593e-22
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",868.868570826736,1.69388738102004e-14
"89","Tau2.8.0","Tau2","5","8","1",2403277.64141665,1.26607255666773e-14
"90","NPQ.8.0","NPQ","6","8","1",0.386189517192564,3.53306270798675e-81
"91","qP.8.0","qP","7","8","1",0.598754221529777,1.16180268707206e-62
"92","ABQ.8.0","ABQ","8","8","1",0.177709482859094,3.76751876842593e-22
"93","qm.8.0","qm","9","8","1",0.628848846598817,5.80901343536031e-63
