"","uni","metric","metrix","stage","col","cclong2025.lpv16.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.390450593507467,3.65219780609204e-55
"2","Sigma.1.0","Sigma","2","1","1",4.58878253752946,2.60397731349247e-47
"3","Connect.1.0","Connect","3","1","1",0.231731470268415,4.45846012155682e-12
"4","Tau1.1.0","Tau1","4","1","1",585.429617712995,2.17537768863817e-29
"5","Tau2.1.0","Tau2","5","1","1",986117.269776297,1.27485539236721e-26
"6","NPQ.1.0","NPQ","6","1","1",0.811309288982566,9.08128034935762e-85
"7","qP.1.0","qP","7","1","1",0.947373158103071,7.30439561218408e-55
"8","ABQ.1.0","ABQ","8","1","1",0,2.60397731349247e-47
"9","qm.1.0","qm","9","1","1",0,3.65219780609204e-55
"10","nTau1.1.0","nTau1","10","1","1",1,2.17537768863817e-29
"11","nTau2.1.0","nTau2","11","1","1",1,1.27485539236721e-26
"12","nCon.1.0","nCon","12","1","1",1,4.45846012155682e-12
"13","Fm.1.0","Fm","13","1","1",2089.70547669559,9.08128034935762e-85
"14","Fo.1.0","Fo","14","1","1",1273.778733064,7.30439561218408e-55
"15","Quant.3.0","Quant","1","3","1",0.0841735693069993,3.52538456880072e-70
"16","Sigma.3.0","Sigma","2","3","1",3.19674094794704,5.55917533667996e-22
"17","Connect.3.0","Connect","3","3","1",0.172917733894097,0.113634294438068
"18","Tau1.3.0","Tau1","4","3","1",1265.33159513331,3.51543900372893e-10
"19","Tau2.3.0","Tau2","5","3","1",2761809.10527673,4.00445752462345e-22
"20","NPQ.3.0","NPQ","6","3","1",0.188213764947205,1.37135501352869e-82
"21","qP.3.0","qP","7","3","1",0.327331890020333,7.05076913760008e-70
"22","ABQ.3.0","ABQ","8","3","1",0.303357498028633,5.55917533667996e-22
"23","qm.3.0","qm","9","3","1",0.784419410018416,3.52538456880072e-70
"24","nTau1.3.0","nTau1","10","3","1",2.16137270279624,3.51543900372893e-10
"25","nTau2.3.0","nTau2","11","3","1",2.80069033361849,4.00445752462345e-22
"26","nCon.3.0","nCon","12","3","1",0.746198751916628,0.113634294438068
"27","Fm.3.0","Fm","13","3","1",3185.54039082745,1.37135501352869e-82
"28","Fo.3.0","Fo","14","3","1",2917.40208595989,7.05076913760008e-70
"29","Quant.4.0","Quant","1","4","1",0.075994913147669,1.44370286757183e-71
"30","Sigma.4.0","Sigma","2","4","1",3.21891978757289,7.45489315094296e-18
"31","Connect.4.0","Connect","3","4","1",0.166372271390129,0.231250584360541
"32","Tau1.4.0","Tau1","4","4","1",2275.14249893673,5.10645651413447e-08
"33","Tau2.4.0","Tau2","5","4","1",2455673.46710869,6.8128807314276e-24
"34","NPQ.4.0","NPQ","6","4","1",0.161067843183097,2.27929678190226e-82
"35","qP.4.0","qP","7","4","1",0.291542397216112,2.88740573512087e-71
"36","ABQ.4.0","ABQ","8","4","1",0.298524224835916,7.45489315094296e-18
"37","qm.4.0","qm","9","4","1",0.805366122087312,1.44370286757183e-71
"38","nTau1.4.0","nTau1","10","4","1",3.88627843569765,5.10645651413447e-08
"39","nTau2.4.0","nTau2","11","4","1",2.49024486475707,6.8128807314276e-24
"40","nCon.4.0","nCon","12","4","1",0.717952858096571,0.231250584360541
"41","Fm.4.0","Fm","13","4","1",3260.0187520477,2.27929678190226e-82
"42","Fo.4.0","Fo","14","4","1",3012.27391012606,2.88740573512087e-71
"43","Quant.5.0","Quant","1","5","1",0.0960818902779998,1.8554693753814e-70
"44","Sigma.5.0","Sigma","2","5","1",3.34903701508792,6.9690867225966e-25
"45","Connect.5.0","Connect","3","5","1",0.0994363716951063,0.292049442153152
"46","Tau1.5.0","Tau1","4","5","1",1487.75801704312,4.30033310777539e-10
"47","Tau2.5.0","Tau2","5","5","1",2096084.38954234,9.24015862760542e-23
"48","NPQ.5.0","NPQ","6","5","1",0.239349626277672,9.58855856901324e-87
"49","qP.5.0","qP","7","5","1",0.386461302678756,3.7109387507628e-70
"50","ABQ.5.0","ABQ","8","5","1",0.270168723904926,6.9690867225966e-25
"51","qm.5.0","qm","9","5","1",0.753920491156425,1.8554693753814e-70
"52","nTau1.5.0","nTau1","10","5","1",2.54130978691359,4.30033310777539e-10
"53","nTau2.5.0","nTau2","11","5","1",2.12559342969203,9.24015862760542e-23
"54","nCon.5.0","nCon","12","5","1",0.429101716654751,0.292049442153152
"55","Fm.5.0","Fm","13","5","1",3054.10423412548,9.58855856901324e-87
"56","Fo.5.0","Fo","14","5","1",2760.66012620466,3.7109387507628e-70
"57","Quant.6.0","Quant","1","6","1",0.120073168515404,7.51062219701572e-67
"58","Sigma.6.0","Sigma","2","6","1",3.36240424814306,3.28347242030755e-25
"59","Connect.6.0","Connect","3","6","1",0.0823206551432089,0.377293776770825
"60","Tau1.6.0","Tau1","4","6","1",1147.91207015586,2.277559181984e-11
"61","Tau2.6.0","Tau2","5","6","1",1880258.18583322,3.51942935950853e-19
"62","NPQ.6.0","NPQ","6","6","1",0.331126398436123,2.19737604149173e-83
"63","qP.6.0","qP","7","6","1",0.484000004546787,1.50212443940314e-66
"64","ABQ.6.0","ABQ","8","6","1",0.267255700037306,3.28347242030755e-25
"65","qm.6.0","qm","9","6","1",0.692475384819442,7.51062219701572e-67
