"","uni","metric","metrix","stage","col","barefoot2025.bpv18.003","pval"
"1","Quant.1.0","Quant","1","1","1",0.409693224605763,8.56534685246047e-52
"2","Sigma.1.0","Sigma","2","1","1",4.50105699006764,1.70499085684687e-46
"3","Connect.1.0","Connect","3","1","1",0.259938460861337,1.43331652225022e-12
"4","Tau1.1.0","Tau1","4","1","1",591.347263827203,9.36669127730759e-27
"5","Tau2.1.0","Tau2","5","1","1",812072.305208034,2.2430355094613e-26
"6","NPQ.1.0","NPQ","6","1","1",0.878112085233489,2.06703415017696e-82
"7","qP.1.0","qP","7","1","1",0.975221652754605,1.71306937049209e-51
"8","ABQ.1.0","ABQ","8","1","1",0,1.70499085684687e-46
"9","qm.1.0","qm","9","1","1",0,8.56534685246047e-52
"10","nTau1.1.0","nTau1","10","1","1",1,9.36669127730759e-27
"11","nTau2.1.0","nTau2","11","1","1",1,2.2430355094613e-26
"12","nCon.1.0","nCon","12","1","1",1,1.43331652225022e-12
"13","Fm.1.0","Fm","13","1","1",2110.35140114946,2.06703415017696e-82
"14","Fo.1.0","Fo","14","1","1",1245.75473056125,1.71306937049209e-51
"15","Quant.3.0","Quant","1","3","1",0.0857722252605976,1.37220148185014e-76
"16","Sigma.3.0","Sigma","2","3","1",3.04507937985145,4.61330530760361e-31
"17","Connect.3.0","Connect","3","3","1",0.188500338620199,0.00300321550736573
"18","Tau1.3.0","Tau1","4","3","1",1563.89577754644,3.24812935048546e-09
"19","Tau2.3.0","Tau2","5","3","1",2595776.53976986,1.33658862299188e-19
"20","NPQ.3.0","NPQ","6","3","1",0.13805838848879,7.27481860162646e-92
"21","qP.3.0","qP","7","3","1",0.27972389857203,2.74440296370027e-76
"22","ABQ.3.0","ABQ","8","3","1",0.323474600172593,4.61330530760361e-31
"23","qm.3.0","qm","9","3","1",0.790642802689417,1.37220148185014e-76
"24","nTau1.3.0","nTau1","10","3","1",2.64463179794711,3.24812935048546e-09
"25","nTau2.3.0","nTau2","11","3","1",3.19648450405519,1.33658862299188e-19
"26","nCon.3.0","nCon","12","3","1",0.72517294284032,0.00300321550736573
"27","Fm.3.0","Fm","13","3","1",3482.66531021425,7.27481860162646e-92
"28","Fo.3.0","Fo","14","3","1",3183.94935671928,2.74440296370027e-76
"29","Quant.4.0","Quant","1","4","1",0.0790113300864587,5.76741719030184e-79
"30","Sigma.4.0","Sigma","2","4","1",2.98662833383,3.03159379254051e-30
"31","Connect.4.0","Connect","3","4","1",0.15960716666567,0.0200916289080791
"32","Tau1.4.0","Tau1","4","4","1",2795.0373080229,4.97872487906125e-10
"33","Tau2.4.0","Tau2","5","4","1",2352752.19021046,6.39208666768804e-21
"34","NPQ.4.0","NPQ","6","4","1",0.12763558459783,1.83902219475454e-94
"35","qP.4.0","qP","7","4","1",0.260636229505371,1.15348343806037e-78
"36","ABQ.4.0","ABQ","8","4","1",0.33646067125555,3.03159379254051e-30
"37","qm.4.0","qm","9","4","1",0.807145138505795,5.76741719030184e-79
"38","nTau1.4.0","nTau1","10","4","1",4.72655828308632,4.97872487906125e-10
"39","nTau2.4.0","nTau2","11","4","1",2.89722008141595,6.39208666768804e-21
"40","nCon.4.0","nCon","12","4","1",0.614019049496533,0.0200916289080791
"41","Fm.4.0","Fm","13","4","1",3514.85579625603,1.83902219475454e-94
"42","Fo.4.0","Fo","14","4","1",3237.14236473174,1.15348343806037e-78
"43","Quant.5.0","Quant","1","5","1",0.1067156733245,5.17781223944689e-77
"44","Sigma.5.0","Sigma","2","5","1",3.1364138695819,6.90815902569841e-35
"45","Connect.5.0","Connect","3","5","1",0.124119438763815,0.0180245651053185
"46","Tau1.5.0","Tau1","4","5","1",1741.131380095,1.43291953003005e-11
"47","Tau2.5.0","Tau2","5","5","1",1780747.88791634,1.32060656753497e-20
"48","NPQ.5.0","NPQ","6","5","1",0.207714859956309,9.83045355650577e-95
"49","qP.5.0","qP","7","5","1",0.370283988843083,1.03556244788938e-76
"50","ABQ.5.0","ABQ","8","5","1",0.303182813169677,6.90815902569841e-35
"51","qm.5.0","qm","9","5","1",0.739522972518793,5.17781223944689e-77
"52","nTau1.5.0","nTau1","10","5","1",2.94434672585848,1.43291953003005e-11
"53","nTau2.5.0","nTau2","11","5","1",2.19284400723426,1.32060656753497e-20
"54","nCon.5.0","nCon","12","5","1",0.477495474707861,0.0180245651053185
"55","Fm.5.0","Fm","13","5","1",3281.79821413444,9.83045355650577e-95
"56","Fo.5.0","Fo","14","5","1",2931.57890799794,1.03556244788938e-76
"57","Quant.6.0","Quant","1","6","1",0.123237365251661,2.31247830986084e-73
"58","Sigma.6.0","Sigma","2","6","1",3.10532761341615,1.30512401223921e-33
"59","Connect.6.0","Connect","3","6","1",0.118142895022438,0.0364781815575438
"60","Tau1.6.0","Tau1","4","6","1",1351.61529239894,2.06080588696798e-11
"61","Tau2.6.0","Tau2","5","6","1",1623718.05597587,1.91713943674156e-19
"62","NPQ.6.0","NPQ","6","6","1",0.265856679647525,5.70336665154515e-91
"63","qP.6.0","qP","7","6","1",0.437164288347906,4.62495661972167e-73
"64","ABQ.6.0","ABQ","8","6","1",0.31008924786587,1.30512401223921e-33
"65","qm.6.0","qm","9","6","1",0.699195988973826,2.31247830986084e-73
"66","nTau1.6.0","nTau1","10","6","1",2.28565409037538,2.06080588696798e-11
"67","nTau2.6.0","nTau2","11","6","1",1.9994747334228,1.91713943674156e-19
"68","nCon.6.0","nCon","12","6","1",0.454503326021697,0.0364781815575438
"69","Fm.6.0","Fm","13","6","1",3131.06257154788,5.70336665154515e-91
"70","Fo.6.0","Fo","14","6","1",2745.19866979223,4.62495661972167e-73
"71","Quant.7.0","Quant","1","7","1",0.124814249849407,1.546741566348e-73
"72","Sigma.7.0","Sigma","2","7","1",3.24928649161684,8.02698207496519e-35
"73","Connect.7.0","Connect","3","7","1",0.0972590472897799,0.0627401691013972
"74","Tau1.7.0","Tau1","4","7","1",1272.91720239241,1.09382938033671e-11
"75","Tau2.7.0","Tau2","5","7","1",1662540.72103171,7.33455347156091e-19
"76","NPQ.7.0","NPQ","6","7","1",0.312347785609118,1.43996897692386e-92
"77","qP.7.0","qP","7","7","1",0.473770622761573,3.09348313269601e-73
"78","ABQ.7.0","ABQ","8","7","1",0.278105898506296,8.02698207496519e-35
"79","qm.7.0","qm","9","7","1",0.69534704907675,1.546741566348e-73
"80","nTau1.7.0","nTau1","10","7","1",2.15257139122296,1.09382938033671e-11
"81","nTau2.7.0","nTau2","11","7","1",2.04728164027932,7.33455347156091e-19
"82","nCon.7.0","nCon","12","7","1",0.37416181879165,0.0627401691013972
"83","Fm.7.0","Fm","13","7","1",3020.14185115466,1.43996897692386e-92
"84","Fo.7.0","Fo","14","7","1",2643.18511156399,3.09348313269601e-73
"85","Quant.8.0","Quant","1","8","1",0.13004707623639,1.40252645632837e-74
"86","Sigma.8.0","Sigma","2","8","1",3.20054686180703,6.2865894442139e-37
"87","Connect.8.0","Connect","3","8","1",0.13855096330735,0.00298713865503609
"88","Tau1.8.0","Tau1","4","8","1",1097.96468347903,4.35508996304577e-12
"89","Tau2.8.0","Tau2","5","8","1",1597382.38458284,1.1140324052729e-18
