"","uni","metric","metrix","stage","col","barefoot2025.bpv28.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.408739715277062,9.20418109910999e-60
"2","Sigma.1.0","Sigma","2","1","1",4.92984271243608,9.25128824479677e-53
"3","Connect.1.0","Connect","3","1","1",0.29395114646446,1.50554708188739e-20
"4","Tau1.1.0","Tau1","4","1","1",545.593901408399,2.98236952426696e-25
"5","Tau2.1.0","Tau2","5","1","1",1113401.7521708,2.05806474678268e-18
"6","NPQ.1.0","NPQ","6","1","1",0.908207001483473,1.80723651367143e-86
"7","qP.1.0","qP","7","1","1",0.996431736351445,1.840836219822e-59
"8","ABQ.1.0","ABQ","8","1","1",0,9.25128824479677e-53
"9","qm.1.0","qm","9","1","1",0,9.20418109910999e-60
"10","nTau1.1.0","nTau1","10","1","1",1,2.98236952426696e-25
"11","nTau2.1.0","nTau2","11","1","1",1,2.05806474678268e-18
"12","nCon.1.0","nCon","12","1","1",1,1.50554708188739e-20
"13","Fm.1.0","Fm","13","1","1",1912.43125250317,1.80723651367143e-86
"14","Fo.1.0","Fo","14","1","1",1130.74464686807,1.840836219822e-59
"15","Quant.3.0","Quant","1","3","1",0.0584206813140511,4.92069062671146e-75
"16","Sigma.3.0","Sigma","2","3","1",4.79503478129513,1.19220679427054e-18
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",1563.1783249877,3.14474994521234e-05
"19","Tau2.3.0","Tau2","5","3","1",4321134.16286078,1.39556415158497e-08
"20","NPQ.3.0","NPQ","6","3","1",0.0628126481393552,1.96754113070559e-89
"21","qP.3.0","qP","7","3","1",0.164691107762651,9.8413812534229e-75
"22","ABQ.3.0","ABQ","8","3","1",0.0273452803678472,1.19220679427054e-18
"23","qm.3.0","qm","9","3","1",0.857071189486808,4.92069062671146e-75
"24","nTau1.3.0","nTau1","10","3","1",2.86509493774124,3.14474994521234e-05
"25","nTau2.3.0","nTau2","11","3","1",3.88101972575115,1.39556415158497e-08
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3433.6387624584,1.96754113070559e-89
"28","Fo.3.0","Fo","14","3","1",3233.04324656925,9.8413812534229e-75
"29","Quant.4.0","Quant","1","4","1",0.0696314504728478,1.65348209642848e-76
"30","Sigma.4.0","Sigma","2","4","1",4.15914565033622,1.29600686200523e-22
"31","Connect.4.0","Connect","3","4","1",0.0496218067840578,0.652318881505405
"32","Tau1.4.0","Tau1","4","4","1",1929.39421059571,6.24995931295971e-06
"33","Tau2.4.0","Tau2","5","4","1",3578267.75002095,8.55864055316207e-10
"34","NPQ.4.0","NPQ","6","4","1",0.0999361205665761,1.16376501663527e-89
"35","qP.4.0","qP","7","4","1",0.22257694013065,3.30696419285684e-76
"36","ABQ.4.0","ABQ","8","4","1",0.156332992157273,1.29600686200523e-22
"37","qm.4.0","qm","9","4","1",0.829643541182074,1.65348209642848e-76
"38","nTau1.4.0","nTau1","10","4","1",3.53631923966739,6.24995931295971e-06
"39","nTau2.4.0","nTau2","11","4","1",3.21381544715946,8.55864055316207e-10
"40","nCon.4.0","nCon","12","4","1",0.168809706581829,0.652318881505405
"41","Fm.4.0","Fm","13","4","1",3317.75149269813,1.16376501663527e-89
"42","Fo.4.0","Fo","14","4","1",3086.73164395311,3.30696419285684e-76
"43","Quant.5.0","Quant","1","5","1",0.0829443964862897,1.63185371376231e-76
"44","Sigma.5.0","Sigma","2","5","1",4.47110980675648,1.90278764638118e-27
"45","Connect.5.0","Connect","3","5","1",0.0566551038644552,0.491705137740438
"46","Tau1.5.0","Tau1","4","5","1",1060.95937552083,1.96858623891081e-08
"47","Tau2.5.0","Tau2","5","5","1",2870424.73206905,5.02772792819117e-12
"48","NPQ.5.0","NPQ","6","5","1",0.142983711620238,1.95213229413788e-92
"49","qP.5.0","qP","7","5","1",0.285387572024221,3.26370742752462e-76
"50","ABQ.5.0","ABQ","8","5","1",0.0930522396835084,1.90278764638118e-27
"51","qm.5.0","qm","9","5","1",0.797072823153321,1.63185371376231e-76
"52","nTau1.5.0","nTau1","10","5","1",1.94459537172623,1.96858623891081e-08
"53","nTau2.5.0","nTau2","11","5","1",2.57806737457757,5.02772792819117e-12
"54","nCon.5.0","nCon","12","5","1",0.192736461639571,0.491705137740438
"55","Fm.5.0","Fm","13","5","1",3192.796772851,1.95213229413788e-92
"56","Fo.5.0","Fo","14","5","1",2927.9721714235,3.26370742752462e-76
"57","Quant.6.0","Quant","1","6","1",0.0979739805337093,3.77579814884656e-76
"58","Sigma.6.0","Sigma","2","6","1",4.28226561712168,2.18224886394058e-31
"59","Connect.6.0","Connect","3","6","1",0.125539442931104,0.0519503091550984
"60","Tau1.6.0","Tau1","4","6","1",1132.72998102629,3.31900353312561e-08
"61","Tau2.6.0","Tau2","5","6","1",2540388.26637026,6.51595846650667e-11
"62","NPQ.6.0","NPQ","6","6","1",0.17817944017075,5.22563368524267e-92
"63","qP.6.0","qP","7","6","1",0.338410492393205,7.55159629769312e-76
"64","ABQ.6.0","ABQ","8","6","1",0.13135857127466,2.18224886394058e-31
"65","qm.6.0","qm","9","6","1",0.760302273373905,3.77579814884656e-76
"66","nTau1.6.0","nTau1","10","6","1",2.07614120704475,3.31900353312561e-08
"67","nTau2.6.0","nTau2","11","6","1",2.28164565164125,6.51595846650667e-11
"68","nCon.6.0","nCon","12","6","1",0.427075874481349,0.0519503091550984
"69","Fm.6.0","Fm","13","6","1",3097.41842495017,5.22563368524267e-92
"70","Fo.6.0","Fo","14","6","1",2793.95201247935,7.55159629769312e-76
"71","Quant.7.0","Quant","1","7","1",0.102099840498285,1.53910439624369e-73
"72","Sigma.7.0","Sigma","2","7","1",4.2801139604822,1.58167508089087e-28
"73","Connect.7.0","Connect","3","7","1",0.0311923349414164,0.690555472067919
"74","Tau1.7.0","Tau1","4","7","1",1118.66538535942,6.17974188283552e-09
"75","Tau2.7.0","Tau2","5","7","1",2471520.58943169,7.37783743178764e-12
"76","NPQ.7.0","NPQ","6","7","1",0.197169749577716,2.24443810627815e-89
"77","qP.7.0","qP","7","7","1",0.360920613400179,3.07820879248738e-73
"78","ABQ.7.0","ABQ","8","7","1",0.131795026708432,1.58167508089087e-28
"79","qm.7.0","qm","9","7","1",0.750208172384039,1.53910439624369e-73
"80","nTau1.7.0","nTau1","10","7","1",2.05036270103404,6.17974188283552e-09
"81","nTau2.7.0","nTau2","11","7","1",2.21979225792752,7.37783743178764e-12
"82","nCon.7.0","nCon","12","7","1",0.106114010156404,0.690555472067919
"83","Fm.7.0","Fm","13","7","1",3048.28509672049,2.24443810627815e-89
"84","Fo.7.0","Fo","14","7","1",2737.05567455203,3.07820879248738e-73
"85","Quant.8.0","Quant","1","8","1",0.104187443503994,7.81084270538141e-72
"86","Sigma.8.0","Sigma","2","8","1",4.38623238084802,7.68749472316841e-27
"87","Connect.8.0","Connect","3","8","1",0.0324721139493795,0.707116750429215
"88","Tau1.8.0","Tau1","4","8","1",825.556943367849,8.23441776643045e-10
"89","Tau2.8.0","Tau2","5","8","1",2561753.79872546,3.67893565358456e-12
"90","NPQ.8.0","NPQ","6","8","1",0.219580761582296,1.06035206141503e-87
"91","qP.8.0","qP","7","8","1",0.383290861788009,1.56216854107628e-71
"92","ABQ.8.0","ABQ","8","8","1",0.110269305391173,7.68749472316841e-27
"93","qm.8.0","qm","9","8","1",0.745100758233462,7.81084270538141e-72
"94","nTau1.8.0","nTau1","10","8","1",1.51313447829375,8.23441776643045e-10
"95","nTau2.8.0","nTau2","11","8","1",2.30083507029766,3.67893565358456e-12
"96","nCon.8.0","nCon","12","8","1",0.110467723429361,0.707116750429215
"97","Fm.8.0","Fm","13","8","1",2992.26981995657,1.06035206141503e-87
"98","Fo.8.0","Fo","14","8","1",2680.51287714114,1.56216854107628e-71
"99","Quant.9.0","Quant","1","9","1",0.107836364740447,2.30134353451209e-73
"100","Sigma.9.0","Sigma","2","9","1",4.42537625572339,4.90409006583092e-30
"101","Connect.9.0","Connect","3","9","1",0.0504487931433434,0.476432693695301
"102","Tau1.9.0","Tau1","4","9","1",770.632088103898,1.45540227050039e-09
"103","Tau2.9.0","Tau2","5","9","1",2431481.68993884,2.70833193482919e-12
"104","NPQ.9.0","NPQ","6","9","1",0.243835267129991,3.36182936314566e-90
"105","qP.9.0","qP","7","9","1",0.408205923718441,4.60268706902417e-73
"106","ABQ.9.0","ABQ","8","9","1",0.102329118014277,4.90409006583092e-30
"107","qm.9.0","qm","9","9","1",0.736173509179673,2.30134353451209e-73
"108","nTau1.9.0","nTau1","10","9","1",1.41246463003817,1.45540227050039e-09
"109","nTau2.9.0","nTau2","11","9","1",2.18383138449187,2.70833193482919e-12
"110","nCon.9.0","nCon","12","9","1",0.171623052844405,0.476432693695301
"111","Fm.9.0","Fm","13","9","1",2933.92123725735,3.36182936314566e-90
"112","Fo.9.0","Fo","14","9","1",2617.53783659673,4.60268706902417e-73
"113","Quant.10.0","Quant","1","10","1",0.229612357224075,7.92427918965855e-69
"114","Sigma.10.0","Sigma","2","10","1",4.33639886099887,2.43165411750639e-44
"115","Connect.10.0","Connect","3","10","1",0.206092550234952,2.37990960250697e-09
"116","Tau1.10.0","Tau1","4","10","1",822.852908250486,5.51141859878804e-16
"117","Tau2.10.0","Tau2","5","10","1",985404.716894001,6.43489898601279e-19
"118","NPQ.10.0","NPQ","6","10","1",0.608482562784639,3.63745870225416e-89
"119","qP.10.0","qP","7","10","1",0.752283754804885,1.58485583793171e-68
"120","ABQ.10.0","ABQ","8","10","1",0.120377846932151,2.43165411750639e-44
"121","qm.10.0","qm","9","10","1",0.43824309544172,7.92427918965855e-69
"122","nTau1.10.0","nTau1","10","10","1",1.50817834680038,5.51141859878804e-16
"123","nTau2.10.0","nTau2","11","10","1",0.885039667822286,6.43489898601279e-19
"124","nCon.10.0","nCon","12","10","1",0.70111157147628,2.37990960250697e-09
"125","Fm.10.0","Fm","13","10","1",2268.79345186346,3.63745870225416e-89
"126","Fo.10.0","Fo","14","10","1",1747.85043932655,1.58485583793171e-68
"127","Quant.11.0","Quant","1","11","1",0.238577197609484,1.04861026025962e-69
"128","Sigma.11.0","Sigma","2","11","1",4.33370088768063,2.04164364765003e-46
"129","Connect.11.0","Connect","3","11","1",0.214025894542481,3.2019935112858e-11
"130","Tau1.11.0","Tau1","4","11","1",760.122886467472,1.29893410594234e-15
"131","Tau2.11.0","Tau2","5","11","1",938218.611593351,1.26568327118173e-18
"132","NPQ.11.0","NPQ","6","11","1",0.604720208686307,2.03014210315519e-90
"133","qP.11.0","qP","7","11","1",0.758728285992674,2.09722052051924e-69
"134","ABQ.11.0","ABQ","8","11","1",0.120925120643629,2.04164364765003e-46
"135","qm.11.0","qm","9","11","1",0.416310212361513,1.04861026025962e-69
"136","nTau1.11.0","nTau1","10","11","1",1.39320268152794,1.29893410594234e-15
"137","nTau2.11.0","nTau2","11","11","1",0.842659542940454,1.26568327118173e-18
"138","nCon.11.0","nCon","12","11","1",0.728100220450604,3.2019935112858e-11
"139","Fm.11.0","Fm","13","11","1",2274.11276191869,2.03014210315519e-90
"140","Fo.11.0","Fo","14","11","1",1731.56131213217,2.09722052051924e-69
"141","Quant.12.0","Quant","1","12","1",0.241826612858563,1.00231568957954e-67
"142","Sigma.12.0","Sigma","2","12","1",4.39130757002239,8.66522632029074e-45
"143","Connect.12.0","Connect","3","12","1",0.193817534063163,5.72201495819846e-09
"144","Tau1.12.0","Tau1","4","12","1",837.07319296068,3.2019014362711e-15
"145","Tau2.12.0","Tau2","5","12","1",962221.930451149,3.77681066528722e-17
"146","NPQ.12.0","NPQ","6","12","1",0.625556572282073,6.76830343846578e-89
"147","qP.12.0","qP","7","12","1",0.770395509897336,2.00463137915909e-67
"148","ABQ.12.0","ABQ","8","12","1",0.109239822409582,8.66522632029074e-45
"149","qm.12.0","qm","9","12","1",0.408360372579303,1.00231568957954e-67
"150","nTau1.12.0","nTau1","10","12","1",1.53424220981916,3.2019014362711e-15
"151","nTau2.12.0","nTau2","11","12","1",0.86421808531835,3.77681066528722e-17
"152","nCon.12.0","nCon","12","12","1",0.659352876810763,5.72201495819846e-09
"153","Fm.12.0","Fm","13","12","1",2244.9632132822,6.76830343846578e-89
"154","Fo.12.0","Fo","14","12","1",1702.07136342209,2.00463137915909e-67
"155","Quant.13.0","Quant","1","13","1",0.239571491312403,8.52683605469249e-71
"156","Sigma.13.0","Sigma","2","13","1",4.24364756775902,8.97865705512964e-48
"157","Connect.13.0","Connect","3","13","1",0.241454919204821,5.23141619311417e-14
"158","Tau1.13.0","Tau1","4","13","1",849.004333822321,3.64080412886203e-15
"159","Tau2.13.0","Tau2","5","13","1",975511.512845988,1.65636123249771e-16
"160","NPQ.13.0","NPQ","6","13","1",0.632010184122724,3.52421862206595e-91
"161","qP.13.0","qP","7","13","1",0.771063346370527,1.7053672109385e-70
"162","ABQ.13.0","ABQ","8","13","1",0.139192096929594,8.97865705512964e-48
"163","qm.13.0","qm","9","13","1",0.413877628333692,8.52683605469249e-71
"164","nTau1.13.0","nTau1","10","13","1",1.55611038105576,3.64080412886203e-15
"165","nTau2.13.0","nTau2","11","13","1",0.876154102455855,1.65636123249771e-16
"166","nCon.13.0","nCon","12","13","1",0.821411728135627,5.23141619311417e-14
"167","Fm.13.0","Fm","13","13","1",2236.0857434502,3.52421862206595e-91
"168","Fo.13.0","Fo","14","13","1",1700.38334718943,1.7053672109385e-70
"169","Quant.14.0","Quant","1","14","1",0.243154989449514,1.87840573049654e-69
"170","Sigma.14.0","Sigma","2","14","1",4.26308996772726,1.06948238873185e-46
"171","Connect.14.0","Connect","3","14","1",0.235872348870707,7.79430006611896e-13
