"","uni","metric","metrix","stage","col","cclong2025.lpv17.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.389357608859821,3.20404382845933e-54
"2","Sigma.1.0","Sigma","2","1","1",4.72030257796457,7.8703749484177e-46
"3","Connect.1.0","Connect","3","1","1",0.222774487745864,5.52414311323731e-11
"4","Tau1.1.0","Tau1","4","1","1",551.606920653987,2.36251897617802e-27
"5","Tau2.1.0","Tau2","5","1","1",1028828.89831986,4.64544669439849e-20
"6","NPQ.1.0","NPQ","6","1","1",0.692241148010912,7.49929439878505e-84
"7","qP.1.0","qP","7","1","1",0.942910882326164,6.40808765691867e-54
"8","ABQ.1.0","ABQ","8","1","1",0,7.8703749484177e-46
"9","qm.1.0","qm","9","1","1",0,3.20404382845933e-54
"10","nTau1.1.0","nTau1","10","1","1",1,2.36251897617802e-27
"11","nTau2.1.0","nTau2","11","1","1",1,4.64544669439849e-20
"12","nCon.1.0","nCon","12","1","1",1,5.52414311323731e-11
"13","Fm.1.0","Fm","13","1","1",1743.1634638147,7.49929439878505e-84
"14","Fo.1.0","Fo","14","1","1",1064.44950569201,6.40808765691867e-54
"15","Quant.3.0","Quant","1","3","1",0.0944379690488788,1.22944078773915e-65
"16","Sigma.3.0","Sigma","2","3","1",3.6450579211878,3.40610653560212e-17
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",1337.41890030702,6.52268500532434e-08
"19","Tau2.3.0","Tau2","5","3","1",2736600.87430784,3.51822052885419e-18
"20","NPQ.3.0","NPQ","6","3","1",0.166929278449232,7.92702677902549e-79
"21","qP.3.0","qP","7","3","1",0.33042534139124,2.45888157547822e-65
"22","ABQ.3.0","ABQ","8","3","1",0.227791468664795,3.40610653560212e-17
"23","qm.3.0","qm","9","3","1",0.75745184658025,1.22944078773915e-65
"24","nTau1.3.0","nTau1","10","3","1",2.4245868755986,6.52268500532434e-08
"25","nTau2.3.0","nTau2","11","3","1",2.65991835841399,3.51822052885419e-18
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",2527.87636376441,7.92702677902549e-79
"28","Fo.3.0","Fo","14","3","1",2289.14885396383,2.45888157547822e-65
"29","Quant.4.0","Quant","1","4","1",0.0825835187678601,1.08130730866333e-69
"30","Sigma.4.0","Sigma","2","4","1",3.70524814739207,2.53712875018891e-16
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",2133.49061050342,7.29236798945481e-08
"33","Tau2.4.0","Tau2","5","4","1",2568489.62317495,7.94514564745222e-22
"34","NPQ.4.0","NPQ","6","4","1",0.129602268530351,1.29343137605836e-82
"35","qP.4.0","qP","7","4","1",0.27711335362769,2.16261461732654e-69
"36","ABQ.4.0","ABQ","8","4","1",0.215040119527718,2.53712875018891e-16
"37","qm.4.0","qm","9","4","1",0.787898022566724,1.08130730866333e-69
