"","uni","metric","metrix","stage","col","cclong2025.lpv20.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.409598993398973,1.55639654866122e-58
"2","Sigma.1.0","Sigma","2","1","1",4.63182764477263,3.96548393363958e-51
"3","Connect.1.0","Connect","3","1","1",0.288403309997875,2.03603640610123e-19
"4","Tau1.1.0","Tau1","4","1","1",527.820126968405,4.73956242608092e-27
"5","Tau2.1.0","Tau2","5","1","1",1087574.16487177,1.3241605364526e-20
"6","NPQ.1.0","NPQ","6","1","1",0.656557111736439,5.61909666459288e-85
"7","qP.1.0","qP","7","1","1",0.928727485892075,3.11279309732244e-58
"8","ABQ.1.0","ABQ","8","1","1",0,3.96548393363958e-51
"9","qm.1.0","qm","9","1","1",0,1.55639654866122e-58
"10","nTau1.1.0","nTau1","10","1","1",1,4.73956242608092e-27
"11","nTau2.1.0","nTau2","11","1","1",1,1.3241605364526e-20
"12","nCon.1.0","nCon","12","1","1",1,2.03603640610123e-19
"13","Fm.1.0","Fm","13","1","1",1727.780845454,5.61909666459288e-85
"14","Fo.1.0","Fo","14","1","1",1020.08355034202,3.11279309732244e-58
"15","Quant.3.0","Quant","1","3","1",0.0541604856996943,1.72273420063932e-78
"16","Sigma.3.0","Sigma","2","3","1",4.06129474872088,4.15778774629998e-20
"17","Connect.3.0","Connect","3","3","1",0.110357119055016,0.363729673670478
"18","Tau1.3.0","Tau1","4","3","1",684.391739717831,4.63876751416971e-05
"19","Tau2.3.0","Tau2","5","3","1",4018879.55771107,1.35916552908255e-11
"20","NPQ.3.0","NPQ","6","3","1",0.0525346177171857,3.06739186334674e-88
"21","qP.3.0","qP","7","3","1",0.146279010526266,3.44546840097189e-78
"22","ABQ.3.0","ABQ","8","3","1",0.123176624824465,4.15778774629998e-20
"23","qm.3.0","qm","9","3","1",0.867771926756326,1.72273420063932e-78
"24","nTau1.3.0","nTau1","10","3","1",1.29663820068536,4.63876751416971e-05
"25","nTau2.3.0","nTau2","11","3","1",3.69526942393389,1.35916552908255e-11
"26","nCon.3.0","nCon","12","3","1",0.382648586993779,0.363729673670478
"27","Fm.3.0","Fm","13","3","1",2719.30974894346,3.06739186334674e-88
"28","Fo.3.0","Fo","14","3","1",2572.03061217277,3.44546840097189e-78
"29","Quant.4.0","Quant","1","4","1",0.0688302087274283,1.03195630394267e-77
"30","Sigma.4.0","Sigma","2","4","1",4.08968821337682,8.62966097424271e-24
"31","Connect.4.0","Connect","3","4","1",0.119202109413038,0.239799092736059
"32","Tau1.4.0","Tau1","4","4","1",1473.87531245681,2.54317119922487e-06
"33","Tau2.4.0","Tau2","5","4","1",3429394.33143833,2.80629682698528e-12
"34","NPQ.4.0","NPQ","6","4","1",0.0895801994214669,6.09492689407087e-90
"35","qP.4.0","qP","7","4","1",0.209796589774884,2.06391260788472e-77
"36","ABQ.4.0","ABQ","8","4","1",0.117046546843696,8.62966097424271e-24
"37","qm.4.0","qm","9","4","1",0.831957085254885,1.03195630394267e-77
"38","nTau1.4.0","nTau1","10","4","1",2.79238179286982,2.54317119922487e-06
"39","nTau2.4.0","nTau2","11","4","1",3.15325100779926,2.80629682698528e-12
"40","nCon.4.0","nCon","12","4","1",0.413317411003071,0.239799092736059
"41","Fm.4.0","Fm","13","4","1",2626.8535795516,6.09492689407087e-90
"42","Fo.4.0","Fo","14","4","1",2446.04669937467,2.06391260788472e-77
"43","Quant.5.0","Quant","1","5","1",0.0851821814295715,4.78912654202552e-78
"44","Sigma.5.0","Sigma","2","5","1",4.12936053021832,6.11946970559182e-30
"45","Connect.5.0","Connect","3","5","1",0.136389320798259,0.0536754053040553
"46","Tau1.5.0","Tau1","4","5","1",800.931553826191,5.52731280176374e-09
"47","Tau2.5.0","Tau2","5","5","1",2622643.03393541,6.27973284668592e-15
"48","NPQ.5.0","NPQ","6","5","1",0.18095529531681,2.26231342291602e-92
"49","qP.5.0","qP","7","5","1",0.325196970476539,9.57825308405102e-78
"50","ABQ.5.0","ABQ","8","5","1",0.108481392894959,6.11946970559182e-30
"51","qm.5.0","qm","9","5","1",0.792035178791079,4.78912654202552e-78
"52","nTau1.5.0","nTau1","10","5","1",1.51743276336663,5.52731280176374e-09
"53","nTau2.5.0","nTau2","11","5","1",2.41146132249715,6.27973284668592e-15
"54","nCon.5.0","nCon","12","5","1",0.472911773444154,0.0536754053040553
"55","Fm.5.0","Fm","13","5","1",2423.60372014844,2.26231342291602e-92
"56","Fo.5.0","Fo","14","5","1",2217.15586834537,9.57825308405102e-78
"57","Quant.6.0","Quant","1","6","1",0.106163527796507,3.91446592319656e-74
"58","Sigma.6.0","Sigma","2","6","1",4.23885631267453,4.33809690517497e-31
