"","uni","metric","metrix","stage","col","barefoot2025.bpv4.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.399614184529848,6.29592310072126e-58
"2","Sigma.1.0","Sigma","2","1","1",5.71422209390279,5.17262055592382e-51
"3","Connect.1.0","Connect","3","1","1",0.289199193623001,3.5968648904292e-18
"4","Tau1.1.0","Tau1","4","1","1",470.154032761281,9.72282701001193e-24
"5","Tau2.1.0","Tau2","5","1","1",771128.389309676,2.87228183263e-17
"6","NPQ.1.0","NPQ","6","1","1",0.848968163438059,4.55441665826907e-86
"7","qP.1.0","qP","7","1","1",0.964767580734681,1.25918462014425e-57
"8","ABQ.1.0","ABQ","8","1","1",0,5.17262055592382e-51
"9","qm.1.0","qm","9","1","1",0,6.29592310072126e-58
"10","nTau1.1.0","nTau1","10","1","1",1,9.72282701001193e-24
"11","nTau2.1.0","nTau2","11","1","1",1,2.87228183263e-17
"12","nCon.1.0","nCon","12","1","1",1,3.5968648904292e-18
"13","Fm.1.0","Fm","13","1","1",1920.1244725633,4.55441665826907e-86
"14","Fo.1.0","Fo","14","1","1",1152.81549726412,1.25918462014425e-57
"15","Quant.3.0","Quant","1","3","1",0.0770517684957509,1.21258998487002e-74
"16","Sigma.3.0","Sigma","2","3","1",4.34218572640534,3.76727881562805e-23
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",462.835864176827,1.31526846428491e-06
"19","Tau2.3.0","Tau2","5","3","1",2650403.85242754,2.63298860488062e-16
"20","NPQ.3.0","NPQ","6","3","1",0.135566568411394,1.39050765743203e-87
"21","qP.3.0","qP","7","3","1",0.267499554149915,2.4251799697399e-74
"22","ABQ.3.0","ABQ","8","3","1",0.240109037582114,3.76727881562805e-23
"23","qm.3.0","qm","9","3","1",0.807184600850934,1.21258998487002e-74
"24","nTau1.3.0","nTau1","10","3","1",0.984434529804045,1.31526846428491e-06
"25","nTau2.3.0","nTau2","11","3","1",3.43704613806297,2.63298860488062e-16
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3126.41206457362,1.39050765743203e-87
"28","Fo.3.0","Fo","14","3","1",2885.51648595177,2.4251799697399e-74
"29","Quant.4.0","Quant","1","4","1",0.0931702008040224,9.38733696426193e-75
"30","Sigma.4.0","Sigma","2","4","1",4.17350615387654,3.64899361016316e-28
"31","Connect.4.0","Connect","3","4","1",0.1091578915273,0.164379790253147
"32","Tau1.4.0","Tau1","4","4","1",865.254343082017,6.36037381391471e-08
"33","Tau2.4.0","Tau2","5","4","1",1924796.53847496,1.32257070972869e-17
"34","NPQ.4.0","NPQ","6","4","1",0.196856074167999,1.91914678095609e-89
"35","qP.4.0","qP","7","4","1",0.346202628086677,1.87746739285238e-74
"36","ABQ.4.0","ABQ","8","4","1",0.269628291429245,3.64899361016316e-28
"37","qm.4.0","qm","9","4","1",0.766849615426843,9.38733696426193e-75
"38","nTau1.4.0","nTau1","10","4","1",1.8403635463898,6.36037381391471e-08
"39","nTau2.4.0","nTau2","11","4","1",2.49607791018829,1.32257070972869e-17
"40","nCon.4.0","nCon","12","4","1",0.377448810142942,0.164379790253147
"41","Fm.4.0","Fm","13","4","1",2966.31240483599,1.91914678095609e-89
"42","Fo.4.0","Fo","14","4","1",2689.94048242996,1.87746739285238e-74
"43","Quant.5.0","Quant","1","5","1",0.129217280941426,3.55076895872239e-73
"44","Sigma.5.0","Sigma","2","5","1",4.44920453377296,7.71518852410465e-35
"45","Connect.5.0","Connect","3","5","1",0.138489194134824,0.00861762484814468
"46","Tau1.5.0","Tau1","4","5","1",688.818065992163,4.77098638092852e-11
"47","Tau2.5.0","Tau2","5","5","1",1551418.35822521,7.86745498253683e-18
"48","NPQ.5.0","NPQ","6","5","1",0.302815376268685,6.2794377203385e-91
"49","qP.5.0","qP","7","5","1",0.473771186495658,7.10153791744477e-73
"50","ABQ.5.0","ABQ","8","5","1",0.221380537777773,7.71518852410465e-35
"51","qm.5.0","qm","9","5","1",0.676644909155434,3.55076895872239e-73
"52","nTau1.5.0","nTau1","10","5","1",1.46509020021936,4.77098638092852e-11
"53","nTau2.5.0","nTau2","11","5","1",2.01188074480575,7.86745498253683e-18
"54","nCon.5.0","nCon","12","5","1",0.478871301125957,0.00861762484814468
"55","Fm.5.0","Fm","13","5","1",2725.05919432414,6.2794377203385e-91
"56","Fo.5.0","Fo","14","5","1",2372.93445482914,7.10153791744477e-73
"57","Quant.6.0","Quant","1","6","1",0.139479243105274,1.49631785097356e-71
"58","Sigma.6.0","Sigma","2","6","1",4.18033290590408,6.91200317009363e-35
"59","Connect.6.0","Connect","3","6","1",0.167391260068642,0.00158020868945914
"60","Tau1.6.0","Tau1","4","6","1",894.661885964693,1.56548359767085e-11
"61","Tau2.6.0","Tau2","5","6","1",1682174.81950943,1.02331343698283e-14
"62","NPQ.6.0","NPQ","6","6","1",0.37775418596598,1.9981422997343e-88
"63","qP.6.0","qP","7","6","1",0.536351859375715,2.99263570194711e-71
"64","ABQ.6.0","ABQ","8","6","1",0.268433596523209,6.91200317009363e-35
"65","qm.6.0","qm","9","6","1",0.650965234706637,1.49631785097356e-71
"66","nTau1.6.0","nTau1","10","6","1",1.90291228751186,1.56548359767085e-11
"67","nTau2.6.0","nTau2","11","6","1",2.18144584329899,1.02331343698283e-14
"68","nCon.6.0","nCon","12","6","1",0.578809567107068,0.00158020868945914
"69","Fm.6.0","Fm","13","6","1",2576.83776668671,1.9981422997343e-88
"70","Fo.6.0","Fo","14","6","1",2217.42238538416,2.99263570194711e-71
"71","Quant.7.0","Quant","1","7","1",0.141441157552209,5.65409778104625e-73
"72","Sigma.7.0","Sigma","2","7","1",4.47898453543389,6.91119114159911e-37
"73","Connect.7.0","Connect","3","7","1",0.176321353356071,0.000205296267145394
"74","Tau1.7.0","Tau1","4","7","1",718.158508428951,1.66691803607166e-12
"75","Tau2.7.0","Tau2","5","7","1",1588362.72211582,6.41342285603219e-17
"76","NPQ.7.0","NPQ","6","7","1",0.440504219508727,3.98568407619352e-91
"77","qP.7.0","qP","7","7","1",0.577168514670473,1.13081955620925e-72
"78","ABQ.7.0","ABQ","8","7","1",0.216168979463876,6.91119114159911e-37
"79","qm.7.0","qm","9","7","1",0.646055713165897,5.65409778104625e-73
"80","nTau1.7.0","nTau1","10","7","1",1.52749622120883,1.66691803607166e-12
"81","nTau2.7.0","nTau2","11","7","1",2.05979022966298,6.41342285603219e-17
"82","nCon.7.0","nCon","12","7","1",0.609688260700762,0.000205296267145394
"83","Fm.7.0","Fm","13","7","1",2464.58772666326,3.98568407619352e-91
"84","Fo.7.0","Fo","14","7","1",2115.99358571504,1.13081955620925e-72
"85","Quant.8.0","Quant","1","8","1",0.151728524268808,1.0770785246789e-72
"86","Sigma.8.0","Sigma","2","8","1",4.35589449974566,7.37648116142216e-38
"87","Connect.8.0","Connect","3","8","1",0.190702131416389,3.10711514499035e-05
"88","Tau1.8.0","Tau1","4","8","1",647.930829430118,2.77774310311646e-12
"89","Tau2.8.0","Tau2","5","8","1",1545612.13103172,1.00655443493191e-15
"90","NPQ.8.0","NPQ","6","8","1",0.490318958764534,2.27269739119289e-90
"91","qP.8.0","qP","7","8","1",0.615492641980251,2.15415704935779e-72
"92","ABQ.8.0","ABQ","8","8","1",0.23770997553744,7.37648116142216e-38
"93","qm.8.0","qm","9","8","1",0.620312466016894,1.0770785246789e-72
"94","nTau1.8.0","nTau1","10","8","1",1.37812458105427,2.77774310311646e-12
"95","nTau2.8.0","nTau2","11","8","1",2.00435122407485,1.00655443493191e-15
"96","nCon.8.0","nCon","12","8","1",0.659414464567931,3.10711514499035e-05
"97","Fm.8.0","Fm","13","8","1",2382.20751251194,2.27269739119289e-90
"98","Fo.8.0","Fo","14","8","1",2020.75868213644,2.15415704935779e-72
"99","Quant.9.0","Quant","1","9","1",0.156863095153694,4.99849476184157e-72
"100","Sigma.9.0","Sigma","2","9","1",4.3796955363718,2.8697408782304e-38
"101","Connect.9.0","Connect","3","9","1",0.158131225829202,0.000327423160130548
"102","Tau1.9.0","Tau1","4","9","1",765.637852903172,7.48818364175125e-13
"103","Tau2.9.0","Tau2","5","9","1",1662127.06940307,1.26640518522854e-13
"104","NPQ.9.0","NPQ","6","9","1",0.543714966030872,1.94136811391198e-90
"105","qP.9.0","qP","7","9","1",0.648372165628145,9.99698952368314e-72
"106","ABQ.9.0","ABQ","8","9","1",0.233544747754022,2.8697408782304e-38
"107","qm.9.0","qm","9","9","1",0.607463645620472,4.99849476184157e-72
"108","nTau1.9.0","nTau1","10","9","1",1.62848300674243,7.48818364175125e-13
"109","nTau2.9.0","nTau2","11","9","1",2.15544790263918,1.26640518522854e-13
"110","nCon.9.0","nCon","12","9","1",0.546789995671084,0.000327423160130548
"111","Fm.9.0","Fm","13","9","1",2299.80864196457,1.94136811391198e-90
"112","Fo.9.0","Fo","14","9","1",1939.05354012479,9.99698952368314e-72
"113","Quant.10.0","Quant","1","10","1",0.28290859454099,2.85145889047727e-67
"114","Sigma.10.0","Sigma","2","10","1",4.66192174058336,7.16382876977135e-49
"115","Connect.10.0","Connect","3","10","1",0.213655119992231,4.58342582863845e-13
"116","Tau1.10.0","Tau1","4","10","1",780.526171557803,6.12448774581522e-17
"117","Tau2.10.0","Tau2","5","10","1",938107.693930631,5.99714420886333e-13
"118","NPQ.10.0","NPQ","6","10","1",0.85282748838439,1.15046849701613e-90
"119","qP.10.0","qP","7","10","1",0.875744427362977,5.70291778095453e-67
"120","ABQ.10.0","ABQ","8","10","1",0.184154612128615,7.16382876977135e-49
"121","qm.10.0","qm","9","10","1",0.292045664310349,2.85145889047727e-67
"122","nTau1.10.0","nTau1","10","10","1",1.66014990230683,6.12448774581522e-17
"123","nTau2.10.0","nTau2","11","10","1",1.21653891483679,5.99714420886333e-13
"124","nCon.10.0","nCon","12","10","1",0.738781866282624,4.58342582863845e-13
"125","Fm.10.0","Fm","13","10","1",1916.12497216541,1.15046849701613e-90
"126","Fo.10.0","Fo","14","10","1",1374.0367493252,5.70291778095453e-67
"127","Quant.11.0","Quant","1","11","1",0.298382580742085,4.32533373593161e-68
"128","Sigma.11.0","Sigma","2","11","1",4.74605723438237,3.03109941943883e-51
"129","Connect.11.0","Connect","3","11","1",0.224975748925592,1.34643439048216e-15
"130","Tau1.11.0","Tau1","4","11","1",852.178166916055,4.17703944409492e-17
"131","Tau2.11.0","Tau2","5","11","1",924324.330684191,5.23386008259461e-12
"132","NPQ.11.0","NPQ","6","11","1",0.792507782121133,5.01816189796696e-92
"133","qP.11.0","qP","7","11","1",0.869470795691429,8.65066747186322e-68
"134","ABQ.11.0","ABQ","8","11","1",0.169430736784536,3.03109941943883e-51
"135","qm.11.0","qm","9","11","1",0.253323349637509,4.32533373593161e-68
"136","nTau1.11.0","nTau1","10","11","1",1.81255100995538,4.17703944409492e-17
"137","nTau2.11.0","nTau2","11","11","1",1.19866463678203,5.23386008259461e-12
"138","nCon.11.0","nCon","12","11","1",0.777926612129043,1.34643439048216e-15
"139","Fm.11.0","Fm","13","11","1",1980.60452234507,5.01816189796696e-92
"140","Fo.11.0","Fo","14","11","1",1389.6266335383,8.65066747186322e-68
"141","Quant.12.0","Quant","1","12","1",0.303254791368041,5.41736223790993e-68
"142","Sigma.12.0","Sigma","2","12","1",4.76935727335868,8.03346809132692e-52
"143","Connect.12.0","Connect","3","12","1",0.241450027855325,5.22226310540452e-17
"144","Tau1.12.0","Tau1","4","12","1",878.818774690254,9.22391056497568e-17
"145","Tau2.12.0","Tau2","5","12","1",870452.244580165,5.54587114701583e-12
"146","NPQ.12.0","NPQ","6","12","1",0.757883030012747,7.15573617712393e-92
"147","qP.12.0","qP","7","12","1",0.862415918936846,1.08347244758199e-67
"148","ABQ.12.0","ABQ","8","12","1",0.16535318456598,8.03346809132692e-52
"149","qm.12.0","qm","9","12","1",0.241131063140752,5.41736223790993e-68
"150","nTau1.12.0","nTau1","10","12","1",1.86921458384357,9.22391056497568e-17
"151","nTau2.12.0","nTau2","11","12","1",1.128803266288,5.54587114701583e-12
"152","nCon.12.0","nCon","12","12","1",0.834891774179974,5.22226310540452e-17
"153","Fm.12.0","Fm","13","12","1",2019.61618548766,7.15573617712393e-92
"154","Fo.12.0","Fo","14","12","1",1407.15790051408,1.08347244758199e-67
"155","Quant.13.0","Quant","1","13","1",0.309665054937145,4.76104899012531e-66
"156","Sigma.13.0","Sigma","2","13","1",4.76137535165799,2.9537550477953e-50
"157","Connect.13.0","Connect","3","13","1",0.225306508899418,1.18725529829992e-14
"158","Tau1.13.0","Tau1","4","13","1",870.715633522924,3.77525251692196e-16
"159","Tau2.13.0","Tau2","5","13","1",820183.80671699,4.29036359197044e-12
"160","NPQ.13.0","NPQ","6","13","1",0.732401391697128,3.42581306617842e-90
"161","qP.13.0","qP","7","13","1",0.859373252355492,9.52209798025061e-66
"162","ABQ.13.0","ABQ","8","13","1",0.166750036415545,2.9537550477953e-50
"163","qm.13.0","qm","9","13","1",0.225089931926538,4.76104899012531e-66
"164","nTau1.13.0","nTau1","10","13","1",1.85197950639514,3.77525251692196e-16
"165","nTau2.13.0","nTau2","11","13","1",1.06361511012612,4.29036359197044e-12
"166","nCon.13.0","nCon","12","13","1",0.779070322004862,1.18725529829992e-14
"167","Fm.13.0","Fm","13","13","1",2049.32242413514,3.42581306617842e-90
"168","Fo.13.0","Fo","14","13","1",1414.71888308141,9.52209798025061e-66
"169","Quant.14.0","Quant","1","14","1",0.313511524064248,1.80871101124811e-64
"170","Sigma.14.0","Sigma","2","14","1",4.71576112786449,7.96445543877158e-49
"171","Connect.14.0","Connect","3","14","1",0.211085373050545,1.06540348571016e-12
"172","Tau1.14.0","Tau1","4","14","1",851.820592914458,3.14003988197535e-16
"173","Tau2.14.0","Tau2","5","14","1",782584.057123997,1.37254017882774e-12
"174","NPQ.14.0","NPQ","6","14","1",0.718394645697014,9.19215577312155e-89
"175","qP.14.0","qP","7","14","1",0.857930766023174,3.61742202249623e-64
"176","ABQ.14.0","ABQ","8","14","1",0.174732614453974,7.96445543877158e-49
"177","qm.14.0","qm","9","14","1",0.215464474983291,1.80871101124811e-64
"178","nTau1.14.0","nTau1","10","14","1",1.81179046346066,3.14003988197535e-16
"179","nTau2.14.0","nTau2","11","14","1",1.01485572049108,1.37254017882774e-12
"180","nCon.14.0","nCon","12","14","1",0.729896132856148,1.06540348571016e-12
"181","Fm.14.0","Fm","13","14","1",2066.02658388044,9.19215577312155e-89
"182","Fo.14.0","Fo","14","14","1",1418.30344081083,3.61742202249623e-64
"183","Quant.15.0","Quant","1","15","1",0.315277596084569,1.68708534673743e-66
"184","Sigma.15.0","Sigma","2","15","1",4.66771311167813,3.21087739441229e-51
"185","Connect.15.0","Connect","3","15","1",0.244366161653455,6.63619603851837e-17
"186","Tau1.15.0","Tau1","4","15","1",850.730815827852,3.89112762098301e-16
"187","Tau2.15.0","Tau2","5","15","1",807679.370703513,8.01339413860327e-12
"188","NPQ.15.0","NPQ","6","15","1",0.69959329047202,1.4125162292518e-90
"189","qP.15.0","qP","7","15","1",0.853101548246533,3.37417069347486e-66
"190","ABQ.15.0","ABQ","8","15","1",0.183141110903146,3.21087739441229e-51
"191","qm.15.0","qm","9","15","1",0.211045032209008,1.68708534673743e-66
"192","nTau1.15.0","nTau1","10","15","1",1.80947254845692,3.89112762098301e-16
"193","nTau2.15.0","nTau2","11","15","1",1.0473993460759,8.01339413860327e-12
"194","nCon.15.0","nCon","12","15","1",0.844975252496762,6.63619603851837e-17
"195","Fm.15.0","Fm","13","15","1",2088.88152213277,1.4125162292518e-90
"196","Fo.15.0","Fo","14","15","1",1430.30397732928,3.37417069347486e-66
"197","Quant.16.0","Quant","1","16","1",0.117888201985406,2.03030380864894e-72
"198","Sigma.16.0","Sigma","2","16","1",4.63521773986958,1.10218190978955e-31
"199","Connect.16.0","Connect","3","16","1",0.055249242974807,0.386571974434673
"200","Tau1.16.0","Tau1","4","16","1",648.011191977986,3.27007395608903e-10
"201","Tau2.16.0","Tau2","5","16","1",2244569.80128803,6.87324845267277e-12
"202","NPQ.16.0","NPQ","6","16","1",0.286154196426925,9.46335610399435e-91
"203","qP.16.0","qP","7","16","1",0.448816531652551,4.06060761729788e-72
"204","ABQ.16.0","ABQ","8","16","1",0.188827864283492,1.10218190978955e-31
"205","qm.16.0","qm","9","16","1",0.70499495125754,2.03030380864894e-72
"206","nTau1.16.0","nTau1","10","16","1",1.37829550918052,3.27007395608903e-10
"207","nTau2.16.0","nTau2","11","16","1",2.91076016964879,6.87324845267277e-12
"208","nCon.16.0","nCon","12","16","1",0.19104217505817,0.386571974434673
"209","Fm.16.0","Fm","13","16","1",2760.36032807794,9.46335610399435e-91
"210","Fo.16.0","Fo","14","16","1",2434.94641216898,4.06060761729788e-72
"211","Quant.17.0","Quant","1","17","1",0.115940809032664,1.29031544960409e-73
"212","Sigma.17.0","Sigma","2","17","1",4.67121332549732,7.77405452573345e-33
"213","Connect.17.0","Connect","3","17","1",0.0612193609662068,0.302520075337011
"214","Tau1.17.0","Tau1","4","17","1",504.844016188507,5.58976552465727e-11
"215","Tau2.17.0","Tau2","5","17","1",2140755.22040694,9.19733683370734e-15
"216","NPQ.17.0","NPQ","6","17","1",0.329897727145064,3.55421531967204e-92
"217","qP.17.0","qP","7","17","1",0.47895455101534,2.58063089920819e-73
"218","ABQ.17.0","ABQ","8","17","1",0.182528566664986,7.77405452573345e-33
"219","qm.17.0","qm","9","17","1",0.709868134012636,1.29031544960409e-73
"220","nTau1.17.0","nTau1","10","17","1",1.07378429410354,5.58976552465727e-11
"221","nTau2.17.0","nTau2","11","17","1",2.77613332628484,9.19733683370734e-15
"222","nCon.17.0","nCon","12","17","1",0.211685794138182,0.302520075337011
"223","Fm.17.0","Fm","13","17","1",2669.56544638157,3.55421531967204e-92
"224","Fo.17.0","Fo","14","17","1",2360.05386876244,2.58063089920819e-73
"225","Quant.18.0","Quant","1","18","1",0.110177369343445,1.53605251920503e-75
"226","Sigma.18.0","Sigma","2","18","1",4.50961065834946,6.8471207500179e-34
"227","Connect.18.0","Connect","3","18","1",0.13966796315314,0.0119553765747045
"228","Tau1.18.0","Tau1","4","18","1",658.623521229015,6.51716086892067e-10
"229","Tau2.18.0","Tau2","5","18","1",2314722.2788181,2.02564481867419e-12
"230","NPQ.18.0","NPQ","6","18","1",0.357618970388319,5.53732341911304e-93
"231","qP.18.0","qP","7","18","1",0.492281896931301,3.07210503841006e-75
"232","ABQ.18.0","ABQ","8","18","1",0.21080934828184,6.8471207500179e-34
"233","qm.18.0","qm","9","18","1",0.724290644304656,1.53605251920503e-75
"234","nTau1.18.0","nTau1","10","18","1",1.40086753560493,6.51716086892067e-10
"235","nTau2.18.0","nTau2","11","18","1",3.00173396662295,2.02564481867419e-12
"236","nCon.18.0","nCon","12","18","1",0.482947277284635,0.0119553765747045
"237","Fm.18.0","Fm","13","18","1",2615.05554728096,5.53732341911304e-93
"238","Fo.18.0","Fo","14","18","1",2326.93560639456,3.07210503841006e-75
"239","Quant.19.0","Quant","1","19","1",0.109297545900462,1.26905875050237e-74
"240","Sigma.19.0","Sigma","2","19","1",4.28358712952704,9.45780737200197e-32
"241","Connect.19.0","Connect","3","19","1",0.110236320692344,0.0828961711736966
"242","Tau1.19.0","Tau1","4","19","1",682.070954738574,3.27357528594431e-10
"243","Tau2.19.0","Tau2","5","19","1",2159020.94426742,2.25494628842127e-13
"244","NPQ.19.0","NPQ","6","19","1",0.404569455899474,1.35473183921245e-90
"245","qP.19.0","qP","7","19","1",0.522687909268227,2.53811750100473e-74
"246","ABQ.19.0","ABQ","8","19","1",0.250363906209084,9.45780737200197e-32
"247","qm.19.0","qm","9","19","1",0.72649232651976,1.26905875050237e-74
"248","nTau1.19.0","nTau1","10","19","1",1.45073934755526,3.27357528594431e-10
"249","nTau2.19.0","nTau2","11","19","1",2.79982033368036,2.25494628842127e-13
"250","nCon.19.0","nCon","12","19","1",0.381177828718456,0.0828961711736966
"251","Fm.19.0","Fm","13","19","1",2527.64219291263,1.35473183921245e-90
"252","Fo.19.0","Fo","14","19","1",2251.37710431282,2.53811750100473e-74
"253","Quant.20.0","Quant","1","20","1",0.112002231719837,2.00773010599846e-74
"254","Sigma.20.0","Sigma","2","20","1",4.40525423673249,9.86326984104434e-33
"255","Connect.20.0","Connect","3","20","1",0.118710405329582,0.0461377677634569
"256","Tau1.20.0","Tau1","4","20","1",614.276985408059,8.02690696104261e-12
"257","Tau2.20.0","Tau2","5","20","1",2357046.38659918,5.74828912814749e-13
"258","NPQ.20.0","NPQ","6","20","1",0.451574920580152,1.95872509891186e-91
"259","qP.20.0","qP","7","20","1",0.554688122027485,4.01546021199691e-74
"260","ABQ.20.0","ABQ","8","20","1",0.229071925392435,9.86326984104434e-33
"261","qm.20.0","qm","9","20","1",0.719724083739398,2.00773010599846e-74
"262","nTau1.20.0","nTau1","10","20","1",1.30654411661711,8.02690696104261e-12
"263","nTau2.20.0","nTau2","11","20","1",3.05661990827395,5.74828912814749e-13
"264","nCon.20.0","nCon","12","20","1",0.410479724519329,0.0461377677634569
"265","Fm.20.0","Fm","13","20","1",2445.79109853242,1.95872509891186e-91
"266","Fo.20.0","Fo","14","20","1",2171.85703717628,4.01546021199691e-74
"267","Quant.21.0","Quant","1","21","1",0.112336968925438,4.90616289221084e-75
"268","Sigma.21.0","Sigma","2","21","1",4.44363735800487,4.70965153802833e-34
"269","Connect.21.0","Connect","3","21","1",0.187792522869844,0.00067002331460061
"270","Tau1.21.0","Tau1","4","21","1",524.010076254964,1.14835610442904e-10
"271","Tau2.21.0","Tau2","5","21","1",2238754.53828453,1.21671151177285e-12
"272","NPQ.21.0","NPQ","6","21","1",0.506452177650072,3.79725656345513e-92
"273","qP.21.0","qP","7","21","1",0.586843477628548,9.81232578442169e-75
"274","ABQ.21.0","ABQ","8","21","1",0.222354804384251,4.70965153802833e-34
"275","qm.21.0","qm","9","21","1",0.718886432778646,4.90616289221084e-75
"276","nTau1.21.0","nTau1","10","21","1",1.11454978526373,1.14835610442904e-10
"277","nTau2.21.0","nTau2","11","21","1",2.90321893127122,1.21671151177285e-12
"278","nCon.21.0","nCon","12","21","1",0.649353549424655,0.00067002331460061
"279","Fm.21.0","Fm","13","21","1",2356.69546785475,3.79725656345513e-92
"280","Fo.21.0","Fo","14","21","1",2091.95144231563,9.81232578442169e-75
"281","Quant.22.0","Quant","1","22","1",0.11689667816044,2.58750328660641e-73
"282","Sigma.22.0","Sigma","2","22","1",4.34031516360309,7.44358322420817e-32
"283","Connect.22.0","Connect","3","22","1",0.085233844169907,0.177935806777728
"284","Tau1.22.0","Tau1","4","22","1",627.521491150418,3.64749994078931e-11
"285","Tau2.22.0","Tau2","5","22","1",2186002.25982299,5.52784661604031e-13
"286","NPQ.22.0","NPQ","6","22","1",0.575228634209358,6.00222362525709e-90
"287","qP.22.0","qP","7","22","1",0.627734616788895,5.17500657321283e-73
"288","ABQ.22.0","ABQ","8","22","1",0.240436389717104,7.44358322420817e-32
"289","qm.22.0","qm","9","22","1",0.707476154035996,2.58750328660641e-73
"290","nTau1.22.0","nTau1","10","22","1",1.33471468374927,3.64749994078931e-11
"291","nTau2.22.0","nTau2","11","22","1",2.83480972835137,5.52784661604031e-13
"292","nCon.22.0","nCon","12","22","1",0.294723657774155,0.177935806777728
"293","Fm.22.0","Fm","13","22","1",2253.7991898489,6.00222362525709e-90
"294","Fo.22.0","Fo","14","22","1",1990.33755131487,5.17500657321283e-73
"295","Quant.23.0","Quant","1","23","1",0.380907170325386,4.66748395279649e-61
"296","Sigma.23.0","Sigma","2","23","1",4.87752941720052,3.55603169970131e-51
"297","Connect.23.0","Connect","3","23","1",0.235617784176769,6.02477049657397e-16
"298","Tau1.23.0","Tau1","4","23","1",692.743027785876,6.56028279765872e-16
"299","Tau2.23.0","Tau2","5","23","1",641677.526386978,3.09946239508822e-12
"300","NPQ.23.0","NPQ","6","23","1",1.06327714035636,1.72703106049645e-87
"301","qP.23.0","qP","7","23","1",1,9.33496790559298e-61
"302","ABQ.23.0","ABQ","8","23","1",0.146422848631496,3.55603169970131e-51
"303","qm.23.0","qm","9","23","1",0.0468126881593816,4.66748395279649e-61
"304","nTau1.23.0","nTau1","10","23","1",1.47343844679434,6.56028279765872e-16
"305","nTau2.23.0","nTau2","11","23","1",0.832128002655194,3.09946239508822e-12
"306","nCon.23.0","nCon","12","23","1",0.814724900249614,6.02477049657397e-16
"307","Fm.23.0","Fm","13","23","1",1720.68451211293,1.72703106049645e-87
"308","Fo.23.0","Fo","14","23","1",1065.26344358128,9.33496790559298e-61
"309","Quant.24.0","Quant","1","24","1",0.381125979812228,7.45969127631883e-63
"310","Sigma.24.0","Sigma","2","24","1",5.16223674757656,2.0845662089897e-53
"311","Connect.24.0","Connect","3","24","1",0.263413920945584,2.22882696689995e-19
"312","Tau1.24.0","Tau1","4","24","1",551.745089420982,2.13925996931034e-18
"313","Tau2.24.0","Tau2","5","24","1",667848.059157801,2.72352218232441e-14
"314","NPQ.24.0","NPQ","6","24","1",1.07245417887079,1.38917841487297e-89
"315","qP.24.0","qP","7","24","1",1.00204907833265,1.49193825526377e-62
"316","ABQ.24.0","ABQ","8","24","1",0.0965985110930865,2.0845662089897e-53
"317","qm.24.0","qm","9","24","1",0.0462651363073403,7.45969127631883e-63
"318","nTau1.24.0","nTau1","10","24","1",1.17354111838732,2.13925996931034e-18
"319","nTau2.24.0","nTau2","11","24","1",0.866065973469953,2.72352218232441e-14
