"","uni","metric","metrix","stage","col","ASnormalized.t3_icra4.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.347618347797504,0.00000000000000000000000000000000000000000000000000000000000515671497402097
"2","Sigma.1.0","Sigma","2","1","1",4.42272626071756,0.00000000000000000000000000000000000000000000000080616163074924
"3","Connect.1.0","Connect","3","1","1",0.317353157137623,0.000000000000000000991610162580852
"4","Tau1.1.0","Tau1","4","1","1",596.359720031942,0.0000000000000000000000000000257536456125877
"5","Tau2.1.0","Tau2","5","1","1",1539911.10815181,0.0000000000000000000258793127422727
"6","NPQ.1.0","NPQ","6","1","1",0.730215836243585,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000210264710477129
"7","qP.1.0","qP","7","1","1",1.15256061102922,0.0000000000000000000000000000000000000000000000000000000000103134299480419
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000080616163074924
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000515671497402097
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000257536456125877
"11","nTau2.1.0","nTau2","11","1","1",1,0.0000000000000000000258793127422727
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000000000991610162580852
"13","Fm.1.0","Fm","13","1","1",1707.91816657925,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000210264710477129
"14","Fo.1.0","Fo","14","1","1",1114.21447533963,0.0000000000000000000000000000000000000000000000000000000000103134299480419
"15","Quant.3.0","Quant","1","3","1",0.0512780895499145,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000399795498944302
"16","Sigma.3.0","Sigma","2","3","1",2.70302530198775,0.00000000000000000000000000000018377911286531
"17","Connect.3.0","Connect","3","3","1",0.493254868314697,0.00000000000000329406913916217
"18","Tau1.3.0","Tau1","4","3","1",2695.41915259708,0.00000157096932284069
"19","Tau2.3.0","Tau2","5","3","1",4899438.83868386,0.00000000165554958296605
"20","NPQ.3.0","NPQ","6","3","1",0.110160010905831,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000259318075775352
"21","qP.3.0","qP","7","3","1",0.269049730926426,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000799590997886012
