"","uni","metric","metrix","stage","col","ASnormalized.t5_icra15.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.289359365373375,0.00000000000000000000000000000000000000000000000000000000000000142454313263334
"2","Sigma.1.0","Sigma","2","1","1",4.97005094168196,0.0000000000000000000000000000000000000000000000084331144481224
"3","Connect.1.0","Connect","3","1","1",0.276930223704873,0.00000000000000427347441226912
"4","Tau1.1.0","Tau1","4","1","1",759.083195776317,0.0000000000000000000000000000246410445989471
"5","Tau2.1.0","Tau2","5","1","1",1991984.52512301,0.000000000000000000582037997787505
"6","NPQ.1.0","NPQ","6","1","1",0.449607412825447,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000978678767339818
"7","qP.1.0","qP","7","1","1",0.977442681041312,0.00000000000000000000000000000000000000000000000000000000000000284908626526667
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000084331144481224
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000000142454313263334
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000246410445989471
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000582037997787505
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000427347441226912
"13","Fm.1.0","Fm","13","1","1",2093.75823007458,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000978678767339818
"14","Fo.1.0","Fo","14","1","1",1487.90967737491,0.00000000000000000000000000000000000000000000000000000000000000284908626526667
"15","Quant.3.0","Quant","1","3","1",0.0421834690945077,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000207650978323978
"16","Sigma.3.0","Sigma","2","3","1",3.0117788035581,0.00000000000000000000000000179813599413729
"17","Connect.3.0","Connect","3","3","1",0.635771720980079,0.0000000000000000149586970554589
"18","Tau1.3.0","Tau1","4","3","1",3018.97116074829,0.000000255264575968579
"19","Tau2.3.0","Tau2","5","3","1",7523527.13230025,0.00000136164476812593
"20","NPQ.3.0","NPQ","6","3","1",0.0063820464265699,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000695358294550407
"21","qP.3.0","qP","7","3","1",0.0925298607575168,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000415301956647261
"22","ABQ.3.0","ABQ","8","3","1",0.394014500274145,0.00000000000000000000000000179813599413729
"23","qm.3.0","qm","9","3","1",0.854217716298637,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000207650978323978
"24","nTau1.3.0","nTau1","10","3","1",3.97712816927897,0.000000255264575968579
"25","nTau2.3.0","nTau2","11","3","1",3.77690039124961,0.00000136164476812593
"26","nCon.3.0","nCon","12","3","1",2.29578307659776,0.0000000000000000149586970554589
"27","Fm.3.0","Fm","13","3","1",3015.87996502663,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000695358294550407
"28","Fo.3.0","Fo","14","3","1",2888.65968572918,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000415301956647261
"29","Quant.4.0","Quant","1","4","1",0.0394580133014834,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000744056221660196
"30","Sigma.4.0","Sigma","2","4","1",2.58460683667847,0.000000000000000000000000000000974663099906887
"31","Connect.4.0","Connect","3","4","1",0.557867605028352,0.00000000000000000850206151691297
"32","Tau1.4.0","Tau1","4","4","1",2073.96104880813,0.000000131516366946846
"33","Tau2.4.0","Tau2","5","4","1",9344986.80949945,0.00000557303167927956
"34","NPQ.4.0","NPQ","6","4","1",0.109550842546928,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000302164513457717
"35","qP.4.0","qP","7","4","1",0.257502623726249,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000148811244331737
"36","ABQ.4.0","ABQ","8","4","1",0.479963713248422,0.000000000000000000000000000000974663099906887
"37","qm.4.0","qm","9","4","1",0.863636646940497,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000744056221660196
"38","nTau1.4.0","nTau1","10","4","1",2.73219201840858,0.000000131516366946846
"39","nTau2.4.0","nTau2","11","4","1",4.6912948828869,0.00000557303167927956
"40","nCon.4.0","nCon","12","4","1",2.01446991796344,0.00000000000000000850206151691297
"41","Fm.4.0","Fm","13","4","1",2735.45594721318,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000302164513457717
"42","Fo.4.0","Fo","14","4","1",2627.52029006242,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000148811244331737
"43","Quant.5.0","Quant","1","5","1",0.0458190249124495,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000140291501965474
"44","Sigma.5.0","Sigma","2","5","1",3.58690153557938,0.0000000000000000000000000580045984797053
"45","Connect.5.0","Connect","3","5","1",0.410726386480609,0.000000196977745664828
"46","Tau1.5.0","Tau1","4","5","1",1506.93329893672,0.000000000208261901580181
"47","Tau2.5.0","Tau2","5","5","1",12954569.0810581,0.0000910319159030422
"48","NPQ.5.0","NPQ","6","5","1",0.24387269627834,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000704849485007675
"49","qP.5.0","qP","7","5","1",0.446557034607864,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000280583003930948
"50","ABQ.5.0","ABQ","8","5","1",0.278296826799626,0.0000000000000000000000000580045984797053
