"","uni","metric","metrix","stage","col","ASnormalized.icra8.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.301090876822043,0.000000000000000000000000000000000000000000000000000000000000359914567911025
"2","Sigma.1.0","Sigma","2","1","1",5.31054395867219,0.000000000000000000000000000000000000000000000108051231127709
"3","Connect.1.0","Connect","3","1","1",0.290387377921661,0.00000000000000447451643427085
"4","Tau1.1.0","Tau1","4","1","1",645.122303127464,0.000000000000000000000000000129411541808715
"5","Tau2.1.0","Tau2","5","1","1",1710312.58115372,0.0000000000000000000157283997267497
"6","NPQ.1.0","NPQ","6","1","1",0.598685740210349,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000123960308009803
"7","qP.1.0","qP","7","1","1",1.15960595495713,0.000000000000000000000000000000000000000000000000000000000000719829135822049
"8","ABQ.1.0","ABQ","8","1","1",0,0.000000000000000000000000000000000000000000000108051231127709
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000000000000359914567911025
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000000129411541808715
"11","nTau2.1.0","nTau2","11","1","1",1,0.0000000000000000000157283997267497
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000447451643427085
"13","Fm.1.0","Fm","13","1","1",1934.69126266578,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000123960308009803
"14","Fo.1.0","Fo","14","1","1",1352.17337400979,0.000000000000000000000000000000000000000000000000000000000000719829135822049
"15","Quant.3.0","Quant","1","3","1",0.0598936205477717,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000387015444654868
"16","Sigma.3.0","Sigma","2","3","1",3.1256684086136,0.00000000000000000000000000000000467338736475664
"17","Connect.3.0","Connect","3","3","1",0.402922913494225,0.000000000000986624385116673
"18","Tau1.3.0","Tau1","4","3","1",2426.33253088259,0.00000014845222528153
"19","Tau2.3.0","Tau2","5","3","1",4120372.42966948,0.000000000232873243430284
"20","NPQ.3.0","NPQ","6","3","1",0.103013325111397,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000192528931314441
"21","qP.3.0","qP","7","3","1",0.304297004751589,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000774030889309733
"22","ABQ.3.0","ABQ","8","3","1",0.411422175781195,0.00000000000000000000000000000000467338736475664
"23","qm.3.0","qm","9","3","1",0.801077929760153,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000387015444654868
"24","nTau1.3.0","nTau1","10","3","1",3.76104270325187,0.00000014845222528153
"25","nTau2.3.0","nTau2","11","3","1",2.40913414019911,0.000000000232873243430284
"26","nCon.3.0","nCon","12","3","1",1.38753590592675,0.000000000000986624385116673
"27","Fm.3.0","Fm","13","3","1",2804.10332578799,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000192528931314441
"28","Fo.3.0","Fo","14","3","1",2636.1554252165,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000774030889309733
"29","Quant.4.0","Quant","1","4","1",0.0616911180403548,0.00000000000000000000000000000000000000000000000000000000000000000000000000000676686122430595
"30","Sigma.4.0","Sigma","2","4","1",3.32718679529125,0.00000000000000000000000000000148496741751639
"31","Connect.4.0","Connect","3","4","1",0.422093073309084,0.0000000000124463676661415
"32","Tau1.4.0","Tau1","4","4","1",1466.60662493784,0.0000000000334930265817441
"33","Tau2.4.0","Tau2","5","4","1",4549363.82022213,0.0000000000937472640782054
"34","NPQ.4.0","NPQ","6","4","1",0.161319174166494,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030523152254061
"35","qP.4.0","qP","7","4","1",0.395650888691418,0.0000000000000000000000000000000000000000000000000000000000000000000000000000135337224486119
"36","ABQ.4.0","ABQ","8","4","1",0.37347533111784,0.00000000000000000000000000000148496741751639
"37","qm.4.0","qm","9","4","1",0.795107979718639,0.00000000000000000000000000000000000000000000000000000000000000000000000000000676686122430595
"38","nTau1.4.0","nTau1","10","4","1",2.27337764921153,0.0000000000334930265817441
"39","nTau2.4.0","nTau2","11","4","1",2.65996044837213,0.0000000000937472640782054
"40","nCon.4.0","nCon","12","4","1",1.45355172228923,0.0000000000124463676661415
"41","Fm.4.0","Fm","13","4","1",2663.31892397559,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030523152254061
"42","Fo.4.0","Fo","14","4","1",2499.0158018575,0.0000000000000000000000000000000000000000000000000000000000000000000000000000135337224486119
"43","Quant.5.0","Quant","1","5","1",0.0641248374029912,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000529837159620727
"44","Sigma.5.0","Sigma","2","5","1",4.06085314261878,0.000000000000000000000000000000000755118037906137
"45","Connect.5.0","Connect","3","5","1",0.263490650999995,0.000000419052214587021
"46","Tau1.5.0","Tau1","4","5","1",1507.32879735077,0.000000000000115417808955955
"47","Tau2.5.0","Tau2","5","5","1",6844165.98878565,0.00000513963970878467
"48","NPQ.5.0","NPQ","6","5","1",0.205094443539593,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000118878222685634
"49","qP.5.0","qP","7","5","1",0.460281915052077,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000105967431924145
"50","ABQ.5.0","ABQ","8","5","1",0.235322563145843,0.000000000000000000000000000000000755118037906137
"51","qm.5.0","qm","9","5","1",0.787024973722829,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000529837159620727
"52","nTau1.5.0","nTau1","10","5","1",2.33650083099506,0.000000000000115417808955955
"53","nTau2.5.0","nTau2","11","5","1",4.00170475514412,0.00000513963970878467
"54","nCon.5.0","nCon","12","5","1",0.907376391101537,0.000000419052214587021
"55","Fm.5.0","Fm","13","5","1",2566.57339174904,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000118878222685634
"56","Fo.5.0","Fo","14","5","1",2401.99229032029,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000105967431924145
"57","Quant.6.0","Quant","1","6","1",0.0673285713575587,0.00000000000000000000000000000000000000000000000000000000000000000000000000000873882081565424
"58","Sigma.6.0","Sigma","2","6","1",4.24681124697377,0.00000000000000000000000000000017339246706778
"59","Connect.6.0","Connect","3","6","1",0.189040471867173,0.00104302028590492
"60","Tau1.6.0","Tau1","4","6","1",1245.24221505099,0.00000000000000388120643285711
"61","Tau2.6.0","Tau2","5","6","1",8811881.65157654,0.0000374597620494124
"62","NPQ.6.0","NPQ","6","6","1",0.253310104483358,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000216585257889601
"63","qP.6.0","qP","7","6","1",0.527103864946817,0.0000000000000000000000000000000000000000000000000000000000000000000000000000174776416313085
