"","uni","metric","metrix","stage","col","ASnormalized.t10_icra3.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.355155076818598,0.00000000000000000000000000000000000000000000000000000000999291408285755
"2","Sigma.1.0","Sigma","2","1","1",4.59857910034033,0.000000000000000000000000000000000000000000000254095174506355
"3","Connect.1.0","Connect","3","1","1",0.301213061035058,0.0000000000000010713013441647
"4","Tau1.1.0","Tau1","4","1","1",652.124766871559,0.00000000000000000000000128993099654343
"5","Tau2.1.0","Tau2","5","1","1",1036771.58380881,0.0000000000000000000884798806526341
"6","NPQ.1.0","NPQ","6","1","1",0.750851156932645,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000402791987272854
"7","qP.1.0","qP","7","1","1",1.34667696720464,0.0000000000000000000000000000000000000000000000000000000199858281657151
"8","ABQ.1.0","ABQ","8","1","1",0,0.000000000000000000000000000000000000000000000254095174506355
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000999291408285755
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000128993099654343
"11","nTau2.1.0","nTau2","11","1","1",1,0.0000000000000000000884798806526341
"12","nCon.1.0","nCon","12","1","1",1,0.0000000000000010713013441647
"13","Fm.1.0","Fm","13","1","1",1792.24560676825,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000402791987272854
"14","Fo.1.0","Fo","14","1","1",1155.72048061868,0.0000000000000000000000000000000000000000000000000000000199858281657151
"15","Quant.3.0","Quant","1","3","1",0.0584288545934012,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000354354627181405
"16","Sigma.3.0","Sigma","2","3","1",3.27486295784163,0.000000000000000000000000000000000104639766076689
"17","Connect.3.0","Connect","3","3","1",0.435492939477957,0.00000000000000597226760453424
"18","Tau1.3.0","Tau1","4","3","1",2961.27878375952,0.000000363690144606654
"19","Tau2.3.0","Tau2","5","3","1",4377712.56553976,0.00000000000994230136518324
"20","NPQ.3.0","NPQ","6","3","1",0.131941577821592,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000395652537916525
"21","qP.3.0","qP","7","3","1",0.358534183692454,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000708709254362805
"22","ABQ.3.0","ABQ","8","3","1",0.287853294162263,0.000000000000000000000000000000000104639766076689
"23","qm.3.0","qm","9","3","1",0.835483543930178,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000354354627181405
"24","nTau1.3.0","nTau1","10","3","1",4.54096966438751,0.000000363690144606654
"25","nTau2.3.0","nTau2","11","3","1",4.22244651947083,0.00000000000994230136518324
"26","nCon.3.0","nCon","12","3","1",1.44579699824926,0.00000000000000597226760453424
"27","Fm.3.0","Fm","13","3","1",2772.18838463077,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000395652537916525
"28","Fo.3.0","Fo","14","3","1",2610.21259259967,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000708709254362805
"29","Quant.4.0","Quant","1","4","1",0.0540227099822176,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000213838076149406
"30","Sigma.4.0","Sigma","2","4","1",2.96277817763635,0.00000000000000000000000000000632679236390262
"31","Connect.4.0","Connect","3","4","1",0.51128009658757,0.0000000000000228391443159844
"32","Tau1.4.0","Tau1","4","4","1",1718.96877821481,0.0000000808181819623202
"33","Tau2.4.0","Tau2","5","4","1",4171896.5801857,0.00000000000566740163332285
"34","NPQ.4.0","NPQ","6","4","1",0.163961116532732,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000184878451492852
"35","qP.4.0","qP","7","4","1",0.399246285722124,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000427676152298794
"36","ABQ.4.0","ABQ","8","4","1",0.355718774649959,0.00000000000000000000000000000632679236390262
"37","qm.4.0","qm","9","4","1",0.847889799390899,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000213838076149406
"38","nTau1.4.0","nTau1","10","4","1",2.6359507651599,0.0000000808181819623202
"39","nTau2.4.0","nTau2","11","4","1",4.02393029027602,0.00000000000566740163332285
"40","nCon.4.0","nCon","12","4","1",1.69740347523663,0.0000000000000228391443159844
"41","Fm.4.0","Fm","13","4","1",2695.92793912665,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000184878451492852
"42","Fo.4.0","Fo","14","4","1",2550.28660593826,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000427676152298794
"43","Quant.5.0","Quant","1","5","1",0.0460750361419459,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000234589331688912
"44","Sigma.5.0","Sigma","2","5","1",4.13585447795758,0.0000000000000000000000000339461183122348
"45","Connect.5.0","Connect","3","5","1",0.265382031331283,0.000837845363665192
"46","Tau1.5.0","Tau1","4","5","1",2310.60677310112,0.00000000000163573141965182
"47","Tau2.5.0","Tau2","5","5","1",9471612.23753646,0.0000000238881856695682
"48","NPQ.5.0","NPQ","6","5","1",0.17676664945968,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000339734545605919
"49","qP.5.0","qP","7","5","1",0.403702248393453,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000469178663377824
"50","ABQ.5.0","ABQ","8","5","1",0.100623390896657,0.0000000000000000000000000339461183122348
"51","qm.5.0","qm","9","5","1",0.870267837490383,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000234589331688912
"52","nTau1.5.0","nTau1","10","5","1",3.54319739179023,0.00000000000163573141965182
"53","nTau2.5.0","nTau2","11","5","1",9.13567885680317,0.0000000238881856695682
"54","nCon.5.0","nCon","12","5","1",0.881044236326774,0.000837845363665192
"55","Fm.5.0","Fm","13","5","1",2666.59094694641,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000339734545605919
"56","Fo.5.0","Fo","14","5","1",2543.72767269007,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000469178663377824
"57","Quant.6.0","Quant","1","6","1",0.0455368922773215,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000126439134793608
"58","Sigma.6.0","Sigma","2","6","1",3.86206621230342,0.00000000000000000000000000620981186655099
"59","Connect.6.0","Connect","3","6","1",0.149284380271512,0.0510365588841796
"60","Tau1.6.0","Tau1","4","6","1",1229.39634148442,0.00000000202748922177894
"61","Tau2.6.0","Tau2","5","6","1",7891978.47581233,0.0000404480412320978
"62","NPQ.6.0","NPQ","6","6","1",0.214601185303996,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000735068004246496
"63","qP.6.0","qP","7","6","1",0.456588859597616,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000252878269587216
"64","ABQ.6.0","ABQ","8","6","1",0.160160969718319,0.00000000000000000000000000620981186655099
"65","qm.6.0","qm","9","6","1",0.871783073790663,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000126439134793608
"66","nTau1.6.0","nTau1","10","6","1",1.88521645540655,0.00000000202748922177894
"67","nTau2.6.0","nTau2","11","6","1",7.61207058436094,0.0000404480412320978
"68","nCon.6.0","nCon","12","6","1",0.49561058128929,0.0510365588841796
"69","Fm.6.0","Fm","13","6","1",2583.52727799476,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000735068004246496
"70","Fo.6.0","Fo","14","6","1",2465.88147464119,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000252878269587216
"71","Quant.7.0","Quant","1","7","1",0.0554491706079399,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000239241097457265
"72","Sigma.7.0","Sigma","2","7","1",3.66771341527083,0.00000000000000000000000000000131525572731842
"73","Connect.7.0","Connect","3","7","1",0.348048974612306,0.0000000128736477850533
"74","Tau1.7.0","Tau1","4","7","1",1397.8956512532,0.0000000000000994285011340366
"75","Tau2.7.0","Tau2","5","7","1",12740001.2168867,0.00114041429589542
"76","NPQ.7.0","NPQ","6","7","1",0.253843223444079,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000540829020910755
"77","qP.7.0","qP","7","7","1",0.52587326004144,0.000000000000000000000000000000000000000000000000000000000000000000000000000000047848219491453
"78","ABQ.7.0","ABQ","8","7","1",0.202424632643723,0.00000000000000000000000000000131525572731842
"79","qm.7.0","qm","9","7","1",0.843873354973153,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000239241097457265
"80","nTau1.7.0","nTau1","10","7","1",2.1436015349629,0.0000000000000994285011340366
"81","nTau2.7.0","nTau2","11","7","1",12.2881466041763,0.00114041429589542
"82","nCon.7.0","nCon","12","7","1",1.15549097843336,0.0000000128736477850533
"83","Fm.7.0","Fm","13","7","1",2502.66958057025,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000540829020910755
"84","Fo.7.0","Fo","14","7","1",2363.89862802191,0.000000000000000000000000000000000000000000000000000000000000000000000000000000047848219491453
"85","Quant.8.0","Quant","1","8","1",0.0606988624426662,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000270234284610881
"86","Sigma.8.0","Sigma","2","8","1",3.72781909256248,0.00000000000000000000000000000000289947385875838
"87","Connect.8.0","Connect","3","8","1",0.272649456047193,0.000000557226890490757
"88","Tau1.8.0","Tau1","4","8","1",1499.32422621246,0.0000000000000105397051344494
"89","Tau2.8.0","Tau2","5","8","1",10887479.2866127,0.00179680056941566
"90","NPQ.8.0","NPQ","6","8","1",0.285437029024454,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000531330939224694
"91","qP.8.0","qP","7","8","1",0.574051575349509,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000540468569221763
"92","ABQ.8.0","ABQ","8","8","1",0.18935414369917,0.00000000000000000000000000000000289947385875838
"93","qm.8.0","qm","9","8","1",0.829091947702414,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000270234284610881
"94","nTau1.8.0","nTau1","10","8","1",2.29913707066391,0.0000000000000105397051344494
"95","nTau2.8.0","nTau2","11","8","1",10.5013287947333,0.00179680056941566
"96","nCon.8.0","nCon","12","8","1",0.905171426200071,0.000000557226890490757
"97","Fm.8.0","Fm","13","8","1",2441.15831679371,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000531330939224694
"98","Fo.8.0","Fo","14","8","1",2292.98278392188,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000540468569221763
"99","Quant.9.0","Quant","1","9","1",0.0665367401797274,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000170675482459563
"100","Sigma.9.0","Sigma","2","9","1",3.82375507919313,0.0000000000000000000000000000000000025215625341654
"101","Connect.9.0","Connect","3","9","1",0.235400300537688,0.000000832476902142375
"102","Tau1.9.0","Tau1","4","9","1",1200.27426885875,0.0000000000000221611328665173
"103","Tau2.9.0","Tau2","5","9","1",10311197.0217309,0.00216532794793994
"104","NPQ.9.0","NPQ","6","9","1",0.310449724822508,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000283518633792662
"105","qP.9.0","qP","7","9","1",0.613282368195466,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000341350964919126
"106","ABQ.9.0","ABQ","8","9","1",0.168492050313945,0.0000000000000000000000000000000000025215625341654
"107","qm.9.0","qm","9","9","1",0.812654402195939,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000170675482459563
"108","nTau1.9.0","nTau1","10","9","1",1.84055924545977,0.0000000000000221611328665173
"109","nTau2.9.0","nTau2","11","9","1",9.94548575863784,0.00216532794793994
"110","nCon.9.0","nCon","12","9","1",0.781507613676451,0.000000832476902142375
"111","Fm.9.0","Fm","13","9","1",2394.56366366338,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000283518633792662
"112","Fo.9.0","Fo","14","9","1",2235.23720333039,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000341350964919126
"113","Quant.10.0","Quant","1","10","1",0.102245671595242,0.000000000000000000000000000000000000000000000000000000000000000000000000001125116274642
"114","Sigma.10.0","Sigma","2","10","1",4.73745824849678,0.0000000000000000000000000000000000000882618158643968
"115","Connect.10.0","Connect","3","10","1",0.340516163661285,0.000000000000970272221821329
"116","Tau1.10.0","Tau1","4","10","1",1103.13443800097,0.000000000000000276788741455816
"117","Tau2.10.0","Tau2","5","10","1",3234039.02627573,0.000000000510309457900843
"118","NPQ.10.0","NPQ","6","10","1",0.342390867032525,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000127554735109518
"119","qP.10.0","qP","7","10","1",0.706124442370899,0.00000000000000000000000000000000000000000000000000000000000000000000000000225023254928399
"120","ABQ.10.0","ABQ","8","10","1",-0.0302004478179305,0.0000000000000000000000000000000000000882618158643968
"121","qm.10.0","qm","9","10","1",0.712109784516847,0.000000000000000000000000000000000000000000000000000000000000000000000000001125116274642
"122","nTau1.10.0","nTau1","10","10","1",1.69160027964134,0.000000000000000276788741455816
"123","nTau2.10.0","nTau2","11","10","1",3.1193360975373,0.000000000510309457900843
"124","nCon.10.0","nCon","12","10","1",1.13048273036757,0.000000000000970272221821329
"125","Fm.10.0","Fm","13","10","1",2337.58689155445,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000127554735109518
"126","Fo.10.0","Fo","14","10","1",2098.57874991523,0.00000000000000000000000000000000000000000000000000000000000000000000000000225023254928399
"127","Quant.11.0","Quant","1","11","1",0.115101415685291,0.00000000000000000000000000000000000000000000000000000000000000000000000000000900841636020715
"128","Sigma.11.0","Sigma","2","11","1",4.82013609878793,0.00000000000000000000000000000000000000000926193906797709
"129","Connect.11.0","Connect","3","11","1",0.25762030820327,0.0000000000612055381360317
"130","Tau1.11.0","Tau1","4","11","1",1513.45153413188,0.000000000000000359710260275935
"131","Tau2.11.0","Tau2","5","11","1",3914009.74219227,0.00000234082718429146
"132","NPQ.11.0","NPQ","6","11","1",0.313540896813777,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000478868380113216
"133","qP.11.0","qP","7","11","1",0.695675205897442,0.0000000000000000000000000000000000000000000000000000000000000000000000000000180168327204143
"134","ABQ.11.0","ABQ","8","11","1",-0.0481794470886032,0.00000000000000000000000000000000000000000926193906797709
"135","qm.11.0","qm","9","11","1",0.675912233280334,0.00000000000000000000000000000000000000000000000000000000000000000000000000000900841636020715
"136","nTau1.11.0","nTau1","10","11","1",2.32080057531379,0.000000000000000359710260275935
"137","nTau2.11.0","nTau2","11","11","1",3.77519002576565,0.00000234082718429146
"138","nCon.11.0","nCon","12","11","1",0.855276020628087,0.0000000000612055381360317
"139","Fm.11.0","Fm","13","11","1",2388.92850746353,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000478868380113216
"140","Fo.11.0","Fo","14","11","1",2113.95945428353,0.0000000000000000000000000000000000000000000000000000000000000000000000000000180168327204143
"141","Quant.12.0","Quant","1","12","1",0.122025099252645,0.0000000000000000000000000000000000000000000000000000000000000000000000000341224861949
"142","Sigma.12.0","Sigma","2","12","1",4.97894638019013,0.00000000000000000000000000000000000000105603283769679
"143","Connect.12.0","Connect","3","12","1",0.240328764713981,0.0000000159247529886732
"144","Tau1.12.0","Tau1","4","12","1",1308.52269376354,0.00000000000000016984237657371
"145","Tau2.12.0","Tau2","5","12","1",3173001.01998518,0.0000000414123859977003
"146","NPQ.12.0","NPQ","6","12","1",0.305217924673853,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000637854292969378
"147","qP.12.0","qP","7","12","1",0.697825822026946,0.0000000000000000000000000000000000000000000000000000000000000000000000000682449723898001
"148","ABQ.12.0","ABQ","8","12","1",-0.0827140887544275,0.00000000000000000000000000000000000000105603283769679
"149","qm.12.0","qm","9","12","1",0.6564174153282,0.0000000000000000000000000000000000000000000000000000000000000000000000000341224861949
"150","nTau1.12.0","nTau1","10","12","1",2.00655267249076,0.00000000000000016984237657371
"151","nTau2.12.0","nTau2","11","12","1",3.06046295012105,0.0000000414123859977003
"152","nCon.12.0","nCon","12","12","1",0.797869667032827,0.0000000159247529886732
"153","Fm.12.0","Fm","13","12","1",2404.16196774325,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000637854292969378
"154","Fo.12.0","Fo","14","12","1",2110.79386500994,0.0000000000000000000000000000000000000000000000000000000000000000000000000682449723898001
"155","Quant.13.0","Quant","1","13","1",0.129784162012576,0.000000000000000000000000000000000000000000000000000000000000000000000107033200136833
"156","Sigma.13.0","Sigma","2","13","1",4.98756894768016,0.000000000000000000000000000000000000868421540585228
"157","Connect.13.0","Connect","3","13","1",0.184531543358606,0.0000605380166474443
"158","Tau1.13.0","Tau1","4","13","1",1266.41954547066,0.00000000000000000141454672645865
"159","Tau2.13.0","Tau2","5","13","1",3242745.83351489,0.0000000221584931922322
"160","NPQ.13.0","NPQ","6","13","1",0.285484333006035,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000453685052899208
"161","qP.13.0","qP","7","13","1",0.688679698895136,0.000000000000000000000000000000000000000000000000000000000000000000000214066400273667
"162","ABQ.13.0","ABQ","8","13","1",-0.0845891391345315,0.000000000000000000000000000000000000868421540585228
"163","qm.13.0","qm","9","13","1",0.634570444057413,0.000000000000000000000000000000000000000000000000000000000000000000000107033200136833
"164","nTau1.13.0","nTau1","10","13","1",1.94198964646913,0.00000000000000000141454672645865
"165","nTau2.13.0","nTau2","11","13","1",3.12773409703414,0.0000000221584931922322
"166","nCon.13.0","nCon","12","13","1",0.612627960834436,0.0000605380166474443
"167","Fm.13.0","Fm","13","13","1",2441.06848566541,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000453685052899208
"168","Fo.13.0","Fo","14","13","1",2124.25645783801,0.000000000000000000000000000000000000000000000000000000000000000000000214066400273667
"169","Quant.14.0","Quant","1","14","1",0.136635804017875,0.0000000000000000000000000000000000000000000000000000000000000000000012270064715361
"170","Sigma.14.0","Sigma","2","14","1",4.87220729970413,0.000000000000000000000000000000000000372316541810597
"171","Connect.14.0","Connect","3","14","1",0.268275001217788,0.0000000160616086072345
"172","Tau1.14.0","Tau1","4","14","1",1347.61170206882,0.000000000000000147614153829004
"173","Tau2.14.0","Tau2","5","14","1",2935765.22286708,0.000000124347202873999
"174","NPQ.14.0","NPQ","6","14","1",0.275899225157852,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000172162058286122
"175","qP.14.0","qP","7","14","1",0.689286134678916,0.00000000000000000000000000000000000000000000000000000000000000000000245401294307221
"176","ABQ.14.0","ABQ","8","14","1",-0.0595027710502036,0.000000000000000000000000000000000000372316541810597
"177","qm.14.0","qm","9","14","1",0.615278471472718,0.0000000000000000000000000000000000000000000000000000000000000000000012270064715361
"178","nTau1.14.0","nTau1","10","14","1",2.06649366889364,0.000000000000000147614153829004
"179","nTau2.14.0","nTau2","11","14","1",2.83164128793143,0.000000124347202873999
"180","nCon.14.0","nCon","12","14","1",0.890648633548343,0.0000000160616086072345
"181","Fm.14.0","Fm","13","14","1",2459.40684988615,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000172162058286122
"182","Fo.14.0","Fo","14","14","1",2123.36381754488,0.00000000000000000000000000000000000000000000000000000000000000000000245401294307221
"183","Quant.15.0","Quant","1","15","1",0.142412930025646,0.000000000000000000000000000000000000000000000000000000000000000000000000562007729475158
"184","Sigma.15.0","Sigma","2","15","1",4.70521744495938,0.0000000000000000000000000000000000000000452785755501332
"185","Connect.15.0","Connect","3","15","1",0.236061761753373,0.00000000337988004719546
"186","Tau1.15.0","Tau1","4","15","1",1246.59756682971,0.000000000000000010862101620316
"187","Tau2.15.0","Tau2","5","15","1",2673281.5953865,0.00000000556184382044911
"188","NPQ.15.0","NPQ","6","15","1",0.265504511502495,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000205262410669468
"189","qP.15.0","qP","7","15","1",0.687169163249048,0.00000000000000000000000000000000000000000000000000000000000000000000000112401545895032
"190","ABQ.15.0","ABQ","8","15","1",-0.0231894118361828,0.0000000000000000000000000000000000000000452785755501332
"191","qm.15.0","qm","9","15","1",0.599011982874213,0.000000000000000000000000000000000000000000000000000000000000000000000000562007729475158
"192","nTau1.15.0","nTau1","10","15","1",1.91159365532154,0.000000000000000010862101620316
"193","nTau2.15.0","nTau2","11","15","1",2.57846727006696,0.00000000556184382044911
"194","nCon.15.0","nCon","12","15","1",0.783703604824418,0.00000000337988004719546
"195","Fm.15.0","Fm","13","15","1",2479.60814489081,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000205262410669468
"196","Fo.15.0","Fo","14","15","1",2126.47988366145,0.00000000000000000000000000000000000000000000000000000000000000000000000112401545895032
"197","Quant.16.0","Quant","1","16","1",0.0551491426152565,0.000000000000000000000000000000000000000000000000000000000000000000000000000000682952646051959
"198","Sigma.16.0","Sigma","2","16","1",3.41532330302272,0.0000000000000000000000000000135223461409877
"199","Connect.16.0","Connect","3","16","1",0.416394022471175,0.0000000000795578164449473
"200","Tau1.16.0","Tau1","4","16","1",1219.55672183106,0.0000000000143804353625298
"201","Tau2.16.0","Tau2","5","16","1",7482877.4285533,0.00000391891406623042
"202","NPQ.16.0","NPQ","6","16","1",0.232599615298658,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000142666012007811
"203","qP.16.0","qP","7","16","1",0.497675790284832,0.00000000000000000000000000000000000000000000000000000000000000000000000000000136590529210392
"204","ABQ.16.0","ABQ","8","16","1",0.257309001650104,0.0000000000000000000000000000135223461409877
"205","qm.16.0","qm","9","16","1",0.844718135217803,0.000000000000000000000000000000000000000000000000000000000000000000000000000000682952646051959
"206","nTau1.16.0","nTau1","10","16","1",1.87012790156958,0.0000000000143804353625298
"207","nTau2.16.0","nTau2","11","16","1",7.21747928416721,0.00000391891406623042
"208","nCon.16.0","nCon","12","16","1",1.38239032876038,0.0000000000795578164449473
"209","Fm.16.0","Fm","13","16","1",2545.8025908578,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000142666012007811
"210","Fo.16.0","Fo","14","16","1",2405.40376070429,0.00000000000000000000000000000000000000000000000000000000000000000000000000000136590529210392
"211","Quant.17.0","Quant","1","17","1",0.055691838150234,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000708083862787368
"212","Sigma.17.0","Sigma","2","17","1",3.27288199012122,0.0000000000000000000000000000045738636044631
"213","Connect.17.0","Connect","3","17","1",0.406153842307667,0.000000000231259222829801
"214","Tau1.17.0","Tau1","4","17","1",1589.86623538927,0.0000000000949035511950106
"215","Tau2.17.0","Tau2","5","17","1",10747629.8995931,0.0055838140378767
"216","NPQ.17.0","NPQ","6","17","1",0.278551586628635,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000222705082527723
"217","qP.17.0","qP","7","17","1",0.55731367812631,0.000000000000000000000000000000000000000000000000000000000000000000000000000000141616772557474
"218","ABQ.17.0","ABQ","8","17","1",0.288284072382488,0.0000000000000000000000000000045738636044631
"219","qm.17.0","qm","9","17","1",0.843190082909389,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000708083862787368
"220","nTau1.17.0","nTau1","10","17","1",2.43797861414824,0.0000000000949035511950106
"221","nTau2.17.0","nTau2","11","17","1",10.3664395006944,0.0055838140378767
"222","nCon.17.0","nCon","12","17","1",1.34839386085053,0.000000000231259222829801
"223","Fm.17.0","Fm","13","17","1",2454.3047984415,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000222705082527723
"224","Fo.17.0","Fo","14","17","1",2317.62005283535,0.000000000000000000000000000000000000000000000000000000000000000000000000000000141616772557474
"225","Quant.18.0","Quant","1","18","1",0.0538986894202423,0.0000000000000000000000000000000000000000000000000000000000000000000000000000366000739673951
"226","Sigma.18.0","Sigma","2","18","1",3.54554394775386,0.00000000000000000000000000224356365022595
"227","Connect.18.0","Connect","3","18","1",0.320382554849415,0.0000046791720242772
"228","Tau1.18.0","Tau1","4","18","1",1584.53450855301,0.00000000000000303852712097749
"229","Tau2.18.0","Tau2","5","18","1",10202005.4391088,0.00020614074084034
