"","uni","metric","metrix","stage","col","ASnormalized.icra6.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.296174618672838,0.00000000000000000000000000000000000000000000000000000000000475013245583196
"2","Sigma.1.0","Sigma","2","1","1",5.17147804216285,0.00000000000000000000000000000000000000000000450005926542409
"3","Connect.1.0","Connect","3","1","1",0.275446006978168,0.000000000000424808281388951
"4","Tau1.1.0","Tau1","4","1","1",830.301385981306,0.0000000000000000000000000000131707451852971
"5","Tau2.1.0","Tau2","5","1","1",1888216.34644082,0.000000000000000000250223256840427
"6","NPQ.1.0","NPQ","6","1","1",0.453820077265181,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000026849652796745
"7","qP.1.0","qP","7","1","1",1.27409287879692,0.00000000000000000000000000000000000000000000000000000000000950026491166393
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000450005926542409
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000475013245583196
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000131707451852971
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000250223256840427
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000424808281388951
"13","Fm.1.0","Fm","13","1","1",1919.78970931512,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000026849652796745
"14","Fo.1.0","Fo","14","1","1",1351.19672422668,0.00000000000000000000000000000000000000000000000000000000000950026491166393
"15","Quant.3.0","Quant","1","3","1",0.0462121656807473,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000235850441531443
"16","Sigma.3.0","Sigma","2","3","1",2.87294143615622,0.00000000000000000000000000000871602341785453
"17","Connect.3.0","Connect","3","3","1",0.468655220559246,0.000000000000616679032786698
"18","Tau1.3.0","Tau1","4","3","1",3788.15512282915,0.00000183884204622927
"19","Tau2.3.0","Tau2","5","3","1",6036230.54377934,0.00000110505573204919
"20","NPQ.3.0","NPQ","6","3","1",0.0133183617560161,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011926676297468
"21","qP.3.0","qP","7","3","1",0.145093306069083,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000471700883062767
"22","ABQ.3.0","ABQ","8","3","1",0.444464152659405,0.00000000000000000000000000000871602341785453
"23","qm.3.0","qm","9","3","1",0.843969865183503,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000235850441531443
"24","nTau1.3.0","nTau1","10","3","1",4.56238564307833,0.00000183884204622927
"25","nTau2.3.0","nTau2","11","3","1",3.19678968734557,0.00000110505573204919
"26","nCon.3.0","nCon","12","3","1",1.70144133037438,0.000000000000616679032786698
"27","Fm.3.0","Fm","13","3","1",2754.34545436711,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011926676297468
"28","Fo.3.0","Fo","14","3","1",2627.06118588789,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000471700883062767
"29","Quant.4.0","Quant","1","4","1",0.051397791205679,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000112802441739469
"30","Sigma.4.0","Sigma","2","4","1",2.72143018707941,0.000000000000000000000000000000308030619406451
"31","Connect.4.0","Connect","3","4","1",0.452180441321689,0.000000000000228940543594216
"32","Tau1.4.0","Tau1","4","4","1",1763.51464766888,0.0000000213088753801722
"33","Tau2.4.0","Tau2","5","4","1",4423634.01462173,0.00000000395768212137305
