"","uni","metric","metrix","stage","col","ASnormalized.icra10.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.312793933916689,0.00000000000000000000000000000000000000000000000000000000000251636217368171
"2","Sigma.1.0","Sigma","2","1","1",4.8284293094779,0.00000000000000000000000000000000000000000000016787349792943
"3","Connect.1.0","Connect","3","1","1",0.283854345006025,0.00000000000000961664150530722
"4","Tau1.1.0","Tau1","4","1","1",603.342969424563,0.000000000000000000000000000175321212014521
"5","Tau2.1.0","Tau2","5","1","1",1576882.23960087,0.000000000000000000000492613008763321
"6","NPQ.1.0","NPQ","6","1","1",0.565220672803864,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000046470522678237
"7","qP.1.0","qP","7","1","1",1.13106656723208,0.00000000000000000000000000000000000000000000000000000000000503272434736342
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000016787349792943
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000251636217368171
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000000175321212014521
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000492613008763321
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000961664150530722
"13","Fm.1.0","Fm","13","1","1",1821.28600735721,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000046470522678237
"14","Fo.1.0","Fo","14","1","1",1251.59879232853,0.00000000000000000000000000000000000000000000000000000000000503272434736342
"15","Quant.3.0","Quant","1","3","1",0.0538246202234763,0.000000000000000000000000000000000000000000000000000000000000000000000000000000334780346524549
"16","Sigma.3.0","Sigma","2","3","1",3.02131260570108,0.00000000000000000000000000000541090846723655
"17","Connect.3.0","Connect","3","3","1",0.534444543727972,0.000000000000000937944659117691
"18","Tau1.3.0","Tau1","4","3","1",2607.09397342995,0.0000000336116608952312
"19","Tau2.3.0","Tau2","5","3","1",4540445.61008648,0.00000000024383357971384
"20","NPQ.3.0","NPQ","6","3","1",0.0865537329939056,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000551152725120624
"21","qP.3.0","qP","7","3","1",0.26050192381781,0.000000000000000000000000000000000000000000000000000000000000000000000000000000669560693049044
"22","ABQ.3.0","ABQ","8","3","1",0.374265954402515,0.00000000000000000000000000000541090846723655
"23","qm.3.0","qm","9","3","1",0.827923068873157,0.000000000000000000000000000000000000000000000000000000000000000000000000000000334780346524549
"24","nTau1.3.0","nTau1","10","3","1",4.32108121839301,0.0000000336116608952312
"25","nTau2.3.0","nTau2","11","3","1",2.87938153912858,0.00000000024383357971384
"26","nCon.3.0","nCon","12","3","1",1.88281262249704,0.000000000000000937944659117691
"27","Fm.3.0","Fm","13","3","1",2623.62957600727,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000551152725120624
"28","Fo.3.0","Fo","14","3","1",2482.4137104716,0.000000000000000000000000000000000000000000000000000000000000000000000000000000669560693049044
"29","Quant.4.0","Quant","1","4","1",0.0590121054105998,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000284092321453853
"30","Sigma.4.0","Sigma","2","4","1",3.11405506009791,0.000000000000000000000000000000284895196491125
"31","Connect.4.0","Connect","3","4","1",0.35139171571704,0.00000000665374402916893
"32","Tau1.4.0","Tau1","4","4","1",1368.86723153445,0.0000000000609946157676797
"33","Tau2.4.0","Tau2","5","4","1",4326425.47542984,0.00000000000373551503547201
