"","uni","metric","metrix","stage","col","cclong2025.nah19.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.354488796935704,1.51149961639973e-59
"2","Sigma.1.0","Sigma","2","1","1",4.24787341090605,3.56392246888532e-48
"3","Connect.1.0","Connect","3","1","1",0.194022760835259,1.68130924295491e-10
"4","Tau1.1.0","Tau1","4","1","1",580.87541819158,2.80715735923289e-27
"5","Tau2.1.0","Tau2","5","1","1",1615146.82338851,7.1354296123673e-18
"6","NPQ.1.0","NPQ","6","1","1",0.578342887548291,3.09509455607789e-87
"7","qP.1.0","qP","7","1","1",0.817360731515067,3.02299923279945e-59
"8","ABQ.1.0","ABQ","8","1","1",0,3.56392246888532e-48
"9","qm.1.0","qm","9","1","1",0,1.51149961639973e-59
"10","nTau1.1.0","nTau1","10","1","1",1,2.80715735923289e-27
"11","nTau2.1.0","nTau2","11","1","1",1,7.1354296123673e-18
"12","nCon.1.0","nCon","12","1","1",1,1.68130924295491e-10
"13","Fm.1.0","Fm","13","1","1",1945.23637684911,3.09509455607789e-87
"14","Fo.1.0","Fo","14","1","1",1255.6718738643,3.02299923279945e-59
"15","Quant.3.0","Quant","1","3","1",0.0838140175685801,1.9838050939326e-67
"16","Sigma.3.0","Sigma","2","3","1",3.49648568251814,1.49812872164714e-17
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",822.581958008101,2.03857380242035e-11
"19","Tau2.3.0","Tau2","5","3","1",4017059.34297929,1.31988788842494e-15
"20","NPQ.3.0","NPQ","6","3","1",0.041976994681906,1.57988372056175e-81
"21","qP.3.0","qP","7","3","1",0.166956495149354,3.96761018786518e-67
"22","ABQ.3.0","ABQ","8","3","1",0.17688562151094,1.49812872164714e-17
"23","qm.3.0","qm","9","3","1",0.763563705558283,1.9838050939326e-67
"24","nTau1.3.0","nTau1","10","3","1",1.41610736527467,2.03857380242035e-11
"25","nTau2.3.0","nTau2","11","3","1",2.48711713685054,1.31988788842494e-15
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",2946.56217524004,1.57988372056175e-81
"28","Fo.3.0","Fo","14","3","1",2699.59896131756,3.96761018786518e-67
"29","Quant.4.0","Quant","1","4","1",0.0660837920366121,3.18327279116198e-72
"30","Sigma.4.0","Sigma","2","4","1",3.56337980872559,9.26235769591082e-13
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",1443.65139152291,6.16589899382212e-06
"33","Tau2.4.0","Tau2","5","4","1",4210942.67964716,6.08787710845553e-12
"34","NPQ.4.0","NPQ","6","4","1",0.0299001429891756,2.07480373025368e-83
"35","qP.4.0","qP","7","4","1",0.128888826597536,6.3665455823032e-72
"36","ABQ.4.0","ABQ","8","4","1",0.161137947383996,9.26235769591082e-13
"37","qm.4.0","qm","9","4","1",0.813580026765703,3.18327279116198e-72
"38","nTau1.4.0","nTau1","10","4","1",2.48530295190901,6.16589899382212e-06
"39","nTau2.4.0","nTau2","11","4","1",2.60715782532561,6.08787710845553e-12
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",2981.11425743561,2.07480373025368e-83
"42","Fo.4.0","Fo","14","4","1",2784.11092280985,6.3665455823032e-72
"43","Quant.5.0","Quant","1","5","1",0.076874538322993,2.41958941930167e-69
"44","Sigma.5.0","Sigma","2","5","1",3.83188918323687,3.70744436215049e-14
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1547.9780820713,5.73863822011901e-07
"47","Tau2.5.0","Tau2","5","5","1",3430753.19794732,1.35853060100326e-13
"48","NPQ.5.0","NPQ","6","5","1",0.1374259538376,4.20793063159636e-83
