"","uni","metric","metrix","stage","col","cclong2025.nah13.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.372533993149098,2.71875282976116e-63
"2","Sigma.1.0","Sigma","2","1","1",5.2868772617468,2.01301260548758e-53
"3","Connect.1.0","Connect","3","1","1",0.256648800378718,2.04449582376103e-18
"4","Tau1.1.0","Tau1","4","1","1",508.075069838093,1.1976454737729e-27
"5","Tau2.1.0","Tau2","5","1","1",1571733.69749054,2.18994991709117e-17
"6","NPQ.1.0","NPQ","6","1","1",0.770251786468415,1.14359197696195e-89
"7","qP.1.0","qP","7","1","1",0.89167278880261,5.43750565952232e-63
"8","ABQ.1.0","ABQ","8","1","1",0,2.01301260548758e-53
"9","qm.1.0","qm","9","1","1",0,2.71875282976116e-63
"10","nTau1.1.0","nTau1","10","1","1",1,1.1976454737729e-27
"11","nTau2.1.0","nTau2","11","1","1",1,2.18994991709117e-17
"12","nCon.1.0","nCon","12","1","1",1,2.04449582376103e-18
"13","Fm.1.0","Fm","13","1","1",1971.18458737235,1.14359197696195e-89
"14","Fo.1.0","Fo","14","1","1",1236.85132180457,5.43750565952232e-63
"15","Quant.3.0","Quant","1","3","1",0.0536404500095566,1.86724415015581e-78
"16","Sigma.3.0","Sigma","2","3","1",4.10528399439055,1.50413991816399e-19
"17","Connect.3.0","Connect","3","3","1",0.117367594649062,0.345581427114508
"18","Tau1.3.0","Tau1","4","3","1",283.717481281482,8.61231435523175e-07
"19","Tau2.3.0","Tau2","5","3","1",4774094.25177202,1.23459534566572e-11
"20","NPQ.3.0","NPQ","6","3","1",0.0126033293604019,6.24184923565831e-88
"21","qP.3.0","qP","7","3","1",0.0903610935929075,3.73448829968743e-78
"22","ABQ.3.0","ABQ","8","3","1",0.223495498165935,1.50413991816399e-19
"23","qm.3.0","qm","9","3","1",0.856011931807554,1.86724415015581e-78
"24","nTau1.3.0","nTau1","10","3","1",0.558416458756563,8.61231435523175e-07
"25","nTau2.3.0","nTau2","11","3","1",3.03747018938033,1.23459534566572e-11
"26","nCon.3.0","nCon","12","3","1",0.457308175514055,0.345581427114508
"27","Fm.3.0","Fm","13","3","1",3446.06119304288,6.24184923565831e-88
"28","Fo.3.0","Fo","14","3","1",3261.21291988759,3.73448829968743e-78
"29","Quant.4.0","Quant","1","4","1",0.05782192330735,3.07148581215015e-78
"30","Sigma.4.0","Sigma","2","4","1",4.82713701902144,7.06481768745139e-19
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",426.371426020194,1.18453477606295e-06
"33","Tau2.4.0","Tau2","5","4","1",4657580.14829464,1.07112185417013e-11
"34","NPQ.4.0","NPQ","6","4","1",0.0242566538450424,2.52928071904732e-92
"35","qP.4.0","qP","7","4","1",0.110687034624427,6.14297162430027e-78
"36","ABQ.4.0","ABQ","8","4","1",0.0869587508777279,7.06481768745139e-19
"37","qm.4.0","qm","9","4","1",0.844787524438855,3.07148581215015e-78
"38","nTau1.4.0","nTau1","10","4","1",0.83918981924475,1.18453477606295e-06
"39","nTau2.4.0","nTau2","11","4","1",2.9633392448931,1.07112185417013e-11
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3406.85415530903,2.52928071904732e-92
"42","Fo.4.0","Fo","14","4","1",3209.86329562142,6.14297162430027e-78
"43","Quant.5.0","Quant","1","5","1",0.063921702415046,2.55081582174979e-76
"44","Sigma.5.0","Sigma","2","5","1",4.58236665920763,1.4752447756909e-18
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",393.524397678777,9.59581416655119e-07
"47","Tau2.5.0","Tau2","5","5","1",3561638.71697814,6.93743690630545e-14
"48","NPQ.5.0","NPQ","6","5","1",0.0931935005765389,2.45018210180662e-89
"49","qP.5.0","qP","7","5","1",0.19851663140269,5.10163164349933e-76
"50","ABQ.5.0","ABQ","8","5","1",0.13325647024883,1.4752447756909e-18
"51","qm.5.0","qm","9","5","1",0.828413772727948,2.55081582174979e-76
"52","nTau1.5.0","nTau1","10","5","1",0.774539868299738,9.59581416655119e-07
"53","nTau2.5.0","nTau2","11","5","1",2.26605736243025,6.93743690630545e-14
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3192.01773100058,2.45018210180662e-89
"56","Fo.5.0","Fo","14","5","1",2987.97852349601,5.10163164349933e-76
"57","Quant.6.0","Quant","1","6","1",0.0771778869895347,1.60243919811388e-75
"58","Sigma.6.0","Sigma","2","6","1",4.66081745706476,1.40744277289365e-23
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",530.841731255169,5.47725997488697e-08
"61","Tau2.6.0","Tau2","5","6","1",2940409.60349628,4.50475066985311e-15
"62","NPQ.6.0","NPQ","6","6","1",0.194358648862009,3.77005675458995e-91
"63","qP.6.0","qP","7","6","1",0.314028627882189,3.20487839622776e-75
"64","ABQ.6.0","ABQ","8","6","1",0.118417692275911,1.40744277289365e-23
"65","qm.6.0","qm","9","6","1",0.792829947309946,1.60243919811388e-75
"66","nTau1.6.0","nTau1","10","6","1",1.04480964087518,5.47725997488697e-08
"67","nTau2.6.0","nTau2","11","6","1",1.87080649106843,4.50475066985311e-15
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",2921.64588968289,3.77005675458995e-91
"70","Fo.6.0","Fo","14","6","1",2696.15943338551,3.20487839622776e-75
"71","Quant.7.0","Quant","1","7","1",0.0890187281445788,1.65469375974525e-75
"72","Sigma.7.0","Sigma","2","7","1",4.31979247027763,2.48673237349372e-27
"73","Connect.7.0","Connect","3","7","1",0.0278027975693334,0.741049471602212
"74","Tau1.7.0","Tau1","4","7","1",638.38349508074,1.99473456002555e-08
"75","Tau2.7.0","Tau2","5","7","1",2791063.85201478,2.70746611427639e-13
"76","NPQ.7.0","NPQ","6","7","1",0.294501157427122,7.78442449162748e-91
"77","qP.7.0","qP","7","7","1",0.409224070833482,3.30938751949049e-75
"78","ABQ.7.0","ABQ","8","7","1",0.182921740677907,2.48673237349372e-27
"79","qm.7.0","qm","9","7","1",0.76104535483571,1.65469375974525e-75
"80","nTau1.7.0","nTau1","10","7","1",1.25647474748992,1.99473456002555e-08
"81","nTau2.7.0","nTau2","11","7","1",1.77578673567351,2.70746611427639e-13
"82","nCon.7.0","nCon","12","7","1",0.108330128675088,0.741049471602212
"83","Fm.7.0","Fm","13","7","1",2695.62759155073,7.78442449162748e-91
"84","Fo.7.0","Fo","14","7","1",2455.66625179945,3.30938751949049e-75
"85","Quant.8.0","Quant","1","8","1",0.091795200889425,9.99594078132837e-76
"86","Sigma.8.0","Sigma","2","8","1",4.18031244032455,5.14283216306449e-29
"87","Connect.8.0","Connect","3","8","1",0.132520871734078,0.0749178221725277
"88","Tau1.8.0","Tau1","4","8","1",811.876860649753,4.33668192120608e-09
"89","Tau2.8.0","Tau2","5","8","1",2646520.18267837,7.87770918700053e-14
"90","NPQ.8.0","NPQ","6","8","1",0.387968592463228,2.41816401010918e-90
"91","qP.8.0","qP","7","8","1",0.477445229227776,1.99918815626567e-75
"92","ABQ.8.0","ABQ","8","8","1",0.20930404975141,5.14283216306449e-29
"93","qm.8.0","qm","9","8","1",0.753592416859832,9.99594078132837e-76
"94","nTau1.8.0","nTau1","10","8","1",1.59794665955264,4.33668192120608e-09
"95","nTau2.8.0","nTau2","11","8","1",1.68382225748793,7.87770918700053e-14
"96","nCon.8.0","nCon","12","8","1",0.516351027312524,0.0749178221725277
"97","Fm.8.0","Fm","13","8","1",2514.10086381141,2.41816401010918e-90
"98","Fo.8.0","Fo","14","8","1",2283.31846996156,1.99918815626567e-75
"99","Quant.9.0","Quant","1","9","1",0.0987647130066306,2.27284057077899e-75
"100","Sigma.9.0","Sigma","2","9","1",4.48773350930655,7.87126700649389e-31
"101","Connect.9.0","Connect","3","9","1",0.076843709490354,0.251499334099115
"102","Tau1.9.0","Tau1","4","9","1",528.805712912009,3.08351010310909e-10
"103","Tau2.9.0","Tau2","5","9","1",2706142.38532462,2.90721169766548e-13
"104","NPQ.9.0","NPQ","6","9","1",0.464495398144446,1.98097952476567e-92
"105","qP.9.0","qP","7","9","1",0.53124727141187,4.54568114155798e-75
"106","ABQ.9.0","ABQ","8","9","1",0.151156100827696,7.87126700649389e-31
"107","qm.9.0","qm","9","9","1",0.734884024483901,2.27284057077899e-75
"108","nTau1.9.0","nTau1","10","9","1",1.04080232293334,3.08351010310909e-10
"109","nTau2.9.0","nTau2","11","9","1",1.72175629347726,2.90721169766548e-13
"110","nCon.9.0","nCon","12","9","1",0.299411917674898,0.251499334099115
"111","Fm.9.0","Fm","13","9","1",2382.7272121689,1.98097952476567e-92
"112","Fo.9.0","Fo","14","9","1",2147.39784288595,4.54568114155798e-75
"113","Quant.10.0","Quant","1","10","1",0.199827007054411,3.50721886204185e-68
"114","Sigma.10.0","Sigma","2","10","1",4.33965976568868,1.31014158151802e-39
"115","Connect.10.0","Connect","3","10","1",0.203432447627061,1.5134572338179e-06
"116","Tau1.10.0","Tau1","4","10","1",669.600059495673,4.97403074152316e-18
"117","Tau2.10.0","Tau2","5","10","1",1310693.16608558,1.83839101505114e-19
"118","NPQ.10.0","NPQ","6","10","1",0.830818953400604,4.0728881165886e-87
"119","qP.10.0","qP","7","10","1",0.777570602441064,7.0144377240837e-68
"120","ABQ.10.0","ABQ","8","10","1",0.179163889979387,1.31014158151802e-39
"121","qm.10.0","qm","9","10","1",0.463600608993459,3.50721886204185e-68
"122","nTau1.10.0","nTau1","10","10","1",1.31791559800219,4.97403074152316e-18
"123","nTau2.10.0","nTau2","11","10","1",0.833915547002818,1.83839101505114e-19
"124","nCon.10.0","nCon","12","10","1",0.792649127238744,1.5134572338179e-06
"125","Fm.10.0","Fm","13","10","1",1905.97384343954,4.0728881165886e-87
"126","Fo.10.0","Fo","14","10","1",1525.10879478102,7.0144377240837e-68
"127","Quant.11.0","Quant","1","11","1",0.202244662509904,5.35611928104659e-70
"128","Sigma.11.0","Sigma","2","11","1",4.22457924171462,4.10566964912984e-42
"129","Connect.11.0","Connect","3","11","1",0.206824493536253,5.75100625481819e-08
"130","Tau1.11.0","Tau1","4","11","1",696.267604530687,7.76378352806875e-16
"131","Tau2.11.0","Tau2","5","11","1",1292599.96835704,4.89829755550174e-16
"132","NPQ.11.0","NPQ","6","11","1",0.865487628097783,7.60219378445114e-89
"133","qP.11.0","qP","7","11","1",0.790579831875322,1.07122385620932e-69
"134","ABQ.11.0","ABQ","8","11","1",0.20093109172752,4.10566964912984e-42
"135","qm.11.0","qm","9","11","1",0.457110851011761,5.35611928104659e-70
"136","nTau1.11.0","nTau1","10","11","1",1.37040300905251,7.76378352806875e-16
"137","nTau2.11.0","nTau2","11","11","1",0.822403929126689,4.89829755550174e-16
"138","nCon.11.0","nCon","12","11","1",0.805865810520279,5.75100625481819e-08
"139","Fm.11.0","Fm","13","11","1",1870.55276309342,7.60219378445114e-89
"140","Fo.11.0","Fo","14","11","1",1492.24345081462,1.07122385620932e-69
"141","Quant.12.0","Quant","1","12","1",0.206902336667828,8.07292548925627e-70
"142","Sigma.12.0","Sigma","2","12","1",4.20047772722252,9.40114391462795e-43
"143","Connect.12.0","Connect","3","12","1",0.21607997019537,7.16942188885975e-09
"144","Tau1.12.0","Tau1","4","12","1",732.974747604868,3.08769095395221e-15
"145","Tau2.12.0","Tau2","5","12","1",1315747.8248743,2.41224141887783e-14
"146","NPQ.12.0","NPQ","6","12","1",0.887765945273397,7.1103974023027e-89
"147","qP.12.0","qP","7","12","1",0.800958684300438,1.61458509785125e-69
"148","ABQ.12.0","ABQ","8","12","1",0.205489834686523,9.40114391462795e-43
"149","qm.12.0","qm","9","12","1",0.44460816872349,8.07292548925627e-70
"150","nTau1.12.0","nTau1","10","12","1",1.44265048831946,3.08769095395221e-15
"151","nTau2.12.0","nTau2","11","12","1",0.837131523600375,2.41224141887783e-14
"152","nCon.12.0","nCon","12","12","1",0.841928619485134,7.16942188885975e-09
"153","Fm.12.0","Fm","13","12","1",1848.4775858956,7.1103974023027e-89
"154","Fo.12.0","Fo","14","12","1",1466.0232540957,1.61458509785125e-69
"155","Quant.13.0","Quant","1","13","1",0.209696572758979,1.16721573254356e-68
"156","Sigma.13.0","Sigma","2","13","1",4.08280809875441,3.1855918498639e-42
"157","Connect.13.0","Connect","3","13","1",0.219107181061534,9.17141958859814e-09
"158","Tau1.13.0","Tau1","4","13","1",794.479872607878,1.07840501127607e-17
"159","Tau2.13.0","Tau2","5","13","1",1326196.89322454,3.71177924429684e-16
"160","NPQ.13.0","NPQ","6","13","1",0.907324710883996,1.39153321969792e-87
"161","qP.13.0","qP","7","13","1",0.808932976582311,2.33443146508712e-68
"162","ABQ.13.0","ABQ","8","13","1",0.227746759264572,3.1855918498639e-42
"163","qm.13.0","qm","9","13","1",0.437107548263245,1.16721573254356e-68
"164","nTau1.13.0","nTau1","10","13","1",1.56370568007018,1.07840501127607e-17
"165","nTau2.13.0","nTau2","11","13","1",0.843779639860095,3.71177924429684e-16
"166","nCon.13.0","nCon","12","13","1",0.853723768582643,9.17141958859814e-09
"167","Fm.13.0","Fm","13","13","1",1829.52227134813,1.39153321969792e-87
"168","Fo.13.0","Fo","14","13","1",1445.8777212602,2.33443146508712e-68
"169","Quant.14.0","Quant","1","14","1",0.212129851187983,8.58391350000405e-68
"170","Sigma.14.0","Sigma","2","14","1",4.06032861537243,1.16590861005667e-41
"171","Connect.14.0","Connect","3","14","1",0.225295944680236,8.92717769998389e-09
"172","Tau1.14.0","Tau1","4","14","1",764.251241618697,1.59703109714166e-16
"173","Tau2.14.0","Tau2","5","14","1",1293156.73667505,1.64763081964383e-14
"174","NPQ.14.0","NPQ","6","14","1",0.92734609618429,1.06056408723946e-86
"175","qP.14.0","qP","7","14","1",0.816622197994435,1.71678270000081e-67
"176","ABQ.14.0","ABQ","8","14","1",0.231998698976629,1.16590861005667e-41
"177","qm.14.0","qm","9","14","1",0.430575853240102,8.58391350000405e-68
"178","nTau1.14.0","nTau1","10","14","1",1.50420929305238,1.59703109714166e-16
"179","nTau2.14.0","nTau2","11","14","1",0.822758167455297,1.64763081964383e-14
"180","nCon.14.0","nCon","12","14","1",0.87783751316111,8.92717769998389e-09
"181","Fm.14.0","Fm","13","14","1",1810.51708572908,1.06056408723946e-86
"182","Fo.14.0","Fo","14","14","1",1426.45236576007,1.71678270000081e-67
"183","Quant.15.0","Quant","1","15","1",0.213789467040425,2.05364676333084e-69
"184","Sigma.15.0","Sigma","2","15","1",4.11555966819364,1.23666561257492e-43
"185","Connect.15.0","Connect","3","15","1",0.218992485202353,1.17635881788191e-09
"186","Tau1.15.0","Tau1","4","15","1",712.352727244153,3.68372677659675e-17
"187","Tau2.15.0","Tau2","5","15","1",1266530.05623905,1.75969943018099e-15
"188","NPQ.15.0","NPQ","6","15","1",0.948966146812988,1.00551133972095e-88
"189","qP.15.0","qP","7","15","1",0.82406197856908,4.10729352666167e-69
"190","ABQ.15.0","ABQ","8","15","1",0.221551879410599,1.23666561257492e-43
"191","qm.15.0","qm","9","15","1",0.42612091521307,2.05364676333084e-69
"192","nTau1.15.0","nTau1","10","15","1",1.40206195803143,3.68372677659675e-17
"193","nTau2.15.0","nTau2","11","15","1",0.805817205714442,1.75969943018099e-15
"194","nCon.15.0","nCon","12","15","1",0.853276870490731,1.17635881788191e-09
"195","Fm.15.0","Fm","13","15","1",1790.43286255179,1.00551133972095e-88
"196","Fo.15.0","Fo","14","15","1",1407.65717509518,4.10729352666167e-69
"197","Quant.16.0","Quant","1","16","1",0.0802932313840461,3.36804561516337e-76
"198","Sigma.16.0","Sigma","2","16","1",4.11151123665078,1.08436168654342e-25
"199","Connect.16.0","Connect","3","16","1",0.059631372361622,0.517915722536685
"200","Tau1.16.0","Tau1","4","16","1",423.545511743256,2.65737125425754e-11
"201","Tau2.16.0","Tau2","5","16","1",3581023.12608948,3.83753137561995e-12
"202","NPQ.16.0","NPQ","6","16","1",0.587890953933934,6.69601171076847e-90
"203","qP.16.0","qP","7","16","1",0.581234313417763,6.73609123032666e-76
"204","ABQ.16.0","ABQ","8","16","1",0.222317630409236,1.08436168654342e-25
"205","qm.16.0","qm","9","16","1",0.784467369795404,3.36804561516337e-76
"206","nTau1.16.0","nTau1","10","16","1",0.833627817791229,2.65737125425754e-11
"207","nTau2.16.0","nTau2","11","16","1",2.27839050076168,3.83753137561995e-12
"208","nCon.16.0","nCon","12","16","1",0.232346195554502,0.517915722536685
"209","Fm.16.0","Fm","13","16","1",2197.56465556393,6.69601171076847e-90
"210","Fo.16.0","Fo","14","16","1",2021.11508819333,6.73609123032666e-76
"211","Quant.17.0","Quant","1","17","1",0.0777744922861386,3.56542064315447e-75
"212","Sigma.17.0","Sigma","2","17","1",4.15866966121923,2.88840234647837e-24
"213","Connect.17.0","Connect","3","17","1",0.0401037457795271,0.690443898813732
"214","Tau1.17.0","Tau1","4","17","1",274.139529129964,1.64399281090088e-10
