"","uni","metric","metrix","stage","col","cclong2025.nah27.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.381313282226226,8.95127709433635e-57
"2","Sigma.1.0","Sigma","2","1","1",4.43414641640881,6.84386876254578e-48
"3","Connect.1.0","Connect","3","1","1",0.219323300948013,8.2536512032764e-12
"4","Tau1.1.0","Tau1","4","1","1",626.042571322238,4.16010209102947e-27
"5","Tau2.1.0","Tau2","5","1","1",1213312.26405507,8.46619336916694e-22
"6","NPQ.1.0","NPQ","6","1","1",0.681023651488694,1.07457864561484e-85
"7","qP.1.0","qP","7","1","1",0.890929249922662,1.79025541886727e-56
"8","ABQ.1.0","ABQ","8","1","1",0,6.84386876254578e-48
"9","qm.1.0","qm","9","1","1",0,8.95127709433635e-57
"10","nTau1.1.0","nTau1","10","1","1",1,4.16010209102947e-27
"11","nTau2.1.0","nTau2","11","1","1",1,8.46619336916694e-22
"12","nCon.1.0","nCon","12","1","1",1,8.2536512032764e-12
"13","Fm.1.0","Fm","13","1","1",2246.84063993858,1.07457864561484e-85
"14","Fo.1.0","Fo","14","1","1",1390.09046088433,1.79025541886727e-56
"15","Quant.3.0","Quant","1","3","1",0.0818953364065411,3.37269877496562e-69
"16","Sigma.3.0","Sigma","2","3","1",3.61180188555626,2.50472569625038e-18
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",1145.77554752043,3.10093740481438e-09
"19","Tau2.3.0","Tau2","5","3","1",5066608.91571303,6.33190236334843e-11
"20","NPQ.3.0","NPQ","6","3","1",0.0704830304345915,2.72145781547613e-83
"21","qP.3.0","qP","7","3","1",0.200677317968939,6.7453975499312e-69
"22","ABQ.3.0","ABQ","8","3","1",0.185457234296416,2.50472569625038e-18
"23","qm.3.0","qm","9","3","1",0.785228209391473,3.37269877496562e-69
"24","nTau1.3.0","nTau1","10","3","1",1.83018791373961,3.10093740481438e-09
"25","nTau2.3.0","nTau2","11","3","1",4.17584909162599,6.33190236334843e-11
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3528.30652096313,2.72145781547613e-83
"28","Fo.3.0","Fo","14","3","1",3239.35467148346,6.7453975499312e-69
"29","Quant.4.0","Quant","1","4","1",0.0657543113159477,3.94624991979606e-71
"30","Sigma.4.0","Sigma","2","4","1",3.86969572360638,8.0276391695304e-12
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",1106.08360966877,2.49086161664538e-06
"33","Tau2.4.0","Tau2","5","4","1",3790377.82989426,7.12263164494236e-15
"34","NPQ.4.0","NPQ","6","4","1",0.0337637388352968,1.09488221326176e-83
"35","qP.4.0","qP","7","4","1",0.135717335464478,7.89249983959102e-71
"36","ABQ.4.0","ABQ","8","4","1",0.127296358711486,8.0276391695304e-12
"37","qm.4.0","qm","9","4","1",0.827558298174001,3.94624991979606e-71
"38","nTau1.4.0","nTau1","10","4","1",1.76678657384698,2.49086161664538e-06
"39","nTau2.4.0","nTau2","11","4","1",3.12399201935556,7.12263164494236e-15
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3653.63198086068,1.09488221326176e-83
"42","Fo.4.0","Fo","14","4","1",3413.38992615726,7.89249983959102e-71
"43","Quant.5.0","Quant","1","5","1",0.0767074516305135,1.62932109767816e-70
"44","Sigma.5.0","Sigma","2","5","1",3.77396332209523,8.16452650046543e-15
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1164.4353207045,3.88430257260128e-08
"47","Tau2.5.0","Tau2","5","5","1",3231360.08963229,1.35523307903958e-16
"48","NPQ.5.0","NPQ","6","5","1",0.0931042586943917,1.15625232185365e-83
"49","qP.5.0","qP","7","5","1",0.219008419225352,3.25864219535621e-70
"50","ABQ.5.0","ABQ","8","5","1",0.148886173868893,8.16452650046543e-15
"51","qm.5.0","qm","9","5","1",0.798833517724136,1.62932109767816e-70
"52","nTau1.5.0","nTau1","10","5","1",1.85999383116255,3.88430257260128e-08
"53","nTau2.5.0","nTau2","11","5","1",2.66325511194671,1.35523307903958e-16
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3455.29003918986,1.15625232185365e-83
"56","Fo.5.0","Fo","14","5","1",3190.24354563931,3.25864219535621e-70
"57","Quant.6.0","Quant","1","6","1",0.0896190502576232,9.77105008832413e-68
"58","Sigma.6.0","Sigma","2","6","1",4.00890746749172,5.92876903807251e-17
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",1735.38548893413,6.92050616447081e-08
"61","Tau2.6.0","Tau2","5","6","1",2874302.73065586,2.93721895902332e-14
