"","uni","metric","metrix","stage","col","cclong2025.nah21.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.361473237630147,3.02110123520935e-64
"2","Sigma.1.0","Sigma","2","1","1",4.95060203424968,2.75411619257047e-53
"3","Connect.1.0","Connect","3","1","1",0.284245056267055,7.92309573391278e-21
"4","Tau1.1.0","Tau1","4","1","1",495.655561332943,4.24384642578776e-27
"5","Tau2.1.0","Tau2","5","1","1",1661736.96663784,1.85838943610884e-16
"6","NPQ.1.0","NPQ","6","1","1",0.651212854919402,7.85232695259309e-90
"7","qP.1.0","qP","7","1","1",0.873095448825792,6.0422024704187e-64
"8","ABQ.1.0","ABQ","8","1","1",0,2.75411619257047e-53
"9","qm.1.0","qm","9","1","1",0,3.02110123520935e-64
"10","nTau1.1.0","nTau1","10","1","1",1,4.24384642578776e-27
"11","nTau2.1.0","nTau2","11","1","1",1,1.85838943610884e-16
"12","nCon.1.0","nCon","12","1","1",1,7.92309573391278e-21
"13","Fm.1.0","Fm","13","1","1",1927.46673068543,7.85232695259309e-90
"14","Fo.1.0","Fo","14","1","1",1230.73909112017,6.0422024704187e-64
"15","Quant.3.0","Quant","1","3","1",0.0544540619145769,8.20997472574667e-79
"16","Sigma.3.0","Sigma","2","3","1",4.10822208718928,5.57787509942365e-22
"17","Connect.3.0","Connect","3","3","1",0.160670473785886,0.141302754089672
"18","Tau1.3.0","Tau1","4","3","1",214.147807114141,7.41266862192058e-08
"19","Tau2.3.0","Tau2","5","3","1",4430337.87167363,2.32208568460626e-12
"20","NPQ.3.0","NPQ","6","3","1",-0.0192627009333861,1.07184062471831e-89
"21","qP.3.0","qP","7","3","1",0.051082637188555,1.64199494513862e-78
"22","ABQ.3.0","ABQ","8","3","1",0.170157072055595,5.57787509942365e-22
"23","qm.3.0","qm","9","3","1",0.849355204629856,8.20997472574667e-79
"24","nTau1.3.0","nTau1","10","3","1",0.432049640557334,7.41266862192058e-08
"25","nTau2.3.0","nTau2","11","3","1",2.66608853303507,2.32208568460626e-12
"26","nCon.3.0","nCon","12","3","1",0.565253362348482,0.141302754089672
"27","Fm.3.0","Fm","13","3","1",3245.16855448064,1.07184062471831e-89
"28","Fo.3.0","Fo","14","3","1",3068.45594509172,1.64199494513862e-78
"29","Quant.4.0","Quant","1","4","1",0.0541594169285586,6.93881919775033e-79
"30","Sigma.4.0","Sigma","2","4","1",4.04555278967354,4.22055275338402e-20
"31","Connect.4.0","Connect","3","4","1",0.177408543641209,0.14948018689084
"32","Tau1.4.0","Tau1","4","4","1",224.938177726562,1.19334068197252e-06
"33","Tau2.4.0","Tau2","5","4","1",3824289.65995217,4.3296914719222e-13
"34","NPQ.4.0","NPQ","6","4","1",-0.013229263528903,1.9527201711057e-89
"35","qP.4.0","qP","7","4","1",0.0590496122707771,1.38776383953054e-78
"36","ABQ.4.0","ABQ","8","4","1",0.182815996582788,4.22055275338402e-20
"37","qm.4.0","qm","9","4","1",0.850170327176548,6.93881919775033e-79
"38","nTau1.4.0","nTau1","10","4","1",0.453819537748446,1.19334068197252e-06
"39","nTau2.4.0","nTau2","11","4","1",2.30138086636526,4.3296914719222e-13
"40","nCon.4.0","nCon","12","4","1",0.624139416780321,0.14948018689084
"41","Fm.4.0","Fm","13","4","1",3225.32653787355,1.9527201711057e-89
"42","Fo.4.0","Fo","14","4","1",3050.64473317811,1.38776383953054e-78
"43","Quant.5.0","Quant","1","5","1",0.0645257987808518,3.03478831217339e-79
"44","Sigma.5.0","Sigma","2","5","1",4.03199764685659,4.36601045221978e-24
"45","Connect.5.0","Connect","3","5","1",0.119773962424791,0.229080984112732
"46","Tau1.5.0","Tau1","4","5","1",436.469707227363,2.56744023108043e-06
"47","Tau2.5.0","Tau2","5","5","1",3261049.67855989,1.22147101042973e-13
"48","NPQ.5.0","NPQ","6","5","1",0.0528833465476815,3.67677312479481e-91
"49","qP.5.0","qP","7","5","1",0.158749223535112,6.0695766243431e-79
"50","ABQ.5.0","ABQ","8","5","1",0.185554076259395,4.36601045221978e-24
"51","qm.5.0","qm","9","5","1",0.821492182370432,3.03478831217339e-79
"52","nTau1.5.0","nTau1","10","5","1",0.880590759545976,2.56744023108043e-06
"53","nTau2.5.0","nTau2","11","5","1",1.96243433469372,1.22147101042973e-13
"54","nCon.5.0","nCon","12","5","1",0.421375710092423,0.229080984112732
"55","Fm.5.0","Fm","13","5","1",3022.80195956459,3.67677312479481e-91
"56","Fo.5.0","Fo","14","5","1",2827.75324856736,6.0695766243431e-79
"57","Quant.6.0","Quant","1","6","1",0.0797944236809552,3.42630068050172e-75
"58","Sigma.6.0","Sigma","2","6","1",4.33492109339678,4.9937997637858e-24
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",500.033146182643,6.26220912820702e-08
"61","Tau2.6.0","Tau2","5","6","1",2493895.96405518,7.33875250800405e-17
"62","NPQ.6.0","NPQ","6","6","1",0.14683602485525,7.12753296037572e-90
"63","qP.6.0","qP","7","6","1",0.281324056644463,6.85260136100342e-75
"64","ABQ.6.0","ABQ","8","6","1",0.124364862413388,4.9937997637858e-24
"65","qm.6.0","qm","9","6","1",0.77925219525491,3.42630068050172e-75
"66","nTau1.6.0","nTau1","10","6","1",1.00883190907397,6.26220912820702e-08
"67","nTau2.6.0","nTau2","11","6","1",1.5007766055184,7.33875250800405e-17
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",2775.16381955211,7.12753296037572e-90
"70","Fo.6.0","Fo","14","6","1",2553.72122195071,6.85260136100342e-75
"71","Quant.7.0","Quant","1","7","1",0.0909219414191879,7.77020618223599e-74
"72","Sigma.7.0","Sigma","2","7","1",4.12610851010386,8.77581177386369e-27
"73","Connect.7.0","Connect","3","7","1",0.115830348734004,0.172803092844481
"74","Tau1.7.0","Tau1","4","7","1",659.890976396379,7.04158470355706e-10
"75","Tau2.7.0","Tau2","5","7","1",2310372.6842466,1.01454140287619e-17
"76","NPQ.7.0","NPQ","6","7","1",0.243007546195644,3.17728709750001e-88
"77","qP.7.0","qP","7","7","1",0.382446724308191,1.55404123644719e-73
"78","ABQ.7.0","ABQ","8","7","1",0.166544092706652,8.77581177386369e-27
"79","qm.7.0","qm","9","7","1",0.748468401104101,7.77020618223599e-74
"80","nTau1.7.0","nTau1","10","7","1",1.33134988866415,7.04158470355706e-10
"81","nTau2.7.0","nTau2","11","7","1",1.39033597412299,1.01454140287619e-17
"82","nCon.7.0","nCon","12","7","1",0.4075017179021,0.172803092844481
"83","Fm.7.0","Fm","13","7","1",2560.44933345587,3.17728709750001e-88
"84","Fo.7.0","Fo","14","7","1",2327.6483091526,1.55404123644719e-73
"85","Quant.8.0","Quant","1","8","1",0.0979888735963637,5.47032224239089e-77
"86","Sigma.8.0","Sigma","2","8","1",4.14578134300268,1.57529364227787e-32
"87","Connect.8.0","Connect","3","8","1",0.185217408444702,0.00227347383714303
"88","Tau1.8.0","Tau1","4","8","1",685.498696721719,1.00798987023356e-10
"89","Tau2.8.0","Tau2","5","8","1",2517380.51541076,3.13568686366252e-14
"90","NPQ.8.0","NPQ","6","8","1",0.330824503921893,4.77791904884008e-92
"91","qP.8.0","qP","7","8","1",0.458709227178626,1.09406444847818e-76
"92","ABQ.8.0","ABQ","8","8","1",0.162570266339128,1.57529364227787e-32
"93","qm.8.0","qm","9","8","1",0.728918040409331,5.47032224239089e-77
"94","nTau1.8.0","nTau1","10","8","1",1.38301423447815,1.00798987023356e-10
"95","nTau2.8.0","nTau2","11","8","1",1.51490913781868,3.13568686366252e-14
"96","nCon.8.0","nCon","12","8","1",0.651611714473182,0.00227347383714303
"97","Fm.8.0","Fm","13","8","1",2391.49326884054,4.77791904884008e-92
"98","Fo.8.0","Fo","14","8","1",2157.15353721357,1.09406444847818e-76
"99","Quant.9.0","Quant","1","9","1",0.10191738378727,8.83810091117124e-76
"100","Sigma.9.0","Sigma","2","9","1",4.08099349649638,1.12417147922093e-31
"101","Connect.9.0","Connect","3","9","1",0.164393346037411,0.0100729032757933
"102","Tau1.9.0","Tau1","4","9","1",797.379241372826,3.41503632033021e-11
"103","Tau2.9.0","Tau2","5","9","1",2257299.80035682,1.02420285478548e-15
"104","NPQ.9.0","NPQ","6","9","1",0.413403845623358,1.94179928018784e-90
"105","qP.9.0","qP","7","9","1",0.51904104818468,1.76762018223425e-75
"106","ABQ.9.0","ABQ","8","9","1",0.17565712851429,1.12417147922093e-31
"107","qm.9.0","qm","9","9","1",0.718049987723986,8.83810091117124e-76
"108","nTau1.9.0","nTau1","10","9","1",1.60873659770602,3.41503632033021e-11
"109","nTau2.9.0","nTau2","11","9","1",1.35839777634843,1.02420285478548e-15
"110","nCon.9.0","nCon","12","9","1",0.578350766048011,0.0100729032757933
"111","Fm.9.0","Fm","13","9","1",2251.76820693706,1.94179928018784e-90
"112","Fo.9.0","Fo","14","9","1",2022.27388239068,1.76762018223425e-75
"113","Quant.10.0","Quant","1","10","1",0.201379636795141,2.38282458117675e-71
"114","Sigma.10.0","Sigma","2","10","1",4.15942630604155,2.90049199235347e-44
"115","Connect.10.0","Connect","3","10","1",0.220344817737559,3.81243397586745e-10
"116","Tau1.10.0","Tau1","4","10","1",774.193527349477,6.11025758556887e-17
"117","Tau2.10.0","Tau2","5","10","1",1360079.05668276,4.0752257396379e-15
"118","NPQ.10.0","NPQ","6","10","1",0.77463796994138,1.5618616474605e-90
"119","qP.10.0","qP","7","10","1",0.782956839749605,4.76564916235351e-71
"120","ABQ.10.0","ABQ","8","10","1",0.159814043369786,2.90049199235347e-44
"121","qm.10.0","qm","9","10","1",0.442891988033733,2.38282458117675e-71
"122","nTau1.10.0","nTau1","10","10","1",1.56195872243918,6.11025758556887e-17
