"","uni","metric","metrix","stage","col","cclong2025.nah6.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.344748910425193,3.01347364390131e-62
"2","Sigma.1.0","Sigma","2","1","1",4.96923139173058,7.74031185320816e-50
"3","Connect.1.0","Connect","3","1","1",0.2480724540239,1.20123189252173e-15
"4","Tau1.1.0","Tau1","4","1","1",513.757044624011,3.55598131057421e-26
"5","Tau2.1.0","Tau2","5","1","1",1616276.40408741,1.13658522548174e-16
"6","NPQ.1.0","NPQ","6","1","1",0.487306513785012,8.50856195645766e-88
"7","qP.1.0","qP","7","1","1",0.853428631367079,6.02694728780263e-62
"8","ABQ.1.0","ABQ","8","1","1",0,7.74031185320816e-50
"9","qm.1.0","qm","9","1","1",0,3.01347364390131e-62
"10","nTau1.1.0","nTau1","10","1","1",1,3.55598131057421e-26
"11","nTau2.1.0","nTau2","11","1","1",1,1.13658522548174e-16
"12","nCon.1.0","nCon","12","1","1",1,1.20123189252173e-15
"13","Fm.1.0","Fm","13","1","1",1850.75785800327,8.50856195645766e-88
"14","Fo.1.0","Fo","14","1","1",1212.71110299578,6.02694728780263e-62
"15","Quant.3.0","Quant","1","3","1",0.0679284146353301,1.09846400268975e-75
"16","Sigma.3.0","Sigma","2","3","1",4.0316686634166,1.01087705647077e-22
"17","Connect.3.0","Connect","3","3","1",0.11975864312311,0.258223976872288
"18","Tau1.3.0","Tau1","4","3","1",477.175469114016,1.01156452239029e-08
"19","Tau2.3.0","Tau2","5","3","1",4154049.65528346,1.22533612241716e-11
"20","NPQ.3.0","NPQ","6","3","1",-0.0135064455674462,9.90378873736792e-87
"21","qP.3.0","qP","7","3","1",0.0841580049896403,2.1969280053696e-75
"22","ABQ.3.0","ABQ","8","3","1",0.18867359042169,1.01087705647077e-22
"23","qm.3.0","qm","9","3","1",0.802962641559762,1.09846400268975e-75
"24","nTau1.3.0","nTau1","10","3","1",0.928795963203256,1.01156452239029e-08
"25","nTau2.3.0","nTau2","11","3","1",2.5701356802452,1.22533612241716e-11
"26","nCon.3.0","nCon","12","3","1",0.482756715550417,0.258223976872288
"27","Fm.3.0","Fm","13","3","1",2790.33168060629,9.90378873736792e-87
"28","Fo.3.0","Fo","14","3","1",2600.78887323597,2.1969280053696e-75
"29","Quant.4.0","Quant","1","4","1",0.0736043757891482,3.43460713699847e-75
"30","Sigma.4.0","Sigma","2","4","1",4.26151964159928,5.33819007501188e-20
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",373.42966722001,6.5784373465282e-07
"33","Tau2.4.0","Tau2","5","4","1",3452814.75049326,1.45703684029524e-12
"34","NPQ.4.0","NPQ","6","4","1",-0.0175713324974219,5.51706746566303e-87
"35","qP.4.0","qP","7","4","1",0.087007885923829,6.86921427399141e-75
"36","ABQ.4.0","ABQ","8","4","1",0.142418755405316,5.33819007501188e-20
"37","qm.4.0","qm","9","4","1",0.786498597781299,3.43460713699847e-75
"38","nTau1.4.0","nTau1","10","4","1",0.726860431652673,6.5784373465282e-07
"39","nTau2.4.0","nTau2","11","4","1",2.1362773977034,1.45703684029524e-12
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",2801.8769287795,5.51706746566303e-87
"42","Fo.4.0","Fo","14","4","1",2595.64652639867,6.86921427399141e-75
"43","Quant.5.0","Quant","1","5","1",0.0757123404213324,2.65081829135505e-78
"44","Sigma.5.0","Sigma","2","5","1",4.22498131987741,2.54404245209072e-27
"45","Connect.5.0","Connect","3","5","1",0.126665802390908,0.123447257945036
"46","Tau1.5.0","Tau1","4","5","1",810.081373589516,1.23795918524626e-09
"47","Tau2.5.0","Tau2","5","5","1",3178639.64608792,9.04287075324692e-14
"48","NPQ.5.0","NPQ","6","5","1",0.0375863828998575,2.57168830741398e-92
"49","qP.5.0","qP","7","5","1",0.166577440680774,5.30163658271008e-78
"50","ABQ.5.0","ABQ","8","5","1",0.149771667524215,2.54404245209072e-27
"51","qm.5.0","qm","9","5","1",0.780384105266777,2.65081829135505e-78
"52","nTau1.5.0","nTau1","10","5","1",1.57677910612859,1.23795918524626e-09
"53","nTau2.5.0","nTau2","11","5","1",1.966643600098,9.04287075324692e-14
"54","nCon.5.0","nCon","12","5","1",0.510600029694164,0.123447257945036
"55","Fm.5.0","Fm","13","5","1",2652.93016852625,2.57168830741398e-92
"56","Fo.5.0","Fo","14","5","1",2452.07061649277,5.30163658271008e-78
"57","Quant.6.0","Quant","1","6","1",0.0980130033676872,2.41171773631344e-74
"58","Sigma.6.0","Sigma","2","6","1",4.36525862587245,1.44946853191688e-28
"59","Connect.6.0","Connect","3","6","1",0.0160136442686425,0.838165852739537
"60","Tau1.6.0","Tau1","4","6","1",606.622450443442,1.48226839700563e-09
"61","Tau2.6.0","Tau2","5","6","1",2319062.55983232,1.82452856064887e-14
