"","uni","metric","metrix","stage","col","cclong2025.nah20.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.363229872742143,5.8568518442032e-57
"2","Sigma.1.0","Sigma","2","1","1",4.54877562207479,5.36802851314678e-46
"3","Connect.1.0","Connect","3","1","1",0.189468824280559,3.39134095470823e-09
"4","Tau1.1.0","Tau1","4","1","1",705.881221812534,1.04235443504107e-26
"5","Tau2.1.0","Tau2","5","1","1",1308980.31739287,8.23690282308316e-21
"6","NPQ.1.0","NPQ","6","1","1",0.655456953304765,1.98584374079091e-85
"7","qP.1.0","qP","7","1","1",0.93274677658833,1.17137036884064e-56
"8","ABQ.1.0","ABQ","8","1","1",0,5.36802851314678e-46
"9","qm.1.0","qm","9","1","1",0,5.8568518442032e-57
"10","nTau1.1.0","nTau1","10","1","1",1,1.04235443504107e-26
"11","nTau2.1.0","nTau2","11","1","1",1,8.23690282308316e-21
"12","nCon.1.0","nCon","12","1","1",1,3.39134095470823e-09
"13","Fm.1.0","Fm","13","1","1",2384.78547934479,1.98584374079091e-85
"14","Fo.1.0","Fo","14","1","1",1518.56015316507,1.17137036884064e-56
"15","Quant.3.0","Quant","1","3","1",0.0746303516931391,4.86234371947851e-67
"16","Sigma.3.0","Sigma","2","3","1",4.75275869806452,7.7891638934299e-13
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",1247.32843932502,1.84438577834624e-10
"19","Tau2.3.0","Tau2","5","3","1",6426742.14499171,6.81326932269846e-12
"20","NPQ.3.0","NPQ","6","3","1",0.060537643688582,3.10642129643458e-82
"21","qP.3.0","qP","7","3","1",0.193191824532536,9.72468743895701e-67
"22","ABQ.3.0","ABQ","8","3","1",-0.0448435123948119,7.7891638934299e-13
"23","qm.3.0","qm","9","3","1",0.794536855876611,4.86234371947851e-67
"24","nTau1.3.0","nTau1","10","3","1",1.76705145395733,1.84438577834624e-10
"25","nTau2.3.0","nTau2","11","3","1",4.90973168931373,6.81326932269846e-12
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3722.55499596471,3.10642129643458e-82
"28","Fo.3.0","Fo","14","3","1",3444.73940741881,9.72468743895701e-67
"29","Quant.4.0","Quant","1","4","1",0.0549673769559722,2.44347164310968e-68
"30","Sigma.4.0","Sigma","2","4","1",6.13813605870139,2.04705341968428e-07
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",3185.35756285762,7.98058153056745e-07
"33","Tau2.4.0","Tau2","5","4","1",5303064.76088377,3.3383701559509e-13
"34","NPQ.4.0","NPQ","6","4","1",0.0112985544115903,3.78155779642451e-86
"35","qP.4.0","qP","7","4","1",0.0993234689730512,4.88694328621935e-68
"36","ABQ.4.0","ABQ","8","4","1",-0.349404008611367,2.04705341968428e-07
"37","qm.4.0","qm","9","4","1",0.848670549751304,2.44347164310968e-68
"38","nTau1.4.0","nTau1","10","4","1",4.51259711184608,7.98058153056745e-07
"39","nTau2.4.0","nTau2","11","4","1",4.05129450032223,3.3383701559509e-13
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3903.80238031548,3.78155779642451e-86
"42","Fo.4.0","Fo","14","4","1",3689.22060331506,4.88694328621935e-68
"43","Quant.5.0","Quant","1","5","1",0.0744436409269108,2.79222006944171e-69
"44","Sigma.5.0","Sigma","2","5","1",4.52620956165415,2.85498362105001e-13
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1478.64425801852,8.88825066278479e-07
"47","Tau2.5.0","Tau2","5","5","1",3600032.53680697,7.11685138396245e-16
"48","NPQ.5.0","NPQ","6","5","1",0.0385703875248997,3.01983116887715e-84
"49","qP.5.0","qP","7","5","1",0.164944325676106,5.58444013888343e-69
"50","ABQ.5.0","ABQ","8","5","1",0.00496090866982446,2.85498362105001e-13
"51","qm.5.0","qm","9","5","1",0.795050885091276,2.79222006944171e-69
"52","nTau1.5.0","nTau1","10","5","1",2.09474938888687,8.88825066278479e-07
"53","nTau2.5.0","nTau2","11","5","1",2.75025719559883,7.11685138396245e-16
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3801.29238359101,3.01983116887715e-84
"56","Fo.5.0","Fo","14","5","1",3518.31033832876,5.58444013888343e-69
"57","Quant.6.0","Quant","1","6","1",0.0924004119023727,1.03590173443557e-65
"58","Sigma.6.0","Sigma","2","6","1",4.33549951654113,4.00181426746487e-14
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",962.618796480049,4.24233872380857e-08
"61","Tau2.6.0","Tau2","5","6","1",3184804.14855024,4.53118623688928e-17
"62","NPQ.6.0","NPQ","6","6","1",0.0921308199208247,1.44168878696198e-80
"63","qP.6.0","qP","7","6","1",0.256115685539698,2.07180346887113e-65
"64","ABQ.6.0","ABQ","8","6","1",0.0468864862225011,4.00181426746487e-14
"65","qm.6.0","qm","9","6","1",0.745614502450442,1.03590173443557e-65
"66","nTau1.6.0","nTau1","10","6","1",1.36371214693639,4.24233872380857e-08
"67","nTau2.6.0","nTau2","11","6","1",2.43304204519553,4.53118623688928e-17
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",3614.86887093597,1.44168878696198e-80
"70","Fo.6.0","Fo","14","6","1",3280.85349828842,2.07180346887113e-65
"71","Quant.7.0","Quant","1","7","1",0.0995204080261539,7.18053052278431e-67
"72","Sigma.7.0","Sigma","2","7","1",4.02497080354393,7.21502160051708e-18
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",908.341210051609,3.23303471997061e-09
"75","Tau2.7.0","Tau2","5","7","1",2642491.53653779,7.94113112876893e-17
"76","NPQ.7.0","NPQ","6","7","1",0.156830209493603,5.81243591520999e-82
"77","qP.7.0","qP","7","7","1",0.335896675962781,1.43610610455686e-66
"78","ABQ.7.0","ABQ","8","7","1",0.115152925105578,7.21502160051708e-18
"79","qm.7.0","qm","9","7","1",0.726012601125449,7.18053052278431e-67
"80","nTau1.7.0","nTau1","10","7","1",1.28681877627968,3.23303471997061e-09
"81","nTau2.7.0","nTau2","11","7","1",2.0187404664731,7.94113112876893e-17
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",3412.69589220854,5.81243591520999e-82
"84","Fo.7.0","Fo","14","7","1",3073.06300454677,1.43610610455686e-66
"85","Quant.8.0","Quant","1","8","1",0.107542714737653,1.1801256651846e-65
"86","Sigma.8.0","Sigma","2","8","1",3.89684562156979,1.25549742554325e-18
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",746.471200669475,2.7752649958632e-10
"89","Tau2.8.0","Tau2","5","8","1",2334236.47039301,3.63431267845711e-18
"90","NPQ.8.0","NPQ","6","8","1",0.210890530244022,7.41364414994642e-81
"91","qP.8.0","qP","7","8","1",0.398615772665736,2.36025133036919e-65
"92","ABQ.8.0","ABQ","8","8","1",0.143319885320623,1.25549742554325e-18
"93","qm.8.0","qm","9","8","1",0.703926568798492,1.1801256651846e-65
"94","nTau1.8.0","nTau1","10","8","1",1.05750256219129,2.7752649958632e-10
"95","nTau2.8.0","nTau2","11","8","1",1.78324795214811,3.63431267845711e-18
"96","nCon.8.0","nCon","12","8","1",0,1
"97","Fm.8.0","Fm","13","8","1",3260.33576555097,7.41364414994642e-81
"98","Fo.8.0","Fo","14","8","1",2909.71040636736,2.36025133036919e-65
"99","Quant.9.0","Quant","1","9","1",0.112659026521761,1.8555344413606e-66
"100","Sigma.9.0","Sigma","2","9","1",3.81622748587441,3.03177178380193e-20
"101","Connect.9.0","Connect","3","9","1",0,1
"102","Tau1.9.0","Tau1","4","9","1",623.490479262144,4.93272214868318e-12
"103","Tau2.9.0","Tau2","5","9","1",2425025.46426874,4.86926369057564e-19
"104","NPQ.9.0","NPQ","6","9","1",0.256447534130106,2.67953114689697e-81
"105","qP.9.0","qP","7","9","1",0.445295560844233,3.7110688827212e-66
"106","ABQ.9.0","ABQ","8","9","1",0.161042926066828,3.03177178380193e-20
"107","qm.9.0","qm","9","9","1",0.689840965801461,1.8555344413606e-66
"108","nTau1.9.0","nTau1","10","9","1",0.883279594350407,4.93272214868318e-12
"109","nTau2.9.0","nTau2","11","9","1",1.85260651519858,4.86926369057564e-19
"110","nCon.9.0","nCon","12","9","1",0,1
"111","Fm.9.0","Fm","13","9","1",3142.12061919074,2.67953114689697e-81
"112","Fo.9.0","Fo","14","9","1",2788.13236901876,3.7110688827212e-66
"113","Quant.10.0","Quant","1","10","1",0.209544785632873,3.33115294494772e-63
"114","Sigma.10.0","Sigma","2","10","1",3.8704543506152,2.21267194447154e-35
"115","Connect.10.0","Connect","3","10","1",0.0961078450085752,0.0563524297835293
"116","Tau1.10.0","Tau1","4","10","1",777.33977266827,1.84848565498095e-19
"117","Tau2.10.0","Tau2","5","10","1",1153247.52389182,5.66179341594308e-24
"118","NPQ.10.0","NPQ","6","10","1",0.580458245590971,1.2771221168913e-84
"119","qP.10.0","qP","7","10","1",0.757681512337944,6.66230588989544e-63
"120","ABQ.10.0","ABQ","8","10","1",0.149121725892075,2.21267194447154e-35
"121","qm.10.0","qm","9","10","1",0.423106959648033,3.33115294494772e-63
"122","nTau1.10.0","nTau1","10","10","1",1.10123310926482,1.84848565498095e-19
"123","nTau2.10.0","nTau2","11","10","1",0.881027398631003,5.66179341594308e-24
"124","nCon.10.0","nCon","12","10","1",0.507248859402126,0.0563524297835293
"125","Fm.10.0","Fm","13","10","1",2497.95254948058,1.2771221168913e-84
"126","Fo.10.0","Fo","14","10","1",1974.51961797858,6.66230588989544e-63
"127","Quant.11.0","Quant","1","11","1",0.215298351012343,4.24284964473421e-66
"128","Sigma.11.0","Sigma","2","11","1",3.7245195282108,1.81333063439762e-39
"129","Connect.11.0","Connect","3","11","1",0.165782011049686,5.67122610705846e-05
"130","Tau1.11.0","Tau1","4","11","1",804.816193556742,1.37583087950077e-17
"131","Tau2.11.0","Tau2","5","11","1",1153241.70871987,4.04365371387559e-20
"132","NPQ.11.0","NPQ","6","11","1",0.590401783773752,4.71140718852014e-87
"133","qP.11.0","qP","7","11","1",0.767905081637069,8.48569928946842e-66
"134","ABQ.11.0","ABQ","8","11","1",0.181203946368326,1.81333063439762e-39
"135","qm.11.0","qm","9","11","1",0.407266948098227,4.24284964473421e-66
"136","nTau1.11.0","nTau1","10","11","1",1.14015810123149,1.37583087950077e-17
"137","nTau2.11.0","nTau2","11","11","1",0.881022956110456,4.04365371387559e-20
"138","nCon.11.0","nCon","12","11","1",0.874983056865343,5.67122610705846e-05
"139","Fm.11.0","Fm","13","11","1",2482.33480633671,4.71140718852014e-87
"140","Fo.11.0","Fo","14","11","1",1947.89221587187,8.48569928946842e-66
"141","Quant.12.0","Quant","1","12","1",0.222414244942595,4.65352486428132e-64
"142","Sigma.12.0","Sigma","2","12","1",3.70952796633854,8.15870231955813e-38
"143","Connect.12.0","Connect","3","12","1",0.146966608937875,0.000956406763770019
"144","Tau1.12.0","Tau1","4","12","1",807.425185639715,3.57622883324708e-18
"145","Tau2.12.0","Tau2","5","12","1",1122948.85270693,2.42687792873357e-20
"146","NPQ.12.0","NPQ","6","12","1",0.601999998485302,5.36516776294408e-85
"147","qP.12.0","qP","7","12","1",0.780052682303734,9.30704972856264e-64
"148","ABQ.12.0","ABQ","8","12","1",0.184499681994307,8.15870231955813e-38
"149","qm.12.0","qm","9","12","1",0.387676340430054,4.65352486428132e-64
"150","nTau1.12.0","nTau1","10","12","1",1.14385417927175,3.57622883324708e-18
"151","nTau2.12.0","nTau2","11","12","1",0.85788062493066,2.42687792873357e-20
"152","nCon.12.0","nCon","12","12","1",0.775676998555987,0.000956406763770019
"153","Fm.12.0","Fm","13","12","1",2464.36311339222,5.36516776294408e-85
"154","Fo.12.0","Fo","14","12","1",1916.25365226271,9.30704972856264e-64
"155","Quant.13.0","Quant","1","13","1",0.227895215057971,2.93003044163649e-62
"156","Sigma.13.0","Sigma","2","13","1",3.6871269163609,2.34860245564921e-36
"157","Connect.13.0","Connect","3","13","1",0.134936319664492,0.00488072796368712
"158","Tau1.13.0","Tau1","4","13","1",817.835260352413,1.04362514007546e-18
"159","Tau2.13.0","Tau2","5","13","1",1113285.08936902,3.97322150404021e-20
"160","NPQ.13.0","NPQ","6","13","1",0.610399476567078,3.64799768560091e-83
"161","qP.13.0","qP","7","13","1",0.789049147143753,5.86006088327299e-62
"162","ABQ.13.0","ABQ","8","13","1",0.189424314871104,2.34860245564921e-36
"163","qm.13.0","qm","9","13","1",0.372586804775955,2.93003044163649e-62
"164","nTau1.13.0","nTau1","10","13","1",1.15860180874681,1.04362514007546e-18
"165","nTau2.13.0","nTau2","11","13","1",0.850497959806133,3.97322150404021e-20
"166","nCon.13.0","nCon","12","13","1",0.71218217654997,0.00488072796368712
"167","Fm.13.0","Fm","13","13","1",2451.50955484499,3.64799768560091e-83
"168","Fo.13.0","Fo","14","13","1",1892.82225762692,5.86006088327299e-62
"169","Quant.14.0","Quant","1","14","1",0.227156432701428,3.7943226405279e-64
"170","Sigma.14.0","Sigma","2","14","1",3.63098340557972,1.63247379913092e-38
"171","Connect.14.0","Connect","3","14","1",0.15802230484712,0.000251638993163332
