"","uni","metric","metrix","stage","col","cclong2025.nah4.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.379502297244676,2.41428413225783e-61
"2","Sigma.1.0","Sigma","2","1","1",5.24118539156798,3.86369399605334e-52
"3","Connect.1.0","Connect","3","1","1",0.276965118066174,6.30194885853729e-19
"4","Tau1.1.0","Tau1","4","1","1",553.004876966139,3.02774824199277e-26
"5","Tau2.1.0","Tau2","5","1","1",1610626.07154939,1.20832986703144e-14
"6","NPQ.1.0","NPQ","6","1","1",0.709137315636975,4.85429073649568e-88
"7","qP.1.0","qP","7","1","1",0.916315947905749,4.82856826451565e-61
"8","ABQ.1.0","ABQ","8","1","1",0,3.86369399605334e-52
"9","qm.1.0","qm","9","1","1",0,2.41428413225783e-61
"10","nTau1.1.0","nTau1","10","1","1",1,3.02774824199277e-26
"11","nTau2.1.0","nTau2","11","1","1",1,1.20832986703144e-14
"12","nCon.1.0","nCon","12","1","1",1,6.30194885853729e-19
"13","Fm.1.0","Fm","13","1","1",2066.23504118425,4.85429073649568e-88
"14","Fo.1.0","Fo","14","1","1",1282.09409640738,4.82856826451565e-61
"15","Quant.3.0","Quant","1","3","1",0.0588760450676674,8.19981302816152e-77
"16","Sigma.3.0","Sigma","2","3","1",4.42073381236665,5.01586558410721e-20
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",371.567836510907,4.07260537542305e-07
"19","Tau2.3.0","Tau2","5","3","1",4364226.87552293,1.72834209458861e-12
"20","NPQ.3.0","NPQ","6","3","1",0.0255120564544504,1.54458765774851e-89
"21","qP.3.0","qP","7","3","1",0.118380048750919,1.63996260563215e-76
"22","ABQ.3.0","ABQ","8","3","1",0.156539316567827,5.01586558410721e-20
"23","qm.3.0","qm","9","3","1",0.844859845394537,8.19981302816152e-77
"24","nTau1.3.0","nTau1","10","3","1",0.671906979463508,4.07260537542305e-07
"25","nTau2.3.0","nTau2","11","3","1",2.70964623795307,1.72834209458861e-12
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3443.62544500379,1.54458765774851e-89
"28","Fo.3.0","Fo","14","3","1",3240.87839810758,1.63996260563215e-76
"29","Quant.4.0","Quant","1","4","1",0.0622227830882259,1.60661757348001e-77
"30","Sigma.4.0","Sigma","2","4","1",4.5857165643993,1.13309518968836e-18
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",699.847377777161,1.34598671849087e-05
"33","Tau2.4.0","Tau2","5","4","1",4133079.25593842,1.5927430121204e-09
"34","NPQ.4.0","NPQ","6","4","1",0.0285031415504928,5.56112617428965e-90
"35","qP.4.0","qP","7","4","1",0.126900650637037,3.21323514695946e-77
"36","ABQ.4.0","ABQ","8","4","1",0.125061179523091,1.13309518968836e-18
"37","qm.4.0","qm","9","4","1",0.836041089764184,1.60661757348001e-77
"38","nTau1.4.0","nTau1","10","4","1",1.26553563436297,1.34598671849087e-05
"39","nTau2.4.0","nTau2","11","4","1",2.5661320954295,1.5927430121204e-09
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3433.61071940035,5.56112617428965e-90
"42","Fo.4.0","Fo","14","4","1",3219.96190439769,3.21323514695946e-77
"43","Quant.5.0","Quant","1","5","1",0.0712701828780341,2.57393809538706e-76
"44","Sigma.5.0","Sigma","2","5","1",4.32895663200696,6.62185741155972e-22
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",470.051093361952,3.820412558792e-07
"47","Tau2.5.0","Tau2","5","5","1",3145251.72246008,3.32016012214001e-14
"48","NPQ.5.0","NPQ","6","5","1",0.0806160443296657,8.56047667128561e-90
"49","qP.5.0","qP","7","5","1",0.202201815887636,5.14787619077404e-76
"50","ABQ.5.0","ABQ","8","5","1",0.174050084362331,6.62185741155972e-22
"51","qm.5.0","qm","9","5","1",0.812200918425313,2.57393809538706e-76
"52","nTau1.5.0","nTau1","10","5","1",0.849994480954161,3.820412558792e-07
"53","nTau2.5.0","nTau2","11","5","1",1.95281311908382,3.32016012214001e-14
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3268.02422589919,8.56047667128561e-90
"56","Fo.5.0","Fo","14","5","1",3035.11154166951,5.14787619077404e-76
"57","Quant.6.0","Quant","1","6","1",0.0855212064435039,2.10310317700835e-75
"58","Sigma.6.0","Sigma","2","6","1",4.43271711363006,1.07193187012888e-25
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",797.873743287354,9.8869623008697e-08
"61","Tau2.6.0","Tau2","5","6","1",2881002.34616838,1.66571805074601e-12
"62","NPQ.6.0","NPQ","6","6","1",0.148895564657136,1.22890105314479e-90
"63","qP.6.0","qP","7","6","1",0.293525742354124,4.2062063540167e-75
"64","ABQ.6.0","ABQ","8","6","1",0.154252944236353,1.07193187012888e-25
"65","qm.6.0","qm","9","6","1",0.774649041482966,2.10310317700835e-75
"66","nTau1.6.0","nTau1","10","6","1",1.44279693818362,9.8869623008697e-08
"67","nTau2.6.0","nTau2","11","6","1",1.788746871207,1.66571805074601e-12
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",3073.80367755062,1.22890105314479e-90
"70","Fo.6.0","Fo","14","6","1",2810.92827867602,4.2062063540167e-75
"71","Quant.7.0","Quant","1","7","1",0.0935262011096292,4.36797424762787e-74
"72","Sigma.7.0","Sigma","2","7","1",4.32549578976599,1.53216002725157e-27
"73","Connect.7.0","Connect","3","7","1",0.0782901609363205,0.337717265837294
"74","Tau1.7.0","Tau1","4","7","1",693.6456454813,4.10882859951437e-10
"75","Tau2.7.0","Tau2","5","7","1",2698662.30282067,1.66762569619011e-14
"76","NPQ.7.0","NPQ","6","7","1",0.214581184598357,1.22346611363837e-89
"77","qP.7.0","qP","7","7","1",0.36493341253628,8.73594849525574e-74
"78","ABQ.7.0","ABQ","8","7","1",0.174710401062164,1.53216002725157e-27
"79","qm.7.0","qm","9","7","1",0.753555639086606,4.36797424762787e-74
"80","nTau1.7.0","nTau1","10","7","1",1.25432102748666,4.10882859951437e-10
"81","nTau2.7.0","nTau2","11","7","1",1.67553620948444,1.66762569619011e-14
"82","nCon.7.0","nCon","12","7","1",0.282671556197972,0.337717265837294
"83","Fm.7.0","Fm","13","7","1",2907.56966808482,1.22346611363837e-89
"84","Fo.7.0","Fo","14","7","1",2635.63572256726,8.73594849525574e-74
"85","Quant.8.0","Quant","1","8","1",0.103341639141336,1.26256745144818e-73
"86","Sigma.8.0","Sigma","2","8","1",4.30087957780076,5.13880901535791e-28
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",580.298922197008,1.10559689119966e-09
"89","Tau2.8.0","Tau2","5","8","1",2154765.83632378,3.05539649510096e-16
"90","NPQ.8.0","NPQ","6","8","1",0.27955486793713,6.02761558162978e-89
"91","qP.8.0","qP","7","8","1",0.430487513972129,2.52513490289636e-73
"92","ABQ.8.0","ABQ","8","8","1",0.179407088953577,5.13880901535791e-28
"93","qm.8.0","qm","9","8","1",0.727691663814332,1.26256745144818e-73
"94","nTau1.8.0","nTau1","10","8","1",1.04935588521499,1.10559689119966e-09
"95","nTau2.8.0","nTau2","11","8","1",1.33784363384292,3.05539649510096e-16
"96","nCon.8.0","nCon","12","8","1",0,1
"97","Fm.8.0","Fm","13","8","1",2759.92808144138,6.02761558162978e-89
"98","Fo.8.0","Fo","14","8","1",2474.71258959303,2.52513490289636e-73
"99","Quant.9.0","Quant","1","9","1",0.1026132639421,1.38075876523789e-74
"100","Sigma.9.0","Sigma","2","9","1",4.28276339744446,9.61309979801105e-31
"101","Connect.9.0","Connect","3","9","1",0.115529086808843,0.084781972117905
"102","Tau1.9.0","Tau1","4","9","1",617.831469897717,2.73187449045643e-10
"103","Tau2.9.0","Tau2","5","9","1",2700196.61745515,1.22698284190302e-12
"104","NPQ.9.0","NPQ","6","9","1",0.335157540942585,1.23451005154295e-90
"105","qP.9.0","qP","7","9","1",0.471685309267524,2.76151753047578e-74
"106","ABQ.9.0","ABQ","8","9","1",0.182863593351503,9.61309979801105e-31
"107","qm.9.0","qm","9","9","1",0.72961095443398,1.38075876523789e-74
"108","nTau1.9.0","nTau1","10","9","1",1.11722607816269,2.73187449045643e-10
"109","nTau2.9.0","nTau2","11","9","1",1.67648882950071,1.22698284190302e-12
"110","nCon.9.0","nCon","12","9","1",0.417125043093839,0.084781972117905
"111","Fm.9.0","Fm","13","9","1",2644.9907995663,1.23451005154295e-90
"112","Fo.9.0","Fo","14","9","1",2373.57966052598,2.76151753047578e-74
"113","Quant.10.0","Quant","1","10","1",0.205819903920909,5.62763891178844e-71
"114","Sigma.10.0","Sigma","2","10","1",4.29193462070968,3.02616980000275e-44
"115","Connect.10.0","Connect","3","10","1",0.20830719899212,1.9132661312599e-09
"116","Tau1.10.0","Tau1","4","10","1",717.044606098476,2.32665495939263e-17
"117","Tau2.10.0","Tau2","5","10","1",1235592.72118463,1.27001308930121e-18
"118","NPQ.10.0","NPQ","6","10","1",0.680572632729861,9.82039169610896e-91
"119","qP.10.0","qP","7","10","1",0.758764270210924,1.12552778235769e-70
"120","ABQ.10.0","ABQ","8","10","1",0.181113755751791,3.02616980000275e-44
"121","qm.10.0","qm","9","10","1",0.457658345113493,5.62763891178844e-71
"122","nTau1.10.0","nTau1","10","10","1",1.29663342217212,2.32665495939263e-17
"123","nTau2.10.0","nTau2","11","10","1",0.767150577660782,1.27001308930121e-18
"124","nCon.10.0","nCon","12","10","1",0.75210625961335,1.9132661312599e-09
"125","Fm.10.0","Fm","13","10","1",2101.35482572288,9.82039169610896e-91
"126","Fo.10.0","Fo","14","10","1",1668.85417738886,1.12552778235769e-70
"127","Quant.11.0","Quant","1","11","1",0.212856698002647,1.57990871421598e-70
"128","Sigma.11.0","Sigma","2","11","1",4.17755311513104,1.0638687959635e-44
"129","Connect.11.0","Connect","3","11","1",0.221318551427538,1.68679599487336e-10
"130","Tau1.11.0","Tau1","4","11","1",710.055917509625,8.78178010490653e-19
"131","Tau2.11.0","Tau2","5","11","1",1288549.39801208,5.66375564147723e-18
"132","NPQ.11.0","NPQ","6","11","1",0.70943612419775,4.55960494410897e-90
"133","qP.11.0","qP","7","11","1",0.776164936994243,3.15981742843197e-70
"134","ABQ.11.0","ABQ","8","11","1",0.202937350422313,1.0638687959635e-44
"135","qm.11.0","qm","9","11","1",0.439116180460398,1.57990871421598e-70
"136","nTau1.11.0","nTau1","10","11","1",1.28399576040828,8.78178010490653e-19
"137","nTau2.11.0","nTau2","11","11","1",0.800030137828656,5.66375564147723e-18
"138","nCon.11.0","nCon","12","11","1",0.799084566940516,1.68679599487336e-10
"139","Fm.11.0","Fm","13","11","1",2065.87386435516,4.55960494410897e-90
"140","Fo.11.0","Fo","14","11","1",1626.13877509855,3.15981742843197e-70
"141","Quant.12.0","Quant","1","12","1",0.216949866629273,4.64090869070008e-71
"142","Sigma.12.0","Sigma","2","12","1",4.20495273211634,9.27211178531327e-46
"143","Connect.12.0","Connect","3","12","1",0.243895978133854,1.1472617285333e-12
"144","Tau1.12.0","Tau1","4","12","1",666.403747829075,1.4562358135611e-18
"145","Tau2.12.0","Tau2","5","12","1",1239577.00016055,3.1588434614206e-17
"146","NPQ.12.0","NPQ","6","12","1",0.72998138170737,9.16675100761874e-91
"147","qP.12.0","qP","7","12","1",0.787435676278307,9.28181738140016e-71
"148","ABQ.12.0","ABQ","8","12","1",0.197709598503945,9.27211178531327e-46
"149","qm.12.0","qm","9","12","1",0.428330557668801,4.64090869070008e-71
"150","nTau1.12.0","nTau1","10","12","1",1.20505944085893,1.4562358135611e-18
"151","nTau2.12.0","nTau2","11","12","1",0.769624323147893,3.1588434614206e-17
"152","nCon.12.0","nCon","12","12","1",0.880601787823623,1.1472617285333e-12
"153","Fm.12.0","Fm","13","12","1",2041.33954798946,9.16675100761874e-91
"154","Fo.12.0","Fo","14","12","1",1598.47120530809,9.28181738140016e-71
"155","Quant.13.0","Quant","1","13","1",0.224163863258669,1.51100660012547e-69
"156","Sigma.13.0","Sigma","2","13","1",4.2932302414346,6.3356037250441e-45
"157","Connect.13.0","Connect","3","13","1",0.224810259669152,6.28383142841789e-11
"158","Tau1.13.0","Tau1","4","13","1",671.345071491261,5.37034995817824e-18
"159","Tau2.13.0","Tau2","5","13","1",1138848.56157937,5.3583077712295e-18
"160","NPQ.13.0","NPQ","6","13","1",0.7481330996617,8.03108978855331e-90
"161","qP.13.0","qP","7","13","1",0.800133587949553,3.02201320025095e-69
"162","ABQ.13.0","ABQ","8","13","1",0.18086655580977,6.3356037250441e-45
"163","qm.13.0","qm","9","13","1",0.409321458957746,1.51100660012547e-69
"164","nTau1.13.0","nTau1","10","13","1",1.21399484788336,5.37034995817824e-18
"165","nTau2.13.0","nTau2","11","13","1",0.7070843951283,5.3583077712295e-18
"166","nCon.13.0","nCon","12","13","1",0.811691599428917,6.28383142841789e-11
"167","Fm.13.0","Fm","13","13","1",2020.14332458331,8.03108978855331e-90
"168","Fo.13.0","Fo","14","13","1",1567.3001926085,3.02201320025095e-69
"169","Quant.14.0","Quant","1","14","1",0.228464068573191,2.72934144709673e-68
"170","Sigma.14.0","Sigma","2","14","1",4.31784947158517,5.89236300660877e-44
"171","Connect.14.0","Connect","3","14","1",0.216928427552448,8.27608317357324e-10
"172","Tau1.14.0","Tau1","4","14","1",656.625763407383,5.57171630168946e-18
"173","Tau2.14.0","Tau2","5","14","1",1067884.37749247,1.55875326038326e-18
"174","NPQ.14.0","NPQ","6","14","1",0.767691829669976,1.06614207361271e-88
"175","qP.14.0","qP","7","14","1",0.810697482706124,5.45868289419347e-68
"176","ABQ.14.0","ABQ","8","14","1",0.176169292059059,5.89236300660877e-44
"177","qm.14.0","qm","9","14","1",0.397990288248785,2.72934144709673e-68
"178","nTau1.14.0","nTau1","10","14","1",1.18737788897943,5.57171630168946e-18
"179","nTau2.14.0","nTau2","11","14","1",0.663024395516702,1.55875326038326e-18
"180","nCon.14.0","nCon","12","14","1",0.783233748231854,8.27608317357324e-10
"181","Fm.14.0","Fm","13","14","1",1997.79133019132,1.06614207361271e-88
"182","Fo.14.0","Fo","14","14","1",1541.36779473556,5.45868289419347e-68
"183","Quant.15.0","Quant","1","15","1",0.235365847499744,2.55465618104128e-67
"184","Sigma.15.0","Sigma","2","15","1",4.32096241480986,2.45541442752758e-43
"185","Connect.15.0","Connect","3","15","1",0.229455830201058,4.53246647888358e-10
"186","Tau1.15.0","Tau1","4","15","1",685.783106231503,2.62927341358089e-18
"187","Tau2.15.0","Tau2","5","15","1",1094915.42441293,7.91585951728154e-18
"188","NPQ.15.0","NPQ","6","15","1",0.775987874803368,1.41532561285016e-87
"189","qP.15.0","qP","7","15","1",0.81922113702761,5.10931236208257e-67
"190","ABQ.15.0","ABQ","8","15","1",0.175575353285266,2.45541442752758e-43
"191","qm.15.0","qm","9","15","1",0.379803892602007,2.55465618104128e-67
"192","nTau1.15.0","nTau1","10","15","1",1.24010317954844,2.62927341358089e-18
"193","nTau2.15.0","nTau2","11","15","1",0.679807339365647,7.91585951728154e-18
"194","nCon.15.0","nCon","12","15","1",0.828464724378163,4.53246647888358e-10
"195","Fm.15.0","Fm","13","15","1",1988.45919044109,1.41532561285016e-87
"196","Fo.15.0","Fo","14","15","1",1520.44380786427,5.10931236208257e-67
"197","Quant.16.0","Quant","1","16","1",0.0860634606202023,1.41491449184127e-74
"198","Sigma.16.0","Sigma","2","16","1",4.25457579596036,1.85687853469814e-24
"199","Connect.16.0","Connect","3","16","1",0,1
"200","Tau1.16.0","Tau1","4","16","1",406.001099482322,5.53936081789401e-10
"201","Tau2.16.0","Tau2","5","16","1",3321299.581604,2.40691785422934e-12
"202","NPQ.16.0","NPQ","6","16","1",0.408060209581103,1.27100027120087e-88
"203","qP.16.0","qP","7","16","1",0.504838538721711,2.82982898368252e-74
"204","ABQ.16.0","ABQ","8","16","1",0.188241689980072,1.85687853469814e-24
"205","qm.16.0","qm","9","16","1",0.773220185371593,1.41491449184127e-74
"206","nTau1.16.0","nTau1","10","16","1",0.73417272865603,5.53936081789401e-10
"207","nTau2.16.0","nTau2","11","16","1",2.0621171110244,2.40691785422934e-12
"208","nCon.16.0","nCon","12","16","1",0,1
"209","Fm.16.0","Fm","13","16","1",2508.04574103782,1.27100027120087e-88
"210","Fo.16.0","Fo","14","16","1",2292.19464517035,2.82982898368252e-74
"211","Quant.17.0","Quant","1","17","1",0.0820206349905661,7.45074879045255e-74
"212","Sigma.17.0","Sigma","2","17","1",4.2396766606529,1.32841514267431e-21
"213","Connect.17.0","Connect","3","17","1",0,1
"214","Tau1.17.0","Tau1","4","17","1",460.218614671381,7.08493830289506e-10
