"","uni","metric","metrix","stage","col","cclong2025.nah14.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.346986709970109,8.91474545208073e-59
"2","Sigma.1.0","Sigma","2","1","1",4.69238932193791,1.57913176152279e-47
"3","Connect.1.0","Connect","3","1","1",0.226710355479027,6.2581928434894e-12
"4","Tau1.1.0","Tau1","4","1","1",566.279126964811,3.71645791811281e-27
"5","Tau2.1.0","Tau2","5","1","1",1439871.72221124,8.8209189623229e-21
"6","NPQ.1.0","NPQ","6","1","1",0.598393700753673,2.66974528874178e-87
"7","qP.1.0","qP","7","1","1",0.849813816237273,1.78294909041615e-58
"8","ABQ.1.0","ABQ","8","1","1",0,1.57913176152279e-47
"9","qm.1.0","qm","9","1","1",0,8.91474545208073e-59
"10","nTau1.1.0","nTau1","10","1","1",1,3.71645791811281e-27
"11","nTau2.1.0","nTau2","11","1","1",1,8.8209189623229e-21
"12","nCon.1.0","nCon","12","1","1",1,6.2581928434894e-12
"13","Fm.1.0","Fm","13","1","1",2200.55965101415,2.66974528874178e-87
"14","Fo.1.0","Fo","14","1","1",1436.99469761578,1.78294909041615e-58
"15","Quant.3.0","Quant","1","3","1",0.0850178701542377,5.5955956712048e-69
"16","Sigma.3.0","Sigma","2","3","1",3.62976005695632,2.63006737466267e-19
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",783.779233323063,2.25154654317436e-10
"19","Tau2.3.0","Tau2","5","3","1",4151371.64848296,2.10669303674937e-13
"20","NPQ.3.0","NPQ","6","3","1",0.0259977127791596,1.11836889827677e-83
"21","qP.3.0","qP","7","3","1",0.155467100508697,1.11911913424096e-68
"22","ABQ.3.0","ABQ","8","3","1",0.226458034931922,2.63006737466267e-19
"23","qm.3.0","qm","9","3","1",0.754982344535439,5.5955956712048e-69
"24","nTau1.3.0","nTau1","10","3","1",1.38408639132441,2.25154654317436e-10
"25","nTau2.3.0","nTau2","11","3","1",2.88315381463817,2.10669303674937e-13
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3428.2344302563,1.11836889827677e-83
"28","Fo.3.0","Fo","14","3","1",3136.77324060648,1.11911913424096e-68
"29","Quant.4.0","Quant","1","4","1",0.0725355358970199,4.35627577855126e-72
"30","Sigma.4.0","Sigma","2","4","1",3.43625707905523,4.28568816982736e-16
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",1521.54182527067,2.78550681476965e-06
"33","Tau2.4.0","Tau2","5","4","1",3536422.63664582,2.60949974705588e-14
"34","NPQ.4.0","NPQ","6","4","1",-0.011821064487581,1.48832871126935e-84
"35","qP.4.0","qP","7","4","1",0.0882790343970116,8.71255155710104e-72
"36","ABQ.4.0","ABQ","8","4","1",0.267695657095204,4.28568816982736e-16
"37","qm.4.0","qm","9","4","1",0.790955867147568,4.35627577855126e-72
"38","nTau1.4.0","nTau1","10","4","1",2.6869113707686,2.78550681476965e-06
"39","nTau2.4.0","nTau2","11","4","1",2.45606784416522,2.60949974705588e-14
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3559.43701885307,1.48832871126935e-84
"42","Fo.4.0","Fo","14","4","1",3301.25134719887,8.71255155710104e-72
"43","Quant.5.0","Quant","1","5","1",0.0874703656742462,4.15310071325063e-68
"44","Sigma.5.0","Sigma","2","5","1",3.83446478502987,6.55574484355221e-17
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",983.710875338792,5.64786656561093e-09
"47","Tau2.5.0","Tau2","5","5","1",2610181.59619584,8.57255264166791e-19
"48","NPQ.5.0","NPQ","6","5","1",0.0570029277878836,1.63646044229833e-83
"49","qP.5.0","qP","7","5","1",0.196386816820421,8.30620142650127e-68
"50","ABQ.5.0","ABQ","8","5","1",0.182833196064331,6.55574484355221e-17
"51","qm.5.0","qm","9","5","1",0.747914363400888,4.15310071325063e-68
"52","nTau1.5.0","nTau1","10","5","1",1.73714839289833,5.64786656561093e-09
"53","nTau2.5.0","nTau2","11","5","1",1.81278759484722,8.57255264166791e-19
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3327.67354928233,1.63646044229833e-83
"56","Fo.5.0","Fo","14","5","1",3036.60072708209,8.30620142650127e-68
"57","Quant.6.0","Quant","1","6","1",0.106064112546049,1.50849693120599e-67
"58","Sigma.6.0","Sigma","2","6","1",3.72946029778097,2.70016017702963e-21
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",1104.30340089058,1.0822572236286e-10
"61","Tau2.6.0","Tau2","5","6","1",2195375.96088479,1.2450881732517e-18
"62","NPQ.6.0","NPQ","6","6","1",0.141581995904082,4.94467434949992e-84
"63","qP.6.0","qP","7","6","1",0.311691776928241,3.01699386241198e-67
"64","ABQ.6.0","ABQ","8","6","1",0.205210812251884,2.70016017702963e-21
"65","qm.6.0","qm","9","6","1",0.694328026121847,1.50849693120599e-67
"66","nTau1.6.0","nTau1","10","6","1",1.95010437133629,1.0822572236286e-10
"67","nTau2.6.0","nTau2","11","6","1",1.52470246273974,1.2450881732517e-18
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",3081.12837880571,4.94467434949992e-84
"70","Fo.6.0","Fo","14","6","1",2754.33123166723,3.01699386241198e-67
"71","Quant.7.0","Quant","1","7","1",0.111571267282811,2.56953625744208e-67
"72","Sigma.7.0","Sigma","2","7","1",3.60201626397792,8.08505486747276e-23
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",803.713927148285,6.2287471932182e-12
"75","Tau2.7.0","Tau2","5","7","1",1953288.09855519,5.71766514478876e-21
"76","NPQ.7.0","NPQ","6","7","1",0.214582564468673,3.5685437538733e-84
"77","qP.7.0","qP","7","7","1",0.385830353197556,5.13907251488417e-67
"78","ABQ.7.0","ABQ","8","7","1",0.232370543693438,8.08505486747276e-23
"79","qm.7.0","qm","9","7","1",0.678456655321402,2.56953625744208e-67
"80","nTau1.7.0","nTau1","10","7","1",1.41928933785022,6.2287471932182e-12
"81","nTau2.7.0","nTau2","11","7","1",1.35657091421692,5.71766514478876e-21
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",2895.94201926686,3.5685437538733e-84
"84","Fo.7.0","Fo","14","7","1",2572.83809819971,5.13907251488417e-67
"85","Quant.8.0","Quant","1","8","1",0.115533216783172,6.15415721777482e-68
"86","Sigma.8.0","Sigma","2","8","1",3.54852516815664,4.60212636293185e-25
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",1058.26108204283,6.0204807507931e-12
"89","Tau2.8.0","Tau2","5","8","1",2095195.59151199,3.90569860306962e-17
"90","NPQ.8.0","NPQ","6","8","1",0.28928103109257,1.3933397490549e-85
"91","qP.8.0","qP","7","8","1",0.451137724219583,1.23083144355496e-67
"92","ABQ.8.0","ABQ","8","8","1",0.243770087113929,4.60212636293185e-25
"93","qm.8.0","qm","9","8","1",0.667038496105154,6.15415721777482e-68
"94","nTau1.8.0","nTau1","10","8","1",1.86879761525908,6.0204807507931e-12
"95","nTau2.8.0","nTau2","11","8","1",1.45512656384025,3.90569860306962e-17
"96","nCon.8.0","nCon","12","8","1",0,1
"97","Fm.8.0","Fm","13","8","1",2728.15670089633,1.3933397490549e-85
"98","Fo.8.0","Fo","14","8","1",2412.96398135321,1.23083144355496e-67
"99","Quant.9.0","Quant","1","9","1",0.125991062505241,8.39014467927949e-68
"100","Sigma.9.0","Sigma","2","9","1",3.51415832930069,3.42139215477037e-26
"101","Connect.9.0","Connect","3","9","1",0,1
"102","Tau1.9.0","Tau1","4","9","1",691.206550320391,3.84730006569018e-12
"103","Tau2.9.0","Tau2","5","9","1",1909730.91207014,3.89935755693758e-19
"104","NPQ.9.0","NPQ","6","9","1",0.354235571497023,5.27996803385772e-85
"105","qP.9.0","qP","7","9","1",0.509510306730618,1.6780289358559e-67
"106","ABQ.9.0","ABQ","8","9","1",0.251094040114862,3.42139215477037e-26
"107","qm.9.0","qm","9","9","1",0.636899457860809,8.39014467927949e-68
"108","nTau1.9.0","nTau1","10","9","1",1.2206110333347,3.84730006569018e-12
"109","nTau2.9.0","nTau2","11","9","1",1.32632017325636,3.89935755693758e-19
"110","nCon.9.0","nCon","12","9","1",0,1
"111","Fm.9.0","Fm","13","9","1",2597.30342219966,5.27996803385772e-85
"112","Fo.9.0","Fo","14","9","1",2270.06640438822,1.6780289358559e-67
"113","Quant.10.0","Quant","1","10","1",0.218814161271279,1.32688844196607e-64
"114","Sigma.10.0","Sigma","2","10","1",3.68460887233462,5.675517640755e-39
"115","Connect.10.0","Connect","3","10","1",0.137576052973439,0.000814496720096341
"116","Tau1.10.0","Tau1","4","10","1",879.982449615307,1.04015886146883e-15
"117","Tau2.10.0","Tau2","5","10","1",1170719.64883665,6.35423126529582e-16
"118","NPQ.10.0","NPQ","6","10","1",0.650105849952654,5.12424864654318e-87
"119","qP.10.0","qP","7","10","1",0.756604540179995,2.65377688393213e-64
"120","ABQ.10.0","ABQ","8","10","1",0.214769146475487,5.675517640755e-39
"121","qm.10.0","qm","9","10","1",0.369387486655817,1.32688844196607e-64
"122","nTau1.10.0","nTau1","10","10","1",1.5539729573504,1.04015886146883e-15
"123","nTau2.10.0","nTau2","11","10","1",0.813072186068601,6.35423126529582e-16
"124","nCon.10.0","nCon","12","10","1",0.60683621038284,0.000814496720096341
"125","Fm.10.0","Fm","13","10","1",2131.59700295266,5.12424864654318e-87
"126","Fo.10.0","Fo","14","10","1",1665.1733925832,2.65377688393213e-64
"127","Quant.11.0","Quant","1","11","1",0.229812113347378,2.2938144641444e-63
"128","Sigma.11.0","Sigma","2","11","1",3.70031033652815,1.3068150815656e-38
"129","Connect.11.0","Connect","3","11","1",0.107581691070723,0.00981264969589381
"130","Tau1.11.0","Tau1","4","11","1",932.550874037627,5.04530112576138e-18
"131","Tau2.11.0","Tau2","5","11","1",1155459.53113526,7.76301429232382e-17
"132","NPQ.11.0","NPQ","6","11","1",0.670067281018467,4.10082496392253e-86
"133","qP.11.0","qP","7","11","1",0.774196649634926,4.58762892828881e-63
"134","ABQ.11.0","ABQ","8","11","1",0.211422991006221,1.3068150815656e-38
