"","uni","metric","metrix","stage","col","cclong2025.nah18.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.356534144546002,3.88488714367061e-55
"2","Sigma.1.0","Sigma","2","1","1",4.96595411443683,2.14536339551141e-44
"3","Connect.1.0","Connect","3","1","1",0.185708235253305,8.61676721186161e-08
"4","Tau1.1.0","Tau1","4","1","1",666.120334893996,3.11323478978749e-29
"5","Tau2.1.0","Tau2","5","1","1",1395220.47383477,9.57645331530976e-22
"6","NPQ.1.0","NPQ","6","1","1",0.622590621222227,1.92364758932109e-84
"7","qP.1.0","qP","7","1","1",0.871594464230593,7.76977428734121e-55
"8","ABQ.1.0","ABQ","8","1","1",0,2.14536339551141e-44
"9","qm.1.0","qm","9","1","1",0,3.88488714367061e-55
"10","nTau1.1.0","nTau1","10","1","1",1,3.11323478978749e-29
"11","nTau2.1.0","nTau2","11","1","1",1,9.57645331530976e-22
"12","nCon.1.0","nCon","12","1","1",1,8.61676721186161e-08
"13","Fm.1.0","Fm","13","1","1",2365.23240759137,1.92364758932109e-84
"14","Fo.1.0","Fo","14","1","1",1521.9462944983,7.76977428734121e-55
"15","Quant.3.0","Quant","1","3","1",0.0767146690538419,8.79284931071976e-67
"16","Sigma.3.0","Sigma","2","3","1",4.86550759911213,1.84441820818151e-13
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",851.90474428818,3.98500968435149e-10
"19","Tau2.3.0","Tau2","5","3","1",5492577.79502052,7.55840664803708e-13
"20","NPQ.3.0","NPQ","6","3","1",0.0364534126462887,1.13475309405861e-82
"21","qP.3.0","qP","7","3","1",0.157710118255451,1.75856986214395e-66
"22","ABQ.3.0","ABQ","8","3","1",0.0202270325117772,1.84441820818151e-13
"23","qm.3.0","qm","9","3","1",0.784832195661014,8.79284931071976e-67
"24","nTau1.3.0","nTau1","10","3","1",1.27890517623028,3.98500968435149e-10
"25","nTau2.3.0","nTau2","11","3","1",3.93670957244781,7.55840664803708e-13
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3702.82337318943,1.13475309405861e-82
"28","Fo.3.0","Fo","14","3","1",3418.76250355037,1.75856986214395e-66
"29","Quant.4.0","Quant","1","4","1",0.0570474293394733,8.63403887576407e-69
"30","Sigma.4.0","Sigma","2","4","1",5.936465118051,3.55367899598737e-08
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",2351.4484344448,1.38503537557001e-07
"33","Tau2.4.0","Tau2","5","4","1",5203547.52226053,2.43684794875989e-14
"34","NPQ.4.0","NPQ","6","4","1",-0.0092504444001259,2.69877024270911e-86
"35","qP.4.0","qP","7","4","1",0.0696822242230122,1.72680777515281e-68
"36","ABQ.4.0","ABQ","8","4","1",-0.195432938212767,3.55367899598737e-08
"37","qm.4.0","qm","9","4","1",0.839994485206696,8.63403887576407e-69
"38","nTau1.4.0","nTau1","10","4","1",3.53006553210689,1.38503537557001e-07
"39","nTau2.4.0","nTau2","11","4","1",3.72955215311494,2.43684794875989e-14
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3873.63678325844,2.69877024270911e-86
"42","Fo.4.0","Fo","14","4","1",3652.65576257872,1.72680777515281e-68
"43","Quant.5.0","Quant","1","5","1",0.0770166626439429,2.26972925643135e-68
"44","Sigma.5.0","Sigma","2","5","1",4.54881339769409,2.70801573196898e-12
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1735.24864511292,2.28083242556841e-06
