"","uni","metric","metrix","stage","col","cclong2025.nah5.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.346268844797839,1.94399059517579e-57
"2","Sigma.1.0","Sigma","2","1","1",4.98808760694437,8.00225548396967e-46
"3","Connect.1.0","Connect","3","1","1",0.188691699263938,1.01298339887478e-08
"4","Tau1.1.0","Tau1","4","1","1",583.007411789119,5.29159343973659e-27
"5","Tau2.1.0","Tau2","5","1","1",1428662.96832068,1.73869907851229e-20
"6","NPQ.1.0","NPQ","6","1","1",0.569778729162699,2.33829721613482e-86
"7","qP.1.0","qP","7","1","1",0.892596706563995,3.88798119035158e-57
"8","ABQ.1.0","ABQ","8","1","1",0,8.00225548396967e-46
"9","qm.1.0","qm","9","1","1",0,1.94399059517579e-57
"10","nTau1.1.0","nTau1","10","1","1",1,5.29159343973659e-27
"11","nTau2.1.0","nTau2","11","1","1",1,1.73869907851229e-20
"12","nCon.1.0","nCon","12","1","1",1,1.01298339887478e-08
"13","Fm.1.0","Fm","13","1","1",2191.98315498127,2.33829721613482e-86
"14","Fo.1.0","Fo","14","1","1",1432.96768008959,3.88798119035158e-57
"15","Quant.3.0","Quant","1","3","1",0.090797557639903,2.3687460602938e-65
"16","Sigma.3.0","Sigma","2","3","1",3.94642568373186,1.11008877330512e-15
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",761.510246739078,5.97518208249446e-10
"19","Tau2.3.0","Tau2","5","3","1",4411402.72101269,8.21848387455928e-12
"20","NPQ.3.0","NPQ","6","3","1",0.0278066150479194,3.86949277097635e-79
"21","qP.3.0","qP","7","3","1",0.176507941947988,4.73749212058756e-65
"22","ABQ.3.0","ABQ","8","3","1",0.2088299174542,1.11008877330512e-15
"23","qm.3.0","qm","9","3","1",0.73778305786386,2.3687460602938e-65
"24","nTau1.3.0","nTau1","10","3","1",1.30617592733885,5.97518208249446e-10
"25","nTau2.3.0","nTau2","11","3","1",3.08778404622476,8.21848387455928e-12
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3347.83652974653,3.86949277097635e-79
"28","Fo.3.0","Fo","14","3","1",3043.86114946789,4.73749212058756e-65
"29","Quant.4.0","Quant","1","4","1",0.0770468433840747,2.84259287425326e-67
"30","Sigma.4.0","Sigma","2","4","1",4.80330702795938,8.54540958059369e-11
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",595.636857898463,4.05716220981582e-07
"33","Tau2.4.0","Tau2","5","4","1",3522491.2378855,1.49658332503935e-17
"34","NPQ.4.0","NPQ","6","4","1",-0.024595813374153,7.8520255102121e-82
"35","qP.4.0","qP","7","4","1",0.0822517405556499,5.68518574850652e-67
"36","ABQ.4.0","ABQ","8","4","1",0.0370443732238662,8.54540958059369e-11
"37","qm.4.0","qm","9","4","1",0.777494150739849,2.84259287425326e-67
"38","nTau1.4.0","nTau1","10","4","1",1.02166258241998,4.05716220981582e-07
"39","nTau2.4.0","nTau2","11","4","1",2.46558587714079,1.49658332503935e-17
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3527.69506072711,7.8520255102121e-82
"42","Fo.4.0","Fo","14","4","1",3255.8972918765,5.68518574850652e-67
"43","Quant.5.0","Quant","1","5","1",0.0842581908390628,5.11907741294135e-68
"44","Sigma.5.0","Sigma","2","5","1",4.21536145529329,4.88358638016514e-15
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1415.87666405737,1.73027444996581e-07
"47","Tau2.5.0","Tau2","5","5","1",3276646.58329309,2.15009942965438e-14
"48","NPQ.5.0","NPQ","6","5","1",0.019836567842469,8.55997362949843e-83
"49","qP.5.0","qP","7","5","1",0.156125547262259,1.02381548258827e-67
"50","ABQ.5.0","ABQ","8","5","1",0.154914310361209,4.88358638016514e-15
"51","qm.5.0","qm","9","5","1",0.756668287936054,5.11907741294135e-68
"52","nTau1.5.0","nTau1","10","5","1",2.42857403769938,1.73027444996581e-07
"53","nTau2.5.0","nTau2","11","5","1",2.29350564545298,2.15009942965438e-14
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3373.99995241596,8.55997362949843e-83
"56","Fo.5.0","Fo","14","5","1",3089.71282053431,1.02381548258827e-67
"57","Quant.6.0","Quant","1","6","1",0.100626693492518,1.45069410315411e-66
"58","Sigma.6.0","Sigma","2","6","1",4.06220342706872,2.04083420227795e-18
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",901.441158951351,6.3044997083686e-09
"61","Tau2.6.0","Tau2","5","6","1",2327310.06823662,3.66087739375917e-18
"62","NPQ.6.0","NPQ","6","6","1",0.0856761123032499,1.98911164533528e-82
"63","qP.6.0","qP","7","6","1",0.26247914606935,2.90138820630822e-66
"64","ABQ.6.0","ABQ","8","6","1",0.185619069437883,2.04083420227795e-18
"65","qm.6.0","qm","9","6","1",0.70939720681118,1.45069410315411e-66
"66","nTau1.6.0","nTau1","10","6","1",1.54619159331959,6.3044997083686e-09
"67","nTau2.6.0","nTau2","11","6","1",1.62901266417807,3.66087739375917e-18
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",3169.38771368254,1.98911164533528e-82
"70","Fo.6.0","Fo","14","6","1",2850.46270765886,2.90138820630822e-66
"71","Quant.7.0","Quant","1","7","1",0.111393780885326,8.01998859480077e-67
"72","Sigma.7.0","Sigma","2","7","1",3.79581289543437,6.93541428079814e-21
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",1113.40001299609,1.11738127382338e-09
"75","Tau2.7.0","Tau2","5","7","1",2294455.75468833,1.45758569399551e-15
