"","uni","metric","metrix","stage","col","cclong2025.nah24.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.367173639337504,7.06744372150653e-59
"2","Sigma.1.0","Sigma","2","1","1",4.35307585336315,7.33128425884353e-49
"3","Connect.1.0","Connect","3","1","1",0.216548332996685,3.44063212227819e-12
"4","Tau1.1.0","Tau1","4","1","1",564.274372454921,1.35271043906063e-27
"5","Tau2.1.0","Tau2","5","1","1",1293415.28835244,1.02921317348293e-21
"6","NPQ.1.0","NPQ","6","1","1",0.695369773321961,6.2736991994044e-87
"7","qP.1.0","qP","7","1","1",0.862086211708946,1.41348874430131e-58
"8","ABQ.1.0","ABQ","8","1","1",0,7.33128425884353e-49
"9","qm.1.0","qm","9","1","1",0,7.06744372150653e-59
"10","nTau1.1.0","nTau1","10","1","1",1,1.35271043906063e-27
"11","nTau2.1.0","nTau2","11","1","1",1,1.02921317348293e-21
"12","nCon.1.0","nCon","12","1","1",1,3.44063212227819e-12
"13","Fm.1.0","Fm","13","1","1",1854.60784302556,6.2736991994044e-87
"14","Fo.1.0","Fo","14","1","1",1173.64473175799,1.41348874430131e-58
"15","Quant.3.0","Quant","1","3","1",0.092621492344528,3.53519386353801e-67
"16","Sigma.3.0","Sigma","2","3","1",3.47837445952343,7.97089431764276e-18
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",634.795492828551,1.59780145260358e-08
"19","Tau2.3.0","Tau2","5","3","1",3750771.85524664,4.53482373004848e-13
"20","NPQ.3.0","NPQ","6","3","1",0.102019983615928,4.90775817834613e-80
"21","qP.3.0","qP","7","3","1",0.242948583315015,7.07038772707552e-67
"22","ABQ.3.0","ABQ","8","3","1",0.200938697901147,7.97089431764276e-18
"23","qm.3.0","qm","9","3","1",0.747744711435042,3.53519386353801e-67
"24","nTau1.3.0","nTau1","10","3","1",1.12497664933253,1.59780145260358e-08
"25","nTau2.3.0","nTau2","11","3","1",2.89989757274664,4.53482373004848e-13
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",2853.1661178362,4.90775817834613e-80
"28","Fo.3.0","Fo","14","3","1",2588.90161409537,7.07038772707552e-67
"29","Quant.4.0","Quant","1","4","1",0.0734999634706408,9.25388280933206e-71
"30","Sigma.4.0","Sigma","2","4","1",4.03687730416321,4.34008837460132e-15
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",1627.407695409,1.09276110589834e-07
"33","Tau2.4.0","Tau2","5","4","1",3555885.49876449,5.29100252028325e-16
"34","NPQ.4.0","NPQ","6","4","1",0.0660848011937683,1.243201813166e-85
"35","qP.4.0","qP","7","4","1",0.180100417081757,1.85077656186641e-70
"36","ABQ.4.0","ABQ","8","4","1",0.0726379598820106,4.34008837460132e-15
"37","qm.4.0","qm","9","4","1",0.799822330374104,9.25388280933206e-71
"38","nTau1.4.0","nTau1","10","4","1",2.88407160567798,1.09276110589834e-07
"39","nTau2.4.0","nTau2","11","4","1",2.74922179348443,5.29100252028325e-16
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",2949.33955995859,1.243201813166e-85
"42","Fo.4.0","Fo","14","4","1",2732.56321003912,1.85077656186641e-70
"43","Quant.5.0","Quant","1","5","1",0.083219447362865,3.9310431110564e-71
"44","Sigma.5.0","Sigma","2","5","1",3.41576292557158,2.21631027055804e-18
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1024.97438824949,4.35752219089297e-07
"47","Tau2.5.0","Tau2","5","5","1",2643702.47589521,7.12140983597323e-17
"48","NPQ.5.0","NPQ","6","5","1",0.147629626894869,2.92919023553795e-84
"49","qP.5.0","qP","7","5","1",0.276690875558386,7.8620862221125e-71
"50","ABQ.5.0","ABQ","8","5","1",0.215321983665277,2.21631027055804e-18
"51","qm.5.0","qm","9","5","1",0.773351247347116,3.9310431110564e-71
"52","nTau1.5.0","nTau1","10","5","1",1.81644681786674,4.35752219089297e-07
"53","nTau2.5.0","nTau2","11","5","1",2.04397033165023,7.12140983597323e-17
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",2739.77423094133,2.92919023553795e-84
"56","Fo.5.0","Fo","14","5","1",2511.77173354337,7.8620862221125e-71
"57","Quant.6.0","Quant","1","6","1",0.102222555063855,1.45124505266751e-68
"58","Sigma.6.0","Sigma","2","6","1",3.41819450270752,3.24892091593742e-22
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",881.622406656804,8.61555167973958e-09
"61","Tau2.6.0","Tau2","5","6","1",1941544.70141826,3.88328179410654e-20
"62","NPQ.6.0","NPQ","6","6","1",0.255523743721219,2.12056418506884e-84
"63","qP.6.0","qP","7","6","1",0.391939171916774,2.90249010533502e-68
"64","ABQ.6.0","ABQ","8","6","1",0.214763395389343,3.24892091593742e-22
"65","qm.6.0","qm","9","6","1",0.721596149308822,1.45124505266751e-68
"66","nTau1.6.0","nTau1","10","6","1",1.56240022530393,8.61555167973958e-09
"67","nTau2.6.0","nTau2","11","6","1",1.50109923618686,3.88328179410654e-20
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",2504.33023999388,2.12056418506884e-84
"70","Fo.6.0","Fo","14","6","1",2248.33120413803,2.90249010533502e-68
"71","Quant.7.0","Quant","1","7","1",0.114312269429123,4.26694514223729e-69
"72","Sigma.7.0","Sigma","2","7","1",3.42223023056284,3.24672781660426e-25
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",838.103100500516,4.32322906874545e-11
"75","Tau2.7.0","Tau2","5","7","1",1912840.15777585,1.08854739596859e-20
"76","NPQ.7.0","NPQ","6","7","1",0.353310312459303,2.11716971453066e-85
"77","qP.7.0","qP","7","7","1",0.4752986009016,8.53389028447458e-69
"78","ABQ.7.0","ABQ","8","7","1",0.213836297403626,3.24672781660426e-25
"79","qm.7.0","qm","9","7","1",0.688669726848097,4.26694514223729e-69
"80","nTau1.7.0","nTau1","10","7","1",1.48527585411026,4.32322906874545e-11
"81","nTau2.7.0","nTau2","11","7","1",1.47890640771104,1.08854739596859e-20
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",2323.3740624628,2.11716971453066e-85
"84","Fo.7.0","Fo","14","7","1",2057.78390064992,8.53389028447458e-69
"85","Quant.8.0","Quant","1","8","1",0.120334570077387,2.33549639823539e-66
"86","Sigma.8.0","Sigma","2","8","1",3.54633255372973,1.51376116226551e-24
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",1057.25448755003,1.03522181667466e-11
"89","Tau2.8.0","Tau2","5","8","1",1998172.58747601,1.01196778127406e-17
"90","NPQ.8.0","NPQ","6","8","1",0.443667777000463,2.67893239316103e-84
"91","qP.8.0","qP","7","8","1",0.537380743595986,4.67099279647077e-66
"92","ABQ.8.0","ABQ","8","8","1",0.185327186295212,1.51376116226551e-24
"93","qm.8.0","qm","9","8","1",0.672267948498404,2.33549639823539e-66
"94","nTau1.8.0","nTau1","10","8","1",1.8736532069503,1.03522181667466e-11
"95","nTau2.8.0","nTau2","11","8","1",1.54488090984396,1.01196778127406e-17
"96","nCon.8.0","nCon","12","8","1",0,1
"97","Fm.8.0","Fm","13","8","1",2177.95681840613,2.67893239316103e-84
"98","Fo.8.0","Fo","14","8","1",1915.87332101611,4.67099279647077e-66
"99","Quant.9.0","Quant","1","9","1",0.12595580662283,6.87393659986712e-68
"100","Sigma.9.0","Sigma","2","9","1",3.28187165049458,1.23055321200284e-26
"101","Connect.9.0","Connect","3","9","1",0.0171214020777329,0.845778839824721
"102","Tau1.9.0","Tau1","4","9","1",713.81549001489,6.21947495233094e-13
"103","Tau2.9.0","Tau2","5","9","1",1875789.25911179,1.03767839175575e-20
"104","NPQ.9.0","NPQ","6","9","1",0.525303515564581,2.65553324096118e-84
"105","qP.9.0","qP","7","9","1",0.587308293075681,1.37478731997342e-67
"106","ABQ.9.0","ABQ","8","9","1",0.246079838475814,1.23055321200284e-26
"107","qm.9.0","qm","9","9","1",0.656958471065369,6.87393659986712e-68
"108","nTau1.9.0","nTau1","10","9","1",1.2650149020757,6.21947495233094e-13
"109","nTau2.9.0","nTau2","11","9","1",1.45026062085688,1.03767839175575e-20
"110","nCon.9.0","nCon","12","9","1",0.0790650375405801,0.845778839824721
"111","Fm.9.0","Fm","13","9","1",2061.390435639,2.65553324096118e-84
"112","Fo.9.0","Fo","14","9","1",1801.7463405535,1.37478731997342e-67
"113","Quant.10.0","Quant","1","10","1",0.229101537943402,1.83147331824317e-62
