"","uni","metric","metrix","stage","col","cclong2025.nah16.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.362090402701411,1.87498988224849e-57
"2","Sigma.1.0","Sigma","2","1","1",4.45417684574852,1.437108445411e-46
"3","Connect.1.0","Connect","3","1","1",0.204600813804406,2.19365513410788e-10
"4","Tau1.1.0","Tau1","4","1","1",555.55884234985,3.1053044881469e-26
"5","Tau2.1.0","Tau2","5","1","1",1402386.28116086,4.32721134368922e-20
"6","NPQ.1.0","NPQ","6","1","1",0.63358193705858,1.87707124768594e-85
"7","qP.1.0","qP","7","1","1",0.856842211883099,3.74997976449697e-57
"8","ABQ.1.0","ABQ","8","1","1",0,1.437108445411e-46
"9","qm.1.0","qm","9","1","1",0,1.87498988224849e-57
"10","nTau1.1.0","nTau1","10","1","1",1,3.1053044881469e-26
"11","nTau2.1.0","nTau2","11","1","1",1,4.32721134368922e-20
"12","nCon.1.0","nCon","12","1","1",1,2.19365513410788e-10
"13","Fm.1.0","Fm","13","1","1",2125.71960801342,1.87707124768594e-85
"14","Fo.1.0","Fo","14","1","1",1356.01693911755,3.74997976449697e-57
"15","Quant.3.0","Quant","1","3","1",0.096035907934048,8.05572150228228e-65
"16","Sigma.3.0","Sigma","2","3","1",3.94880662757456,2.01254304838207e-15
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",864.874901279229,1.75015876350553e-10
"19","Tau2.3.0","Tau2","5","3","1",3849311.37833321,1.80999565325472e-13
"20","NPQ.3.0","NPQ","6","3","1",0.0520746450856144,6.37140958466528e-78
"21","qP.3.0","qP","7","3","1",0.197908653109706,1.61114430045639e-64
"22","ABQ.3.0","ABQ","8","3","1",0.113459845820071,2.01254304838207e-15
"23","qm.3.0","qm","9","3","1",0.734773671940591,8.05572150228228e-65
"24","nTau1.3.0","nTau1","10","3","1",1.55676561211961,1.75015876350553e-10
"25","nTau2.3.0","nTau2","11","3","1",2.74482960225969,1.80999565325472e-13
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3300.65663222915,6.37140958466528e-78
"28","Fo.3.0","Fo","14","3","1",2983.67507577448,1.61114430045639e-64
"29","Quant.4.0","Quant","1","4","1",0.0775268397385756,1.44806846275698e-68
"30","Sigma.4.0","Sigma","2","4","1",3.9353016381723,4.27041028309956e-12
"31","Connect.4.0","Connect","3","4","1",0.120022173971452,0.496976318245798
"32","Tau1.4.0","Tau1","4","4","1",2526.31300605859,4.21934603495603e-06
"33","Tau2.4.0","Tau2","5","4","1",4245991.96586085,6.35570205649822e-10
"34","NPQ.4.0","NPQ","6","4","1",0.0182968530491175,8.21410708494846e-79
"35","qP.4.0","qP","7","4","1",0.132289031108884,2.89613692543182e-68
"36","ABQ.4.0","ABQ","8","4","1",0.11649182902818,4.27041028309956e-12
"37","qm.4.0","qm","9","4","1",0.78589092900508,1.44806846275698e-68
"38","nTau1.4.0","nTau1","10","4","1",4.54733650781802,4.21934603495603e-06
"39","nTau2.4.0","nTau2","11","4","1",3.02769074605188,6.35570205649822e-10
"40","nCon.4.0","nCon","12","4","1",0.586616307822659,0.496976318245798
"41","Fm.4.0","Fm","13","4","1",3410.1422826792,8.21410708494846e-79
"42","Fo.4.0","Fo","14","4","1",3145.76472844419,2.89613692543182e-68
"43","Quant.5.0","Quant","1","5","1",0.0921995951154477,2.38512686912726e-66
"44","Sigma.5.0","Sigma","2","5","1",4.02009209552484,9.31444874287623e-15
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1485.95244317924,5.17237768162604e-08
"47","Tau2.5.0","Tau2","5","5","1",2849874.87884611,1.42218131594678e-15
"48","NPQ.5.0","NPQ","6","5","1",0.107603820835496,3.33632607745927e-80
"49","qP.5.0","qP","7","5","1",0.253596816612675,4.77025373825449e-66
