"","uni","metric","metrix","stage","col","ASnormalized.t1_icra6.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.285772201986295,0.00000000000000000000000000000000000000000000000000000000000043373088298423
"2","Sigma.1.0","Sigma","2","1","1",4.99141630815607,0.0000000000000000000000000000000000000000000059030200847107
"3","Connect.1.0","Connect","3","1","1",0.254003195243936,0.00000000000775857028165422
"4","Tau1.1.0","Tau1","4","1","1",820.298407490508,0.00000000000000000000000000583092968487993
"5","Tau2.1.0","Tau2","5","1","1",1859456.59807441,0.00000000000000000393230720151633
"6","NPQ.1.0","NPQ","6","1","1",0.476424416914967,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000112093775051045
"7","qP.1.0","qP","7","1","1",1.33578828738922,0.00000000000000000000000000000000000000000000000000000000000086746176596846
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000059030200847107
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000043373088298423
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000000583092968487993
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000393230720151633
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000775857028165422
"13","Fm.1.0","Fm","13","1","1",1929.0099908612,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000112093775051045
"14","Fo.1.0","Fo","14","1","1",1377.75255811923,0.00000000000000000000000000000000000000000000000000000000000086746176596846
"15","Quant.3.0","Quant","1","3","1",0.0390128239264601,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000548340610547665
"16","Sigma.3.0","Sigma","2","3","1",2.73831970542179,0.0000000000000000000000000000513311205703649
"17","Connect.3.0","Connect","3","3","1",0.593595438253188,0.00000000000000000303811640256069
"18","Tau1.3.0","Tau1","4","3","1",4791.82010784726,0.00000192609958363585
"19","Tau2.3.0","Tau2","5","3","1",15320295.6377925,0.0269392791222392
"20","NPQ.3.0","NPQ","6","3","1",-0.0238965576488502,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000176497508214346
"21","qP.3.0","qP","7","3","1",0.0400710314233611,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000109668122109356
"22","ABQ.3.0","ABQ","8","3","1",0.451394246369048,0.0000000000000000000000000000513311205703649
"23","qm.3.0","qm","9","3","1",0.863482789245082,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000548340610547665
"24","nTau1.3.0","nTau1","10","3","1",5.84155724805879,0.00000192609958363585
"25","nTau2.3.0","nTau2","11","3","1",8.23912515820893,0.0269392791222392
"26","nCon.3.0","nCon","12","3","1",2.33696051611918,0.00000000000000000303811640256069
