"","uni","metric","metrix","stage","col","ASnormalized.icra1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.29183132635728,0.00000000000000000000000000000000000000000000000000000000000000184870893556389
"2","Sigma.1.0","Sigma","2","1","1",4.83999983303982,0.000000000000000000000000000000000000000000000016917887183873
"3","Connect.1.0","Connect","3","1","1",0.244074373359739,0.000000000000492202937072104
"4","Tau1.1.0","Tau1","4","1","1",748.256658059061,0.00000000000000000000000000387083776759523
"5","Tau2.1.0","Tau2","5","1","1",1904501.39990452,0.00000000000000000566676351408496
"6","NPQ.1.0","NPQ","6","1","1",0.413968772871581,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000126367005587311
"7","qP.1.0","qP","7","1","1",1.09321053689079,0.00000000000000000000000000000000000000000000000000000000000000369741787112778
"8","ABQ.1.0","ABQ","8","1","1",0,0.000000000000000000000000000000000000000000000016917887183873
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000000184870893556389
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000000387083776759523
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000566676351408496
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000492202937072104
"13","Fm.1.0","Fm","13","1","1",1789.48803157779,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000126367005587311
"14","Fo.1.0","Fo","14","1","1",1267.25936582197,0.00000000000000000000000000000000000000000000000000000000000000369741787112778
"15","Quant.3.0","Quant","1","3","1",0.0485231755282535,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000183605056053935
"16","Sigma.3.0","Sigma","2","3","1",2.89269488455465,0.000000000000000000000000000000370886170443416
"17","Connect.3.0","Connect","3","3","1",0.538582723571878,0.000000000000000115943963996549
"18","Tau1.3.0","Tau1","4","3","1",3540.1082105123,0.00000236404058730355
"19","Tau2.3.0","Tau2","5","3","1",5866300.28745121,0.00000060556097534771
"20","NPQ.3.0","NPQ","6","3","1",0.0155420936413858,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000575697595378691
