"","uni","metric","metrix","stage","col","ASnormalized.t10_icra4.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.271652174481006,0.00000000000000000000000000000000000000000000000000000000000284708129451906
"2","Sigma.1.0","Sigma","2","1","1",5.55029889652803,0.00000000000000000000000000000000000000000031758748212704
"3","Connect.1.0","Connect","3","1","1",0.232082704894213,0.00000000187580814496786
"4","Tau1.1.0","Tau1","4","1","1",829.033472496122,0.00000000000000000000000541912892351753
"5","Tau2.1.0","Tau2","5","1","1",1725914.94503623,0.000000000000901125039876348
"6","NPQ.1.0","NPQ","6","1","1",0.408734765109495,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000480215140020303
"7","qP.1.0","qP","7","1","1",1.32666778800557,0.00000000000000000000000000000000000000000000000000000000000569416258903811
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000031758748212704
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000284708129451906
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000541912892351753
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000901125039876348
"12","nCon.1.0","nCon","12","1","1",1,0.00000000187580814496786
"13","Fm.1.0","Fm","13","1","1",1997.75398456737,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000480215140020303
"14","Fo.1.0","Fo","14","1","1",1455.05977058155,0.00000000000000000000000000000000000000000000000000000000000569416258903811
"15","Quant.3.0","Quant","1","3","1",0.032425303031236,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000288561403227391
"16","Sigma.3.0","Sigma","2","3","1",2.67754663619964,0.00000000000000000000000000150167730394228
"17","Connect.3.0","Connect","3","3","1",0.572056520224538,0.00000000000000209688547077764
"18","Tau1.3.0","Tau1","4","3","1",4855.73091160976,0.00000160659529620337
"19","Tau2.3.0","Tau2","5","3","1",13591363.6462101,0.0156707846369783
"20","NPQ.3.0","NPQ","6","3","1",-0.0123327487082497,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000140139298842423
"21","qP.3.0","qP","7","3","1",0.0558804565439216,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000577122806440768
