"","uni","metric","metrix","stage","col","ASnormalized.icra7.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.290030026376159,0.000000000000000000000000000000000000000000000000000000000000267494721190727
"2","Sigma.1.0","Sigma","2","1","1",5.19830746399255,0.000000000000000000000000000000000000000000000783262582862058
"3","Connect.1.0","Connect","3","1","1",0.265265835543783,0.000000000000774391686366441
"4","Tau1.1.0","Tau1","4","1","1",810.494498331479,0.0000000000000000000000000000835246253329998
"5","Tau2.1.0","Tau2","5","1","1",1958823.81670269,0.00000000000000000211448720681897
"6","NPQ.1.0","NPQ","6","1","1",0.444338992613971,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000033815841307572
"7","qP.1.0","qP","7","1","1",1.16256512734113,0.000000000000000000000000000000000000000000000000000000000000534989442381455
"8","ABQ.1.0","ABQ","8","1","1",0,0.000000000000000000000000000000000000000000000783262582862058
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000000000000267494721190727
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000835246253329998
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000211448720681897
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000774391686366441
"13","Fm.1.0","Fm","13","1","1",1958.89296395411,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000033815841307572
"14","Fo.1.0","Fo","14","1","1",1390.75518595043,0.000000000000000000000000000000000000000000000000000000000000534989442381455
"15","Quant.3.0","Quant","1","3","1",0.0484145627798666,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000111655259265573
"16","Sigma.3.0","Sigma","2","3","1",2.79100919475961,0.000000000000000000000000000000000455951616761173
"17","Connect.3.0","Connect","3","3","1",0.571394247554186,0.0000000000000000000161287751488198
"18","Tau1.3.0","Tau1","4","3","1",4701.39874656243,0.00000176309476478093
"19","Tau2.3.0","Tau2","5","3","1",6519500.04380966,0.0000206544877209687
"20","NPQ.3.0","NPQ","6","3","1",0.0240338161849811,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000440453331991169
"21","qP.3.0","qP","7","3","1",0.161765705024892,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000223310518526742
"22","ABQ.3.0","ABQ","8","3","1",0.463092705829298,0.000000000000000000000000000000000455951616761173
"23","qm.3.0","qm","9","3","1",0.833070515543537,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000111655259265573
"24","nTau1.3.0","nTau1","10","3","1",5.80065473145215,0.00000176309476478093
"25","nTau2.3.0","nTau2","11","3","1",3.32827280749731,0.0000206544877209687
"26","nCon.3.0","nCon","12","3","1",2.15404387218901,0.0000000000000000000161287751488198
"27","Fm.3.0","Fm","13","3","1",2762.90240173572,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000440453331991169
"28","Fo.3.0","Fo","14","3","1",2629.13768995224,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000223310518526742
"29","Quant.4.0","Quant","1","4","1",0.0414943748872664,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000121175702464474
"30","Sigma.4.0","Sigma","2","4","1",2.67564392411637,0.00000000000000000000000000413444473057361
"31","Connect.4.0","Connect","3","4","1",0.487561472435723,0.00000000000353036744298559
"32","Tau1.4.0","Tau1","4","4","1",2309.11416602545,0.000000103089446855923
"33","Tau2.4.0","Tau2","5","4","1",6273018.33134546,0.000000014890389073263
"34","NPQ.4.0","NPQ","6","4","1",0.107468006995078,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000993635528315712
"35","qP.4.0","qP","7","4","1",0.307551252256603,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000242351404928937
"36","ABQ.4.0","ABQ","8","4","1",0.48528555829952,0.00000000000000000000000000413444473057361
"37","qm.4.0","qm","9","4","1",0.856930761943077,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000121175702464474
"38","nTau1.4.0","nTau1","10","4","1",2.84901892706131,0.000000103089446855923
"39","nTau2.4.0","nTau2","11","4","1",3.20244132109078,0.000000014890389073263
"40","nCon.4.0","nCon","12","4","1",1.83801080691844,0.00000000000353036744298559
"41","Fm.4.0","Fm","13","4","1",2554.75144412786,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000993635528315712
"42","Fo.4.0","Fo","14","4","1",2448.74362996143,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000242351404928937
"43","Quant.5.0","Quant","1","5","1",0.0405362944695506,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000364686261140998
"44","Sigma.5.0","Sigma","2","5","1",3.49006640771337,0.00000000000000000000000138900979249511
"45","Connect.5.0","Connect","3","5","1",0.305742430788654,0.000429166542069773
"46","Tau1.5.0","Tau1","4","5","1",1930.47141374509,0.0000000000204609427288363
"47","Tau2.5.0","Tau2","5","5","1",11536546.7075075,0.00000617850335834865
