"","uni","metric","metrix","stage","col","ASnormalized.t1_aabr2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.37397304670422,0.000000000000000000000000000000000000000000000000000000000000397045304972893
"2","Sigma.1.0","Sigma","2","1","1",3.95459108264766,0.00000000000000000000000000000000000000000000000000189669870974351
"3","Connect.1.0","Connect","3","1","1",0.325483283220889,0.000000000000000000000741155404493686
"4","Tau1.1.0","Tau1","4","1","1",647.700728668343,0.0000000000000000000000000000889308780228223
"5","Tau2.1.0","Tau2","5","1","1",1114606.81177299,0.0000000000000000000000000134346140164416
"6","NPQ.1.0","NPQ","6","1","1",0.846083368156288,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000773958079087976
"7","qP.1.0","qP","7","1","1",1.49222323668592,0.000000000000000000000000000000000000000000000000000000000000794090609945785
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000000189669870974351
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000000000000397045304972893
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000889308780228223
"11","nTau2.1.0","nTau2","11","1","1",1,0.0000000000000000000000000134346140164416
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000000000000741155404493686
"13","Fm.1.0","Fm","13","1","1",1847.47163941619,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000773958079087976
"14","Fo.1.0","Fo","14","1","1",1156.56704172408,0.000000000000000000000000000000000000000000000000000000000000794090609945785
"15","Quant.3.0","Quant","1","3","1",0.047559371952034,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000283020491123436
"16","Sigma.3.0","Sigma","2","3","1",2.96717770679791,0.00000000000000000000000000000131683469775903
"17","Connect.3.0","Connect","3","3","1",0.527977280013201,0.000000000000000882009389689904
"18","Tau1.3.0","Tau1","4","3","1",3171.30089908229,0.00000772483375021702
"19","Tau2.3.0","Tau2","5","3","1",4892604.0512469,0.0000000000248992154890778
"20","NPQ.3.0","NPQ","6","3","1",0.11245511471153,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000303310700578071
"21","qP.3.0","qP","7","3","1",0.324774558379908,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000566040982246568
"22","ABQ.3.0","ABQ","8","3","1",0.249687857786971,0.00000000000000000000000000000131683469775903
"23","qm.3.0","qm","9","3","1",0.872826738795298,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000283020491123436
"24","nTau1.3.0","nTau1","10","3","1",4.89624414288124,0.00000772483375021702
"25","nTau2.3.0","nTau2","11","3","1",4.38953360016191,0.0000000000248992154890778
"26","nCon.3.0","nCon","12","3","1",1.62213332367945,0.000000000000000882009389689904
"27","Fm.3.0","Fm","13","3","1",3065.81957470802,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000303310700578071
"28","Fo.3.0","Fo","14","3","1",2920.01112121666,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000566040982246568
"29","Quant.4.0","Quant","1","4","1",0.0440675622184981,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000425350829151043
"30","Sigma.4.0","Sigma","2","4","1",2.63562542107918,0.000000000000000000000000000158505299460098
"31","Connect.4.0","Connect","3","4","1",0.521592815026946,0.0000000000000125515253182381
"32","Tau1.4.0","Tau1","4","4","1",3024.2064914791,0.000000656747120914944
"33","Tau2.4.0","Tau2","5","4","1",4627419.40813291,0.0000000000930475921449801
"34","NPQ.4.0","NPQ","6","4","1",0.145061255445896,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000143455641653703
"35","qP.4.0","qP","7","4","1",0.372935892276189,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000850701658301942
"36","ABQ.4.0","ABQ","8","4","1",0.333527698313984,0.000000000000000000000000000158505299460098
"37","qm.4.0","qm","9","4","1",0.882163801357183,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000425350829151043
"38","nTau1.4.0","nTau1","10","4","1",4.66914171564511,0.000000656747120914944
