"","uni","metric","metrix","stage","col","ASnormalized.aglo7.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.366010807889431,0.000000000000000000000000000000000000000000000000000000000481287304896221
"2","Sigma.1.0","Sigma","2","1","1",4.40394623808496,0.00000000000000000000000000000000000000000000000108014718558214
"3","Connect.1.0","Connect","3","1","1",0.34089537645407,0.0000000000000000000688692218041271
"4","Tau1.1.0","Tau1","4","1","1",678.318410659074,0.0000000000000000000000000000491946803134095
"5","Tau2.1.0","Tau2","5","1","1",1030056.66060876,0.000000000000000000000000000941370829442749
"6","NPQ.1.0","NPQ","6","1","1",0.736848461560116,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000359107048394803
"7","qP.1.0","qP","7","1","1",1.38411862439229,0.000000000000000000000000000000000000000000000000000000000962574609792441
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000108014718558214
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000000000481287304896221
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000491946803134095
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000000000941370829442749
"12","nCon.1.0","nCon","12","1","1",1,0.0000000000000000000688692218041271
"13","Fm.1.0","Fm","13","1","1",1821.71942933536,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000359107048394803
"14","Fo.1.0","Fo","14","1","1",1154.95042925645,0.000000000000000000000000000000000000000000000000000000000962574609792441
"15","Quant.3.0","Quant","1","3","1",0.0578910061134547,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000778625805295521
"16","Sigma.3.0","Sigma","2","3","1",2.84047202380272,0.0000000000000000000000000000000000276010996504442
"17","Connect.3.0","Connect","3","3","1",0.425920198502934,0.0000000000000076253046216041
"18","Tau1.3.0","Tau1","4","3","1",2563.55624818236,0.0000000991088690801498
"19","Tau2.3.0","Tau2","5","3","1",4718077.30699225,0.00000000907563238196376
"20","NPQ.3.0","NPQ","6","3","1",0.101827098672311,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000759001161918993
"21","qP.3.0","qP","7","3","1",0.315977269531431,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000155725161059028
"22","ABQ.3.0","ABQ","8","3","1",0.355016644109197,0.0000000000000000000000000000000000276010996504442
"23","qm.3.0","qm","9","3","1",0.841832522795493,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000778625805295521
"24","nTau1.3.0","nTau1","10","3","1",3.77928154079075,0.0000000991088690801498
"25","nTau2.3.0","nTau2","11","3","1",4.58040561011846,0.00000000907563238196376
"26","nCon.3.0","nCon","12","3","1",1.24941617845709,0.0000000000000076253046216041
"27","Fm.3.0","Fm","13","3","1",2871.63983536794,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000759001161918993
"28","Fo.3.0","Fo","14","3","1",2705.39771610302,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000155725161059028
"29","Quant.4.0","Quant","1","4","1",0.046202290059094,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000420649302470008
"30","Sigma.4.0","Sigma","2","4","1",2.83150066473954,0.00000000000000000000000000000000518336176549994
"31","Connect.4.0","Connect","3","4","1",0.438529458045872,0.000000000000068244414168504
"32","Tau1.4.0","Tau1","4","4","1",3809.79782606405,0.000000375088851551978
"33","Tau2.4.0","Tau2","5","4","1",4145038.61102065,0.00000000014616634756637
"34","NPQ.4.0","NPQ","6","4","1",0.074445713922711,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000204679934231773
"35","qP.4.0","qP","7","4","1",0.244765839884126,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000841298604939996
"36","ABQ.4.0","ABQ","8","4","1",0.357053762315952,0.00000000000000000000000000000000518336176549994
"37","qm.4.0","qm","9","4","1",0.873767962412052,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000420649302470008
"38","nTau1.4.0","nTau1","10","4","1",5.61653312986498,0.000000375088851551978
"39","nTau2.4.0","nTau2","11","4","1",4.02408796480278,0.00000000014616634756637
"40","nCon.4.0","nCon","12","4","1",1.28640482780193,0.000000000000068244414168504
"41","Fm.4.0","Fm","13","4","1",2944.82126666373,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000204679934231773
"42","Fo.4.0","Fo","14","4","1",2808.76378032914,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000841298604939996
"43","Quant.5.0","Quant","1","5","1",0.0445478737864756,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000225187821817812
"44","Sigma.5.0","Sigma","2","5","1",3.17978509646095,0.0000000000000000000000000000122615499067327
"45","Connect.5.0","Connect","3","5","1",0.357138863890625,0.00000000907264745280623
"46","Tau1.5.0","Tau1","4","5","1",2869.4520897944,0.00000000720884248116387
"47","Tau2.5.0","Tau2","5","5","1",6976660.72370993,0.00000292028906804997
"48","NPQ.5.0","NPQ","6","5","1",0.100640858321407,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000681010964840415
"49","qP.5.0","qP","7","5","1",0.287542751977904,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000450375643635623
"50","ABQ.5.0","ABQ","8","5","1",0.277969138459858,0.0000000000000000000000000000122615499067327
"51","qm.5.0","qm","9","5","1",0.878288091973685,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000225187821817812
"52","nTau1.5.0","nTau1","10","5","1",4.23024356217363,0.00000000720884248116387
"53","nTau2.5.0","nTau2","11","5","1",6.7730844239061,0.00000292028906804997
"54","nCon.5.0","nCon","12","5","1",1.04764948004141,0.00000000907264745280623
"55","Fm.5.0","Fm","13","5","1",2874.73480955523,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000681010964840415
"56","Fo.5.0","Fo","14","5","1",2746.67148608958,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000450375643635623
"57","Quant.6.0","Quant","1","6","1",0.0461040023771322,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000300620089118195
"58","Sigma.6.0","Sigma","2","6","1",3.62911798470522,0.0000000000000000000000000000193682055764406
"59","Connect.6.0","Connect","3","6","1",0.27975159551443,0.0000151905202434336
"60","Tau1.6.0","Tau1","4","6","1",1718.90502593635,0.000000020523855204268
"61","Tau2.6.0","Tau2","5","6","1",8551252.403048,0.000239523155833698
"62","NPQ.6.0","NPQ","6","6","1",0.122650037366182,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101940339966288
"63","qP.6.0","qP","7","6","1",0.327661130935127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000601240178236391
"64","ABQ.6.0","ABQ","8","6","1",0.175939535019544,0.0000000000000000000000000000193682055764406
"65","qm.6.0","qm","9","6","1",0.874036500061332,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000300620089118195
"66","nTau1.6.0","nTau1","10","6","1",2.53406807028311,0.000000020523855204268
"67","nTau2.6.0","nTau2","11","6","1",8.30173011841333,0.000239523155833698
"68","nCon.6.0","nCon","12","6","1",0.820637693665294,0.0000151905202434336
"69","Fm.6.0","Fm","13","6","1",2818.37659370536,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101940339966288
"70","Fo.6.0","Fo","14","6","1",2688.43815252951,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000601240178236391
"71","Quant.7.0","Quant","1","7","1",0.0525030148700085,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000222880800219933
"72","Sigma.7.0","Sigma","2","7","1",3.66158444961034,0.0000000000000000000000000000000230273219252281
"73","Connect.7.0","Connect","3","7","1",0.254056694244475,0.00000451125428215192
"74","Tau1.7.0","Tau1","4","7","1",1356.12629965394,0.00000000000000348898095407677
"75","Tau2.7.0","Tau2","5","7","1",7548164.93707955,0.0000000690460957341888
"76","NPQ.7.0","NPQ","6","7","1",0.151367402499435,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000115810233792573
"77","qP.7.0","qP","7","7","1",0.385971666877667,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000445761600439865
"78","ABQ.7.0","ABQ","8","7","1",0.168567404854931,0.0000000000000000000000000000000230273219252281
"79","qm.7.0","qm","9","7","1",0.856553375642751,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000222880800219933
"80","nTau1.7.0","nTau1","10","7","1",1.99924737165292,0.00000000000000348898095407677
"81","nTau2.7.0","nTau2","11","7","1",7.32791236223705,0.0000000690460957341888
"82","nCon.7.0","nCon","12","7","1",0.745262951017776,0.00000451125428215192
"83","Fm.7.0","Fm","13","7","1",2748.08074413662,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000115810233792573
"84","Fo.7.0","Fo","14","7","1",2603.79821996323,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000445761600439865
"85","Quant.8.0","Quant","1","8","1",0.0597203626189712,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000495792951571871
"86","Sigma.8.0","Sigma","2","8","1",3.76112293613859,0.00000000000000000000000000000000130011594790162
"87","Connect.8.0","Connect","3","8","1",0.284520678003006,0.0000000661341144205871
"88","Tau1.8.0","Tau1","4","8","1",1822.74385010327,0.000000000000532850228229127
"89","Tau2.8.0","Tau2","5","8","1",12601721.5864918,0.0000798464434334811
"90","NPQ.8.0","NPQ","6","8","1",0.174940465554569,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000754091027482986
"91","qP.8.0","qP","7","8","1",0.435351335131396,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000991585903143742
"92","ABQ.8.0","ABQ","8","8","1",0.145965292761134,0.00000000000000000000000000000000130011594790162
"93","qm.8.0","qm","9","8","1",0.836834428569628,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000495792951571871
"94","nTau1.8.0","nTau1","10","8","1",2.68715078562034,0.000000000000532850228229127
"95","nTau2.8.0","nTau2","11","8","1",12.2340081554778,0.0000798464434334811
"96","nCon.8.0","nCon","12","8","1",0.83462756509794,0.0000000661341144205871
"97","Fm.8.0","Fm","13","8","1",2692.94545638265,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000754091027482986
"98","Fo.8.0","Fo","14","8","1",2532.12177721437,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000991585903143742
"99","Quant.9.0","Quant","1","9","1",0.0592288080936595,0.00000000000000000000000000000000000000000000000000000000000000000000000000000115428685877401
"100","Sigma.9.0","Sigma","2","9","1",4.02857017671247,0.0000000000000000000000000000021249561609845
"101","Connect.9.0","Connect","3","9","1",0.267937308911136,0.00000878750713707182
"102","Tau1.9.0","Tau1","4","9","1",1769.26985356449,0.0000000000000000118576165424092
"103","Tau2.9.0","Tau2","5","9","1",9684670.31073844,0.0000468004277750971
"104","NPQ.9.0","NPQ","6","9","1",0.205638945467557,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000124379151707311
"105","qP.9.0","qP","7","9","1",0.47888029023523,0.00000000000000000000000000000000000000000000000000000000000000000000000000000230857371754801
"106","ABQ.9.0","ABQ","8","9","1",0.0852362951496254,0.0000000000000000000000000000021249561609845
"107","qm.9.0","qm","9","9","1",0.838177434062133,0.00000000000000000000000000000000000000000000000000000000000000000000000000000115428685877401
"108","nTau1.9.0","nTau1","10","9","1",2.60831760683809,0.0000000000000000118576165424092
"109","nTau2.9.0","nTau2","11","9","1",9.40207532371552,0.0000468004277750971
"110","nCon.9.0","nCon","12","9","1",0.785981058758173,0.00000878750713707182
"111","Fm.9.0","Fm","13","9","1",2624.37655993955,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000124379151707311
"112","Fo.9.0","Fo","14","9","1",2468.93786430539,0.00000000000000000000000000000000000000000000000000000000000000000000000000000230857371754801
"113","Quant.10.0","Quant","1","10","1",0.0994968836420518,0.00000000000000000000000000000000000000000000000000000000000000000000000414138956934999
"114","Sigma.10.0","Sigma","2","10","1",4.7819202054389,0.000000000000000000000000000000000893153415187308
"115","Connect.10.0","Connect","3","10","1",0.298964731302879,0.0000000327597071457301
"116","Tau1.10.0","Tau1","4","10","1",1667.37978156029,0.0000000000000000136669580735108
"117","Tau2.10.0","Tau2","5","10","1",4836799.30809084,0.000000286909997385503
"118","NPQ.10.0","NPQ","6","10","1",0.231836817751942,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000119492714927543
"119","qP.10.0","qP","7","10","1",0.586310368913136,0.00000000000000000000000000000000000000000000000000000000000000000000000828277913869998
"120","ABQ.10.0","ABQ","8","10","1",-0.0858261992585778,0.000000000000000000000000000000000893153415187308
"121","qm.10.0","qm","9","10","1",0.728158618550661,0.00000000000000000000000000000000000000000000000000000000000000000000000414138956934999
"122","nTau1.10.0","nTau1","10","10","1",2.45810780801337,0.0000000000000000136669580735108
"123","nTau2.10.0","nTau2","11","10","1",4.69566334849221,0.000000286909997385503
"124","nCon.10.0","nCon","12","10","1",0.87699849265383,0.0000000327597071457301
"125","Fm.10.0","Fm","13","10","1",2568.56309426566,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000119492714927543
"126","Fo.10.0","Fo","14","10","1",2312.99907094824,0.00000000000000000000000000000000000000000000000000000000000000000000000828277913869998
"127","Quant.11.0","Quant","1","11","1",0.111198579872181,0.00000000000000000000000000000000000000000000000000000000000000000000000000965975850684739
"128","Sigma.11.0","Sigma","2","11","1",4.69899838775321,0.00000000000000000000000000000000000010651160332668
"129","Connect.11.0","Connect","3","11","1",0.16164448286868,0.000207345620114613
"130","Tau1.11.0","Tau1","4","11","1",1695.66156849014,0.0000000000000000163397413288686
"131","Tau2.11.0","Tau2","5","11","1",3669979.63548556,0.0000000516171610700625
"132","NPQ.11.0","NPQ","6","11","1",0.219973469909955,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000229066571863214
"133","qP.11.0","qP","7","11","1",0.591722975867633,0.0000000000000000000000000000000000000000000000000000000000000000000000000193195170136948
"134","ABQ.11.0","ABQ","8","11","1",-0.0669972187936037,0.00000000000000000000000000000000000010651160332668
"135","qm.11.0","qm","9","11","1",0.696187715020227,0.00000000000000000000000000000000000000000000000000000000000000000000000000965975850684739
"136","nTau1.11.0","nTau1","10","11","1",2.49980177722522,0.0000000000000000163397413288686
"137","nTau2.11.0","nTau2","11","11","1",3.56289102903972,0.0000000516171610700625
"138","nCon.11.0","nCon","12","11","1",0.474176225415775,0.000207345620114613
"139","Fm.11.0","Fm","13","11","1",2593.54048778522,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000229066571863214
"140","Fo.11.0","Fo","14","11","1",2305.1424687025,0.0000000000000000000000000000000000000000000000000000000000000000000000000193195170136948
"141","Quant.12.0","Quant","1","12","1",0.117755363293781,0.000000000000000000000000000000000000000000000000000000000000000000000000148918480965044
"142","Sigma.12.0","Sigma","2","12","1",4.74865353893929,0.0000000000000000000000000000000000000476293950837624
