"","uni","metric","metrix","stage","col","ASnormalized.aglo11.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.372799076236178,0.00000000000000000000000000000000000000000000000000000000000576789889860124
"2","Sigma.1.0","Sigma","2","1","1",4.23810805159335,0.0000000000000000000000000000000000000000000000000102181379326783
"3","Connect.1.0","Connect","3","1","1",0.326335143980417,0.00000000000000000000910752072540957
"4","Tau1.1.0","Tau1","4","1","1",746.354706444689,0.000000000000000000000000000000191226522191977
"5","Tau2.1.0","Tau2","5","1","1",1031615.27325045,0.00000000000000000000000000000127779008279671
"6","NPQ.1.0","NPQ","6","1","1",0.766561930774611,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000123407766652059
"7","qP.1.0","qP","7","1","1",1.46593332140121,0.0000000000000000000000000000000000000000000000000000000000115357977972025
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000000102181379326783
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000576789889860124
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000000000191226522191977
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000000000000000127779008279671
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000000910752072540957
"13","Fm.1.0","Fm","13","1","1",2052.60903522481,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000123407766652059
"14","Fo.1.0","Fo","14","1","1",1287.39828301897,0.0000000000000000000000000000000000000000000000000000000000115357977972025
"15","Quant.3.0","Quant","1","3","1",0.0541026592914179,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000196160531844199
"16","Sigma.3.0","Sigma","2","3","1",2.68058260353087,0.000000000000000000000000000000000132896783875153
"17","Connect.3.0","Connect","3","3","1",0.468894008919654,0.000000000000000583862478884301
"18","Tau1.3.0","Tau1","4","3","1",2723.46545838589,0.00000959262726958527
"19","Tau2.3.0","Tau2","5","3","1",6334300.74395755,0.0000858931129490602
"20","NPQ.3.0","NPQ","6","3","1",0.0547292463651407,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000805163097431853
"21","qP.3.0","qP","7","3","1",0.23452922948914,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000392321063680346
"22","ABQ.3.0","ABQ","8","3","1",0.367504893481164,0.000000000000000000000000000000000132896783875153
"23","qm.3.0","qm","9","3","1",0.854874481348923,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000196160531844199
"24","nTau1.3.0","nTau1","10","3","1",3.64902295767559,0.00000959262726958527
"25","nTau2.3.0","nTau2","11","3","1",6.14017735894816,0.0000858931129490602
"26","nCon.3.0","nCon","12","3","1",1.43684803052592,0.000000000000000583862478884301
"27","Fm.3.0","Fm","13","3","1",3437.90692529715,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000805163097431853
