"","uni","metric","metrix","stage","col","ASnormalized.aglo8.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.377805091047885,0.0000000000000000000000000000000000000000000000000000000114895315036697
"2","Sigma.1.0","Sigma","2","1","1",4.34062619210444,0.00000000000000000000000000000000000000000000000478083885929316
"3","Connect.1.0","Connect","3","1","1",0.323915709657271,0.00000000000000000229498380436343
"4","Tau1.1.0","Tau1","4","1","1",790.022600543924,0.00000000000000000000000000000665223063180136
"5","Tau2.1.0","Tau2","5","1","1",1034411.9813046,0.00000000000000000000000000144589442181195
"6","NPQ.1.0","NPQ","6","1","1",0.794402868047264,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000445292214839757
"7","qP.1.0","qP","7","1","1",1.54938583229326,0.0000000000000000000000000000000000000000000000000000000229790630073395
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000478083885929316
"9","qm.1.0","qm","9","1","1",0,0.0000000000000000000000000000000000000000000000000000000114895315036697
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000000000665223063180136
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000000000000144589442181195
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000229498380436343
"13","Fm.1.0","Fm","13","1","1",1986.80381873661,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000445292214839757
"14","Fo.1.0","Fo","14","1","1",1236.17922110454,0.0000000000000000000000000000000000000000000000000000000229790630073395
"15","Quant.3.0","Quant","1","3","1",0.0532485902395814,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000010829012276032
"16","Sigma.3.0","Sigma","2","3","1",2.77924147714901,0.0000000000000000000000000000000000412724450319151
"17","Connect.3.0","Connect","3","3","1",0.452267858888681,0.00000000000000192892486395502
"18","Tau1.3.0","Tau1","4","3","1",3104.49866146534,0.00000120743617711297
"19","Tau2.3.0","Tau2","5","3","1",7314457.48666417,0.00003838430275597
"20","NPQ.3.0","NPQ","6","3","1",0.0783603596542696,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000229476476938694
"21","qP.3.0","qP","7","3","1",0.289465212491961,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000216580245518346
"22","ABQ.3.0","ABQ","8","3","1",0.359714162393338,0.0000000000000000000000000000000000412724450319151
"23","qm.3.0","qm","9","3","1",0.859058039445974,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000010829012276032
"24","nTau1.3.0","nTau1","10","3","1",3.92963272104864,0.00000120743617711297
"25","nTau2.3.0","nTau2","11","3","1",7.07112602992007,0.00003838430275597
"26","nCon.3.0","nCon","12","3","1",1.39625169574893,0.00000000000000192892486395502
"27","Fm.3.0","Fm","13","3","1",3306.06224410107,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000229476476938694
"28","Fo.3.0","Fo","14","3","1",3130.01909035838,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000216580245518346
"29","Quant.4.0","Quant","1","4","1",0.0356231474634142,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000941190861744714
"30","Sigma.4.0","Sigma","2","4","1",2.54838140276148,0.0000000000000000000000000000000266304809465938
"31","Connect.4.0","Connect","3","4","1",0.526263363947688,0.0000000000000000271071850379745
"32","Tau1.4.0","Tau1","4","4","1",7147.26205705197,0.00000228970926526091
"33","Tau2.4.0","Tau2","5","4","1",5331429.52281372,0.0000000649142384417329
"34","NPQ.4.0","NPQ","6","4","1",0.0410486945339517,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000924772460905589
"35","qP.4.0","qP","7","4","1",0.174678608026417,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000188238172348018
"36","ABQ.4.0","ABQ","8","4","1",0.412900054052807,0.0000000000000000000000000000000266304809465938
"37","qm.4.0","qm","9","4","1",0.905710250318201,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000941190861744714
"38","nTau1.4.0","nTau1","10","4","1",9.04690834430705,0.00000228970926526091
"39","nTau2.4.0","nTau2","11","4","1",5.15406783677207,0.0000000649142384417329
"40","nCon.4.0","nCon","12","4","1",1.62469231425829,0.0000000000000000271071850379745
"41","Fm.4.0","Fm","13","4","1",3424.55303897599,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000924772460905589
"42","Fo.4.0","Fo","14","4","1",3302.55968107227,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000188238172348018
"43","Quant.5.0","Quant","1","5","1",0.038440813413738,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000250237822144494
"44","Sigma.5.0","Sigma","2","5","1",3.05302717898214,0.000000000000000000000000000000122548415565086
"45","Connect.5.0","Connect","3","5","1",0.477424799244085,0.000000000000000808152262311408
"46","Tau1.5.0","Tau1","4","5","1",2024.68527906265,0.0000635406230981872
"47","Tau2.5.0","Tau2","5","5","1",4403516.90367602,0.00000000327077454358458
"48","NPQ.5.0","NPQ","6","5","1",0.0631644279800894,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000236177016164287
"49","qP.5.0","qP","7","5","1",0.226668172939619,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000500475644288987
"50","ABQ.5.0","ABQ","8","5","1",0.296639000028252,0.000000000000000000000000000000122548415565086
"51","qm.5.0","qm","9","5","1",0.898252262013945,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000250237822144494
"52","nTau1.5.0","nTau1","10","5","1",2.56281944044218,0.0000635406230981872
"53","nTau2.5.0","nTau2","11","5","1",4.25702426428036,0.00000000327077454358458
"54","nCon.5.0","nCon","12","5","1",1.47391677837805,0.000000000000000808152262311408
"55","Fm.5.0","Fm","13","5","1",3353.31617270306,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000236177016164287
"56","Fo.5.0","Fo","14","5","1",3224.41197139092,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000500475644288987
"57","Quant.6.0","Quant","1","6","1",0.0406118694087825,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000206180876743243
"58","Sigma.6.0","Sigma","2","6","1",3.1411460793376,0.0000000000000000000000000000000237631129242992
"59","Connect.6.0","Connect","3","6","1",0.388112820964109,0.0000000000149175403835871
"60","Tau1.6.0","Tau1","4","6","1",2844.53398843794,0.000000799453997467785
"61","Tau2.6.0","Tau2","5","6","1",8531076.11409125,0.000845372328858384
"62","NPQ.6.0","NPQ","6","6","1",0.0806134276844316,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000054259856734205
"63","qP.6.0","qP","7","6","1",0.266071137723069,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000412361753486487
"64","ABQ.6.0","ABQ","8","6","1",0.276338035039434,0.0000000000000000000000000000000237631129242992
"65","qm.6.0","qm","9","6","1",0.89250576455669,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000206180876743243
"66","nTau1.6.0","nTau1","10","6","1",3.60057292852066,0.000000799453997467785
"67","nTau2.6.0","nTau2","11","6","1",8.2472711726829,0.000845372328858384
"68","nCon.6.0","nCon","12","6","1",1.1981907928293,0.0000000000149175403835871
"69","Fm.6.0","Fm","13","6","1",3299.16913787356,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000054259856734205
"70","Fo.6.0","Fo","14","6","1",3165.18371168875,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000412361753486487
"71","Quant.7.0","Quant","1","7","1",0.0429208870912151,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000167681884814582
"72","Sigma.7.0","Sigma","2","7","1",3.40648904347922,0.0000000000000000000000000000435794790201498
"73","Connect.7.0","Connect","3","7","1",0.328532466307511,0.000000207715652448506
"74","Tau1.7.0","Tau1","4","7","1",1941.3179201487,0.0000000000000241958151157586
"75","Tau2.7.0","Tau2","5","7","1",8272766.35220492,0.00000000209414145559834
"76","NPQ.7.0","NPQ","6","7","1",0.0975281123397158,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000379033309756229
"77","qP.7.0","qP","7","7","1",0.303513397177975,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000335363769629165
"78","ABQ.7.0","ABQ","8","7","1",0.215207923300192,0.0000000000000000000000000000435794790201498
"79","qm.7.0","qm","9","7","1",0.886394100798988,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000167681884814582
"80","nTau1.7.0","nTau1","10","7","1",2.45729415691668,0.0000000000000241958151157586
"81","nTau2.7.0","nTau2","11","7","1",7.99755465106977,0.00000000209414145559834
"82","nCon.7.0","nCon","12","7","1",1.0142529569039,0.000000207715652448506
"83","Fm.7.0","Fm","13","7","1",3248.32360146847,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000379033309756229
"84","Fo.7.0","Fo","14","7","1",3108.90267093411,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000335363769629165
"85","Quant.8.0","Quant","1","8","1",0.0473799154593594,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000868277387312461
"86","Sigma.8.0","Sigma","2","8","1",3.53204142395222,0.0000000000000000000000000000000399600526963036
"87","Connect.8.0","Connect","3","8","1",0.290183006305996,0.000000147065528706009
"88","Tau1.8.0","Tau1","4","8","1",2343.74172964664,0.00000000000344645239431386
"89","Tau2.8.0","Tau2","5","8","1",14201008.3097386,0.00381661080613594
"90","NPQ.8.0","NPQ","6","8","1",0.115642531575561,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000350155377227855
"91","qP.8.0","qP","7","8","1",0.346574986188791,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000173655477462492
"92","ABQ.8.0","ABQ","8","8","1",0.186282976779485,0.0000000000000000000000000000000399600526963036
"93","qm.8.0","qm","9","8","1",0.874591643728395,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000868277387312461
"94","nTau1.8.0","nTau1","10","8","1",2.96667681156588,0.00000000000344645239431386
"95","nTau2.8.0","nTau2","11","8","1",13.728580649103,0.00381661080613594
"96","nCon.8.0","nCon","12","8","1",0.895859625373012,0.000000147065528706009
"97","Fm.8.0","Fm","13","8","1",3195.58135306423,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000350155377227855
"98","Fo.8.0","Fo","14","8","1",3044.17497871254,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000173655477462492
"99","Quant.9.0","Quant","1","9","1",0.0512115178485127,0.000000000000000000000000000000000000000000000000000000000000000000000000000000040540342165711
"100","Sigma.9.0","Sigma","2","9","1",3.78536923738367,0.000000000000000000000000000329471465719327
"101","Connect.9.0","Connect","3","9","1",0.258492624269001,0.000171318574837936
"102","Tau1.9.0","Tau1","4","9","1",1988.67163085037,0.00000000000000000134192898882249
"103","Tau2.9.0","Tau2","5","9","1",11094693.8373661,0.0000123774564049669
"104","NPQ.9.0","NPQ","6","9","1",0.140033189645977,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000239098812206816
"105","qP.9.0","qP","7","9","1",0.397875135516516,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000810806843314219
"106","ABQ.9.0","ABQ","8","9","1",0.127920933558106,0.000000000000000000000000000329471465719327
"107","qm.9.0","qm","9","9","1",0.8644499000623,0.000000000000000000000000000000000000000000000000000000000000000000000000000000040540342165711
"108","nTau1.9.0","nTau1","10","9","1",2.51723384809648,0.00000000000000000134192898882249
"109","nTau2.9.0","nTau2","11","9","1",10.7256045346395,0.0000123774564049669
"110","nCon.9.0","nCon","12","9","1",0.798024351898545,0.000171318574837936
"111","Fm.9.0","Fm","13","9","1",3127.21287675435,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000239098812206816
"112","Fo.9.0","Fo","14","9","1",2967.06355870035,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000810806843314219
"113","Quant.10.0","Quant","1","10","1",0.0932316538748711,0.00000000000000000000000000000000000000000000000000000000000000000000000138046028912464
"114","Sigma.10.0","Sigma","2","10","1",5.07610322679679,0.00000000000000000000000000000000893677241061057
"115","Connect.10.0","Connect","3","10","1",0.242006428036723,0.0000127763950134193
"116","Tau1.10.0","Tau1","4","10","1",2350.89028425197,0.00000000000000000000267819079589063
"117","Tau2.10.0","Tau2","5","10","1",5899917.96074281,0.000000152978216127356
"118","NPQ.10.0","NPQ","6","10","1",0.176350184352941,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000571433520856242
"119","qP.10.0","qP","7","10","1",0.543536701860012,0.00000000000000000000000000000000000000000000000000000000000000000000000276092057824927
"120","ABQ.10.0","ABQ","8","10","1",-0.169440307029935,0.00000000000000000000000000000000893677241061057
"121","qm.10.0","qm","9","10","1",0.753228169540324,0.00000000000000000000000000000000000000000000000000000000000000000000000138046028912464
"122","nTau1.10.0","nTau1","10","10","1",2.97572535600045,0.00000000000000000000267819079589063
"123","nTau2.10.0","nTau2","11","10","1",5.70364426106301,0.000000152978216127356
"124","nCon.10.0","nCon","12","10","1",0.747127789179431,0.0000127763950134193
"125","Fm.10.0","Fm","13","10","1",3030.6676685304,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000571433520856242
"126","Fo.10.0","Fo","14","10","1",2748.11350944821,0.00000000000000000000000000000000000000000000000000000000000000000000000276092057824927
"127","Quant.11.0","Quant","1","11","1",0.101462153769534,0.0000000000000000000000000000000000000000000000000000000000000000000000000000983139334961865
"128","Sigma.11.0","Sigma","2","11","1",4.67511186764831,0.0000000000000000000000000000000000000238093339867184
"129","Connect.11.0","Connect","3","11","1",0.225364674053031,0.000000209728031624002
"130","Tau1.11.0","Tau1","4","11","1",1996.77713932337,0.0000000000000000447169142905356
"131","Tau2.11.0","Tau2","5","11","1",3907123.9244939,0.000000116149846018921
"132","NPQ.11.0","NPQ","6","11","1",0.169620236382272,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000519137526267792
"133","qP.11.0","qP","7","11","1",0.549707043622551,0.000000000000000000000000000000000000000000000000000000000000000000000000000196627866992373
"134","ABQ.11.0","ABQ","8","11","1",-0.0770593137350324,0.0000000000000000000000000000000000000238093339867184
"135","qm.11.0","qm","9","11","1",0.731443127227012,0.0000000000000000000000000000000000000000000000000000000000000000000000000000983139334961865
"136","nTau1.11.0","nTau1","10","11","1",2.52749369188755,0.0000000000000000447169142905356
"137","nTau2.11.0","nTau2","11","11","1",3.77714488531565,0.000000116149846018921
