"","uni","metric","metrix","stage","col","ASnormalized.aglo1.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.390321052009647,0.000000000000000000000000000000000000000000000000000000000325377975651733
"2","Sigma.1.0","Sigma","2","1","1",4.23251827558223,0.000000000000000000000000000000000000000000000000016096225170745
"3","Connect.1.0","Connect","3","1","1",0.344482931555659,0.00000000000000000000109898821430035
"4","Tau1.1.0","Tau1","4","1","1",619.683061682068,0.0000000000000000000000000000630896089895262
"5","Tau2.1.0","Tau2","5","1","1",752092.099653314,0.000000000000000000000000184287231128446
"6","NPQ.1.0","NPQ","6","1","1",0.879068111628416,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000201999543109629
"7","qP.1.0","qP","7","1","1",1.35582493612106,0.000000000000000000000000000000000000000000000000000000000650755951303465
"8","ABQ.1.0","ABQ","8","1","1",0,0.000000000000000000000000000000000000000000000000016096225170745
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000000000325377975651733
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000630896089895262
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000000184287231128446
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000000109898821430035
"13","Fm.1.0","Fm","13","1","1",1812.77820873573,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000201999543109629
"14","Fo.1.0","Fo","14","1","1",1105.21271124184,0.000000000000000000000000000000000000000000000000000000000650755951303465
"15","Quant.3.0","Quant","1","3","1",0.0635476339259507,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000438227841238934
"16","Sigma.3.0","Sigma","2","3","1",3.07829175391822,0.000000000000000000000000000000000483307011721488
"17","Connect.3.0","Connect","3","3","1",0.339819060508355,0.000000000920405761774657
"18","Tau1.3.0","Tau1","4","3","1",2195.95655288527,0.000000294284581860236
"19","Tau2.3.0","Tau2","5","3","1",4150456.87182738,0.00000000000845895134585371
"20","NPQ.3.0","NPQ","6","3","1",0.146197981955153,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050908978564805
"21","qP.3.0","qP","7","3","1",0.36726928163128,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000876455682477816
"22","ABQ.3.0","ABQ","8","3","1",0.272704438944267,0.000000000000000000000000000000000483307011721488
"23","qm.3.0","qm","9","3","1",0.837191374642073,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000438227841238934
"24","nTau1.3.0","nTau1","10","3","1",3.54367690303583,0.000000294284581860236
"25","nTau2.3.0","nTau2","11","3","1",5.51854869069969,0.00000000000845895134585371
"26","nCon.3.0","nCon","12","3","1",0.986461241994655,0.000000000920405761774657
"27","Fm.3.0","Fm","13","3","1",2971.85458281803,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050908978564805
"28","Fo.3.0","Fo","14","3","1",2783.00025570795,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000876455682477816
"29","Quant.4.0","Quant","1","4","1",0.0462441068622827,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000107777379440648
"30","Sigma.4.0","Sigma","2","4","1",2.88226566231907,0.000000000000000000000000000000442165112139314
"31","Connect.4.0","Connect","3","4","1",0.424597575666289,0.000000000015780420975671
"32","Tau1.4.0","Tau1","4","4","1",5504.61822252552,0.00000716972481002097
"33","Tau2.4.0","Tau2","5","4","1",4550574.4048873,0.00000135070097513437
"34","NPQ.4.0","NPQ","6","4","1",0.104309692606996,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000873753504276869
"35","qP.4.0","qP","7","4","1",0.273622741033355,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000215554758881286
"36","ABQ.4.0","ABQ","8","4","1",0.319018731957495,0.000000000000000000000000000000442165112139314
"37","qm.4.0","qm","9","4","1",0.881522898587751,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000107777379440648
"38","nTau1.4.0","nTau1","10","4","1",8.88295737434517,0.00000716972481002097
"39","nTau2.4.0","nTau2","11","4","1",6.05055472193491,0.00000135070097513437
"40","nCon.4.0","nCon","12","4","1",1.23256491620307,0.000000000015780420975671
"41","Fm.4.0","Fm","13","4","1",3084.58193230986,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000873753504276869
"42","Fo.4.0","Fo","14","4","1",2941.93819580666,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000215554758881286
"43","Quant.5.0","Quant","1","5","1",0.0461746621174563,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000791349771042597
"44","Sigma.5.0","Sigma","2","5","1",3.27197608081582,0.0000000000000000000000000000000105489081584948
"45","Connect.5.0","Connect","3","5","1",0.353724847490008,0.000000000133605064884394
"46","Tau1.5.0","Tau1","4","5","1",2043.71891010304,0.00000000716566667206613
