"","uni","metric","metrix","stage","col","ASnormalized.t10_aglo5.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.367140396209131,0.00000000000000000000000000000000000000000000000000000000000633478740106128
"2","Sigma.1.0","Sigma","2","1","1",4.79050609611402,0.0000000000000000000000000000000000000000000000000224170831211689
"3","Connect.1.0","Connect","3","1","1",0.291831229576975,0.00000000000000000484414116951796
"4","Tau1.1.0","Tau1","4","1","1",698.439180468238,0.000000000000000000000000000181270670558191
"5","Tau2.1.0","Tau2","5","1","1",874738.908103285,0.00000000000000000000000170385297326822
"6","NPQ.1.0","NPQ","6","1","1",0.716654572380824,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000121525821847767
"7","qP.1.0","qP","7","1","1",1.4135480195179,0.0000000000000000000000000000000000000000000000000000000000126695748021226
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000000224170831211689
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000633478740106128
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000000181270670558191
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000000000170385297326822
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000484414116951796
"13","Fm.1.0","Fm","13","1","1",1876.30642286575,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000121525821847767
"14","Fo.1.0","Fo","14","1","1",1187.43853936508,0.0000000000000000000000000000000000000000000000000000000000126695748021226
"15","Quant.3.0","Quant","1","3","1",0.0472903310285035,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000219777542255204
"16","Sigma.3.0","Sigma","2","3","1",2.93328045030602,0.000000000000000000000000000000227112255585052
"17","Connect.3.0","Connect","3","3","1",0.446761011230687,0.000000000000206847437544934
"18","Tau1.3.0","Tau1","4","3","1",5458.44012331634,0.000000489425753514395
"19","Tau2.3.0","Tau2","5","3","1",6892411.15359624,0.0000000388407794869968
"20","NPQ.3.0","NPQ","6","3","1",0.0687862857910255,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000206205901261943
"21","qP.3.0","qP","7","3","1",0.243164526796654,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000439555084510388
"22","ABQ.3.0","ABQ","8","3","1",0.387688817954861,0.000000000000000000000000000000227112255585052
"23","qm.3.0","qm","9","3","1",0.871192787509098,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000219777542255204
"24","nTau1.3.0","nTau1","10","3","1",7.81519748026874,0.000000489425753514395
"25","nTau2.3.0","nTau2","11","3","1",7.87939245613437,0.0000000388407794869968
"26","nCon.3.0","nCon","12","3","1",1.53088828731007,0.000000000000206847437544934
"27","Fm.3.0","Fm","13","3","1",3013.6707804181,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000206205901261943
"28","Fo.3.0","Fo","14","3","1",2871.1532916012,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000439555084510388
"29","Quant.4.0","Quant","1","4","1",0.044325336509026,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000134714118429854
"30","Sigma.4.0","Sigma","2","4","1",2.72380617691379,0.0000000000000000000000000000000127740965229938
"31","Connect.4.0","Connect","3","4","1",0.50100477451344,0.0000000000000000646902593386071
"32","Tau1.4.0","Tau1","4","4","1",1542.86069685668,0.0000490816314341642
"33","Tau2.4.0","Tau2","5","4","1",3396745.29932773,0.0000000000166198487285385
"34","NPQ.4.0","NPQ","6","4","1",0.0966629847601085,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000239490519562224
"35","qP.4.0","qP","7","4","1",0.287843419206819,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000269428236859683
"36","ABQ.4.0","ABQ","8","4","1",0.431415778987675,0.0000000000000000000000000000000127740965229938
"37","qm.4.0","qm","9","4","1",0.879268702200296,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000134714118429854
"38","nTau1.4.0","nTau1","10","4","1",2.2090122375757,0.0000490816314341642
"39","nTau2.4.0","nTau2","11","4","1",3.88315332479375,0.0000000000166198487285385
"40","nCon.4.0","nCon","12","4","1",1.71676203139627,0.0000000000000000646902593386071
"41","Fm.4.0","Fm","13","4","1",2937.06457203402,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000239490519562224
"42","Fo.4.0","Fo","14","4","1",2806.87819652987,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000269428236859683
"43","Quant.5.0","Quant","1","5","1",0.044779643861423,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000132959262686749
"44","Sigma.5.0","Sigma","2","5","1",3.69292174902488,0.000000000000000000000000000127061009599476
"45","Connect.5.0","Connect","3","5","1",0.430059892126936,0.00000000115081876277028
"46","Tau1.5.0","Tau1","4","5","1",1912.25418029284,0.00000000201244151517396
"47","Tau2.5.0","Tau2","5","5","1",6805053.55837153,0.00000810798145422395
"48","NPQ.5.0","NPQ","6","5","1",0.12654746569045,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000230089664601434
"49","qP.5.0","qP","7","5","1",0.340504568882792,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000265918525373498
"50","ABQ.5.0","ABQ","8","5","1",0.229116574547203,0.000000000000000000000000000127061009599476
"51","qm.5.0","qm","9","5","1",0.878031280883852,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000132959262686749
"52","nTau1.5.0","nTau1","10","5","1",2.73789648944214,0.00000000201244151517396
"53","nTau2.5.0","nTau2","11","5","1",7.7795254050458,0.00000810798145422395
"54","nCon.5.0","nCon","12","5","1",1.473659596851,0.00000000115081876277028
"55","Fm.5.0","Fm","13","5","1",2859.15160976009,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000230089664601434
"56","Fo.5.0","Fo","14","5","1",2731.11981892922,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000265918525373498
"57","Quant.6.0","Quant","1","6","1",0.0520097809846166,0.000000000000000000000000000000000000000000000000000000000000000000000000000000253428914533051
"58","Sigma.6.0","Sigma","2","6","1",3.62523817384349,0.0000000000000000000000000004822414042327
"59","Connect.6.0","Connect","3","6","1",0.242320732161235,0.00043444312883915
"60","Tau1.6.0","Tau1","4","6","1",1665.08152987455,0.0000000000149297760805407
"61","Tau2.6.0","Tau2","5","6","1",7616682.74142394,0.00000465972028065074
"62","NPQ.6.0","NPQ","6","6","1",0.162121432520117,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000054717693255671
"63","qP.6.0","qP","7","6","1",0.412548315331791,0.000000000000000000000000000000000000000000000000000000000000000000000000000000506857829066103
