"","uni","metric","metrix","stage","col","ASnormalized.t7_aglo2.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.390952958860643,0.000000000000000000000000000000000000000000000000000342229322260596
"2","Sigma.1.0","Sigma","2","1","1",4.76519533683683,0.00000000000000000000000000000000000000000000317680268411814
"3","Connect.1.0","Connect","3","1","1",0.317425990037954,0.00000000000000162373700189657
"4","Tau1.1.0","Tau1","4","1","1",676.637191212262,0.000000000000000000000000779467340113941
"5","Tau2.1.0","Tau2","5","1","1",706419.673837619,0.00000000000000000000340415382154141
"6","NPQ.1.0","NPQ","6","1","1",0.833361279319343,0.000000000000000000000000000000000000000000000000000000000000000000000000000000015785020509244
"7","qP.1.0","qP","7","1","1",1.30821867442562,0.000000000000000000000000000000000000000000000000000684458644521193
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000317680268411814
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000342229322260596
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000779467340113941
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000000340415382154141
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000162373700189657
"13","Fm.1.0","Fm","13","1","1",1783.42789494972,0.000000000000000000000000000000000000000000000000000000000000000000000000000000015785020509244
"14","Fo.1.0","Fo","14","1","1",1086.19148250452,0.000000000000000000000000000000000000000000000000000684458644521193
"15","Quant.3.0","Quant","1","3","1",0.0719421883792707,0.000000000000000000000000000000000000000000000000000000000000000000000000000000433935329544078
"16","Sigma.3.0","Sigma","2","3","1",3.09449700293891,0.00000000000000000000000000000000263775120340848
"17","Connect.3.0","Connect","3","3","1",0.341675835561778,0.00000000224805192657429
"18","Tau1.3.0","Tau1","4","3","1",2359.06679562267,0.0000000118866702372802
"19","Tau2.3.0","Tau2","5","3","1",3457215.72204224,0.00000000000047780955663339
"20","NPQ.3.0","NPQ","6","3","1",0.184982639403425,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028801560937083
"21","qP.3.0","qP","7","3","1",0.424746281267775,0.000000000000000000000000000000000000000000000000000000000000000000000000000000867870659088127
"22","ABQ.3.0","ABQ","8","3","1",0.350604375225243,0.00000000000000000000000000000000263775120340848
"23","qm.3.0","qm","9","3","1",0.815982494188221,0.000000000000000000000000000000000000000000000000000000000000000000000000000000433935329544078
"24","nTau1.3.0","nTau1","10","3","1",3.48645747863219,0.0000000118866702372802
"25","nTau2.3.0","nTau2","11","3","1",4.89399693989403,0.00000000000047780955663339
"26","nCon.3.0","nCon","12","3","1",1.07639527412649,0.00000000224805192657429
"27","Fm.3.0","Fm","13","3","1",2759.2536281417,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028801560937083
"28","Fo.3.0","Fo","14","3","1",2560.74688383974,0.000000000000000000000000000000000000000000000000000000000000000000000000000000867870659088127
"29","Quant.4.0","Quant","1","4","1",0.0494032843912015,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000977910884779792
"30","Sigma.4.0","Sigma","2","4","1",3.04017769362387,0.000000000000000000000000000000000000748829579189391
"31","Connect.4.0","Connect","3","4","1",0.398674767351506,0.0000000000000122784964211324
"32","Tau1.4.0","Tau1","4","4","1",3886.78606776843,0.0000000283010623532833
"33","Tau2.4.0","Tau2","5","4","1",4249569.7467847,0.00000000576609106510809
"34","NPQ.4.0","NPQ","6","4","1",0.163886419279469,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000132220112413455
"35","qP.4.0","qP","7","4","1",0.359000281460372,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000195582176955957
"36","ABQ.4.0","ABQ","8","4","1",0.362003553113111,0.000000000000000000000000000000000000748829579189391
"37","qm.4.0","qm","9","4","1",0.873633685916644,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000977910884779792
"38","nTau1.4.0","nTau1","10","4","1",5.74426903848556,0.0000000283010623532833
"39","nTau2.4.0","nTau2","11","4","1",6.01564467152925,0.00000000576609106510809
"40","nCon.4.0","nCon","12","4","1",1.25596132598921,0.0000000000000122784964211324
"41","Fm.4.0","Fm","13","4","1",2809.26694641131,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000132220112413455
"42","Fo.4.0","Fo","14","4","1",2670.47993252695,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000195582176955957
"43","Quant.5.0","Quant","1","5","1",0.0458721121538574,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000218707767830945
