"","uni","metric","metrix","stage","col","ASnormalized.t8_aglo11.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.384594259473326,0.0000000000000000000000000000000000000000000000000000000000365746708319859
"2","Sigma.1.0","Sigma","2","1","1",4.41539372531596,0.00000000000000000000000000000000000000000000000000657593541473764
"3","Connect.1.0","Connect","3","1","1",0.32502880220156,0.00000000000000000000816849841364307
"4","Tau1.1.0","Tau1","4","1","1",611.151998393725,0.0000000000000000000000000000345455117809995
"5","Tau2.1.0","Tau2","5","1","1",825101.469214543,0.0000000000000000000000000000247580759223536
"6","NPQ.1.0","NPQ","6","1","1",0.821061383176921,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000020359106784655
"7","qP.1.0","qP","7","1","1",1.28644453485632,0.0000000000000000000000000000000000000000000000000000000000731493416639718
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000000657593541473764
"9","qm.1.0","qm","9","1","1",0,0.0000000000000000000000000000000000000000000000000000000000365746708319859
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000345455117809995
"11","nTau2.1.0","nTau2","11","1","1",1,0.0000000000000000000000000000247580759223536
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000000816849841364307
"13","Fm.1.0","Fm","13","1","1",1843.1376853918,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000020359106784655
"14","Fo.1.0","Fo","14","1","1",1134.27751217116,0.0000000000000000000000000000000000000000000000000000000000731493416639718
"15","Quant.3.0","Quant","1","3","1",0.0460191481587074,0.000000000000000000000000000000000000000000000000000000000000000000000000000000369990421919176
"16","Sigma.3.0","Sigma","2","3","1",3.08119272540425,0.00000000000000000000000000720629140361339
"17","Connect.3.0","Connect","3","3","1",0.395730533752682,0.0000000580404653643579
"18","Tau1.3.0","Tau1","4","3","1",3684.90719104563,0.0000100032097598128
"19","Tau2.3.0","Tau2","5","3","1",4462790.68868587,0.000000000125084949237652
"20","NPQ.3.0","NPQ","6","3","1",0.100846643361719,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000264202156051286
"21","qP.3.0","qP","7","3","1",0.259230558734925,0.000000000000000000000000000000000000000000000000000000000000000000000000000000739980843838326
"22","ABQ.3.0","ABQ","8","3","1",0.302170334722808,0.00000000000000000000000000720629140361339
"23","qm.3.0","qm","9","3","1",0.880343642617736,0.000000000000000000000000000000000000000000000000000000000000000000000000000000369990421919176
"24","nTau1.3.0","nTau1","10","3","1",6.029444721985,0.0000100032097598128
"25","nTau2.3.0","nTau2","11","3","1",5.40877801724706,0.000000000125084949237652
"26","nCon.3.0","nCon","12","3","1",1.21752451189627,0.0000000580404653643579
"27","Fm.3.0","Fm","13","3","1",3048.98678029781,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000264202156051286
"28","Fo.3.0","Fo","14","3","1",2908.67500592134,0.000000000000000000000000000000000000000000000000000000000000000000000000000000739980843838326
"29","Quant.4.0","Quant","1","4","1",0.0502715234275419,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000254776596386414
"30","Sigma.4.0","Sigma","2","4","1",2.64531881667373,0.00000000000000000000000000000619210509747354
"31","Connect.4.0","Connect","3","4","1",0.497819260104611,0.0000000000000138287431648274
"32","Tau1.4.0","Tau1","4","4","1",3231.82842647749,0.00000889725211819516
"33","Tau2.4.0","Tau2","5","4","1",3862690.22910001,0.0000000000509555215946499
