"","uni","metric","metrix","stage","col","ASnormalized.aglo4.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.38244724857489,0.00000000000000000000000000000000000000000000000000000000868565467541781
"2","Sigma.1.0","Sigma","2","1","1",4.2588371500009,0.0000000000000000000000000000000000000000000000025839764978033
"3","Connect.1.0","Connect","3","1","1",0.325953114110245,0.000000000000000000618232635533502
"4","Tau1.1.0","Tau1","4","1","1",854.821862850475,0.000000000000000000000000000386281408738468
"5","Tau2.1.0","Tau2","5","1","1",1022837.31012204,0.000000000000000000000000181548191613437
"6","NPQ.1.0","NPQ","6","1","1",0.726733349674915,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000324171900333389
"7","qP.1.0","qP","7","1","1",1.37874481911777,0.0000000000000000000000000000000000000000000000000000000173713093508356
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000025839764978033
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000868565467541781
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000000386281408738468
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000000181548191613437
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000000000618232635533502
"13","Fm.1.0","Fm","13","1","1",1989.02845384465,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000324171900333389
"14","Fo.1.0","Fo","14","1","1",1228.32999433459,0.0000000000000000000000000000000000000000000000000000000173713093508356
"15","Quant.3.0","Quant","1","3","1",0.0533385775008578,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000895594919706181
"16","Sigma.3.0","Sigma","2","3","1",3.01505395970638,0.000000000000000000000000000000000173881777847881
"17","Connect.3.0","Connect","3","3","1",0.444384262042438,0.00000000000000530711859117112
"18","Tau1.3.0","Tau1","4","3","1",3190.75397083581,0.00000139338738002137
"19","Tau2.3.0","Tau2","5","3","1",7388916.73712499,0.0000763967324772631
"20","NPQ.3.0","NPQ","6","3","1",0.067261622457697,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000246136819108325
"21","qP.3.0","qP","7","3","1",0.242540372960371,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000179118983941212
"22","ABQ.3.0","ABQ","8","3","1",0.29204760512955,0.000000000000000000000000000000000173881777847881
"23","qm.3.0","qm","9","3","1",0.860533504425479,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000895594919706181
"24","nTau1.3.0","nTau1","10","3","1",3.73265367850557,0.00000139338738002137
"25","nTau2.3.0","nTau2","11","3","1",7.22394134825152,0.0000763967324772631
"26","nCon.3.0","nCon","12","3","1",1.36333798575747,0.00000000000000530711859117112
"27","Fm.3.0","Fm","13","3","1",3218.06920855717,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000246136819108325
"28","Fo.3.0","Fo","14","3","1",3046.42197467342,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000179118983941212
"29","Quant.4.0","Quant","1","4","1",0.0362788087532146,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000801489134123618
"30","Sigma.4.0","Sigma","2","4","1",2.69827140349319,0.000000000000000000000000000634759784883282
"31","Connect.4.0","Connect","3","4","1",0.574813207519482,0.00000000000000404223823404678
"32","Tau1.4.0","Tau1","4","4","1",8008.75074746078,0.0000669941619738041
"33","Tau2.4.0","Tau2","5","4","1",6700539.55980645,0.000689108295717925
"34","NPQ.4.0","NPQ","6","4","1",0.0431240458806098,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000155101398777452
"35","qP.4.0","qP","7","4","1",0.163383074975777,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000160297826823173
"36","ABQ.4.0","ABQ","8","4","1",0.366430011654092,0.000000000000000000000000000634759784883282
"37","qm.4.0","qm","9","4","1",0.905140358864131,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000801489134123618
"38","nTau1.4.0","nTau1","10","4","1",9.36891192833432,0.0000669941619738041
"39","nTau2.4.0","nTau2","11","4","1",6.55093385184292,0.000689108295717925
"40","nCon.4.0","nCon","12","4","1",1.76348432531025,0.00000000000000404223823404678
"41","Fm.4.0","Fm","13","4","1",3292.53436182314,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000155101398777452
"42","Fo.4.0","Fo","14","4","1",3173.08513739717,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000160297826823173
"43","Quant.5.0","Quant","1","5","1",0.0387946950032043,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000357974624520537
"44","Sigma.5.0","Sigma","2","5","1",2.9793798336253,0.0000000000000000000000000029129003774227
"45","Connect.5.0","Connect","3","5","1",0.477577129771415,0.00000000000160744240771826
"46","Tau1.5.0","Tau1","4","5","1",3341.7212448066,0.000000436614338796041
"47","Tau2.5.0","Tau2","5","5","1",7495178.8840926,0.0000417393371006025
"48","NPQ.5.0","NPQ","6","5","1",0.0727508464409766,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000269446808853928
"49","qP.5.0","qP","7","5","1",0.223182560692145,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000715949249041073
"50","ABQ.5.0","ABQ","8","5","1",0.300424099657187,0.0000000000000000000000000029129003774227
"51","qm.5.0","qm","9","5","1",0.898561971231942,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000357974624520537
"52","nTau1.5.0","nTau1","10","5","1",3.90926038515598,0.000000436614338796041
"53","nTau2.5.0","nTau2","11","5","1",7.32783093647443,0.0000417393371006025
"54","nCon.5.0","nCon","12","5","1",1.46517124426026,0.00000000000160744240771826
"55","Fm.5.0","Fm","13","5","1",3201.60247470367,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000269446808853928
"56","Fo.5.0","Fo","14","5","1",3077.39728317603,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000715949249041073
"57","Quant.6.0","Quant","1","6","1",0.0388352041115686,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000212972287190811
"58","Sigma.6.0","Sigma","2","6","1",3.16350379411145,0.000000000000000000000000000000292145395466071
"59","Connect.6.0","Connect","3","6","1",0.455179672237175,0.000000000000187192726036768
"60","Tau1.6.0","Tau1","4","6","1",1923.78342618697,0.000000701434441183891
"61","Tau2.6.0","Tau2","5","6","1",8185237.50893295,0.000229631380281808
"62","NPQ.6.0","NPQ","6","6","1",0.0958004512663447,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000223817370761687
"63","qP.6.0","qP","7","6","1",0.26371541713273,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000425944574381621
"64","ABQ.6.0","ABQ","8","6","1",0.257190711292922,0.000000000000000000000000000000292145395466071
"65","qm.6.0","qm","9","6","1",0.898456050458515,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000212972287190811
"66","nTau1.6.0","nTau1","10","6","1",2.25050798276491,0.000000701434441183891
"67","nTau2.6.0","nTau2","11","6","1",8.00248233803312,0.000229631380281808
"68","nCon.6.0","nCon","12","6","1",1.39645750426309,0.000000000000187192726036768
"69","Fm.6.0","Fm","13","6","1",3134.25839598517,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000223817370761687
"70","Fo.6.0","Fo","14","6","1",3012.53883143869,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000425944574381621
"71","Quant.7.0","Quant","1","7","1",0.0410405459465473,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000249503317252514
"72","Sigma.7.0","Sigma","2","7","1",3.66704175763284,0.00000000000000000000000000299838209415503
"73","Connect.7.0","Connect","3","7","1",0.216953064749636,0.00222186867307513
"74","Tau1.7.0","Tau1","4","7","1",2070.44574891095,0.00000000000472869979482045
"75","Tau2.7.0","Tau2","5","7","1",9186806.24554425,0.0000206027601443094
"76","NPQ.7.0","NPQ","6","7","1",0.13261308411961,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000819291842223972
"77","qP.7.0","qP","7","7","1",0.329085841741513,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000499006634505028
"78","ABQ.7.0","ABQ","8","7","1",0.138957037220345,0.00000000000000000000000000299838209415503
"79","qm.7.0","qm","9","7","1",0.892689655633617,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000249503317252514
"80","nTau1.7.0","nTau1","10","7","1",2.42207860946241,0.00000000000472869979482045
"81","nTau2.7.0","nTau2","11","7","1",8.98168863672767,0.0000206027601443094
"82","nCon.7.0","nCon","12","7","1",0.665595925787833,0.00222186867307513
"83","Fm.7.0","Fm","13","7","1",3032.38750537264,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000819291842223972
"84","Fo.7.0","Fo","14","7","1",2907.93666663066,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000499006634505028
"85","Quant.8.0","Quant","1","8","1",0.0437384490817796,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000673732479059739
"86","Sigma.8.0","Sigma","2","8","1",3.75337960330678,0.0000000000000000000000000000000670199508671072
"87","Connect.8.0","Connect","3","8","1",0.387827236851508,0.0000000000154762200361665
"88","Tau1.8.0","Tau1","4","8","1",2163.60506116474,0.000000000186021334486739
"89","Tau2.8.0","Tau2","5","8","1",14553582.2162382,0.000745453883271078
"90","NPQ.8.0","NPQ","6","8","1",0.164904078128185,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010782874451389
"91","qP.8.0","qP","7","8","1",0.384432038928825,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000134746495811948
"92","ABQ.8.0","ABQ","8","8","1",0.118684403486527,0.0000000000000000000000000000000670199508671072
"93","qm.8.0","qm","9","8","1",0.885635341227419,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000673732479059739
"94","nTau1.8.0","nTau1","10","8","1",2.53105957532487,0.000000000186021334486739
"95","nTau2.8.0","nTau2","11","8","1",14.2286383887401,0.000745453883271078
"96","nCon.8.0","nCon","12","8","1",1.18982522351462,0.0000000000154762200361665
"97","Fm.8.0","Fm","13","8","1",2948.33010647933,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010782874451389
"98","Fo.8.0","Fo","14","8","1",2819.37472024081,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000134746495811948
"99","Quant.9.0","Quant","1","9","1",0.0440518718112256,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000110596404523487
"100","Sigma.9.0","Sigma","2","9","1",3.91500909316325,0.000000000000000000000000000157943523127238
"101","Connect.9.0","Connect","3","9","1",0.36795613374361,0.0000000212465495781577
"102","Tau1.9.0","Tau1","4","9","1",2275.93013878416,0.000000000133659018581881
"103","Tau2.9.0","Tau2","5","9","1",12580473.3430411,0.00560429232116591
"104","NPQ.9.0","NPQ","6","9","1",0.204696903130314,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000901371830128709
"105","qP.9.0","qP","7","9","1",0.443190112509501,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000221192809046975
"106","ABQ.9.0","ABQ","8","9","1",0.0807328490683372,0.000000000000000000000000000157943523127238
"107","qm.9.0","qm","9","9","1",0.884815822377137,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000110596404523487
"108","nTau1.9.0","nTau1","10","9","1",2.66246131234276,0.000000000133659018581881
"109","nTau2.9.0","nTau2","11","9","1",12.2995839304494,0.00560429232116591
"110","nCon.9.0","nCon","12","9","1",1.12886215168712,0.0000000212465495781577
"111","Fm.9.0","Fm","13","9","1",2850.94263609505,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000901371830128709
"112","Fo.9.0","Fo","14","9","1",2725.35327654864,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000221192809046975
"113","Quant.10.0","Quant","1","10","1",0.0902937980289563,0.000000000000000000000000000000000000000000000000000000000000000000000000115833415408877
"114","Sigma.10.0","Sigma","2","10","1",4.86116014328054,0.00000000000000000000000000000000499581467292348
"115","Connect.10.0","Connect","3","10","1",0.223669021868249,0.0000425118478814364
"116","Tau1.10.0","Tau1","4","10","1",2457.28243422705,0.00000000000000019872635737239
"117","Tau2.10.0","Tau2","5","10","1",5811752.83571298,0.0000279543570708506
"118","NPQ.10.0","NPQ","6","10","1",0.246614505195873,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000192750796030947
