"","uni","metric","metrix","stage","col","ASnormalized.t9_aglo3.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.379475117995745,0.0000000000000000000000000000000000000000000000000000000232963168602001
"2","Sigma.1.0","Sigma","2","1","1",4.86305927258151,0.0000000000000000000000000000000000000000000000038942432916382
"3","Connect.1.0","Connect","3","1","1",0.306870890497032,0.0000000000000000394392638121793
"4","Tau1.1.0","Tau1","4","1","1",667.935019348901,0.000000000000000000000000000143138814842738
"5","Tau2.1.0","Tau2","5","1","1",842880.28236557,0.00000000000000000000000000124644586909815
"6","NPQ.1.0","NPQ","6","1","1",0.870634015348387,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000713537750900866
"7","qP.1.0","qP","7","1","1",1.41139418540092,0.0000000000000000000000000000000000000000000000000000000465926337204001
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000038942432916382
"9","qm.1.0","qm","9","1","1",0,0.0000000000000000000000000000000000000000000000000000000232963168602001
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000000143138814842738
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000000000000124644586909815
"12","nCon.1.0","nCon","12","1","1",1,0.0000000000000000394392638121793
"13","Fm.1.0","Fm","13","1","1",1856.59009712195,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000713537750900866
"14","Fo.1.0","Fo","14","1","1",1152.06035094687,0.0000000000000000000000000000000000000000000000000000000465926337204001
"15","Quant.3.0","Quant","1","3","1",0.0409496664160688,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000419975363113843
"16","Sigma.3.0","Sigma","2","3","1",2.73831887372555,0.00000000000000000000000000000112523335571666
"17","Connect.3.0","Connect","3","3","1",0.567167804332651,0.00000000000000000302829738902031
"18","Tau1.3.0","Tau1","4","3","1",6481.54773572418,0.0000489759247700076
"19","Tau2.3.0","Tau2","5","3","1",5482293.6388741,0.000000139546726185313
"20","NPQ.3.0","NPQ","6","3","1",0.097697848268308,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000177856620863499
"21","qP.3.0","qP","7","3","1",0.266758642794156,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000839950726225909
"22","ABQ.3.0","ABQ","8","3","1",0.436914353652955,0.00000000000000000000000000000112523335571666
"23","qm.3.0","qm","9","3","1",0.892088665437801,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000419975363113843
"24","nTau1.3.0","nTau1","10","3","1",9.70385972881367,0.0000489759247700076
