"","uni","metric","metrix","stage","col","ASnormalized.t9_aglo2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.358340813895614,0.000000000000000000000000000000000000000000000000000000000002827365516691
"2","Sigma.1.0","Sigma","2","1","1",4.64920884278121,0.0000000000000000000000000000000000000000000000000490517056301022
"3","Connect.1.0","Connect","3","1","1",0.314131696824019,0.00000000000000000024130017744468
"4","Tau1.1.0","Tau1","4","1","1",690.817364919209,0.000000000000000000000000000477761327969283
"5","Tau2.1.0","Tau2","5","1","1",1184222.44083384,0.000000000000000000000000289069159589533
"6","NPQ.1.0","NPQ","6","1","1",0.753181065298981,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000197469571656099
"7","qP.1.0","qP","7","1","1",1.42337263951727,0.000000000000000000000000000000000000000000000000000000000005654731033382
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000000490517056301022
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000000000002827365516691
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000000477761327969283
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000000289069159589533
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000024130017744468
"13","Fm.1.0","Fm","13","1","1",1693.81618896381,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000197469571656099
"14","Fo.1.0","Fo","14","1","1",1086.85271722095,0.000000000000000000000000000000000000000000000000000000000005654731033382
"15","Quant.3.0","Quant","1","3","1",0.0417095072755759,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000288639562665267
"16","Sigma.3.0","Sigma","2","3","1",2.87375735830466,0.0000000000000000000000000000601036284620125
"17","Connect.3.0","Connect","3","3","1",0.57089783423592,0.0000000000000000921950576369011
"18","Tau1.3.0","Tau1","4","3","1",5542.87848804533,0.00002955501877161
"19","Tau2.3.0","Tau2","5","3","1",6152691.27787046,0.00000000719186820547696
"20","NPQ.3.0","NPQ","6","3","1",0.07572173214851,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306044259670583
"21","qP.3.0","qP","7","3","1",0.245081805653165,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000577279125330229
"22","ABQ.3.0","ABQ","8","3","1",0.381882497542197,0.0000000000000000000000000000601036284620125
"23","qm.3.0","qm","9","3","1",0.883603804930448,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000288639562665267
"24","nTau1.3.0","nTau1","10","3","1",8.02365251587671,0.00002955501877161
"25","nTau2.3.0","nTau2","11","3","1",5.19555369474186,0.00000000719186820547696
"26","nCon.3.0","nCon","12","3","1",1.81738372793289,0.0000000000000000921950576369011
"27","Fm.3.0","Fm","13","3","1",2760.53405062032,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306044259670583
"28","Fo.3.0","Fo","14","3","1",2645.3935355515,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000577279125330229
"29","Quant.4.0","Quant","1","4","1",0.0437637622001905,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000010968103253293
"30","Sigma.4.0","Sigma","2","4","1",2.5906719837711,0.00000000000000000000000000000000512748299270304
"31","Connect.4.0","Connect","3","4","1",0.611083264195814,0.000000000000000000000353334384336535
"32","Tau1.4.0","Tau1","4","4","1",4622.44401021672,0.0000204077585107867
"33","Tau2.4.0","Tau2","5","4","1",5379877.80953483,0.000000000864374829428233
"34","NPQ.4.0","NPQ","6","4","1",0.103164079780809,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000138387879882415
"35","qP.4.0","qP","7","4","1",0.299013885774344,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000219362065064477
"36","ABQ.4.0","ABQ","8","4","1",0.442771432435518,0.00000000000000000000000000000000512748299270304
"37","qm.4.0","qm","9","4","1",0.87787112016512,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000010968103253293
"38","nTau1.4.0","nTau1","10","4","1",6.69126782989498,0.0000204077585107867
"39","nTau2.4.0","nTau2","11","4","1",4.54296222063377,0.000000000864374829428233
"40","nCon.4.0","nCon","12","4","1",1.9453091501879,0.000000000000000000000353334384336535
"41","Fm.4.0","Fm","13","4","1",2691.86291052757,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000138387879882415
"42","Fo.4.0","Fo","14","4","1",2574.05686223573,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000219362065064477
"43","Quant.5.0","Quant","1","5","1",0.0371188710800913,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000823794087754036
"44","Sigma.5.0","Sigma","2","5","1",3.50356633375898,0.00000000000000000000000315584097154369
"45","Connect.5.0","Connect","3","5","1",0.297968427500166,0.000414335723013489
"46","Tau1.5.0","Tau1","4","5","1",2657.67559879366,0.00000000264063912504417
"47","Tau2.5.0","Tau2","5","5","1",6725703.68930474,0.000000000000981083330973677
"48","NPQ.5.0","NPQ","6","5","1",0.112126387241595,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000494539274266573
"49","qP.5.0","qP","7","5","1",0.301282402550618,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000164758817550807
"50","ABQ.5.0","ABQ","8","5","1",0.246416658782938,0.00000000000000000000000315584097154369
"51","qm.5.0","qm","9","5","1",0.896414615246969,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000823794087754036
"52","nTau1.5.0","nTau1","10","5","1",3.84714648726944,0.00000000264063912504417
"53","nTau2.5.0","nTau2","11","5","1",5.67942597386436,0.000000000000981083330973677
"54","nCon.5.0","nCon","12","5","1",0.948546200567249,0.000414335723013489
"55","Fm.5.0","Fm","13","5","1",2670.16995968745,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000494539274266573
"56","Fo.5.0","Fo","14","5","1",2571.05626519188,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000164758817550807
"57","Quant.6.0","Quant","1","6","1",0.0367385638956679,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000124059958364497
"58","Sigma.6.0","Sigma","2","6","1",3.33361894265753,0.000000000000000000000000684367757711547
"59","Connect.6.0","Connect","3","6","1",0.299516275378162,0.00023829290278536
"60","Tau1.6.0","Tau1","4","6","1",2014.33381828357,0.0000000740506013235368
"61","Tau2.6.0","Tau2","5","6","1",8858472.38220252,0.000012598953717597
"62","NPQ.6.0","NPQ","6","6","1",0.133839876421395,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000377329384134463
"63","qP.6.0","qP","7","6","1",0.337753440440356,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000248119916728995
"64","ABQ.6.0","ABQ","8","6","1",0.282970704180431,0.000000000000000000000000684367757711547
"65","qm.6.0","qm","9","6","1",0.897475915466414,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000124059958364497
"66","nTau1.6.0","nTau1","10","6","1",2.91587027277339,0.0000000740506013235368
"67","nTau2.6.0","nTau2","11","6","1",7.48041252787363,0.000012598953717597
"68","nCon.6.0","nCon","12","6","1",0.953473585780665,0.00023829290278536
"69","Fm.6.0","Fm","13","6","1",2619.03513215705,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000377329384134463
"70","Fo.6.0","Fo","14","6","1",2522.81554260929,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000248119916728995
"71","Quant.7.0","Quant","1","7","1",0.0349536248798928,0.000000000000000000000000000000000000000000000000000000000000000000000000000000467030210172845
"72","Sigma.7.0","Sigma","2","7","1",3.7254121308539,0.0000000000000000000000478163244979401
"73","Connect.7.0","Connect","3","7","1",0.302261852820865,0.000272842037510574
"74","Tau1.7.0","Tau1","4","7","1",2002.17685156159,0.0000000256276356844371
"75","Tau2.7.0","Tau2","5","7","1",12682828.5011739,0.00688808292149891
"76","NPQ.7.0","NPQ","6","7","1",0.171126603102138,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000351782764408846
"77","qP.7.0","qP","7","7","1",0.395057079544265,0.00000000000000000000000000000000000000000000000000000000000000000000000000000093406042034569
"78","ABQ.7.0","ABQ","8","7","1",0.198699766598285,0.0000000000000000000000478163244979401
"79","qm.7.0","qm","9","7","1",0.902457036640892,0.000000000000000000000000000000000000000000000000000000000000000000000000000000467030210172845
"80","nTau1.7.0","nTau1","10","7","1",2.89827232671799,0.0000000256276356844371
"81","nTau2.7.0","nTau2","11","7","1",10.7098363144036,0.00688808292149891
"82","nCon.7.0","nCon","12","7","1",0.962213797196646,0.000272842037510574
"83","Fm.7.0","Fm","13","7","1",2535.6494018002,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000351782764408846
"84","Fo.7.0","Fo","14","7","1",2447.01926378275,0.00000000000000000000000000000000000000000000000000000000000000000000000000000093406042034569
"85","Quant.8.0","Quant","1","8","1",0.0439873401101734,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000113755256477306
"86","Sigma.8.0","Sigma","2","8","1",3.23294736517579,0.00000000000000000000000000123841613387636
"87","Connect.8.0","Connect","3","8","1",0.445758641692387,0.000000000295512869524682
"88","Tau1.8.0","Tau1","4","8","1",2081.55346072912,0.0000000305913683750359
"89","Tau2.8.0","Tau2","5","8","1",14397512.3509815,0.0114636890555217
"90","NPQ.8.0","NPQ","6","8","1",0.205216697149342,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000180328375147325
"91","qP.8.0","qP","7","8","1",0.464213005197941,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000227510512954612
"92","ABQ.8.0","ABQ","8","8","1",0.304624189942433,0.00000000000000000000000000123841613387636
"93","qm.8.0","qm","9","8","1",0.877247194836737,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000113755256477306
"94","nTau1.8.0","nTau1","10","8","1",3.01317477879636,0.0000000305913683750359
"95","nTau2.8.0","nTau2","11","8","1",12.1577769974059,0.0114636890555217
"96","nCon.8.0","nCon","12","8","1",1.41901834867084,0.000000000295512869524682
"97","Fm.8.0","Fm","13","8","1",2463.92742285437,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000180328375147325
"98","Fo.8.0","Fo","14","8","1",2355.54580929849,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000227510512954612
"99","Quant.9.0","Quant","1","9","1",0.0478035585167139,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000022085669544083
"100","Sigma.9.0","Sigma","2","9","1",3.67885876378423,0.000000000000000000000000000000176952718646342
"101","Connect.9.0","Connect","3","9","1",0.329335703195487,0.0000000267123317481909
"102","Tau1.9.0","Tau1","4","9","1",1922.85446559499,0.00000000000267487741790283
"103","Tau2.9.0","Tau2","5","9","1",10665477.5923819,0.00116739135319483
"104","NPQ.9.0","NPQ","6","9","1",0.231591795282664,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109059012971091
"105","qP.9.0","qP","7","9","1",0.509307136852189,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000044171339088166
"106","ABQ.9.0","ABQ","8","9","1",0.208712947043376,0.000000000000000000000000000000176952718646342
"107","qm.9.0","qm","9","9","1",0.866597505327319,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000022085669544083
"108","nTau1.9.0","nTau1","10","9","1",2.78344836600897,0.00000000000267487741790283
"109","nTau2.9.0","nTau2","11","9","1",9.00631268638358,0.00116739135319483
"110","nCon.9.0","nCon","12","9","1",1.04840010264862,0.0000000267123317481909
"111","Fm.9.0","Fm","13","9","1",2411.16129708114,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109059012971091
"112","Fo.9.0","Fo","14","9","1",2295.89920692288,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000044171339088166
"113","Quant.10.0","Quant","1","10","1",0.0826082533228096,0.00000000000000000000000000000000000000000000000000000000000000000000000000167884057763178
"114","Sigma.10.0","Sigma","2","10","1",4.68109218493423,0.00000000000000000000000000000000133267659466602
"115","Connect.10.0","Connect","3","10","1",0.279122436309997,0.000000181806793992509
"116","Tau1.10.0","Tau1","4","10","1",1555.16857249758,0.0000000000000000793206853384654
"117","Tau2.10.0","Tau2","5","10","1",5026733.55191407,0.000000207386177753377
"118","NPQ.10.0","NPQ","6","10","1",0.27680418201197,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000233291201416956
"119","qP.10.0","qP","7","10","1",0.631969577112536,0.00000000000000000000000000000000000000000000000000000000000000000000000000335768115526357
"120","ABQ.10.0","ABQ","8","10","1",-0.00685779951626064,0.00000000000000000000000000000000133267659466602
"121","qm.10.0","qm","9","10","1",0.769470152102536,0.00000000000000000000000000000000000000000000000000000000000000000000000000167884057763178
"122","nTau1.10.0","nTau1","10","10","1",2.25120075358767,0.0000000000000000793206853384654
"123","nTau2.10.0","nTau2","11","10","1",4.2447545145105,0.000000207386177753377
"124","nCon.10.0","nCon","12","10","1",0.888552282791016,0.000000181806793992509
"125","Fm.10.0","Fm","13","10","1",2325.78065800884,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000233291201416956
"126","Fo.10.0","Fo","14","10","1",2133.65198023875,0.00000000000000000000000000000000000000000000000000000000000000000000000000335768115526357
"127","Quant.11.0","Quant","1","11","1",0.0951984445671903,0.0000000000000000000000000000000000000000000000000000000000000000000000000000300650284466627
"128","Sigma.11.0","Sigma","2","11","1",4.78283937733933,0.000000000000000000000000000000000000160368959859273
"129","Connect.11.0","Connect","3","11","1",0.219551964489311,0.00000085937460842459
"130","Tau1.11.0","Tau1","4","11","1",1718.34364445823,0.00000000000000000563639321459045
"131","Tau2.11.0","Tau2","5","11","1",5479258.28859286,0.00000836129025300933
"132","NPQ.11.0","NPQ","6","11","1",0.257900420290382,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000178214012018923
