"","uni","metric","metrix","stage","col","ASnormalized.t11_ahya2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.392310047403642,0.0000000000000000000000000000000000000000000000000000000000266216923419529
"2","Sigma.1.0","Sigma","2","1","1",4.81150624341521,0.000000000000000000000000000000000000000000000000000522137780042991
"3","Connect.1.0","Connect","3","1","1",0.33265900066951,0.00000000000000000000095077874448135
"4","Tau1.1.0","Tau1","4","1","1",586.332414152277,0.00000000000000000000000000000045579885063746
"5","Tau2.1.0","Tau2","5","1","1",880186.295247939,0.0000000000000000000000000000000129252523830288
"6","NPQ.1.0","NPQ","6","1","1",0.787026796270624,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000174759146705461
"7","qP.1.0","qP","7","1","1",1.52431879000059,0.0000000000000000000000000000000000000000000000000000000000532433846839057
"8","ABQ.1.0","ABQ","8","1","1",0,0.000000000000000000000000000000000000000000000000000522137780042991
"9","qm.1.0","qm","9","1","1",0,0.0000000000000000000000000000000000000000000000000000000000266216923419529
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000000000045579885063746
"11","nTau2.1.0","nTau2","11","1","1",1,0.0000000000000000000000000000000129252523830288
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000000095077874448135
"13","Fm.1.0","Fm","13","1","1",1913.24286890661,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000174759146705461
"14","Fo.1.0","Fo","14","1","1",1162.65846831118,0.0000000000000000000000000000000000000000000000000000000000532433846839057
"15","Quant.3.0","Quant","1","3","1",0.042582168930046,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000125277585071048
"16","Sigma.3.0","Sigma","2","3","1",2.82296320934099,0.0000000000000000000000000000163887135867328
"17","Connect.3.0","Connect","3","3","1",0.512349894227143,0.0000000000000172731171315453
"18","Tau1.3.0","Tau1","4","3","1",4572.44266923015,0.0000287609374376539
"19","Tau2.3.0","Tau2","5","3","1",5120300.92599107,0.000000000130785269874536
"20","NPQ.3.0","NPQ","6","3","1",0.0606051834343722,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000292187393862391
"21","qP.3.0","qP","7","3","1",0.224719999529331,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000250555170141804
"22","ABQ.3.0","ABQ","8","3","1",0.413289089418858,0.0000000000000000000000000000163887135867328
"23","qm.3.0","qm","9","3","1",0.891457868051404,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000125277585071048
"24","nTau1.3.0","nTau1","10","3","1",7.79837948383089,0.0000287609374376539
"25","nTau2.3.0","nTau2","11","3","1",5.81729226373462,0.000000000130785269874536
"26","nCon.3.0","nCon","12","3","1",1.54016543426147,0.0000000000000172731171315453
"27","Fm.3.0","Fm","13","3","1",3223.64658207553,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000292187393862391
"28","Fo.3.0","Fo","14","3","1",3086.37671874682,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000250555170141804
"29","Quant.4.0","Quant","1","4","1",0.0374933750224374,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000163769981351085
"30","Sigma.4.0","Sigma","2","4","1",3.00054818417548,0.000000000000000000000000292854663354857
"31","Connect.4.0","Connect","3","4","1",0.421434355263755,0.000000111167629941359
"32","Tau1.4.0","Tau1","4","4","1",4404.47364004351,0.0000420891895245115
"33","Tau2.4.0","Tau2","5","4","1",5187867.22655768,0.00000011906243016176
"34","NPQ.4.0","NPQ","6","4","1",0.0852231419575229,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000132383528380751
"35","qP.4.0","qP","7","4","1",0.261187852935913,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000327539962702157
"36","ABQ.4.0","ABQ","8","4","1",0.376380694032793,0.000000000000000000000000292854663354857
"37","qm.4.0","qm","9","4","1",0.904429225632702,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000163769981351085
"38","nTau1.4.0","nTau1","10","4","1",7.51190542042865,0.0000420891895245115
"39","nTau2.4.0","nTau2","11","4","1",5.89405589994595,0.00000011906243016176
"40","nCon.4.0","nCon","12","4","1",1.26686593302924,0.000000111167629941359
"41","Fm.4.0","Fm","13","4","1",3150.51913502562,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000132383528380751
"42","Fo.4.0","Fo","14","4","1",3032.39553958074,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000327539962702157
"43","Quant.5.0","Quant","1","5","1",0.0362888070611811,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000558657995827675
"44","Sigma.5.0","Sigma","2","5","1",3.83277322150761,0.000000000000000000000439085597611143
"45","Connect.5.0","Connect","3","5","1",0.205509761226906,0.0420181107399698
"46","Tau1.5.0","Tau1","4","5","1",2540.46254953344,0.0000000109974611577913
"47","Tau2.5.0","Tau2","5","5","1",9437907.39651734,0.00000115031498128885
"48","NPQ.5.0","NPQ","6","5","1",0.0857491172388373,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000317969113100855
"49","qP.5.0","qP","7","5","1",0.259617718271983,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000111731599165535
"50","ABQ.5.0","ABQ","8","5","1",0.203415099636845,0.000000000000000000000439085597611143
"51","qm.5.0","qm","9","5","1",0.907499674552449,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000558657995827675
"52","nTau1.5.0","nTau1","10","5","1",4.33280249942595,0.0000000109974611577913
"53","nTau2.5.0","nTau2","11","5","1",10.7226247982636,0.00000115031498128885
"54","nCon.5.0","nCon","12","5","1",0.61777904945694,0.0420181107399698
"55","Fm.5.0","Fm","13","5","1",3148.99291210541,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000317969113100855
"56","Fo.5.0","Fo","14","5","1",3034.71971588099,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000111731599165535
"57","Quant.6.0","Quant","1","6","1",0.0349223910525588,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000105330464843818
"58","Sigma.6.0","Sigma","2","6","1",3.7595210157202,0.00000000000000000000000998038350355117
"59","Connect.6.0","Connect","3","6","1",0.215516791213924,0.0130727382422724
"60","Tau1.6.0","Tau1","4","6","1",1812.9345925962,0.0000000281405052013501
"61","Tau2.6.0","Tau2","5","6","1",10756953.1364414,0.00104703265322292
"62","NPQ.6.0","NPQ","6","6","1",0.096716912727124,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000631376212983415
