"","uni","metric","metrix","stage","col","ASnormalized.t4_icra1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.341464694602682,0.00000000000000000000000000000000000000000000000000000000000828317933417158
"2","Sigma.1.0","Sigma","2","1","1",4.7718141198839,0.00000000000000000000000000000000000000000000000433870428823696
"3","Connect.1.0","Connect","3","1","1",0.260573701285275,0.0000000000000217706866743624
"4","Tau1.1.0","Tau1","4","1","1",661.677758411389,0.000000000000000000000000000283759378621164
"5","Tau2.1.0","Tau2","5","1","1",1365096.05991131,0.000000000000000000000481118297523893
"6","NPQ.1.0","NPQ","6","1","1",0.556433410497332,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000475332953477688
"7","qP.1.0","qP","7","1","1",1.13908303358153,0.0000000000000000000000000000000000000000000000000000000000165663586683432
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000433870428823696
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000828317933417158
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000000283759378621164
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000481118297523893
"12","nCon.1.0","nCon","12","1","1",1,0.0000000000000217706866743624
"13","Fm.1.0","Fm","13","1","1",2103.82538408807,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000475332953477688
"14","Fo.1.0","Fo","14","1","1",1385.44329181307,0.0000000000000000000000000000000000000000000000000000000000165663586683432
"15","Quant.3.0","Quant","1","3","1",0.0475935413797345,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000134063997580258
"16","Sigma.3.0","Sigma","2","3","1",3.00278648595624,0.000000000000000000000000000000452402299479833
"17","Connect.3.0","Connect","3","3","1",0.557930447442678,0.0000000000000000123188061226101
"18","Tau1.3.0","Tau1","4","3","1",3190.41377154836,0.0000000939527496149367
"19","Tau2.3.0","Tau2","5","3","1",4984737.2454565,0.00000000300036215964486
"20","NPQ.3.0","NPQ","6","3","1",0.0234434315492834,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000655945409435352
"21","qP.3.0","qP","7","3","1",0.137050137835659,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000268127995160451
"22","ABQ.3.0","ABQ","8","3","1",0.370724338686247,0.000000000000000000000000000000452402299479833
"23","qm.3.0","qm","9","3","1",0.86061943699593,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000134063997580258
"24","nTau1.3.0","nTau1","10","3","1",4.82170320974393,0.0000000939527496149367
"25","nTau2.3.0","nTau2","11","3","1",3.65156518419689,0.00000000300036215964486
"26","nCon.3.0","nCon","12","3","1",2.14116176993571,0.0000000000000000123188061226101
"27","Fm.3.0","Fm","13","3","1",3199.45784662489,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000655945409435352
"28","Fo.3.0","Fo","14","3","1",3047.18431720883,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000268127995160451
"29","Quant.4.0","Quant","1","4","1",0.0500197502018158,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000441362547638059
"30","Sigma.4.0","Sigma","2","4","1",3.06659574886421,0.00000000000000000000000000003920854712313
"31","Connect.4.0","Connect","3","4","1",0.448746117158588,0.00000000000844561544561443
"32","Tau1.4.0","Tau1","4","4","1",1493.05633971395,0.00000000734190043773138
"33","Tau2.4.0","Tau2","5","4","1",4516928.92216673,0.000000000830393887845491
"34","NPQ.4.0","NPQ","6","4","1",0.103950011177977,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000549226165641732
"35","qP.4.0","qP","7","4","1",0.275387929906909,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000882725095276117
"36","ABQ.4.0","ABQ","8","4","1",0.357352220388077,0.00000000000000000000000000003920854712313
"37","qm.4.0","qm","9","4","1",0.853514137793902,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000441362547638059
"38","nTau1.4.0","nTau1","10","4","1",2.25647049599884,0.00000000734190043773138
"39","nTau2.4.0","nTau2","11","4","1",3.30887258033708,0.000000000830393887845491
"40","nCon.4.0","nCon","12","4","1",1.72214661320446,0.00000000000844561544561443
