"","uni","metric","metrix","stage","col","ASnormalized.t3_aglo5.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.360835769260414,0.00000000000000000000000000000000000000000000000000000000000445521169982444
"2","Sigma.1.0","Sigma","2","1","1",4.54686792995128,0.0000000000000000000000000000000000000000000000000641144617007307
"3","Connect.1.0","Connect","3","1","1",0.304327590431784,0.00000000000000000112248933485068
"4","Tau1.1.0","Tau1","4","1","1",646.862971640065,0.00000000000000000000000000000210303442799437
"5","Tau2.1.0","Tau2","5","1","1",1104926.59948939,0.000000000000000000000000000178702096370837
"6","NPQ.1.0","NPQ","6","1","1",0.765556757138395,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000451378902515747
"7","qP.1.0","qP","7","1","1",1.47300833038216,0.00000000000000000000000000000000000000000000000000000000000891042339964888
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000000641144617007307
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000445521169982444
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000000000210303442799437
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000000000178702096370837
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000112248933485068
"13","Fm.1.0","Fm","13","1","1",1910.71561370409,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000451378902515747
"14","Fo.1.0","Fo","14","1","1",1221.26107539529,0.00000000000000000000000000000000000000000000000000000000000891042339964888
"15","Quant.3.0","Quant","1","3","1",0.041077243503197,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000155717070237842
"16","Sigma.3.0","Sigma","2","3","1",2.84869028489529,0.000000000000000000000000000101446795848842
"17","Connect.3.0","Connect","3","3","1",0.444132457314308,0.0000000000122853235486531
"18","Tau1.3.0","Tau1","4","3","1",4680.43733865899,0.00000642234666065111
"19","Tau2.3.0","Tau2","5","3","1",5599565.40354374,0.000000131226687706992
"20","NPQ.3.0","NPQ","6","3","1",0.0859687702827753,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000122375778491776
"21","qP.3.0","qP","7","3","1",0.270110105720927,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000311434140475672
"22","ABQ.3.0","ABQ","8","3","1",0.373482949410009,0.000000000000000000000000000101446795848842
"23","qm.3.0","qm","9","3","1",0.886160832704056,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000155717070237842
"24","nTau1.3.0","nTau1","10","3","1",7.23559323049849,0.00000642234666065111
"25","nTau2.3.0","nTau2","11","3","1",5.06781663698874,0.000000131226687706992
"26","nCon.3.0","nCon","12","3","1",1.45938939247726,0.0000000000122853235486531
"27","Fm.3.0","Fm","13","3","1",3106.42161640309,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000122375778491776
"28","Fo.3.0","Fo","14","3","1",2978.81837924251,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000311434140475672
"29","Quant.4.0","Quant","1","4","1",0.0350442443626375,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000139074480289268
"30","Sigma.4.0","Sigma","2","4","1",2.84138893620446,0.000000000000000000000000807262621246023
"31","Connect.4.0","Connect","3","4","1",0.488484388912699,0.00000000017863852790819
"32","Tau1.4.0","Tau1","4","4","1",2520.20964729367,0.00000145389497373945
"33","Tau2.4.0","Tau2","5","4","1",5892522.89895008,0.000000379242312025042
"34","NPQ.4.0","NPQ","6","4","1",0.110453604109936,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000321190746772994
"35","qP.4.0","qP","7","4","1",0.302519434094512,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000278148960578533
