"","uni","metric","metrix","stage","col","ASnormalized.t4_icra5.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.313386886106757,0.0000000000000000000000000000000000000000000000000000000000000564536446007244
"2","Sigma.1.0","Sigma","2","1","1",4.45567273169764,0.000000000000000000000000000000000000000000000013476982419927
"3","Connect.1.0","Connect","3","1","1",0.28029387438296,0.000000000000000983354905398817
"4","Tau1.1.0","Tau1","4","1","1",631.251932977155,0.00000000000000000000000000244811774219486
"5","Tau2.1.0","Tau2","5","1","1",1791159.13656761,0.00000000000000000138898937321177
"6","NPQ.1.0","NPQ","6","1","1",0.638516774615924,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000801703337327717
"7","qP.1.0","qP","7","1","1",1.17307855439365,0.000000000000000000000000000000000000000000000000000000000000112907289201449
"8","ABQ.1.0","ABQ","8","1","1",0,0.000000000000000000000000000000000000000000000013476982419927
"9","qm.1.0","qm","9","1","1",0,0.0000000000000000000000000000000000000000000000000000000000000564536446007244
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000000244811774219486
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000138898937321177
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000000983354905398817
"13","Fm.1.0","Fm","13","1","1",1786.61594524391,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000801703337327717
"14","Fo.1.0","Fo","14","1","1",1226.71393749524,0.000000000000000000000000000000000000000000000000000000000000112907289201449
"15","Quant.3.0","Quant","1","3","1",0.0458802731026066,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000117771424851771
"16","Sigma.3.0","Sigma","2","3","1",2.68832236364109,0.00000000000000000000000000000000388604438361869
"17","Connect.3.0","Connect","3","3","1",0.551936597580084,0.000000000000000000135328956271907
"18","Tau1.3.0","Tau1","4","3","1",3264.81880185826,0.000014394117300786
"19","Tau2.3.0","Tau2","5","3","1",5125212.03265375,0.00000000929503948796524
"20","NPQ.3.0","NPQ","6","3","1",0.0761181357587415,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100861503423218
"21","qP.3.0","qP","7","3","1",0.228917611649439,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000235542849702534
"22","ABQ.3.0","ABQ","8","3","1",0.396651745870747,0.00000000000000000000000000000000388604438361869
"23","qm.3.0","qm","9","3","1",0.853598618395993,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000117771424851771
"24","nTau1.3.0","nTau1","10","3","1",5.17197434384159,0.000014394117300786
"25","nTau2.3.0","nTau2","11","3","1",2.86139401464639,0.00000000929503948796524
"26","nCon.3.0","nCon","12","3","1",1.96913542543561,0.000000000000000000135328956271907
"27","Fm.3.0","Fm","13","3","1",2720.33348273087,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100861503423218
"28","Fo.3.0","Fo","14","3","1",2595.52383961302,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000235542849702534
"29","Quant.4.0","Quant","1","4","1",0.0444731138991676,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000190558638221425
"30","Sigma.4.0","Sigma","2","4","1",2.57211142759497,0.0000000000000000000000000000803709458424374
"31","Connect.4.0","Connect","3","4","1",0.57322470999004,0.0000000000000000429175372847862
"32","Tau1.4.0","Tau1","4","4","1",1438.47961108942,0.00000000757623100194457
"33","Tau2.4.0","Tau2","5","4","1",4694760.88952834,0.00000000000102228015013395
"34","NPQ.4.0","NPQ","6","4","1",0.159665146896526,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000347972762501992
"35","qP.4.0","qP","7","4","1",0.355448589956451,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000381117276442501
"36","ABQ.4.0","ABQ","8","4","1",0.422733314927513,0.0000000000000000000000000000803709458424374
"37","qm.4.0","qm","9","4","1",0.858088784595736,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000190558638221425
"38","nTau1.4.0","nTau1","10","4","1",2.27877260399847,0.00000000757623100194457
"39","nTau2.4.0","nTau2","11","4","1",2.62107413779263,0.00000000000102228015013395
"40","nCon.4.0","nCon","12","4","1",2.04508468567834,0.0000000000000000429175372847862
"41","Fm.4.0","Fm","13","4","1",2524.34955375928,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000347972762501992
"42","Fo.4.0","Fo","14","4","1",2412.08386853363,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000381117276442501
"43","Quant.5.0","Quant","1","5","1",0.048355965069146,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000559854301760318
"44","Sigma.5.0","Sigma","2","5","1",3.69658663149355,0.000000000000000000000000000511341856196657
"45","Connect.5.0","Connect","3","5","1",0.331029381219756,0.00000208106536412769
"46","Tau1.5.0","Tau1","4","5","1",1420.95998999248,0.0000000000680939328000099
"47","Tau2.5.0","Tau2","5","5","1",10057307.7536726,0.000000601102872751803
"48","NPQ.5.0","NPQ","6","5","1",0.2666679496596,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000482281996617376
"49","qP.5.0","qP","7","5","1",0.502187308153572,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000111970860352064
"50","ABQ.5.0","ABQ","8","5","1",0.170363971034934,0.000000000000000000000000000511341856196657
"51","qm.5.0","qm","9","5","1",0.845698824000334,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000559854301760318
"52","nTau1.5.0","nTau1","10","5","1",2.25101883378139,0.0000000000680939328000099
"53","nTau2.5.0","nTau2","11","5","1",5.61497163950792,0.000000601102872751803
"54","nCon.5.0","nCon","12","5","1",1.1810082612347,0.00000208106536412769
"55","Fm.5.0","Fm","13","5","1",2311.10307706541,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000482281996617376
"56","Fo.5.0","Fo","14","5","1",2199.34745739964,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000111970860352064
"57","Quant.6.0","Quant","1","6","1",0.0489893603323835,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000625404324406023
"58","Sigma.6.0","Sigma","2","6","1",3.35218934816976,0.0000000000000000000000000000957234441340628
"59","Connect.6.0","Connect","3","6","1",0.24782694406114,0.000279307337665816
"60","Tau1.6.0","Tau1","4","6","1",1060.49579245268,0.0000000000211179115735698
"61","Tau2.6.0","Tau2","5","6","1",9333430.7957099,0.0000401141821381048
"62","NPQ.6.0","NPQ","6","6","1",0.374623966268564,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107370326497061
"63","qP.6.0","qP","7","6","1",0.622258292677348,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000125080864881205
"64","ABQ.6.0","ABQ","8","6","1",0.247658086662807,0.0000000000000000000000000000957234441340628
"65","qm.6.0","qm","9","6","1",0.843677695193362,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000625404324406023
"66","nTau1.6.0","nTau1","10","6","1",1.67998819021606,0.0000000000211179115735698
