"","uni","metric","metrix","stage","col","ASnormalized.t11_aabr3.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.390699905632053,0.000000000000000000000000000000000000000000000000000000000114238537486317
"2","Sigma.1.0","Sigma","2","1","1",4.07591227664636,0.0000000000000000000000000000000000000000000000000101502963750632
"3","Connect.1.0","Connect","3","1","1",0.338120681070709,0.00000000000000000000124072829203465
"4","Tau1.1.0","Tau1","4","1","1",613.656554363061,0.00000000000000000000000000000748825454103593
"5","Tau2.1.0","Tau2","5","1","1",985400.480722425,0.000000000000000000000000000166688261374827
"6","NPQ.1.0","NPQ","6","1","1",0.825454458983722,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000187463401246459
"7","qP.1.0","qP","7","1","1",1.47378146000159,0.000000000000000000000000000000000000000000000000000000000228477074972635
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000000101502963750632
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000000000114238537486317
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000000000748825454103593
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000000000166688261374827
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000000124072829203465
"13","Fm.1.0","Fm","13","1","1",2024.62706840767,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000187463401246459
"14","Fo.1.0","Fo","14","1","1",1233.60546384069,0.000000000000000000000000000000000000000000000000000000000228477074972635
"15","Quant.3.0","Quant","1","3","1",0.0565320721732177,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000145980867642796
"16","Sigma.3.0","Sigma","2","3","1",2.92753337864134,0.000000000000000000000000000000000725595373372672
"17","Connect.3.0","Connect","3","3","1",0.422937482102385,0.00000000000033010986736698
"18","Tau1.3.0","Tau1","4","3","1",1718.56167055769,0.00000087067114181782
"19","Tau2.3.0","Tau2","5","3","1",4418881.21905471,0.0000000000383412696175248
"20","NPQ.3.0","NPQ","6","3","1",0.0933888268251049,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000261316311294015
