"","uni","metric","metrix","stage","col","ASnormalized.t7_aglo7.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.372208193133607,0.0000000000000000000000000000000000000000000000000000000124843055811754
"2","Sigma.1.0","Sigma","2","1","1",4.29818451431764,0.0000000000000000000000000000000000000000000000136402148198145
"3","Connect.1.0","Connect","3","1","1",0.334617614638617,0.000000000000000000926042413292842
"4","Tau1.1.0","Tau1","4","1","1",604.050754579372,0.000000000000000000000000000705675110674353
"5","Tau2.1.0","Tau2","5","1","1",937360.192093733,0.00000000000000000000000293829424479611
"6","NPQ.1.0","NPQ","6","1","1",0.801339030803207,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000758557593473751
"7","qP.1.0","qP","7","1","1",1.3792645969169,0.0000000000000000000000000000000000000000000000000000000249686111623508
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000136402148198145
"9","qm.1.0","qm","9","1","1",0,0.0000000000000000000000000000000000000000000000000000000124843055811754
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000000705675110674353
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000000000293829424479611
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000000000926042413292842
"13","Fm.1.0","Fm","13","1","1",1834.79478014012,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000758557593473751
"14","Fo.1.0","Fo","14","1","1",1151.86913025319,0.0000000000000000000000000000000000000000000000000000000249686111623508
"15","Quant.3.0","Quant","1","3","1",0.0730213132986368,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000457648069155648
"16","Sigma.3.0","Sigma","2","3","1",2.92633581574083,0.0000000000000000000000000000000000000180005783320091
"17","Connect.3.0","Connect","3","3","1",0.413645924801272,0.0000000000000000797013628035997
"18","Tau1.3.0","Tau1","4","3","1",1563.59617707458,0.000000000211863864666122
"19","Tau2.3.0","Tau2","5","3","1",3444081.6564798,0.0000000000000495745719699201
"20","NPQ.3.0","NPQ","6","3","1",0.176168662892829,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000944790454753031
"21","qP.3.0","qP","7","3","1",0.448542337645924,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000915296138311202
"22","ABQ.3.0","ABQ","8","3","1",0.319169336264428,0.0000000000000000000000000000000000000180005783320091
