"","uni","metric","metrix","stage","col","ASnormalized.t9_ahya5.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.379768949281469,0.0000000000000000000000000000000000000000000000000000000000188682989558105
"2","Sigma.1.0","Sigma","2","1","1",4.54752093381513,0.00000000000000000000000000000000000000000000000000605778677993576
"3","Connect.1.0","Connect","3","1","1",0.331029225242425,0.00000000000000000000399254250262446
"4","Tau1.1.0","Tau1","4","1","1",657.798990501144,0.0000000000000000000000000000000339862069041025
"5","Tau2.1.0","Tau2","5","1","1",908137.584369032,0.000000000000000000000000000000000274770764643642
"6","NPQ.1.0","NPQ","6","1","1",0.730493340083508,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000748030459794593
"7","qP.1.0","qP","7","1","1",1.33471681852524,0.0000000000000000000000000000000000000000000000000000000000377365979116209
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000000605778677993576
"9","qm.1.0","qm","9","1","1",0,0.0000000000000000000000000000000000000000000000000000000000188682989558105
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000000339862069041025
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000000000000000274770764643642
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000000399254250262446
"13","Fm.1.0","Fm","13","1","1",2052.86998848885,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000748030459794593
"14","Fo.1.0","Fo","14","1","1",1273.25370994897,0.0000000000000000000000000000000000000000000000000000000000377365979116209
"15","Quant.3.0","Quant","1","3","1",0.0366235613156656,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000165514119401421
"16","Sigma.3.0","Sigma","2","3","1",3.00719124042928,0.00000000000000000000000000129711804216729
"17","Connect.3.0","Connect","3","3","1",0.408755636632955,0.00000000491104613884154
"18","Tau1.3.0","Tau1","4","3","1",5812.33011431726,0.0000554036111070964
"19","Tau2.3.0","Tau2","5","3","1",7826866.86481858,0.000000227728279165366
"20","NPQ.3.0","NPQ","6","3","1",0.0731180990655309,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000183081297831557
