"","uni","metric","metrix","stage","col","ASnormalized.t10_aabr2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.3737972421665,0.000000000000000000000000000000000000000000000000000000000873972993423399
"2","Sigma.1.0","Sigma","2","1","1",4.42674681124142,0.000000000000000000000000000000000000000000000000708793946867828
"3","Connect.1.0","Connect","3","1","1",0.336811709909384,0.000000000000000000074805999125311
"4","Tau1.1.0","Tau1","4","1","1",728.958599928403,0.00000000000000000000000000228608595662913
"5","Tau2.1.0","Tau2","5","1","1",1112391.91528617,0.00000000000000000000000546046180442156
"6","NPQ.1.0","NPQ","6","1","1",0.800817394994124,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000646292275831381
"7","qP.1.0","qP","7","1","1",1.42758001786993,0.0000000000000000000000000000000000000000000000000000000017479459868468
"8","ABQ.1.0","ABQ","8","1","1",0,0.000000000000000000000000000000000000000000000000708793946867828
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000000000873972993423399
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000000228608595662913
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000000000546046180442156
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000000000074805999125311
"13","Fm.1.0","Fm","13","1","1",1823.11393883907,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000646292275831381
"14","Fo.1.0","Fo","14","1","1",1141.63897634572,0.0000000000000000000000000000000000000000000000000000000017479459868468
"15","Quant.3.0","Quant","1","3","1",0.0439311293288156,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000318508688593472
"16","Sigma.3.0","Sigma","2","3","1",2.87310208544943,0.00000000000000000000000000000510805115793887
"17","Connect.3.0","Connect","3","3","1",0.503119985624807,0.0000000000000453121364749074
"18","Tau1.3.0","Tau1","4","3","1",2966.88543088836,0.00000991505479556221
"19","Tau2.3.0","Tau2","5","3","1",4402621.58190725,0.00000000000178392659484897
"20","NPQ.3.0","NPQ","6","3","1",0.0845467942069351,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000156626680909996
"21","qP.3.0","qP","7","3","1",0.259271597177141,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000637017377185377
"22","ABQ.3.0","ABQ","8","3","1",0.350967604889129,0.00000000000000000000000000000510805115793887
"23","qm.3.0","qm","9","3","1",0.88247337226408,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000318508688593472
"24","nTau1.3.0","nTau1","10","3","1",4.07003282652782,0.00000991505479556221
"25","nTau2.3.0","nTau2","11","3","1",3.95779717688317,0.00000000000178392659484897
"26","nCon.3.0","nCon","12","3","1",1.49377224966486,0.0000000000000453121364749074
"27","Fm.3.0","Fm","13","3","1",3027.15872810115,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000156626680909996
"28","Fo.3.0","Fo","14","3","1",2894.17222651809,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000637017377185377
"29","Quant.4.0","Quant","1","4","1",0.0461383052183063,0.00000000000000000000000000000000000000000000000000000000000000000000000000000471747425211992
"30","Sigma.4.0","Sigma","2","4","1",2.67518334524947,0.0000000000000000000000000587216755674233
"31","Connect.4.0","Connect","3","4","1",0.606062823144115,0.000000000000000559585236048404
"32","Tau1.4.0","Tau1","4","4","1",3483.81044520251,0.00000444820316019168
"33","Tau2.4.0","Tau2","5","4","1",4698398.23199031,0.0000000136963046280465
"34","NPQ.4.0","NPQ","6","4","1",0.110408942532037,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000383951467257058
"35","qP.4.0","qP","7","4","1",0.308558287237016,0.000000000000000000000000000000000000000000000000000000000000000000000000000009434948504236
"36","ABQ.4.0","ABQ","8","4","1",0.395677354201503,0.0000000000000000000000000587216755674233
"37","qm.4.0","qm","9","4","1",0.876568631296228,0.00000000000000000000000000000000000000000000000000000000000000000000000000000471747425211992
"38","nTau1.4.0","nTau1","10","4","1",4.77916090919935,0.00000444820316019168
"39","nTau2.4.0","nTau2","11","4","1",4.2236896613741,0.0000000136963046280465
"40","nCon.4.0","nCon","12","4","1",1.79941137826583,0.000000000000000559585236048404
"41","Fm.4.0","Fm","13","4","1",2956.6542274338,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000383951467257058
"42","Fo.4.0","Fo","14","4","1",2820.23921226347,0.000000000000000000000000000000000000000000000000000000000000000000000000000009434948504236
"43","Quant.5.0","Quant","1","5","1",0.0457997720440513,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000244733305963818
"44","Sigma.5.0","Sigma","2","5","1",3.24141658297958,0.000000000000000000000000000721086802022126
"45","Connect.5.0","Connect","3","5","1",0.364840348572493,0.000000377010218306963
"46","Tau1.5.0","Tau1","4","5","1",3051.59680424226,0.000000000282738737878704
"47","Tau2.5.0","Tau2","5","5","1",6114350.27607821,0.00000000000486557638016747
"48","NPQ.5.0","NPQ","6","5","1",0.121703717180044,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000116547390033344
"49","qP.5.0","qP","7","5","1",0.326828881886618,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000489466611927635
"50","ABQ.5.0","ABQ","8","5","1",0.267765535009089,0.000000000000000000000000000721086802022126
"51","qm.5.0","qm","9","5","1",0.87747429119969,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000244733305963818
"52","nTau1.5.0","nTau1","10","5","1",4.18624158428474,0.000000000282738737878704
"53","nTau2.5.0","nTau2","11","5","1",5.49657921102859,0.00000000000486557638016747
"54","nCon.5.0","nCon","12","5","1",1.08321753026535,0.000000377010218306963
"55","Fm.5.0","Fm","13","5","1",2926.88278003689,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000116547390033344
"56","Fo.5.0","Fo","14","5","1",2792.83221591155,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000489466611927635
"57","Quant.6.0","Quant","1","6","1",0.0442654784460035,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000177327581591546
"58","Sigma.6.0","Sigma","2","6","1",3.46995555688974,0.0000000000000000000000000000113603865331123
"59","Connect.6.0","Connect","3","6","1",0.299929560993924,0.00000185744302379228
"60","Tau1.6.0","Tau1","4","6","1",2014.99033496718,0.000000602816713815214
"61","Tau2.6.0","Tau2","5","6","1",7109192.1628403,0.000218850309288418
"62","NPQ.6.0","NPQ","6","6","1",0.146936688672262,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200220967328911
"63","qP.6.0","qP","7","6","1",0.364861546077649,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000354655163183092
"64","ABQ.6.0","ABQ","8","6","1",0.216138689459711,0.0000000000000000000000000000113603865331123
"65","qm.6.0","qm","9","6","1",0.881578905747286,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000177327581591546
"66","nTau1.6.0","nTau1","10","6","1",2.76420407848276,0.000000602816713815214
"67","nTau2.6.0","nTau2","11","6","1",6.39090599738083,0.000218850309288418
"68","nCon.6.0","nCon","12","6","1",0.890496239203256,0.00000185744302379228
"69","Fm.6.0","Fm","13","6","1",2862.49042910841,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200220967328911
"70","Fo.6.0","Fo","14","6","1",2735.78092071682,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000354655163183092
"71","Quant.7.0","Quant","1","7","1",0.0438763329362055,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000802130516618002
"72","Sigma.7.0","Sigma","2","7","1",3.63322945402403,0.0000000000000000000000000000719734164636026
"73","Connect.7.0","Connect","3","7","1",0.319948346277231,0.000000558208798082108
"74","Tau1.7.0","Tau1","4","7","1",1981.57005019021,0.000000000105282811926542
"75","Tau2.7.0","Tau2","5","7","1",13882938.5179063,0.000326217249434658
"76","NPQ.7.0","NPQ","6","7","1",0.178024451284678,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000413741708830803
"77","qP.7.0","qP","7","7","1",0.412267653435386,0.000000000000000000000000000000000000000000000000000000000000000000000000000000001604261033236
"78","ABQ.7.0","ABQ","8","7","1",0.179255193724273,0.0000000000000000000000000000719734164636026
"79","qm.7.0","qm","9","7","1",0.882619966156246,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000802130516618002
"80","nTau1.7.0","nTau1","10","7","1",2.71835746280356,0.000000000105282811926542
"81","nTau2.7.0","nTau2","11","7","1",12.4802583757856,0.000326217249434658
"82","nCon.7.0","nCon","12","7","1",0.949932371304161,0.000000558208798082108
"83","Fm.7.0","Fm","13","7","1",2786.95004211272,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000413741708830803
"84","Fo.7.0","Fo","14","7","1",2664.66889418841,0.000000000000000000000000000000000000000000000000000000000000000000000000000000001604261033236
"85","Quant.8.0","Quant","1","8","1",0.0513695784857885,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000534339063228235
"86","Sigma.8.0","Sigma","2","8","1",3.37026175363253,0.0000000000000000000000000000257206191996501
"87","Connect.8.0","Connect","3","8","1",0.420916279881237,0.000000000281414055944312
"88","Tau1.8.0","Tau1","4","8","1",2183.71351074234,0.000000000189262267689759
"89","Tau2.8.0","Tau2","5","8","1",13519597.5509015,0.000607565957133948
"90","NPQ.8.0","NPQ","6","8","1",0.203934164866323,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000269392250865983
"91","qP.8.0","qP","7","8","1",0.46411881298167,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000106867812645647
"92","ABQ.8.0","ABQ","8","8","1",0.238659472216937,0.0000000000000000000000000000257206191996501
"93","qm.8.0","qm","9","8","1",0.862573682491464,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000534339063228235
"94","nTau1.8.0","nTau1","10","8","1",2.99566190858688,0.000000000189262267689759
"95","nTau2.8.0","nTau2","11","8","1",12.1536280200523,0.000607565957133948
"96","nCon.8.0","nCon","12","8","1",1.24970797480432,0.000000000281414055944312
"97","Fm.8.0","Fm","13","8","1",2726.97244577504,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000269392250865983
"98","Fo.8.0","Fo","14","8","1",2586.88902069322,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000106867812645647
"99","Quant.9.0","Quant","1","9","1",0.0560276796254422,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000001105900957831
"100","Sigma.9.0","Sigma","2","9","1",3.46620643661284,0.00000000000000000000000000000019002773319984
"101","Connect.9.0","Connect","3","9","1",0.255337619613044,0.0000229465487495887
"102","Tau1.9.0","Tau1","4","9","1",2242.44566722436,0.000000000000461514068212911
"103","Tau2.9.0","Tau2","5","9","1",18794076.8306519,0.0487120744213847
"104","NPQ.9.0","NPQ","6","9","1",0.22948981030767,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109404947311607
"105","qP.9.0","qP","7","9","1",0.50825599774568,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000002211801915662
"106","ABQ.9.0","ABQ","8","9","1",0.216985613947775,0.00000000000000000000000000000019002773319984
"107","qm.9.0","qm","9","9","1",0.85011211077773,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000001105900957831
"108","nTau1.9.0","nTau1","10","9","1",3.0762318565754,0.000000000000461514068212911
"109","nTau2.9.0","nTau2","11","9","1",16.8951936564705,0.0487120744213847
"110","nCon.9.0","nCon","12","9","1",0.758101966471832,0.0000229465487495887
"111","Fm.9.0","Fm","13","9","1",2670.29077149983,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109404947311607
"112","Fo.9.0","Fo","14","9","1",2520.68057564746,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000002211801915662
"113","Quant.10.0","Quant","1","10","1",0.0909939587645569,0.00000000000000000000000000000000000000000000000000000000000000000000000000000102301063817672
"114","Sigma.10.0","Sigma","2","10","1",4.41070421267107,0.0000000000000000000000000000000000000236687405237298
"115","Connect.10.0","Connect","3","10","1",0.371956345332019,0.0000000000000051643167112513
"116","Tau1.10.0","Tau1","4","10","1",1653.69207376785,0.000000000000000804368054368756
"117","Tau2.10.0","Tau2","5","10","1",3861570.78881234,0.00000000994409343322113
"118","NPQ.10.0","NPQ","6","10","1",0.280693706800574,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000189003150181892
"119","qP.10.0","qP","7","10","1",0.635195778263181,0.00000000000000000000000000000000000000000000000000000000000000000000000000000204602127635344
"120","ABQ.10.0","ABQ","8","10","1",0.00362401538972235,0.0000000000000000000000000000000000000236687405237298
"121","qm.10.0","qm","9","10","1",0.756568672799288,0.00000000000000000000000000000000000000000000000000000000000000000000000000000102301063817672
"122","nTau1.10.0","nTau1","10","10","1",2.26856789113987,0.000000000000000804368054368756
"123","nTau2.10.0","nTau2","11","10","1",3.47141213069581,0.00000000994409343322113
"124","nCon.10.0","nCon","12","10","1",1.10434505211262,0.0000000000000051643167112513
"125","Fm.10.0","Fm","13","10","1",2563.52887242608,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000189003150181892
"126","Fo.10.0","Fo","14","10","1",2330.26323191679,0.00000000000000000000000000000000000000000000000000000000000000000000000000000204602127635344
"127","Quant.11.0","Quant","1","11","1",0.10292500569264,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000468457840878674
"128","Sigma.11.0","Sigma","2","11","1",4.36161534452481,0.000000000000000000000000000000000000000000266144705240335
"129","Connect.11.0","Connect","3","11","1",0.247679010578409,0.00000000000995735451318482
"130","Tau1.11.0","Tau1","4","11","1",1798.38416655786,0.0000000000000146579952181007
"131","Tau2.11.0","Tau2","5","11","1",4599543.75776489,0.0000488987274485106
"132","NPQ.11.0","NPQ","6","11","1",0.261126552915042,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000567991668018609
"133","qP.11.0","qP","7","11","1",0.631799028861317,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000936915681757347
"134","ABQ.11.0","ABQ","8","11","1",0.0147131673650743,0.000000000000000000000000000000000000000000266144705240335
"135","qm.11.0","qm","9","11","1",0.724650173724945,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000468457840878674
"136","nTau1.11.0","nTau1","10","11","1",2.46705940054002,0.0000000000000146579952181007
"137","nTau2.11.0","nTau2","11","11","1",4.13482307319866,0.0000488987274485106
"138","nCon.11.0","nCon","12","11","1",0.735363419059998,0.00000000000995735451318482
"139","Fm.11.0","Fm","13","11","1",2603.30359909472,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000567991668018609
"140","Fo.11.0","Fo","14","11","1",2335.35856133822,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000936915681757347
"141","Quant.12.0","Quant","1","12","1",0.10884440964174,0.00000000000000000000000000000000000000000000000000000000000000000000000000254943415150711
"142","Sigma.12.0","Sigma","2","12","1",4.56412373443905,0.0000000000000000000000000000000000000261918309740814
"143","Connect.12.0","Connect","3","12","1",0.267956955783081,0.00000000189708915450789
"144","Tau1.12.0","Tau1","4","12","1",1863.3324013063,0.000000000000000325479076991231
"145","Tau2.12.0","Tau2","5","12","1",4136611.03404908,0.00000052345603053795
"146","NPQ.12.0","NPQ","6","12","1",0.257454161726109,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000539224142434185
"147","qP.12.0","qP","7","12","1",0.637555198675643,0.00000000000000000000000000000000000000000000000000000000000000000000000000509886830301422
"148","ABQ.12.0","ABQ","8","12","1",-0.0310333816356472,0.0000000000000000000000000000000000000261918309740814
"149","qm.12.0","qm","9","12","1",0.708814305287844,0.00000000000000000000000000000000000000000000000000000000000000000000000000254943415150711
"150","nTau1.12.0","nTau1","10","12","1",2.55615668913066,0.000000000000000325479076991231
"151","nTau2.12.0","nTau2","11","12","1",3.71866333906691,0.00000052345603053795
"152","nCon.12.0","nCon","12","12","1",0.795569001609747,0.00000000189708915450789
"153","Fm.12.0","Fm","13","12","1",2610.90653961568,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000539224142434185
"154","Fo.12.0","Fo","14","12","1",2326.72395868145,0.00000000000000000000000000000000000000000000000000000000000000000000000000509886830301422
"155","Quant.13.0","Quant","1","13","1",0.115596146441311,0.0000000000000000000000000000000000000000000000000000000000000000000000000400858698416849
"156","Sigma.13.0","Sigma","2","13","1",4.91936830791206,0.0000000000000000000000000000000000000357323531753218
"157","Connect.13.0","Connect","3","13","1",0.271886352867354,0.00000000146066753381142
"158","Tau1.13.0","Tau1","4","13","1",1733.07418802829,0.000000000000000025277597119498
"159","Tau2.13.0","Tau2","5","13","1",3417795.24448147,0.0000000341250559325134
"160","NPQ.13.0","NPQ","6","13","1",0.24414578488133,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000700528655666191
"161","qP.13.0","qP","7","13","1",0.632840869365516,0.0000000000000000000000000000000000000000000000000000000000000000000000000801717396833698
