"","uni","metric","metrix","stage","col","ASnormalized.t1_aabr1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.369971312997838,0.00000000000000000000000000000000000000000000000000000000000314677186035254
"2","Sigma.1.0","Sigma","2","1","1",4.52586958116964,0.0000000000000000000000000000000000000000000000000116659034523128
"3","Connect.1.0","Connect","3","1","1",0.296417436003004,0.00000000000000000093533571273453
"4","Tau1.1.0","Tau1","4","1","1",760.652361411942,0.00000000000000000000000000020570269902089
"5","Tau2.1.0","Tau2","5","1","1",1062118.78469894,0.0000000000000000000000000300537413065633
"6","NPQ.1.0","NPQ","6","1","1",0.775899278132953,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000228485481418718
"7","qP.1.0","qP","7","1","1",1.465887774749,0.00000000000000000000000000000000000000000000000000000000000629354372070508
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000000116659034523128
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000314677186035254
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000000020570269902089
"11","nTau2.1.0","nTau2","11","1","1",1,0.0000000000000000000000000300537413065633
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000093533571273453
"13","Fm.1.0","Fm","13","1","1",1912.05740908849,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000228485481418718
"14","Fo.1.0","Fo","14","1","1",1204.65101892078,0.00000000000000000000000000000000000000000000000000000000000629354372070508
"15","Quant.3.0","Quant","1","3","1",0.0489267013986783,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000933938828568344
"16","Sigma.3.0","Sigma","2","3","1",2.83717696879025,0.0000000000000000000000000000000269398471844111
"17","Connect.3.0","Connect","3","3","1",0.508582327333868,0.0000000000000000708589569256383
"18","Tau1.3.0","Tau1","4","3","1",4457.4006568565,0.00000212813427060984
"19","Tau2.3.0","Tau2","5","3","1",5408568.78985728,0.0000000575016795967277
"20","NPQ.3.0","NPQ","6","3","1",0.107684767915484,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000563743668374842
